ok,idx,attempt,elapsed_sec,window,cpu_final_equity,cpu_return_pct,cpu_pnl,cpu_maxdd_pct,cpu_maxdd_usd,gpu_final_equity,gpu_return_pct,gpu_pnl,gpu_maxdd_pct,gpu_maxdd_usd,cpu_gpu_diff_bps,gpu_backend,summary_json,engine,engine_note,strategy_profile,profit_lock_exec_model,runtime_profit_lock_order_type,runtime_stop_price_offset_bps,rebalance_time_ny,slippage_bps,sell_fee_bps,warmup_days,daily_lookback_days,anchor_window_start_equity,daily_synthetic_parity,daily_synthetic_parity_split_adjustment,rebalance_min_trade_weight_delta,cpu_score,gpu_score,combined_score
True,18,1,0.0009,2026-03-20 to 2026-03-26,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,0.0,cpu_fallback,/home/chewy/projects/trading-compose-dev/research/reports/gpu_native_daily_grid_checkcols_20260327/gpu_native_00018_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-20_to_2026-03-26.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,2.0,15:56,0.0,0.0,260,800,False,True,True,0.0,3.372577849941162,3.372577849941162,3.372577849941162
True,19,1,0.0009,2026-03-20 to 2026-03-26,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,0.0,cpu_fallback,/home/chewy/projects/trading-compose-dev/research/reports/gpu_native_daily_grid_checkcols_20260327/gpu_native_00019_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-20_to_2026-03-26.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,2.0,15:56,0.0,0.0,260,800,False,True,True,0.0005,3.372577849941162,3.372577849941162,3.372577849941162
True,258,1,0.0009,2026-03-20 to 2026-03-26,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,0.0,cpu_fallback,/home/chewy/projects/trading-compose-dev/research/reports/gpu_native_daily_grid_checkcols_20260327/gpu_native_00258_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-20_to_2026-03-26.json,gpu_native_daily_batch,daily_batch_no_minute_lifecycle,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,market_close,trailing_stop,2.0,15:55,0.0,0.0,260,800,False,True,True,0.0,3.372577849941162,3.372577849941162,3.372577849941162
True,259,1,0.0009,2026-03-20 to 2026-03-26,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,0.0,cpu_fallback,/home/chewy/projects/trading-compose-dev/research/reports/gpu_native_daily_grid_checkcols_20260327/gpu_native_00259_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-20_to_2026-03-26.json,gpu_native_daily_batch,daily_batch_no_minute_lifecycle,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,market_close,trailing_stop,2.0,15:55,0.0,0.0,260,800,False,True,True,0.0005,3.372577849941162,3.372577849941162,3.372577849941162
True,227,1,0.0009,2026-03-20 to 2026-03-26,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,0.0,cpu_fallback,/home/chewy/projects/trading-compose-dev/research/reports/gpu_native_daily_grid_checkcols_20260327/gpu_native_00227_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-20_to_2026-03-26.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,market_close,close_position,2.0,15:55,0.0,0.0,260,800,False,True,True,0.0005,3.372577849941162,3.372577849941162,3.372577849941162
True,226,1,0.0009,2026-03-20 to 2026-03-26,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,0.0,cpu_fallback,/home/chewy/projects/trading-compose-dev/research/reports/gpu_native_daily_grid_checkcols_20260327/gpu_native_00226_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-20_to_2026-03-26.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,market_close,close_position,2.0,15:55,0.0,0.0,260,800,False,True,True,0.0,3.372577849941162,3.372577849941162,3.372577849941162
True,211,1,0.0009,2026-03-20 to 2026-03-26,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,0.0,cpu_fallback,/home/chewy/projects/trading-compose-dev/research/reports/gpu_native_daily_grid_checkcols_20260327/gpu_native_00211_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-20_to_2026-03-26.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,market_close,market_order,2.0,15:56,0.0,0.0,260,800,False,True,True,0.0005,3.372577849941162,3.372577849941162,3.372577849941162
True,210,1,0.0009,2026-03-20 to 2026-03-26,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,0.0,cpu_fallback,/home/chewy/projects/trading-compose-dev/research/reports/gpu_native_daily_grid_checkcols_20260327/gpu_native_00210_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-20_to_2026-03-26.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,market_close,market_order,2.0,15:56,0.0,0.0,260,800,False,True,True,0.0,3.372577849941162,3.372577849941162,3.372577849941162
True,34,1,0.0009,2026-03-20 to 2026-03-26,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,0.0,cpu_fallback,/home/chewy/projects/trading-compose-dev/research/reports/gpu_native_daily_grid_checkcols_20260327/gpu_native_00034_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-20_to_2026-03-26.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,close_position,2.0,15:55,0.0,0.0,260,800,False,True,True,0.0,3.372577849941162,3.372577849941162,3.372577849941162
True,35,1,0.0009,2026-03-20 to 2026-03-26,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,10670.523324650409,6.705233246504094,670.5233246504085,6.665310793125864,666.5310793125864,0.0,cpu_fallback,/home/chewy/projects/trading-compose-dev/research/reports/gpu_native_daily_grid_checkcols_20260327/gpu_native_00035_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2026-03-20_to_2026-03-26.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,close_position,2.0,15:55,0.0,0.0,260,800,False,True,True,0.0005,3.372577849941162,3.372577849941162,3.372577849941162
