Profile,Window,Mode,Start Equity,CPU Final Equity,CPU Return %,CPU PnL,CPU MaxDD %,CPU Trades,GPU Backend,GPU Final Equity,GPU Return %,CPU-GPU Diff (bps),Sharpe,Sortino,Calmar,Worst Day %,Best Day %,Bootstrap P10 %,Bootstrap P50 %,Bootstrap P90 %
aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,1m,paper_live_style_optimistic,10000.0,10000.0,0.0,0.0,0.0,0,cpu_emulated_fallback,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,2m,paper_live_style_optimistic,10000.0,10000.0,0.0,0.0,0.0,0,cpu_emulated_fallback,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,3m,paper_live_style_optimistic,10000.0,9524.1,-4.759,-475.9,6.9336,1,cpu_emulated_fallback,9524.1,-4.759,0.0,-1.2232,-1.3146,-2.5136,-6.7639,2.3468,-2.7207,0.0,2.3366
aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,6m,paper_live_style_optimistic,10000.0,15216.19,52.1619,5216.19,32.6315,43,cpu_emulated_fallback,15216.19,52.1619,0.0,1.5006,2.2751,3.9236,-14.8991,14.5405,-5.5233,65.1958,183.2193
aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,1y,paper_live_style_optimistic,10000.0,33437.31,234.3731,23437.31,32.6315,94,cpu_emulated_fallback,33437.31,234.3731,0.0,1.9525,2.909,7.1571,-19.0104,14.5405,59.4083,266.1811,712.8633
aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,2y,paper_live_style_optimistic,10000.0,8311.58,-16.8842,-1688.42,84.374,517,cpu_emulated_fallback,8311.58,-16.8842,0.0,0.3244,0.4362,-0.1046,-23.2666,17.7626,-82.1913,-19.7221,262.3146
aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,3y,paper_live_style_optimistic,10000.0,37456.36,274.5636,27456.36,84.374,622,cpu_emulated_fallback,37456.36,274.5636,0.0,0.9573,1.3386,0.6552,-23.2666,17.7626,-36.5773,297.8583,1970.6229
aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,5y,paper_live_style_optimistic,10000.0,33238.36,232.3836,23238.36,84.374,1274,cpu_emulated_fallback,33238.36,232.3836,0.0,0.7105,1.0156,0.3223,-23.2666,19.006,-63.0746,249.0909,3714.2158
