variant,period,start_equity,final_equity,pnl,return_pct,maxdd_pct,maxdd_usd,events,days
runtime_switch_loop_v2_controlplane.py,2026-03-11 to 2026-04-10,10000.0,15563.893339653261,5563.893339653261,55.63893339653261,12.75115604385576,2004.0447829912628,8,22
runtime_switch_loop.py,2026-03-11 to 2026-04-10,10000.0,13725.517085057538,3725.5170850575378,37.25517085057537,12.75115604385576,2004.0447829912628,8,22
MRV2-00004,2026-03-11 to 2026-04-10,10000.0,12874.025750368557,2874.025750368557,28.740257503685562,15.54157847467235,2291.0715166790324,8,22
MRV2-00003,2026-03-11 to 2026-04-10,10000.0,11253.242775791185,1253.2427757911846,12.532427757911858,16.846873503111937,2170.831677095348,8,22
MRV2-00002,2026-03-11 to 2026-04-10,10000.0,11098.48717075435,1098.4871707543498,10.984871707543498,18.027923842768757,2291.0715166790324,8,22
runtime_m0106_loop.py,2026-03-11 to 2026-04-10,10000.0,10710.969125331812,710.9691253318124,7.109691253318129,18.485379841913602,2170.831677095348,8,22
MRV2-00007,2026-03-11 to 2026-04-10,10000.0,10254.342614122164,254.34261412216438,2.5434261412216497,18.486673916317507,2170.831677095348,8,22
MRV2-00012,2026-03-11 to 2026-04-10,10000.0,10254.342614122164,254.34261412216438,2.5434261412216497,18.486673916317507,2170.831677095348,8,22
