date,SOXL,SOXS,TQQQ,SQQQ,SPXL,SPXS,TMF,TMV
2023-01-25,14.217827796936035,4259.548828125,10.30914306640625,864.75634765625,68.41468048095703,170.884765625,85.30224609375,24.096920013427734
2023-01-26,14.91257095336914,4061.4697265625,10.905378341674805,815.2194213867188,70.53111267089844,165.5115509033203,84.03447723388672,24.478591918945312
2023-01-27,14.658159255981445,4140.35107421875,11.21792221069336,791.9798583984375,71.00682067871094,164.2783660888672,83.49114227294922,24.651466369628906
2023-01-30,13.503512382507324,4452.3671875,10.544751167297363,839.8859252929688,68.36613464355469,170.53237915039062,82.31393432617188,24.959049224853516
2023-01-31,14.208043098449707,4219.23291015625,11.015972137451172,802.37646484375,71.30777740478516,163.22134399414062,84.39669036865234,24.328166961669922
2023-02-01,16.439054489135742,3560.14111328125,11.727606773376465,751.0047607421875,73.60865783691406,158.02435302734375,87.29444122314453,23.50196075439453
2023-02-02,17.534996032714844,3328.7578125,12.939318656921387,672.927978515625,76.72504425048828,151.41798400878906,87.65664672851562,23.427871704101562
2023-02-03,16.56626319885254,3509.306884765625,12.270956039428711,706.7682495117188,74.29794311523438,156.0864715576172,83.67224884033203,24.460628509521484
2023-02-06,15.754095077514648,3681.09130859375,11.958413124084473,725.3190307617188,72.95819854736328,158.99327087402344,81.95172882080078,25.055587768554688
2023-02-07,17.212081909179688,3330.51123046875,12.69890022277832,680.470703125,75.72509002685547,153.09158325195312,79.95952606201172,25.661773681640625
2023-02-08,16.135713577270508,3544.36474609375,12.016112327575684,716.7570190429688,73.29798889160156,157.93626403808594,80.86508178710938,25.313779830932617
2023-02-09,16.223783493041992,3519.82470703125,11.693949699401855,736.531005859375,71.31748962402344,162.4285888671875,78.6917724609375,26.01874351501465
2023-02-10,15.460542678833008,3696.866943359375,11.453533172607422,751.616455078125,71.705810546875,161.54774475097656,75.88456726074219,26.975170135498047
2023-02-13,16.067218780517578,3539.1064453125,11.996879577636719,715.5338745117188,74.22028350830078,155.8221893310547,77.69566345214844,26.292652130126953
2023-02-14,16.957666397094727,3342.78125,12.25653076171875,700.4486083984375,74.11348724365234,155.99838256835938,77.33345794677734,26.490222930908203
2023-02-15,17.163158416748047,3304.217529296875,12.530606269836426,684.5477905273438,74.81249237060547,154.58900451660156,75.16014862060547,27.206418991088867
2023-02-16,15.930230140686035,3546.11767578125,11.814159393310547,723.6881713867188,71.69611358642578,161.2835235595703,72.081298828125,28.394086837768555
2023-02-17,15.166986465454102,3717.902587890625,11.559316635131836,739.7928466796875,71.06504821777344,162.69284057617188,73.25849151611328,27.787904739379883
2023-02-21,13.708998680114746,4084.25830078125,10.746702194213867,792.3875122070312,66.77397918701172,172.29408264160156,69.18355560302734,29.431333541870117
2023-02-22,13.532866477966309,4145.60986328125,10.756319999694824,791.7760620117188,66.50212860107422,172.99879455566406,70.99464416503906,28.61860466003418
2023-02-23,14.756011962890625,3735.431396484375,11.025588035583496,771.59423828125,67.4632797241211,170.796630859375,72.9868392944336,27.837299346923828
2023-02-24,14.002553939819336,3931.75634765625,10.467817306518555,811.1423950195312,65.2691879272461,176.43411254882812,70.17964935302734,28.935165405273438
2023-02-27,14.188470840454102,3872.157470703125,10.693811416625977,793.6107788085938,65.8905258178711,174.6724090576172,70.72299194335938,28.75330924987793
