date,SOXL,SOXS,TQQQ,SQQQ,SPXL,SPXS,TMF,TMV
2024-09-20,33.178279876708984,426.8157043457031,34.55006790161133,175.0647735595703,157.65133666992188,65.39818572998047,56.39411544799805,27.187116622924805
2024-09-23,33.54417419433594,423.05517578125,34.80624771118164,173.72328186035156,158.90623474121094,64.8303451538086,55.94145584106445,27.40729522705078
2024-09-24,34.74289321899414,407.5512390136719,35.29890441894531,171.04031372070312,160.19525146484375,64.38956451416016,55.97470474243164,27.413103103637695
2024-09-25,35.406646728515625,399.5711669921875,35.42246627807617,170.33343505859375,159.0575714111328,64.77284240722656,54.49269104003906,28.139087677001953
2024-09-26,39.280174255371094,357.2010192871094,36.17372131347656,166.91307067871094,161.02626037597656,64.10212707519531,54.815696716308594,27.964847564697266
2024-09-27,37.30873107910156,374.30108642578125,35.55096435546875,169.87738037109375,160.10621643066406,64.48539733886719,55.594703674316406,27.61638069152832
2024-09-30,36.33787536621094,384.7511291503906,35.8277473449707,168.50924682617188,162.193603515625,63.718849182128906,54.87268829345703,27.984207153320312
2024-10-01,33.51445770263672,417.2412414550781,34.310420989990234,176.03402709960938,157.6132049560547,65.53939056396484,55.97470474243164,27.413103103637695
2024-10-02,34.63391876220703,399.1911926269531,34.43892288208008,174.8939208984375,157.7418212890625,65.44357299804688,54.597190856933594,28.10036849975586
2024-10-03,34.881587982177734,396.5311279296875,34.359840393066406,175.80599975585938,156.81187438964844,65.82684326171875,53.058170318603516,28.87474822998047
2024-10-04,36.33787536621094,380.381103515625,35.57073974609375,169.4213409423828,160.89764404296875,64.19792938232422,50.958641052246094,30.05567741394043
2024-10-07,36.070396423339844,384.3711242675781,34.39937973022461,175.12193298339844,156.5843505859375,65.82684326171875,49.85662841796875,30.713905334472656
2024-10-08,37.11060333251953,372.2110900878906,35.891998291015625,167.369140625,160.89764404296875,64.00630950927734,50.065635681152344,30.5396671295166
2024-10-09,38.2498779296875,360.62103271484375,36.756927490234375,163.49273681640625,164.14251708984375,62.76066589355469,49.18212127685547,31.13013458251953
2024-10-10,37.47715377807617,368.6011047363281,36.628421783447266,164.17681884765625,163.2818145751953,63.04812240600586,48.526615142822266,31.55604362487793
2024-10-11,38.30931091308594,360.2410583496094,36.72233200073242,163.49273681640625,165.97268676757812,61.99412536621094,47.97560119628906,31.92387580871582
2024-10-14,40.43926239013672,340.4809875488281,37.6613883972168,159.38832092285156,170.05844116210938,60.65267562866211,48.013607025146484,31.89483642578125
2024-10-15,34.14849090576172,393.3011474609375,36.15889358520508,166.00100708007812,166.10130310058594,62.08994674682617,49.818626403808594,30.69454574584961
2024-10-16,34.138580322265625,393.3011474609375,36.13912582397461,165.7729949951172,168.12933349609375,61.22758865356445,50.3126335144043,30.41383171081543
2024-10-17,34.881587982177734,383.99114990234375,36.24784851074219,165.5449676513672,168.21835327148438,61.323402404785156,47.994606018066406,31.836753845214844
2024-10-18,34.9410285949707,384.1811218261719,36.890377044677734,162.5806427001953,169.91995239257812,60.748497009277344,48.07061004638672,31.80771827697754
2024-10-21,34.7627067565918,386.2711486816406,37.093013763427734,161.89659118652344,169.13841247558594,60.94013214111328,45.524574279785156,33.47264099121094
2024-10-22,34.36643600463867,390.6411437988281,37.201744079589844,161.21250915527344,168.71299743652344,61.03594970703125,45.638580322265625,33.395198822021484
2024-10-23,33.484737396240234,400.90118408203125,35.48177719116211,168.9652862548828,164.01390075683594,62.76066589355469,45.27757263183594,33.6759147644043
2024-10-24,33.97017288208008,394.8211669921875,36.32693099975586,165.08889770507812,165.04275512695312,62.37739562988281,46.085079193115234,33.10480880737305
2024-10-25,34.95093536376953,383.4211120605469,36.939796447753906,162.1245880126953,164.75587463378906,62.66485595703125,45.24907302856445,33.69527053833008
2024-10-28,35.02027893066406,382.85113525390625,36.97439193725586,162.1245880126953,166.2694854736328,62.185768127441406,44.89756393432617,33.96630859375
2024-10-29,37.62575149536133,355.301025390625,37.997474670410156,157.79214477539062,166.98175048828125,61.802486419677734,45.02106475830078,33.89854431152344
2024-10-30,33.692779541015625,392.92120361328125,37.15231704711914,160.98448181152344,165.45826721191406,62.37739562988281,45.4295768737793,33.54039764404297
2024-10-31,29.809341430664062,438.5212707519531,34.32524871826172,173.2977294921875,155.64456176757812,66.01847839355469,45.62907791137695,33.433921813964844
2024-11-01,30.542442321777344,426.1712646484375,35.05672836303711,169.6493682861328,157.47471618652344,65.3477554321289,43.70055389404297,34.86652755737305
