candidate_id,window,period,final_equity,pnl,return_pct,max_dd_pct,days
C_sp4.8_rv70_tr1.05_th1.05,2m,2026-02-10 to 2026-04-10,26412.08,16412.08,164.1208,16.73,42
C_sp4.8_rv70_tr1.05_th1.05,3m,2026-01-12 to 2026-04-10,28526.38,18526.38,185.2638,24.69,62
C_sp4.8_rv70_tr1.05_th1.05,6m,2025-10-10 to 2026-04-10,43025.74,33025.74,330.2574,30.53,125
C_sp4.8_rv70_tr1.05_th1.05,1y,2025-04-10 to 2026-04-10,69588.89,59588.89,595.8889,34.47,251
C_sp4.8_rv70_tr1.05_th1.10,2m,2026-02-10 to 2026-04-10,26991.73,16991.73,169.9173,16.73,42
C_sp4.8_rv70_tr1.05_th1.10,3m,2026-01-12 to 2026-04-10,29152.43,19152.43,191.5243,24.69,62
C_sp4.8_rv70_tr1.05_th1.10,6m,2025-10-10 to 2026-04-10,45438.47,35438.47,354.3847,30.53,125
C_sp4.8_rv70_tr1.05_th1.10,1y,2025-04-10 to 2026-04-10,74149.55,64149.55,641.4955,34.47,251
C_sp4.8_rv70_tr1.05_th1.15,2m,2026-02-10 to 2026-04-10,27380.53,17380.53,173.8053,16.73,42
C_sp4.8_rv70_tr1.05_th1.15,3m,2026-01-12 to 2026-04-10,30002.7,20002.7,200.027,24.69,62
C_sp4.8_rv70_tr1.05_th1.15,6m,2025-10-10 to 2026-04-10,48031.21,38031.21,380.3121,29.71,125
C_sp4.8_rv70_tr1.05_th1.15,1y,2025-04-10 to 2026-04-10,81432.15,71432.15,714.3215,33.69,251
C_sp4.8_rv70_tr1.05_th1.20,2m,2026-02-10 to 2026-04-10,27380.53,17380.53,173.8053,16.73,42
C_sp4.8_rv70_tr1.05_th1.20,3m,2026-01-12 to 2026-04-10,30002.7,20002.7,200.027,24.69,62
C_sp4.8_rv70_tr1.05_th1.20,6m,2025-10-10 to 2026-04-10,50770.94,40770.94,407.7094,29.71,125
C_sp4.8_rv70_tr1.05_th1.20,1y,2025-04-10 to 2026-04-10,86077.08,76077.08,760.7708,32.58,251
C_sp4.8_rv70_tr1.05_th1.25,2m,2026-02-10 to 2026-04-10,26983.72,16983.72,169.8372,16.73,42
