ok,idx,attempt,elapsed_sec,window,cpu_final_equity,cpu_return_pct,cpu_pnl,cpu_maxdd_pct,cpu_maxdd_usd,gpu_final_equity,gpu_return_pct,gpu_pnl,gpu_maxdd_pct,gpu_maxdd_usd,cpu_gpu_diff_bps,gpu_backend,summary_json,engine,engine_note,strategy_profile,profit_lock_exec_model,runtime_profit_lock_order_type,runtime_stop_price_offset_bps,rebalance_time_ny,slippage_bps,sell_fee_bps,warmup_days,daily_lookback_days,anchor_window_start_equity,daily_synthetic_parity,daily_synthetic_parity_split_adjustment,rebalance_min_trade_weight_delta,cpu_score,gpu_score,combined_score
True,1,1,1.3549,2019-03-27 to 2026-03-27,75.6571640048961,-99.24342835995104,-9924.342835995103,99.72979042085296,13812.75410729164,75.6571640048961,-99.24342835995104,-9924.342835995103,99.72979042085296,13812.75410729164,0.0,cupy_gpu:0,research/reports/dd_gpu_probe_7y_20260329/gpu_native_00001_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2019-03-27_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,synthetic,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.02,-149.10832357037754,-149.10832357037754,-149.10832357037754
True,4,1,1.3549,2019-03-27 to 2026-03-27,75.6571640048961,-99.24342835995104,-9924.342835995103,99.72979042085296,13812.75410729164,75.6571640048961,-99.24342835995104,-9924.342835995103,99.72979042085296,13812.75410729164,0.0,cupy_gpu:0,research/reports/dd_gpu_probe_7y_20260329/gpu_native_00004_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2019-03-27_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,synthetic,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.02,-149.10832357037754,-149.10832357037754,-149.10832357037754
True,10,1,1.3549,2019-03-27 to 2026-03-27,75.6571640048961,-99.24342835995104,-9924.342835995103,99.72979042085296,13812.75410729164,75.6571640048961,-99.24342835995104,-9924.342835995103,99.72979042085296,13812.75410729164,0.0,cupy_gpu:0,research/reports/dd_gpu_probe_7y_20260329/gpu_native_00010_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2019-03-27_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.02,-149.10832357037754,-149.10832357037754,-149.10832357037754
True,7,1,1.3549,2019-03-27 to 2026-03-27,75.6571640048961,-99.24342835995104,-9924.342835995103,99.72979042085296,13812.75410729164,75.6571640048961,-99.24342835995104,-9924.342835995103,99.72979042085296,13812.75410729164,0.0,cupy_gpu:0,research/reports/dd_gpu_probe_7y_20260329/gpu_native_00007_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2019-03-27_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.02,-149.10832357037754,-149.10832357037754,-149.10832357037754
True,0,1,1.3549,2019-03-27 to 2026-03-27,75.43482177069089,-99.24565178229308,-9924.56517822931,99.72992229256693,13812.772371759567,75.43482177069089,-99.24565178229308,-9924.56517822931,99.72992229256693,13812.772371759567,0.0,cupy_gpu:0,research/reports/dd_gpu_probe_7y_20260329/gpu_native_00000_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2019-03-27_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,synthetic,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.0,-149.11061292857653,-149.11061292857653,-149.11061292857653
True,6,1,1.3549,2019-03-27 to 2026-03-27,75.43482177069089,-99.24565178229308,-9924.56517822931,99.72992229256693,13812.772371759567,75.43482177069089,-99.24565178229308,-9924.56517822931,99.72992229256693,13812.772371759567,0.0,cupy_gpu:0,research/reports/dd_gpu_probe_7y_20260329/gpu_native_00006_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2019-03-27_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.0,-149.11061292857653,-149.11061292857653,-149.11061292857653
True,9,1,1.3549,2019-03-27 to 2026-03-27,75.43482177069089,-99.24565178229308,-9924.56517822931,99.72992229256693,13812.772371759567,75.43482177069089,-99.24565178229308,-9924.56517822931,99.72992229256693,13812.772371759567,0.0,cupy_gpu:0,research/reports/dd_gpu_probe_7y_20260329/gpu_native_00009_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2019-03-27_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,paper_live_style_optimistic,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.0,-149.11061292857653,-149.11061292857653,-149.11061292857653
True,3,1,1.3549,2019-03-27 to 2026-03-27,75.43482177069089,-99.24565178229308,-9924.56517822931,99.72992229256693,13812.772371759567,75.43482177069089,-99.24565178229308,-9924.56517822931,99.72992229256693,13812.772371759567,0.0,cupy_gpu:0,research/reports/dd_gpu_probe_7y_20260329/gpu_native_00003_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2019-03-27_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,synthetic,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.0,-149.11061292857653,-149.11061292857653,-149.11061292857653
True,5,1,1.3549,2019-03-27 to 2026-03-27,75.26173210775308,-99.24738267892246,-9924.738267892248,99.73411232796767,13813.35269914667,75.26173210775308,-99.24738267892246,-9924.738267892248,99.73411232796767,13813.35269914667,0.0,cupy_gpu:0,research/reports/dd_gpu_probe_7y_20260329/gpu_native_00005_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2019-03-27_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,synthetic,market_order,2.0,15:56,1.0,1.0,260,800,True,True,True,0.05,-149.11443884290628,-149.11443884290628,-149.11443884290628
True,2,1,1.3549,2019-03-27 to 2026-03-27,75.26173210775308,-99.24738267892246,-9924.738267892248,99.73411232796767,13813.35269914667,75.26173210775308,-99.24738267892246,-9924.738267892248,99.73411232796767,13813.35269914667,0.0,cupy_gpu:0,research/reports/dd_gpu_probe_7y_20260329/gpu_native_00002_aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m_2019-03-27_to_2026-03-27.json,gpu_native_daily_batch,,aggr_adapt_t10_tr2_rv14_b85_m8_M30_intraday_pl_5m,synthetic,market_order,2.0,15:55,1.0,1.0,260,800,True,True,True,0.05,-149.11443884290628,-149.11443884290628,-149.11443884290628
