date,cpu_equity,cpu_pnl,cpu_return_pct,cpu_drawdown_usd,cpu_drawdown_pct,cpu_day_fall_usd,cpu_day_fall_pct,gpu_equity,gpu_pnl,gpu_return_pct,gpu_drawdown_usd,gpu_drawdown_pct,gpu_day_fall_usd,gpu_day_fall_pct,cpu_gpu_diff_bps,sale_time_stock,new_purchase_time_stock
2026-03-13,9999.500024998748,-0.49997500125209626,-0.004999750012524284,0.49997500125209626,0.004999750012520962,0.49997500125209626,0.004999750012520962,9999.500024998748,-0.49997500125209626,-0.004999750012524284,0.49997500125209626,0.004999750012520962,0.49997500125209626,0.004999750012520962,0.0,no change,15:53 | SOXL
2026-03-16,10759.24651895658,759.7464939578313,7.597844812825283,0.0,0.0,0.0,0.0,10759.24651895658,759.7464939578313,7.597844812825283,0.0,0.0,0.0,0.0,0.0,10:38 | SOXL,15:53 | SOXL
2026-03-17,11010.278868908903,251.03234995232378,2.333177788147456,0.0,0.0,0.0,0.0,11010.278868908903,251.03234995232378,2.333177788147456,0.0,0.0,0.0,0.0,0.0,no change,no change
2026-03-18,10992.566026296267,-17.71284261263645,-0.16087551299590608,17.71284261263645,0.1608755129959007,17.71284261263645,0.1608755129959007,10992.566026296267,-17.71284261263645,-0.16087551299590608,17.71284261263645,0.1608755129959007,17.71284261263645,0.1608755129959007,0.0,no change,no change
2026-03-19,11016.303645307757,23.737619011490096,0.2159424738018778,0.0,0.0,0.0,0.0,11016.303645307757,23.737619011490096,0.2159424738018778,0.0,0.0,0.0,0.0,0.0,no change,no change
2026-03-20,10123.632608877295,-892.6710364304618,-8.103181113845592,892.6710364304618,8.103181113845592,892.6710364304618,8.103181113845592,10123.632608877295,-892.6710364304618,-8.103181113845592,892.6710364304618,8.103181113845592,892.6710364304618,8.103181113845592,0.0,no change,no change
2026-03-23,10902.148405535208,778.5157966579136,7.6900834585328814,114.15523977254816,1.0362390457635127,0.0,0.0,10902.148405535208,778.5157966579136,7.6900834585328814,114.15523977254816,1.0362390457635127,0.0,0.0,0.0,07:13 | SOXL,15:53 | SOXS
2026-03-24,10637.189826874543,-264.9585786606658,-2.43033362604147,379.11381843321396,3.441388605829618,264.9585786606658,2.430333626041467,10637.189826874543,-264.9585786606658,-2.43033362604147,379.11381843321396,3.441388605829618,264.9585786606658,2.430333626041467,0.0,no change,no change
2026-03-25,10192.439147029188,-444.75067984535417,-4.181091877496678,823.8644982785681,7.478592863854856,444.75067984535417,4.181091877496676,10192.439147029188,-444.75067984535417,-4.181091877496678,823.8644982785681,7.478592863854856,444.75067984535417,4.181091877496676,0.0,no change,no change
2026-03-26,11089.613191271717,897.1740442425289,8.802348793066184,0.0,0.0,0.0,0.0,11089.613191271717,897.1740442425289,8.802348793066184,0.0,0.0,0.0,0.0,0.0,11:05 | SOXS,15:53 | SOXL
