candidate_id,gate_ok_2y_proxy,score_proxy,short_penalty_proxy,long_diff_2y_vs_OV_proxy,mom20_thr,mom60_thr,rv20_cap,dd60_cap,enter_days,exit_days,1m_ret_proxy,2m_ret_proxy,3m_ret_proxy,4m_ret_proxy,5m_ret_proxy,6m_ret_proxy,1y_ret_proxy,2y_ret_proxy
D6-0102,False,-10558.340858046655,440.58021471955306,-117.7606433271012,2.0,0.0,7.0,30.0,1,3,81.15552280793594,138.90433448336123,175.22131065504877,216.412852941925,324.7147994306377,292.0943369837547,677.2342243741277,731.1097566728986
D6-0111,False,-10558.340858046655,440.58021471955306,-117.7606433271012,2.0,0.0,7.0,40.0,1,3,81.15552280793594,138.90433448336123,175.22131065504877,216.412852941925,324.7147994306377,292.0943369837547,677.2342243741277,731.1097566728986
D6-0120,False,-10558.340858046655,440.58021471955306,-117.7606433271012,2.0,0.0,7.0,50.0,1,3,81.15552280793594,138.90433448336123,175.22131065504877,216.412852941925,324.7147994306377,292.0943369837547,677.2342243741277,731.1097566728986
D6-0129,False,-10558.340858046655,440.58021471955306,-117.7606433271012,2.0,0.0,7.0,60.0,1,3,81.15552280793594,138.90433448336123,175.22131065504877,216.412852941925,324.7147994306377,292.0943369837547,677.2342243741277,731.1097566728986
D6-0282,False,-10558.340858046655,440.58021471955306,-117.7606433271012,2.0,2.0,7.0,30.0,1,3,81.15552280793594,138.90433448336123,175.22131065504877,216.412852941925,324.7147994306377,292.0943369837547,677.2342243741277,731.1097566728986
D6-0291,False,-10558.340858046655,440.58021471955306,-117.7606433271012,2.0,2.0,7.0,40.0,1,3,81.15552280793594,138.90433448336123,175.22131065504877,216.412852941925,324.7147994306377,292.0943369837547,677.2342243741277,731.1097566728986
D6-0300,False,-10558.340858046655,440.58021471955306,-117.7606433271012,2.0,2.0,7.0,50.0,1,3,81.15552280793594,138.90433448336123,175.22131065504877,216.412852941925,324.7147994306377,292.0943369837547,677.2342243741277,731.1097566728986
D6-0309,False,-10558.340858046655,440.58021471955306,-117.7606433271012,2.0,2.0,7.0,60.0,1,3,81.15552280793594,138.90433448336123,175.22131065504877,216.412852941925,324.7147994306377,292.0943369837547,677.2342243741277,731.1097566728986
D6-0462,False,-10615.745566718759,440.5802147195484,-175.16535199921066,2.0,4.0,7.0,30.0,1,3,81.15552280793597,138.90433448336137,175.22131065504905,216.41285294192545,324.7147994306383,292.09433698375534,677.2342243741302,673.7050480007891
D6-0471,False,-10615.745566718759,440.5802147195484,-175.16535199921066,2.0,4.0,7.0,40.0,1,3,81.15552280793597,138.90433448336137,175.22131065504905,216.41285294192545,324.7147994306383,292.09433698375534,677.2342243741302,673.7050480007891
D6-0480,False,-10615.745566718759,440.5802147195484,-175.16535199921066,2.0,4.0,7.0,50.0,1,3,81.15552280793597,138.90433448336137,175.22131065504905,216.41285294192545,324.7147994306383,292.09433698375534,677.2342243741302,673.7050480007891
D6-0489,False,-10615.745566718759,440.5802147195484,-175.16535199921066,2.0,4.0,7.0,60.0,1,3,81.15552280793597,138.90433448336137,175.22131065504905,216.41285294192545,324.7147994306383,292.09433698375534,677.2342243741302,673.7050480007891
D6-0642,False,-10615.95000721235,440.58021471954777,-175.36979249280273,2.0,6.0,7.0,30.0,1,3,81.15552280793605,138.90433448336145,175.22131065504917,216.41285294192545,324.7147994306383,292.09433698375545,677.2342243741305,673.5006075071971
D6-0651,False,-10615.95000721235,440.58021471954777,-175.36979249280273,2.0,6.0,7.0,40.0,1,3,81.15552280793605,138.90433448336145,175.22131065504917,216.41285294192545,324.7147994306383,292.09433698375545,677.2342243741305,673.5006075071971
D6-0660,False,-10615.95000721235,440.58021471954777,-175.36979249280273,2.0,6.0,7.0,50.0,1,3,81.15552280793605,138.90433448336145,175.22131065504917,216.41285294192545,324.7147994306383,292.09433698375545,677.2342243741305,673.5006075071971
D6-0669,False,-10615.95000721235,440.58021471954777,-175.36979249280273,2.0,6.0,7.0,60.0,1,3,81.15552280793605,138.90433448336145,175.22131065504917,216.41285294192545,324.7147994306383,292.09433698375545,677.2342243741305,673.5006075071971
D6-1314,False,-10660.135697456726,505.5940823301768,-154.54161512654935,4.0,6.0,6.0,20.0,3,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297614,283.41408129052604,698.162937452402,694.3287848734504
D6-1323,False,-10660.135697456726,505.5940823301768,-154.54161512654935,4.0,6.0,6.0,30.0,3,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297614,283.41408129052604,698.162937452402,694.3287848734504
D6-1332,False,-10660.135697456726,505.5940823301768,-154.54161512654935,4.0,6.0,6.0,40.0,3,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297614,283.41408129052604,698.162937452402,694.3287848734504
D6-1341,False,-10660.135697456726,505.5940823301768,-154.54161512654935,4.0,6.0,6.0,50.0,3,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297614,283.41408129052604,698.162937452402,694.3287848734504
D6-1350,False,-10660.135697456726,505.5940823301768,-154.54161512654935,4.0,6.0,6.0,60.0,3,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297614,283.41408129052604,698.162937452402,694.3287848734504
D6-2034,False,-10660.135697456726,505.5940823301768,-154.54161512654935,6.0,6.0,6.0,20.0,3,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297614,283.41408129052604,698.162937452402,694.3287848734504
D6-2043,False,-10660.135697456726,505.5940823301768,-154.54161512654935,6.0,6.0,6.0,30.0,3,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297614,283.41408129052604,698.162937452402,694.3287848734504
D6-2052,False,-10660.135697456726,505.5940823301768,-154.54161512654935,6.0,6.0,6.0,40.0,3,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297614,283.41408129052604,698.162937452402,694.3287848734504
D6-2061,False,-10660.135697456726,505.5940823301768,-154.54161512654935,6.0,6.0,6.0,50.0,3,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297614,283.41408129052604,698.162937452402,694.3287848734504
D6-2070,False,-10660.135697456726,505.5940823301768,-154.54161512654935,6.0,6.0,6.0,60.0,3,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297614,283.41408129052604,698.162937452402,694.3287848734504
D6-3022,False,-10667.241334642136,582.8414625071008,-84.3998721350356,10.0,0.0,8.0,20.0,3,1,68.71824388263812,122.5022960669976,119.79009393896712,131.48703472846628,281.2453431615264,322.0195150558704,717.7136070547774,764.4705278649642
D6-3202,False,-10667.241334642136,582.8414625071008,-84.3998721350356,10.0,2.0,8.0,20.0,3,1,68.71824388263812,122.5022960669976,119.79009393896712,131.48703472846628,281.2453431615264,322.0195150558704,717.7136070547774,764.4705278649642
D6-3382,False,-10667.399672757247,582.9184310318618,-84.48124172538496,10.0,4.0,8.0,20.0,3,1,68.71824388263808,122.50229606699752,119.79009393896702,131.48703472846628,281.24534316152653,322.0195150558704,717.6366385300165,764.3891582746148
D6-0591,False,-10667.746308273207,509.4085495578103,-158.33775871539638,2.0,6.0,6.0,20.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-0600,False,-10667.746308273207,509.4085495578103,-158.33775871539638,2.0,6.0,6.0,30.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-0609,False,-10667.746308273207,509.4085495578103,-158.33775871539638,2.0,6.0,6.0,40.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-0618,False,-10667.746308273207,509.4085495578103,-158.33775871539638,2.0,6.0,6.0,50.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-0627,False,-10667.746308273207,509.4085495578103,-158.33775871539638,2.0,6.0,6.0,60.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-1311,False,-10667.746308273207,509.4085495578103,-158.33775871539638,4.0,6.0,6.0,20.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-1320,False,-10667.746308273207,509.4085495578103,-158.33775871539638,4.0,6.0,6.0,30.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-1329,False,-10667.746308273207,509.4085495578103,-158.33775871539638,4.0,6.0,6.0,40.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-1338,False,-10667.746308273207,509.4085495578103,-158.33775871539638,4.0,6.0,6.0,50.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-1347,False,-10667.746308273207,509.4085495578103,-158.33775871539638,4.0,6.0,6.0,60.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-2031,False,-10667.746308273207,509.4085495578103,-158.33775871539638,6.0,6.0,6.0,20.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-2040,False,-10667.746308273207,509.4085495578103,-158.33775871539638,6.0,6.0,6.0,30.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-2049,False,-10667.746308273207,509.4085495578103,-158.33775871539638,6.0,6.0,6.0,40.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-2058,False,-10667.746308273207,509.4085495578103,-158.33775871539638,6.0,6.0,6.0,50.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-2067,False,-10667.746308273207,509.4085495578103,-158.33775871539638,6.0,6.0,6.0,60.0,2,3,68.71824388263809,121.96913627683531,155.71171298834048,169.32035527244912,343.4270469029758,283.41408129052587,694.3484702247691,690.5326412846034
D6-0594,False,-10667.895487594693,509.48331880387633,-158.41216879081787,2.0,6.0,6.0,20.0,3,3,68.71824388263808,121.96913627683531,155.71171298834062,169.32035527244938,343.4270469029763,283.4140812905261,694.273700978702,690.4582312091819
D6-0603,False,-10667.895487594693,509.48331880387633,-158.41216879081787,2.0,6.0,6.0,30.0,3,3,68.71824388263808,121.96913627683531,155.71171298834062,169.32035527244938,343.4270469029763,283.4140812905261,694.273700978702,690.4582312091819
D6-0612,False,-10667.895487594693,509.48331880387633,-158.41216879081787,2.0,6.0,6.0,40.0,3,3,68.71824388263808,121.96913627683531,155.71171298834062,169.32035527244938,343.4270469029763,283.4140812905261,694.273700978702,690.4582312091819
D6-0621,False,-10667.895487594693,509.48331880387633,-158.41216879081787,2.0,6.0,6.0,50.0,3,3,68.71824388263808,121.96913627683531,155.71171298834062,169.32035527244938,343.4270469029763,283.4140812905261,694.273700978702,690.4582312091819
D6-0630,False,-10667.895487594693,509.48331880387633,-158.41216879081787,2.0,6.0,6.0,60.0,3,3,68.71824388263808,121.96913627683531,155.71171298834062,169.32035527244938,343.4270469029763,283.4140812905261,694.273700978702,690.4582312091819
D6-3562,False,-10669.215958048975,583.8013315220694,-85.41462652690598,10.0,6.0,8.0,20.0,3,1,68.71824388263809,122.50229606699756,119.79009393896706,131.48703472846637,281.2453431615264,322.0195150558703,716.7537380398089,763.4557734730938
D6-0051,False,-10681.114499276162,544.321451112389,-136.79304816377237,2.0,0.0,6.0,20.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0060,False,-10681.114499276162,544.321451112389,-136.79304816377237,2.0,0.0,6.0,30.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0069,False,-10681.114499276162,544.321451112389,-136.79304816377237,2.0,0.0,6.0,40.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0078,False,-10681.114499276162,544.321451112389,-136.79304816377237,2.0,0.0,6.0,50.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0087,False,-10681.114499276162,544.321451112389,-136.79304816377237,2.0,0.0,6.0,60.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0231,False,-10681.114499276162,544.321451112389,-136.79304816377237,2.0,2.0,6.0,20.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0240,False,-10681.114499276162,544.321451112389,-136.79304816377237,2.0,2.0,6.0,30.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0249,False,-10681.114499276162,544.321451112389,-136.79304816377237,2.0,2.0,6.0,40.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0258,False,-10681.114499276162,544.321451112389,-136.79304816377237,2.0,2.0,6.0,50.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0267,False,-10681.114499276162,544.321451112389,-136.79304816377237,2.0,2.0,6.0,60.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0771,False,-10681.114499276162,544.321451112389,-136.79304816377237,4.0,0.0,6.0,20.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0780,False,-10681.114499276162,544.321451112389,-136.79304816377237,4.0,0.0,6.0,30.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0789,False,-10681.114499276162,544.321451112389,-136.79304816377237,4.0,0.0,6.0,40.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0798,False,-10681.114499276162,544.321451112389,-136.79304816377237,4.0,0.0,6.0,50.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0807,False,-10681.114499276162,544.321451112389,-136.79304816377237,4.0,0.0,6.0,60.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0951,False,-10681.114499276162,544.321451112389,-136.79304816377237,4.0,2.0,6.0,20.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0960,False,-10681.114499276162,544.321451112389,-136.79304816377237,4.0,2.0,6.0,30.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0969,False,-10681.114499276162,544.321451112389,-136.79304816377237,4.0,2.0,6.0,40.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0978,False,-10681.114499276162,544.321451112389,-136.79304816377237,4.0,2.0,6.0,50.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-0987,False,-10681.114499276162,544.321451112389,-136.79304816377237,4.0,2.0,6.0,60.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-1491,False,-10681.114499276162,544.321451112389,-136.79304816377237,6.0,0.0,6.0,20.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-1500,False,-10681.114499276162,544.321451112389,-136.79304816377237,6.0,0.0,6.0,30.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-1509,False,-10681.114499276162,544.321451112389,-136.79304816377237,6.0,0.0,6.0,40.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-1518,False,-10681.114499276162,544.321451112389,-136.79304816377237,6.0,0.0,6.0,50.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-1527,False,-10681.114499276162,544.321451112389,-136.79304816377237,6.0,0.0,6.0,60.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-1671,False,-10681.114499276162,544.321451112389,-136.79304816377237,6.0,2.0,6.0,20.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-1680,False,-10681.114499276162,544.321451112389,-136.79304816377237,6.0,2.0,6.0,30.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-1689,False,-10681.114499276162,544.321451112389,-136.79304816377237,6.0,2.0,6.0,40.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-1698,False,-10681.114499276162,544.321451112389,-136.79304816377237,6.0,2.0,6.0,50.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-1707,False,-10681.114499276162,544.321451112389,-136.79304816377237,6.0,2.0,6.0,60.0,2,3,68.71824388263808,121.96913627683531,155.71171298834054,169.3203552724492,343.42704690297603,283.414081290526,659.4355686701899,712.0773518362274
D6-2928,False,-10700.994460385931,567.0695604477442,-133.9248999381865,10.0,0.0,6.0,20.0,1,3,68.71824388263812,121.96913627683546,155.71171298834062,169.32035527244938,343.42704690297626,283.4140812905262,636.687459334834,714.9455000618133
D6-2937,False,-10700.994460385931,567.0695604477442,-133.9248999381865,10.0,0.0,6.0,30.0,1,3,68.71824388263812,121.96913627683546,155.71171298834062,169.32035527244938,343.42704690297626,283.4140812905262,636.687459334834,714.9455000618133
D6-2946,False,-10700.994460385931,567.0695604477442,-133.9248999381865,10.0,0.0,6.0,40.0,1,3,68.71824388263812,121.96913627683546,155.71171298834062,169.32035527244938,343.42704690297626,283.4140812905262,636.687459334834,714.9455000618133
D6-2955,False,-10700.994460385931,567.0695604477442,-133.9248999381865,10.0,0.0,6.0,50.0,1,3,68.71824388263812,121.96913627683546,155.71171298834062,169.32035527244938,343.42704690297626,283.4140812905262,636.687459334834,714.9455000618133
D6-2964,False,-10700.994460385931,567.0695604477442,-133.9248999381865,10.0,0.0,6.0,60.0,1,3,68.71824388263812,121.96913627683546,155.71171298834062,169.32035527244938,343.42704690297626,283.4140812905262,636.687459334834,714.9455000618133
D6-3108,False,-10700.994460385931,567.0695604477442,-133.9248999381865,10.0,2.0,6.0,20.0,1,3,68.71824388263812,121.96913627683546,155.71171298834062,169.32035527244938,343.42704690297626,283.4140812905262,636.687459334834,714.9455000618133
D6-3117,False,-10700.994460385931,567.0695604477442,-133.9248999381865,10.0,2.0,6.0,30.0,1,3,68.71824388263812,121.96913627683546,155.71171298834062,169.32035527244938,343.42704690297626,283.4140812905262,636.687459334834,714.9455000618133
D6-3126,False,-10700.994460385931,567.0695604477442,-133.9248999381865,10.0,2.0,6.0,40.0,1,3,68.71824388263812,121.96913627683546,155.71171298834062,169.32035527244938,343.42704690297626,283.4140812905262,636.687459334834,714.9455000618133
D6-3135,False,-10700.994460385931,567.0695604477442,-133.9248999381865,10.0,2.0,6.0,50.0,1,3,68.71824388263812,121.96913627683546,155.71171298834062,169.32035527244938,343.42704690297626,283.4140812905262,636.687459334834,714.9455000618133
D6-3144,False,-10700.994460385931,567.0695604477442,-133.9248999381865,10.0,2.0,6.0,60.0,1,3,68.71824388263812,121.96913627683546,155.71171298834062,169.32035527244938,343.42704690297626,283.4140812905262,636.687459334834,714.9455000618133
D6-2751,False,-10703.959642077763,540.6974488297565,-163.26219324800707,8.0,6.0,6.0,20.0,2,3,68.71824388263805,121.96913627683519,155.71171298834042,169.320355272449,343.4270469029758,283.41408129052587,663.0595709528233,685.6082067519927
D6-2760,False,-10703.959642077763,540.6974488297565,-163.26219324800707,8.0,6.0,6.0,30.0,2,3,68.71824388263805,121.96913627683519,155.71171298834042,169.320355272449,343.4270469029758,283.41408129052587,663.0595709528233,685.6082067519927
D6-2769,False,-10703.959642077763,540.6974488297565,-163.26219324800707,8.0,6.0,6.0,40.0,2,3,68.71824388263805,121.96913627683519,155.71171298834042,169.320355272449,343.4270469029758,283.41408129052587,663.0595709528233,685.6082067519927
D6-2778,False,-10703.959642077763,540.6974488297565,-163.26219324800707,8.0,6.0,6.0,50.0,2,3,68.71824388263805,121.96913627683519,155.71171298834042,169.320355272449,343.4270469029758,283.41408129052587,663.0595709528233,685.6082067519927
D6-2787,False,-10703.959642077763,540.6974488297565,-163.26219324800707,8.0,6.0,6.0,60.0,2,3,68.71824388263805,121.96913627683519,155.71171298834042,169.320355272449,343.4270469029758,283.41408129052587,663.0595709528233,685.6082067519927
D6-2211,False,-10716.08684292719,574.235152595229,-141.85169033196235,8.0,0.0,6.0,20.0,2,3,68.71824388263809,121.96913627683537,155.71171298834057,169.32035527244923,343.42704690297603,283.4140812905261,629.5218671873497,707.0187096680374
D6-2220,False,-10716.08684292719,574.235152595229,-141.85169033196235,8.0,0.0,6.0,30.0,2,3,68.71824388263809,121.96913627683537,155.71171298834057,169.32035527244923,343.42704690297603,283.4140812905261,629.5218671873497,707.0187096680374
D6-2229,False,-10716.08684292719,574.235152595229,-141.85169033196235,8.0,0.0,6.0,40.0,2,3,68.71824388263809,121.96913627683537,155.71171298834057,169.32035527244923,343.42704690297603,283.4140812905261,629.5218671873497,707.0187096680374
D6-2238,False,-10716.08684292719,574.235152595229,-141.85169033196235,8.0,0.0,6.0,50.0,2,3,68.71824388263809,121.96913627683537,155.71171298834057,169.32035527244923,343.42704690297603,283.4140812905261,629.5218671873497,707.0187096680374
D6-2247,False,-10716.08684292719,574.235152595229,-141.85169033196235,8.0,0.0,6.0,60.0,2,3,68.71824388263809,121.96913627683537,155.71171298834057,169.32035527244923,343.42704690297603,283.4140812905261,629.5218671873497,707.0187096680374
D6-2391,False,-10716.08684292719,574.235152595229,-141.85169033196235,8.0,2.0,6.0,20.0,2,3,68.71824388263809,121.96913627683537,155.71171298834057,169.32035527244923,343.42704690297603,283.4140812905261,629.5218671873497,707.0187096680374
D6-2400,False,-10716.08684292719,574.235152595229,-141.85169033196235,8.0,2.0,6.0,30.0,2,3,68.71824388263809,121.96913627683537,155.71171298834057,169.32035527244923,343.42704690297603,283.4140812905261,629.5218671873497,707.0187096680374
D6-2409,False,-10716.08684292719,574.235152595229,-141.85169033196235,8.0,2.0,6.0,40.0,2,3,68.71824388263809,121.96913627683537,155.71171298834057,169.32035527244923,343.42704690297603,283.4140812905261,629.5218671873497,707.0187096680374
D6-2418,False,-10716.08684292719,574.235152595229,-141.85169033196235,8.0,2.0,6.0,50.0,2,3,68.71824388263809,121.96913627683537,155.71171298834057,169.32035527244923,343.42704690297603,283.4140812905261,629.5218671873497,707.0187096680374
D6-2427,False,-10716.08684292719,574.235152595229,-141.85169033196235,8.0,2.0,6.0,60.0,2,3,68.71824388263809,121.96913627683537,155.71171298834057,169.32035527244923,343.42704690297603,283.4140812905261,629.5218671873497,707.0187096680374
D6-2253,False,-10716.388535250695,595.1737514358758,-121.2147838148195,8.0,0.0,7.0,20.0,1,3,68.71824388263812,122.50229606699756,156.325920916189,194.689447292514,295.5558958413661,265.1749996182203,648.1770413425432,727.6556161851803
D6-2262,False,-10716.388535250695,595.1737514358758,-121.2147838148195,8.0,0.0,7.0,30.0,1,3,68.71824388263812,122.50229606699756,156.325920916189,194.689447292514,295.5558958413661,265.1749996182203,648.1770413425432,727.6556161851803
D6-2271,False,-10716.388535250695,595.1737514358758,-121.2147838148195,8.0,0.0,7.0,40.0,1,3,68.71824388263812,122.50229606699756,156.325920916189,194.689447292514,295.5558958413661,265.1749996182203,648.1770413425432,727.6556161851803
D6-2280,False,-10716.388535250695,595.1737514358758,-121.2147838148195,8.0,0.0,7.0,50.0,1,3,68.71824388263812,122.50229606699756,156.325920916189,194.689447292514,295.5558958413661,265.1749996182203,648.1770413425432,727.6556161851803
D6-2289,False,-10716.388535250695,595.1737514358758,-121.2147838148195,8.0,0.0,7.0,60.0,1,3,68.71824388263812,122.50229606699756,156.325920916189,194.689447292514,295.5558958413661,265.1749996182203,648.1770413425432,727.6556161851803
D6-2433,False,-10716.388535250695,595.1737514358758,-121.2147838148195,8.0,2.0,7.0,20.0,1,3,68.71824388263812,122.50229606699756,156.325920916189,194.689447292514,295.5558958413661,265.1749996182203,648.1770413425432,727.6556161851803
D6-2442,False,-10716.388535250695,595.1737514358758,-121.2147838148195,8.0,2.0,7.0,30.0,1,3,68.71824388263812,122.50229606699756,156.325920916189,194.689447292514,295.5558958413661,265.1749996182203,648.1770413425432,727.6556161851803
D6-2451,False,-10716.388535250695,595.1737514358758,-121.2147838148195,8.0,2.0,7.0,40.0,1,3,68.71824388263812,122.50229606699756,156.325920916189,194.689447292514,295.5558958413661,265.1749996182203,648.1770413425432,727.6556161851803
D6-2460,False,-10716.388535250695,595.1737514358758,-121.2147838148195,8.0,2.0,7.0,50.0,1,3,68.71824388263812,122.50229606699756,156.325920916189,194.689447292514,295.5558958413661,265.1749996182203,648.1770413425432,727.6556161851803
D6-2469,False,-10716.388535250695,595.1737514358758,-121.2147838148195,8.0,2.0,7.0,60.0,1,3,68.71824388263812,122.50229606699756,156.325920916189,194.689447292514,295.5558958413661,265.1749996182203,648.1770413425432,727.6556161851803
D6-0774,False,-10729.984966360174,540.6028028561799,-189.38216350399455,4.0,0.0,6.0,20.0,3,3,68.71824388263805,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297603,283.4140812905261,663.154216926399,659.4882364960052
D6-0783,False,-10729.984966360174,540.6028028561799,-189.38216350399455,4.0,0.0,6.0,30.0,3,3,68.71824388263805,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297603,283.4140812905261,663.154216926399,659.4882364960052
D6-0792,False,-10729.984966360174,540.6028028561799,-189.38216350399455,4.0,0.0,6.0,40.0,3,3,68.71824388263805,121.96913627683531,155.71171298834048,169.32035527244923,343.42704690297603,283.4140812905261,663.154216926399,659.4882364960052
