Variant,Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-10,10000.0,CASH,no change,no change,15:55,SOXL,SOXL,9999.0,-1.0,-0.01,0.01
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-11,9999.0,SOXL,no change,no change,15:55,SOXS,SOXS,10355.87,356.87,3.57,0.0
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-12,10355.87,SOXS,10:02,SOXS,15:55,SOXL,SOXL,11158.6,802.73,7.75,0.0
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-13,11158.6,SOXL,no change,no change,15:55,SOXS,SOXS,11233.19,74.6,0.67,0.0
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-16,11233.19,SOXS,06:42,SOXS,15:55,SOXL,SOXL,10699.96,-533.23,-4.75,4.75
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-17,10699.96,SOXL,no change,no change,no change,no change,SOXL,10915.11,215.15,2.01,2.83
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-18,10915.11,SOXL,no change,no change,no change,no change,SOXL,10849.37,-65.74,-0.6,3.42
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-19,10849.37,SOXL,no change,no change,no change,no change,SOXL,10954.96,105.59,0.97,2.48
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-20,10954.96,SOXL,no change,no change,no change,no change,SOXL,10109.28,-845.68,-7.72,10.01
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-23,10109.28,SOXL,10:50,SOXL,15:55,SOXS,SOXS,11065.23,955.95,9.46,1.5
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-24,11065.23,SOXS,11:24,SOXS,no change,no change,CASH,10539.98,-525.25,-4.75,6.17
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-25,10539.98,CASH,no change,no change,15:55,SOXS,SOXS,10538.92,-1.05,-0.01,6.18
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-26,10538.92,SOXS,11:46,SOXS,15:55,SOXL,SOXL,11429.79,890.86,8.45,0.0
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-27,11429.79,SOXL,no change,no change,15:55,SOXS,SOXS,10866.59,-563.2,-4.93,4.93
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-30,10866.59,SOXS,10:59,SOXS,15:55,SOXS,SOXS,11699.81,833.22,7.67,0.0
OV_sh6_h1_dd0w20_re1_SOXS,2026-03-31,11699.81,SOXS,08:01,SOXS,no change,no change,CASH,11146.07,-553.74,-4.73,4.73
OV_sh6_h1_dd0w20_re1_SOXS,2026-04-01,11146.07,CASH,no change,no change,15:55,SOXL,SOXL,11144.95,-1.11,-0.01,4.74
OV_sh6_h1_dd0w20_re1_SOXS,2026-04-02,11144.95,SOXL,no change,no change,no change,no change,SOXL,11264.5,119.55,1.07,3.72
OV_sh6_h1_dd0w20_re1_SOXS,2026-04-06,11264.5,SOXL,no change,no change,no change,no change,SOXL,11678.66,414.16,3.68,0.18
OV_sh6_h1_dd0w20_re1_SOXS,2026-04-07,11678.66,SOXL,19:33,SOXL,15:55,SOXL,SOXL,13477.38,1798.72,15.4,0.0
OV_sh6_h1_dd0w20_re1_SOXS,2026-04-08,13477.38,SOXL,07:15,SOXL,15:55,SOXL,SOXL,15611.3,2133.91,15.83,0.0
OV_sh6_h1_dd0w20_re1_SOXS,2026-04-09,15611.3,SOXL,no change,no change,no change,no change,SOXL,16671.75,1060.46,6.79,0.0
OV_sh6_h1_dd0w20_re1_SOXS,2026-04-10,16671.75,SOXL,no change,no change,no change,no change,SOXL,17717.14,1045.39,6.27,0.0
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-10,10000.0,CASH,no change,no change,15:55,SOXL,SOXL,9999.0,-1.0,-0.01,0.01
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-11,9999.0,SOXL,no change,no change,15:55,SOXS,SOXS,10355.87,356.87,3.57,0.0
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-12,10355.87,SOXS,10:02,SOXS,15:55,SOXL,SOXL,11158.6,802.73,7.75,0.0
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-13,11158.6,SOXL,no change,no change,15:55,SOXS,SOXS,11233.19,74.6,0.67,0.0
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-16,11233.19,SOXS,06:42,SOXS,15:55,SOXL,SOXL,10699.96,-533.23,-4.75,4.75
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-17,10699.96,SOXL,no change,no change,no change,no change,SOXL,10915.11,215.15,2.01,2.83
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-18,10915.11,SOXL,no change,no change,no change,no change,SOXL,10849.37,-65.74,-0.6,3.42
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-19,10849.37,SOXL,no change,no change,no change,no change,SOXL,10954.96,105.59,0.97,2.48
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-20,10954.96,SOXL,no change,no change,no change,no change,SOXL,10109.28,-845.68,-7.72,10.01
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-23,10109.28,SOXL,10:50,SOXL,15:55,SOXS,SOXS,11065.23,955.95,9.46,1.5
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-24,11065.23,SOXS,11:24,SOXS,no change,no change,CASH,10539.98,-525.25,-4.75,6.17
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-25,10539.98,CASH,no change,no change,15:55,SOXS,SOXS,10538.92,-1.05,-0.01,6.18
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-26,10538.92,SOXS,11:46,SOXS,15:55,SOXL,SOXL,11429.79,890.86,8.45,0.0
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-27,11429.79,SOXL,no change,no change,15:55,SOXS,SOXS,10866.59,-563.2,-4.93,4.93
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-30,10866.59,SOXS,10:59,SOXS,15:55,SOXS,SOXS,11699.81,833.22,7.67,0.0
OV_sh6_h1_dd0w40_re1_SOXS,2026-03-31,11699.81,SOXS,08:01,SOXS,no change,no change,CASH,11146.07,-553.74,-4.73,4.73
OV_sh6_h1_dd0w40_re1_SOXS,2026-04-01,11146.07,CASH,no change,no change,15:55,SOXL,SOXL,11144.95,-1.11,-0.01,4.74
OV_sh6_h1_dd0w40_re1_SOXS,2026-04-02,11144.95,SOXL,no change,no change,no change,no change,SOXL,11264.5,119.55,1.07,3.72
OV_sh6_h1_dd0w40_re1_SOXS,2026-04-06,11264.5,SOXL,no change,no change,no change,no change,SOXL,11678.66,414.16,3.68,0.18
OV_sh6_h1_dd0w40_re1_SOXS,2026-04-07,11678.66,SOXL,19:33,SOXL,15:55,SOXL,SOXL,13477.38,1798.72,15.4,0.0
OV_sh6_h1_dd0w40_re1_SOXS,2026-04-08,13477.38,SOXL,07:15,SOXL,15:55,SOXL,SOXL,15611.3,2133.91,15.83,0.0
OV_sh6_h1_dd0w40_re1_SOXS,2026-04-09,15611.3,SOXL,no change,no change,no change,no change,SOXL,16671.75,1060.46,6.79,0.0
OV_sh6_h1_dd0w40_re1_SOXS,2026-04-10,16671.75,SOXL,no change,no change,no change,no change,SOXL,17717.14,1045.39,6.27,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-03-10,10000.0,CASH,no change,no change,15:55,SOXL,SOXL,9999.0,-1.0,-0.01,0.01
C_sp4.7_rv75_tr1.10_th1.20,2026-03-11,9999.0,SOXL,no change,no change,15:55,SOXS,SOXS,10355.87,356.87,3.57,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-03-12,10355.87,SOXS,10:02,SOXS,15:55,SOXL,SOXL,11158.6,802.73,7.75,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-03-13,11158.6,SOXL,no change,no change,no change,no change,SOXL,11236.57,77.97,0.7,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-03-16,11236.57,SOXL,15:13,SOXL,15:55,SOXL,SOXL,12127.36,890.8,7.93,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-03-17,12127.36,SOXL,no change,no change,no change,no change,SOXL,12371.22,243.86,2.01,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-03-18,12371.22,SOXL,no change,no change,no change,no change,SOXL,12296.71,-74.51,-0.6,0.6
C_sp4.7_rv75_tr1.10_th1.20,2026-03-19,12296.71,SOXL,no change,no change,no change,no change,SOXL,12416.38,119.67,0.97,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-03-20,12416.38,SOXL,no change,no change,no change,no change,SOXL,11457.88,-958.49,-7.72,7.72
C_sp4.7_rv75_tr1.10_th1.20,2026-03-23,11457.88,SOXL,10:50,SOXL,15:55,SOXS,SOXS,12541.36,1083.47,9.46,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-03-24,12541.36,SOXS,11:24,SOXS,no change,no change,CASH,11946.04,-595.32,-4.75,4.75
C_sp4.7_rv75_tr1.10_th1.20,2026-03-25,11946.04,CASH,no change,no change,15:55,SOXS,SOXS,11944.84,-1.19,-0.01,4.76
C_sp4.7_rv75_tr1.10_th1.20,2026-03-26,11944.84,SOXS,11:46,SOXS,15:55,SOXL,SOXL,12954.55,1009.71,8.45,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-03-27,12954.55,SOXL,no change,no change,no change,no change,SOXL,12319.91,-634.64,-4.9,4.9
C_sp4.7_rv75_tr1.10_th1.20,2026-03-30,12319.91,SOXL,no change,no change,no change,no change,SOXL,10787.52,-1532.39,-12.44,16.73
C_sp4.7_rv75_tr1.10_th1.20,2026-03-31,10787.52,SOXL,10:09,SOXL,15:55,SOXL,SOXL,11569.55,782.03,7.25,10.69
C_sp4.7_rv75_tr1.10_th1.20,2026-04-01,11569.55,SOXL,14:02,SOXL,15:55,SOXL,SOXL,12760.23,1190.68,10.29,1.5
C_sp4.7_rv75_tr1.10_th1.20,2026-04-02,12760.23,SOXL,no change,no change,no change,no change,SOXL,12897.11,136.88,1.07,0.44
C_sp4.7_rv75_tr1.10_th1.20,2026-04-06,12897.11,SOXL,no change,no change,no change,no change,SOXL,13371.29,474.19,3.68,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-04-07,13371.29,SOXL,19:33,SOXL,15:55,SOXL,SOXL,15430.71,2059.41,15.4,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-04-08,15430.71,SOXL,07:15,SOXL,15:55,SOXL,SOXL,17873.9,2443.19,15.83,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-04-09,17873.9,SOXL,no change,no change,no change,no change,SOXL,19088.05,1214.15,6.79,0.0
C_sp4.7_rv75_tr1.10_th1.20,2026-04-10,19088.05,SOXL,no change,no change,no change,no change,SOXL,20284.95,1196.9,6.27,0.0
