Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
2025-10-10,10000.0,CASH,no change,no change,15:55,SOXL,SOXL,9999.0,-1.0,-0.01,0.01
2025-10-13,9999.0,SOXL,no change,no change,15:55,SOXS,SOXS,11333.63,1334.63,13.35,0.0
2025-10-14,11333.63,SOXS,no change,no change,no change,no change,SOXS,12074.2,740.57,6.53,0.0
2025-10-15,12074.2,SOXS,no change,no change,no change,no change,SOXS,11024.98,-1049.22,-8.69,8.69
2025-10-16,11024.98,SOXS,no change,no change,no change,no change,SOXS,10823.42,-201.55,-1.83,10.36
2025-10-17,10823.42,SOXS,no change,no change,no change,no change,SOXS,10930.13,106.71,0.99,9.48
2025-10-20,10930.13,SOXS,no change,no change,no change,no change,SOXS,10306.85,-623.28,-5.7,14.64
2025-10-21,10306.85,SOXS,no change,no change,no change,no change,SOXS,10500.62,193.77,1.88,13.03
2025-10-22,10500.62,SOXS,no change,no change,no change,no change,SOXS,11373.33,872.71,8.31,5.8
2025-10-23,11373.33,SOXS,no change,no change,no change,no change,SOXS,10474.26,-899.07,-7.91,13.25
2025-10-24,10474.26,SOXS,no change,no change,no change,no change,SOXS,9937.5,-536.76,-5.12,17.7
2025-10-27,9937.5,SOXS,no change,no change,no change,no change,SOXS,9118.12,-819.38,-8.25,24.48
2025-10-28,9118.12,SOXS,no change,no change,no change,no change,SOXS,9103.85,-14.27,-0.16,24.6
2025-10-29,9103.85,SOXS,no change,no change,no change,no change,SOXS,8634.55,-469.3,-5.15,28.49
2025-10-30,8634.55,SOXS,no change,no change,no change,no change,SOXS,8956.85,322.31,3.73,25.82
2025-10-31,8956.85,SOXS,no change,no change,no change,no change,SOXS,8877.55,-79.31,-0.89,26.48
2025-11-03,8877.55,SOXS,no change,no change,no change,no change,SOXS,8797.39,-80.16,-0.9,27.14
2025-11-04,8797.39,SOXS,no change,no change,15:55,SOXL,SOXL,9839.55,1042.16,11.85,18.51
2025-11-05,9839.55,SOXL,no change,no change,15:55,SOXS,SOXS,10861.75,1022.2,10.39,10.04
2025-11-06,10861.75,SOXS,no change,no change,15:55,SOXL,SOXL,11868.47,1006.72,9.27,1.7
2025-11-07,11868.47,SOXL,no change,no change,no change,no change,SOXL,11357.71,-510.75,-4.3,5.93
2025-11-10,11357.71,SOXL,no change,no change,no change,no change,SOXL,12423.73,1066.01,9.39,0.0
2025-11-11,12423.73,SOXL,no change,no change,no change,no change,SOXL,11521.26,-902.47,-7.26,7.26
2025-11-12,11521.26,SOXL,no change,no change,no change,no change,SOXL,12022.81,501.55,4.35,3.23
2025-11-13,12022.81,SOXL,no change,no change,no change,no change,SOXL,10784.13,-1238.68,-10.3,13.2
2025-11-14,10784.13,SOXL,no change,no change,no change,no change,SOXL,10690.63,-93.5,-0.87,13.95
2025-11-17,10690.63,SOXL,no change,no change,no change,no change,SOXL,10151.72,-538.92,-5.04,18.29
2025-11-18,10151.72,SOXL,no change,no change,no change,no change,SOXL,9559.26,-592.46,-5.84,23.06
2025-11-19,9559.26,SOXL,no change,no change,no change,no change,SOXL,9980.87,421.61,4.41,19.66
2025-11-20,9980.87,SOXL,no change,no change,no change,no change,SOXL,8495.59,-1485.28,-14.88,31.62
2025-11-21,8495.59,SOXL,no change,no change,no change,no change,SOXL,8721.55,225.96,2.66,29.8
2025-11-24,8721.55,SOXL,no change,no change,no change,no change,SOXL,9954.69,1233.14,14.14,19.87
2025-11-25,9954.69,SOXL,no change,no change,no change,no change,SOXL,9979.49,24.8,0.25,19.67
2025-11-26,9979.49,SOXL,no change,no change,no change,no change,SOXL,10830.98,851.49,8.53,12.82
2025-11-28,10830.98,SOXL,no change,no change,no change,no change,SOXL,11314.59,483.61,4.47,8.93
2025-12-01,11314.59,SOXL,no change,no change,no change,no change,SOXL,11412.41,97.82,0.86,8.14
2025-12-02,11412.41,SOXL,no change,no change,no change,no change,SOXL,12062.74,650.33,5.7,2.91
2025-12-03,12062.74,SOXL,no change,no change,no change,no change,SOXL,12831.56,768.82,6.37,0.0
2025-12-04,12831.56,SOXL,no change,no change,no change,no change,SOXL,12412.7,-418.85,-3.26,3.26
2025-12-05,12412.7,SOXL,no change,no change,no change,no change,SOXL,12826.05,413.34,3.33,0.04
2025-12-08,12826.05,SOXL,no change,no change,no change,no change,SOXL,13152.59,326.54,2.55,0.0
2025-12-09,13152.59,SOXL,no change,no change,no change,no change,SOXL,13185.66,33.07,0.25,0.0
2025-12-10,13185.66,SOXL,no change,no change,no change,no change,SOXL,13740.91,555.26,4.21,0.0
2025-12-11,13740.91,SOXL,no change,no change,no change,no change,SOXL,13379.93,-360.99,-2.63,2.63
