Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
2025-11-10,10000.0,CASH,no change,no change,15:55,SOXL,SOXL,9999.0,-1.0,-0.01,0.01
2025-11-11,9999.0,SOXL,no change,no change,no change,no change,SOXL,9272.67,-726.33,-7.26,7.27
2025-11-12,9272.67,SOXL,no change,no change,no change,no change,SOXL,9676.33,403.66,4.35,3.24
2025-11-13,9676.33,SOXL,no change,no change,no change,no change,SOXL,8679.4,-996.93,-10.3,13.21
2025-11-14,8679.4,SOXL,no change,no change,no change,no change,SOXL,8604.15,-75.25,-0.87,13.96
2025-11-17,8604.15,SOXL,no change,no change,no change,no change,SOXL,8170.42,-433.74,-5.04,18.3
2025-11-18,8170.42,SOXL,no change,no change,no change,no change,SOXL,7693.59,-476.83,-5.84,23.06
2025-11-19,7693.59,SOXL,17:36,SOXL,15:55,SOXL,SOXL,8478.32,784.73,10.2,15.22
2025-11-20,8478.32,SOXL,08:02,SOXL,15:55,SOXL,SOXL,9023.95,545.63,6.44,9.76
2025-11-21,9023.95,SOXL,no change,no change,no change,no change,SOXL,9263.96,240.01,2.66,7.36
2025-11-24,9263.96,SOXL,10:11,SOXL,15:55,SOXL,SOXL,10047.61,783.64,8.46,0.0
2025-11-25,10047.61,SOXL,no change,no change,no change,no change,SOXL,10072.64,25.03,0.25,0.0
2025-11-26,10072.64,SOXL,15:57,SOXL,15:55,SOXL,SOXL,10916.78,844.15,8.38,0.0
2025-11-28,10916.78,SOXL,no change,no change,no change,no change,SOXL,11404.23,487.44,4.47,0.0
2025-12-01,11404.23,SOXL,no change,no change,no change,no change,SOXL,11502.83,98.6,0.86,0.0
2025-12-02,11502.83,SOXL,no change,no change,no change,no change,SOXL,12158.31,655.48,5.7,0.0
2025-12-03,12158.31,SOXL,no change,no change,no change,no change,SOXL,12933.22,774.91,6.37,0.0
2025-12-04,12933.22,SOXL,no change,no change,no change,no change,SOXL,12511.04,-422.17,-3.26,3.26
2025-12-05,12511.04,SOXL,no change,no change,no change,no change,SOXL,12927.66,416.62,3.33,0.04
