Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
2026-03-10,10000.0,CASH,no change,no change,15:55,SOXL,SOXL,9999.0,-1.0,-0.01,0.01
2026-03-11,9999.0,SOXL,no change,no change,15:55,SOXS,SOXS,10355.87,356.87,3.57,0.0
2026-03-12,10355.87,SOXS,10:02,SOXS,15:55,SOXL,SOXL,11158.6,802.73,7.75,0.0
2026-03-13,11158.6,SOXL,no change,no change,15:55,SOXS,SOXS,11233.19,74.6,0.67,0.0
2026-03-16,11233.19,SOXS,06:42,SOXS,15:55,SOXL,SOXL,10699.96,-533.23,-4.75,4.75
2026-03-17,10699.96,SOXL,no change,no change,no change,no change,SOXL,10915.11,215.15,2.01,2.83
2026-03-18,10915.11,SOXL,no change,no change,no change,no change,SOXL,10849.37,-65.74,-0.6,3.42
2026-03-19,10849.37,SOXL,no change,no change,no change,no change,SOXL,10954.96,105.59,0.97,2.48
2026-03-20,10954.96,SOXL,no change,no change,no change,no change,SOXL,10109.28,-845.68,-7.72,10.01
2026-03-23,10109.28,SOXL,10:50,SOXL,15:55,SOXS,SOXS,11065.23,955.95,9.46,1.5
2026-03-24,11065.23,SOXS,11:24,SOXS,no change,no change,CASH,10539.98,-525.25,-4.75,6.17
2026-03-25,10539.98,CASH,no change,no change,15:55,SOXS,SOXS,10538.92,-1.05,-0.01,6.18
2026-03-26,10538.92,SOXS,11:46,SOXS,15:55,SOXL,SOXL,11429.79,890.86,8.45,0.0
2026-03-27,11429.79,SOXL,no change,no change,15:55,SOXS,SOXS,10866.59,-563.2,-4.93,4.93
2026-03-30,10866.59,SOXS,10:59,SOXS,15:55,SOXS,SOXS,11699.81,833.22,7.67,0.0
2026-03-31,11699.81,SOXS,08:01,SOXS,no change,no change,CASH,11146.07,-553.74,-4.73,4.73
2026-04-01,11146.07,CASH,no change,no change,15:55,SOXL,SOXL,11144.95,-1.11,-0.01,4.74
2026-04-02,11144.95,SOXL,no change,no change,no change,no change,SOXL,11264.5,119.55,1.07,3.72
2026-04-06,11264.5,SOXL,no change,no change,no change,no change,SOXL,11678.66,414.16,3.68,0.18
2026-04-07,11678.66,SOXL,19:33,SOXL,15:55,SOXL,SOXL,13477.38,1798.72,15.4,0.0
2026-04-08,13477.38,SOXL,07:15,SOXL,15:55,SOXL,SOXL,15611.3,2133.91,15.83,0.0
2026-04-09,15611.3,SOXL,no change,no change,no change,no change,SOXL,16671.75,1060.46,6.79,0.0
2026-04-10,16671.75,SOXL,no change,no change,no change,no change,SOXL,17717.14,1045.39,6.27,0.0
