date,cpu_pnl,cpu_return_pct,cpu_drawdown_pct,sale_time_stock,new_purchase_time_stock,SOXL_rsi14_lag1,SOXL_ema20_gt_50_lag1,SOXL_px_gt_ema20_lag1,SOXL_macd_hist_lag1,SOXL_atr_pct_lag1,SOXL_vol_z20_lag1,SOXL_ret1_lag1,SOXS_rsi14_lag1,SOXS_ema20_gt_50_lag1,SOXS_px_gt_ema20_lag1,SOXS_macd_hist_lag1,SOXS_atr_pct_lag1,SOXS_vol_z20_lag1,SOXS_ret1_lag1,events_total,pl_sell_count,rb_buy_count,first_sell_hour
2025-04-28,89.08606319592036,0.7992758998873306,17.481297224058558,08:00 | TQQQ,15:55 | SPXS; 15:55 | SQQQ,61.659643435980556,False,True,0.5883248090739355,0.1670150987224158,-0.39803060031440907,0.028428093645485042,25.47309060631291,True,False,-27.021247628524268,0.3833509798829335,-0.09407502752976567,-0.02622691867748783,8.0,1.0,2.0,8.0
2025-04-29,-149.38313916187144,-1.3296309628734404,18.578491446328982,no change,15:55 | TMV,60.3905160390516,False,True,0.6772365606266111,0.15213994169096212,-0.7843955383357104,-0.004065040650406582,27.230667547918046,False,False,-27.13255289678189,0.31336175275106576,-0.3591204678469239,0.007551391413788355,4.0,0.0,1.0,15.0
2025-04-30,13.520012598164612,0.1219606926369465,18.47918921054148,no change,15:55 | SPXL; 15:55 | TMF; 15:55 | TQQQ,62.32350925291295,False,False,0.6929283576981806,0.1421803239062122,-0.9220725727231998,-0.03510204081632651,21.037532871145103,False,False,-24.983098385086134,0.2530872973180665,-0.5883319677574947,0.032061068702290196,8.0,0.0,3.0,15.0
2025-05-01,69.40840455452417,0.6253533802467848,17.969396064665016,09:41 | TQQQ,15:55 | TQQQ,47.06278890600924,False,True,0.7069122865699828,0.1185879302215936,-0.7434935325634495,0.025380710659898442,45.81055819786564,False,False,-22.77489838255675,0.1615516929205142,0.11487051857022258,-0.02383001613770852,6.0,1.0,1.0,9.0
2025-05-02,190.2776745827141,1.703702876509583,16.571838305800537,no change,no change,66.81706316652995,False,True,0.694507141013166,0.09758351101634682,-0.9186744119337595,-0.004950495049504844,31.21583468492821,False,False,-19.917259500702826,0.13910630063147336,-0.6841065968673471,0.004794180856339869,4.0,0.0,0.0,
2025-05-05,-204.30358451546817,-1.7986441216707671,18.07241403193124,15:54 | TQQQ,15:55 | SOXL; 15:55 | TQQQ,69.29402834008098,False,True,0.7444012905877961,0.08936927223719676,-0.7757532757202101,0.09867330016583753,30.631613074361155,False,False,-19.2260770130773,0.1484584435794273,0.32638929608126377,-0.10132170670176588,8.0,1.0,2.0,15.0
2025-05-06,-281.2609443444999,-2.5215129483249443,20.13822872036614,08:00 | TQQQ,15:55 | SPXS,66.25759109311741,False,True,0.7377719972686227,0.0874437246074448,-1.1680999455068657,-0.01811320754716983,32.76387860843819,False,False,-17.097644676141442,0.1370332561655889,-1.032071916583038,0.020535196655783627,8.0,1.0,1.0,8.0
2025-05-07,-78.68194712560398,-0.7236325451732584,20.7161344884974,no change,15:55 | TMV,62.40224828934506,False,True,0.6835318890281421,0.09210317460317458,-0.94303564142946,-0.031514219830899304,35.545619264714475,False,False,-13.870392032682638,0.13228439915467674,-0.21159361588378808,0.032799138910482695,3.0,0.0,1.0,15.0
2025-05-08,52.245174301853694,0.4839976987284222,20.332402403958795,no change,15:55 | SOXL; 15:55 | SPXL; 15:55 | TQQQ,75.96827495042962,False,True,0.6677442400404117,0.08173823910228745,-0.6753806906086991,0.050793650793650835,22.530402549261893,False,False,-11.9216370176525,0.1254647771902829,-0.3491727060133797,-0.05124048287641492,7.0,0.0,3.0,15.0
2025-05-09,89.03648000261092,0.8208582955661292,19.67844432021345,07:27 | TQQQ,15:55 | TQQQ,78.50096092248559,False,True,0.658770945425748,0.08161841829242711,-0.5772878462407676,0.028700906344410804,19.517330741820516,False,False,-10.370572204664285,0.12750651232054563,0.4935833717533257,-0.031123180667012584,5.0,1.0,1.0,7.0
2025-05-12,1246.885694260678,11.40187987895931,10.520277024692785,04:00 | SOXL; 04:00 | TQQQ; 04:00 | SPXL,15:55 | SOXL; 15:55 | SPXL; 15:55 | TQQQ,84.67876915153857,False,True,0.6575049152744562,0.07775916336683927,-1.2203822784702743,0.03303964757709266,11.54716205100084,False,False,-9.089430409466672,0.12224815228939809,-0.5875786735676305,-0.030296349951185575,9.0,3.0,3.0,4.0
2025-05-13,645.1188286906636,5.295378613875323,5.781986910503478,13:56 | SOXL,15:55 | SOXL,88.45668833058492,False,True,0.8230106492385685,0.07518819003011042,0.3297229445201811,0.21393034825870627,10.266959224721148,False,False,-11.659606359619374,0.16492327910776444,3.164757794791595,-0.21626449287129368,5.0,1.0,1.0,13.0
2025-05-14,128.01560900488403,0.9979549017017142,4.841733630590887,no change,no change,88.83677298311446,False,True,0.9835764233196556,0.06927107412544307,-0.3104171762316741,0.08548009367681497,11.584883600976582,False,False,-13.522542940560058,0.15792721140737964,1.9358879519270742,-0.0837477208685562,3.0,0.0,0.0,
2025-05-15,-140.58917217925955,-1.0851437736938865,5.874337633253575,08:00 | TQQQ,15:55 | TQQQ,87.06521739130436,False,True,1.0525294835659462,0.06511486383690857,-0.7734779135635127,0.012944983818770295,15.57342948273471,False,False,-13.70775664780161,0.13777731227211132,0.8657535702297025,-0.013025191081362353,5.0,1.0,1.0,8.0
2025-05-16,82.74717269075882,0.6456944430055289,5.26657346190935,10:41 | TQQQ,15:55 | TQQQ,83.09859154929578,False,True,1.019119133729501,0.0664623263754171,-1.274137661270038,-0.01970181043663477,17.903577868463515,False,False,-12.358835968304405,0.12883622878224038,0.9985259930353698,0.018512578472254182,5.0,1.0,1.0,10.0
2025-05-19,-103.54089326023676,-0.8027689970189211,6.027064039970833,12:10 | TQQQ,15:55 | TQQQ,82.82937365010798,False,True,0.9394851511631592,0.06577819343776792,-1.5280174501422663,-0.004345464421510181,17.220095693779896,False,False,-10.28745234477752,0.12150824581949432,-0.0996807420250982,0.004319071399649044,5.0,1.0,1.0,12.0
2025-05-20,-159.253119731271,-1.2447068617326251,7.196751622036918,14:28 | TQQQ,15:55 | TQQQ,83.73362445414847,False,True,0.8169579434051126,0.06944444444444445,-1.2270498525267652,-0.01800327332242213,14.215589051963505,False,False,-7.639697351195203,0.11820916707490171,0.6233942522294655,0.018949065985754743,5.0,1.0,1.0,14.0
2025-05-21,-436.79405930535904,-3.4569689234750234,10.40493107843844,08:00 | TQQQ,15:55 | TQQQ,82.3463687150838,False,True,0.6874233986836771,0.0664433277498604,-1.581340086315745,-0.0050000000000000044,15.377874007629657,False,False,-4.947991453307353,0.10570878688278741,-0.38778510184688186,0.005099797766640268,5.0,1.0,1.0,8.0
2025-05-22,-163.8810026017727,-1.3434652417338544,11.60860968770711,07:59 | TQQQ,15:55 | TQQQ,74.8223350253807,False,True,0.5031990612898226,0.07513695743784238,-0.6200496422178526,-0.05360134003350092,19.903386356982537,False,False,-1.6221083372179805,0.10065769221661815,1.8355881709442334,0.05555069547721114,5.0,1.0,1.0,7.0
2025-05-23,-361.7195212977749,-3.0056881068514785,14.265379193804366,07:20 | TQQQ,15:55 | TQQQ,67.54098360655738,False,True,0.3232009750956344,0.07463981947578543,-0.6608183117195657,-0.02890855457227126,27.20196875178847,False,False,1.5502603211450179,0.08816703332143147,0.5845163321127548,0.02792971987402626,5.0,1.0,1.0,7.0
2025-05-27,767.8629017909625,6.5782350114439225,8.625554351002522,15:31 | SOXL; 04:00 | TQQQ,15:55 | SOXL; 15:55 | TQQQ,63.77708978328173,False,True,0.13604385548213993,0.08231596209912537,0.12905432960551463,-0.0473876063183476,29.152278043889964,False,False,4.762899713779795,0.08656724631300902,1.2448624516916231,0.04652100298314932,7.0,2.0,2.0,4.0
2025-05-28,-125.10960241170142,-1.0056522258783729,9.544463497555697,14:52 | TQQQ,15:55 | TQQQ,71.40221402214021,False,True,0.10323393975541151,0.07838912827311902,-0.7460751622947746,0.09948979591836737,21.264456437933703,False,False,5.427073798563605,0.0977227977056759,0.4506325909331902,-0.10007704160246544,5.0,1.0,1.0,14.0
2025-05-29,524.7327497352107,4.2607391520724125,5.690389038578889,07:24 | SOXL; 07:24 | TQQQ,15:55 | SOXL; 15:55 | TQQQ,67.94258373205741,False,True,0.05314054868012397,0.077482552762129,-0.8827357349195031,-0.014501160092807441,25.024903154399567,False,False,6.350413610053735,0.08930752155159451,-0.2371460457335899,0.016479753445766576,7.0,2.0,2.0,7.0
2025-05-30,-280.3265415924652,-2.183183278142209,7.749340694769603,08:11 | TQQQ,15:55 | TQQQ,67.25317693059628,False,True,0.020884312534064642,0.07775926697209495,0.391520167955267,0.009417304296645002,26.13872832369944,False,False,6.9680744370878,0.0879747566558649,0.8025268406378241,-0.010527645597338653,5.0,1.0,1.0,8.0
2025-06-02,117.77269614586112,0.9376852167928718,6.884319900070496,09:53 | TQQQ,15:55 | TQQQ,59.48196114708603,False,True,-0.07449163478153942,0.0878677773839064,0.6928350048603018,-0.06005830903790077,33.54704459816658,False,False,8.426314194755967,0.08555676480696532,1.3361124552610997,0.06141209516108437,5.0,1.0,1.0,9.0
2025-06-03,501.0926718374976,3.9525480873305208,3.2038778672759225,14:03 | SOXL,15:55 | SOXL,48.65181711606098,False,True,-0.09194115964377403,0.07431114879186093,-1.2729058290533843,0.045285359801488845,48.666068369095214,False,False,8.670544555964327,0.07254478350886671,-0.06883102706357812,-0.045509222133119476,5.0,1.0,1.0,14.0
2025-06-04,142.94684986040374,1.0846723283501447,2.153957115586264,10:08 | TQQQ,15:55 | TQQQ,48.22695035460992,True,True,-0.017303969050391332,0.06896146616541352,-0.027976147215980355,0.0824925816023736,48.89745061070578,False,False,7.592882206311785,0.07956819757479042,0.72448458930592,-0.08246166771686625,5.0,1.0,1.0,10.0
2025-06-05,-41.33006875947831,-0.3102450005322943,2.457519571853841,08:49 | TQQQ,15:55 | TQQQ,51.3873473917869,True,True,0.07288762686651806,0.06651152315892196,-0.3054979941722378,0.04331140350877205,46.474483833268415,False,False,6.38893576856573,0.08360878532501062,0.6634236180919549,-0.04230381833165453,5.0,1.0,1.0,8.0
2025-06-06,330.1535845861217,2.486017332406054,0.032596601951346,no change,no change,51.90582959641256,True,True,0.09964940427861435,0.0693333333333333,0.7095958977176308,-0.014713610089332696,45.743168535776334,False,False,5.891482112754389,0.0842559256432253,1.814931264834796,0.011043120757242564,3.0,0.0,0.0,
2025-06-09,374.76181959731366,2.7534605446745357,0.0,10:55 | SOXL,15:55 | SOXL,54.28881650380023,True,True,0.1265060640301321,0.06914973102211594,-0.9614716773177546,0.01973333333333338,44.11400247831475,False,False,5.481265988573739,0.08625129617294211,-0.7789941451383906,-0.016360111589200477,5.0,1.0,1.0,10.0
2025-06-10,303.7792906112354,2.172127056740192,0.0,08:00 | TQQQ,15:55 | TQQQ,62.2568093385214,True,True,0.2174581845338428,0.06645084934558616,0.17579321327636832,0.07322175732217562,37.69120800571837,False,False,4.397645935198831,0.09460899684710691,0.8975149775001883,-0.07215305484785839,5.0,1.0,1.0,8.0
2025-06-11,-115.02249456551364,-0.8049657628350082,0.8049657628350068,09:46 | TQQQ,15:55 | TQQQ,67.0147954743255,True,True,0.3369388400819615,0.06543799921435117,-0.1942148980526016,0.06335282651072127,34.18174587393119,False,False,3.1225262459583547,0.10338169210964836,0.5726796260618074,-0.06284322868096581,5.0,1.0,1.0,9.0
2025-06-12,6.050592030254848,0.042687681376563,0.762621702678466,19:59 | TQQQ,15:55 | TQQQ,71.42857142857143,True,True,0.36835192462044564,0.06510364924829457,0.46044237002874744,-0.0114573785517873,29.122055674518208,False,False,2.684381660406906,0.09777767358994797,0.49430029229422995,0.01066946763226273,5.0,1.0,1.0,15.0
2025-06-13,-707.1897473779627,-4.987182952565861,5.711771315695777,08:03 | TQQQ,15:55 | TQQQ,74.95164410058027,True,True,0.3612249866024575,0.06505220034359717,-1.38598253253734,0.0023180343069078013,25.35735556879095,False,False,2.603253820888007,0.09610218221237689,-0.821561137497776,-0.005251066622907641,5.0,1.0,1.0,8.0
2025-06-16,697.4325632122454,5.176537573683748,0.8309057302919056,14:50 | SOXL; 18:51 | TQQQ,15:55 | SOXL; 15:55 | TQQQ,69.19642857142858,True,True,0.22164035829336726,0.0719290719290719,0.7410407052422642,-0.07585568917668828,26.61933689526458,False,False,3.689356275721167,0.08733402921231853,0.8802916685274441,0.07615748377873088,7.0,2.0,2.0,14.0
2025-06-17,-315.5091619372215,-2.226538736716288,3.038944029057653,13:46 | TQQQ,15:55 | TQQQ,69.9738903394256,True,True,0.22856955622418962,0.06710948236371964,-0.7338237619757688,0.09259259259259256,28.250737921391945,False,False,3.4033758090955004,0.09282255859217914,1.2163052507718022,-0.09243268100761337,5.0,1.0,1.0,13.0
2025-06-18,-8.73089902938409,-0.0630167869744791,3.1000457711470726,13:33 | TQQQ,15:55 | TMF; 15:55 | TQQQ,68.60068259385667,True,True,0.17775142904354668,0.07032452325192369,-0.7173877388120106,-0.021988089784699794,28.356472504459774,False,False,3.6769198359675315,0.09098236894669792,0.3289220976597644,0.022745186352888247,7.0,1.0,2.0,13.0
2025-06-20,-73.98412436286162,-0.5343300427998354,3.61781133805112,10:08 | TQQQ,15:55 | TQQQ,68.6808510638298,True,True,0.135755070730045,0.06920679135163813,-1.1329403820414847,0.008899297423887509,28.52684144818977,False,False,3.9102149813759723,0.08837960794277139,-0.09782500316679102,-0.009523285258174585,5.0,1.0,1.0,10.0
2025-06-23,98.24479461632107,0.7133577633323229,2.930261512761497,07:26 | TQQQ,15:55 | TQQQ,72.57194244604318,True,True,0.06352770981584643,0.0704824976348155,-0.28744706834378714,-0.01857010213556165,21.9695033648522,False,False,4.441118227688655,0.08238855213091283,0.4542092078396853,0.020341243817039834,5.0,1.0,1.0,7.0
2025-06-24,862.2390611456631,6.216392971376328,0.0,no change,15:55 | SOXS,71.65427509293681,True,True,0.025133228391151397,0.07139536428239357,-0.6664897920170069,0.017502365184484336,23.59344982160826,False,False,4.6783470235302005,0.08326863354037267,0.9251307193897114,-0.017811427637670962,7.0,0.0,1.0,15.0
2025-06-25,-330.9578968560163,-2.2464252212393454,2.246425221239348,no change,no change,74.15254237288137,True,True,0.14136434629178862,0.06626685762024107,-0.16506400190516288,0.11297071129707104,23.45398326664241,False,False,3.6228690770186063,0.09188327918020496,2.1585612887618244,-0.11246672582076311,2.0,0.0,0.0,
2025-06-26,-343.3366093932473,-2.3840023771538488,4.576872767717864,no change,no change,73.79725085910654,True,True,0.23322477417865817,0.06366649223792081,-1.1612918319437873,0.02631578947368407,24.56424421373464,False,False,2.825941032605307,0.09097662304313137,-0.3908239315479521,-0.026680829792551708,2.0,0.0,0.0,
2025-06-27,66.02780094598893,0.4696695520120419,4.128699393530118,no change,no change,76.8781302170284,True,True,0.3038249072065833,0.05985935461917994,-1.5356416899300147,0.025234025234025292,22.157214305935625,False,False,2.28894376213146,0.08728076750112428,-0.7228102920052002,-0.02112088335366258,2.0,0.0,0.0,
2025-06-30,-35.203958120580864,-0.2492424977876606,4.367651417823201,no change,no change,75.55555555555557,True,True,0.31139550393123794,0.06126920887877062,-0.7534139728900668,-0.0035728463676062416,23.047711781888978,False,False,2.159884853576962,0.08594166690059794,2.0123752414803464,0.0012460650577124088,2.0,0.0,0.0,
2025-07-01,167.88007517116785,1.19155351419038,3.2281408075894773,no change,no change,72.23300970873788,True,True,0.2840974015972113,0.05828116107000568,-1.823902979828843,0.0,27.158948685857325,False,False,2.288994650597381,0.07865226289377529,0.010504753260124617,0.0013100150651732534,2.0,0.0,0.0,
2025-07-02,-739.9030322660801,-5.189732111998124,8.25034105947562,no change,no change,65.31914893617022,True,True,0.21020070487218412,0.05945633314054365,-0.8030166523821315,-0.015936254980079778,33.380408268070354,False,False,2.691102451152922,0.07556221198156682,2.775207152633686,0.013933407470399617,2.0,0.0,0.0,
2025-07-03,-153.01973716766042,-1.13204114379859,9.288984947977234,no change,no change,71.30600571973308,True,True,0.22153434401559613,0.05732938336624971,-0.7266340786894411,0.0542510121457489,28.424657534246577,False,False,2.544685736855456,0.07964178288214385,2.821555084325546,-0.056258064516129025,2.0,0.0,0.0,
2025-07-07,706.9212658679153,5.2896902066216,4.490653268443348,no change,no change,72.18114602587801,True,True,0.22392469955674232,0.05566670271439384,-1.956546750140713,0.014592933947772835,28.09946299322904,False,False,2.4890237965919155,0.07834181199152794,-0.2914310374803406,-0.01326223680612526,2.0,0.0,0.0,
2025-07-08,-822.8647242407133,-5.847924924569847,10.07596816125188,no change,no change,73.40225563909775,True,True,0.10264940069873973,0.05883699633699633,-0.9160026694964228,-0.05526116578349738,22.964352720450265,False,False,3.1307721439382092,0.07131146005096686,1.9891060483968928,0.0563946238049049,2.0,0.0,0.0,
2025-07-09,-51.525709098827065,-0.3889264010803583,10.425706461988678,no change,no change,72.22767419038274,True,True,0.09250487679976072,0.055414047257749836,-0.9517367340224293,0.05608974358974361,26.15757230374696,False,False,3.1177896535860405,0.07137406471433524,1.725376805827335,-0.054630115424973646,1.0,0.0,0.0,
2025-07-10,-413.4059308770138,-3.132654719004524,13.23175979552216,no change,no change,76.47647647647646,True,True,0.08086014158820554,0.05571643071643071,-0.995031622547933,0.01062215477996964,21.152141802067945,False,False,3.120692809404659,0.07150370667200959,1.4801198415040566,-0.010752688172043112,2.0,0.0,0.0,
2025-07-11,26.55399379340088,0.2077247659862724,13.051520671607006,no change,no change,77.6615969581749,True,True,0.09678101471242107,0.05406746031746031,-0.8737706734765052,0.027027027027026973,20.390146660971084,False,False,2.953342033152012,0.0715886325615977,1.0068874219211539,-0.029873772791023767,2.0,0.0,0.0,
2025-07-14,420.7180941259448,3.28434233136492,10.19583495854652,no change,no change,80.09803921568627,True,True,0.07787016406630398,0.05171240050272307,-1.3760606666056645,-0.0029239766081871066,16.97356697356699,False,False,3.002323779978724,0.0653799151750413,0.8203648989577288,0.005565996819430374,2.0,0.0,0.0,
2025-07-15,-492.4591984102444,-3.7221424744641194,13.53847392939232,no change,no change,73.44632768361579,True,True,-0.007369221362825584,0.05400959930971256,-0.2605193601507622,-0.028958944281525012,22.53127299484916,False,False,3.3759608883776764,0.06124304396910868,0.8217614983855893,0.027891596578247357,2.0,0.0,0.0,
2025-07-16,259.8788422251964,2.040174170704301,11.77450820690302,no change,no change,68.59688195991089,True,True,-0.02886495318305471,0.05100544616673649,0.27534207524329,0.029822574556436443,29.69932104752668,False,False,3.430579444185902,0.05741088758125631,1.493839641253935,-0.02713476466885789,2.0,0.0,0.0,
2025-07-17,-209.31306047387443,-1.610354377640444,13.19525127618797,no change,no change,64.22764227642276,True,True,-0.07622331400044269,0.055858094533150056,1.072926938622081,-0.009530791788856408,33.47898460258007,False,False,3.571951485600458,0.06060373967300834,0.933778250398737,0.005607073538925755,2.0,0.0,0.0,
2025-07-18,-6.070415525136923,-0.0474672589924174,13.236455111082424,no change,no change,62.80193236714973,True,True,-0.10203582265013056,0.05607574410210808,-0.7905402844813357,0.01073279052553655,34.87968783871666,False,False,3.615576974544588,0.06149776737375088,-0.015588992770386929,-0.009721924369147095,2.0,0.0,0.0,
2025-07-21,-62.68152406225636,-0.4903672735402486,13.661915140581076,no change,no change,63.53658536585363,True,True,-0.13062705980645184,0.054957121941016526,-1.4344989325565924,0.00036616623947272053,34.87968783871666,False,False,3.6863266454838914,0.05971432690723343,0.12370434677678836,0.0013715440698764958,2.0,0.0,0.0,
2025-07-22,567.6246359564338,4.462498095363388,9.809079748156275,no change,no change,64.27718040621264,True,True,-0.14895259855804155,0.055526685028322,-0.824896795504266,0.006222547584187277,34.164695764351706,False,False,3.7128269283241977,0.06036319262032304,0.120378809059895,-0.004181084198385365,2.0,0.0,0.0,
2025-07-23,344.8686392788277,2.595434681544151,7.468233324336099,no change,no change,58.79781420765026,True,True,-0.24569749445801814,0.059564532768637685,1.1528125930976343,-0.042924699890869444,38.99183104204022,False,False,4.109535951538618,0.0583138986751352,1.8324281188231983,0.04205878094686555,2.0,0.0,0.0,
2025-07-24,12.69468724606304,0.0931215872903346,7.382066274459938,no change,no change,48.383233532934135,True,True,-0.3451192977440889,0.0595376683851655,0.639990241371391,-0.02052451539338651,50.215958172311886,False,False,4.498161920889586,0.055325810258560974,-0.12223814849675942,0.01750607849947916,2.0,0.0,0.0,
