Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
2025-12-10,10000.0,CASH,no change,no change,15:55,SOXL,SOXL,9999.0,-1.0,-0.01,0.01
2025-12-11,9999.0,SOXL,no change,no change,no change,no change,SOXL,9736.32,-262.68,-2.63,2.64
2025-12-12,9736.32,SOXL,no change,no change,no change,no change,SOXL,8356.73,-1379.59,-14.17,16.43
2025-12-15,8356.73,SOXL,no change,no change,no change,no change,SOXL,8228.4,-128.33,-1.54,17.72
2025-12-16,8228.4,SOXL,no change,no change,no change,no change,SOXL,8167.24,-61.16,-0.74,18.33
2025-12-17,8167.24,SOXL,no change,no change,no change,no change,SOXL,7191.7,-975.54,-11.94,28.08
2025-12-18,7191.7,SOXL,09:39,SOXL,15:55,SOXL,SOXL,7940.64,748.94,10.41,20.59
2025-12-19,7940.64,SOXL,10:21,SOXL,15:55,SOXL,SOXL,8468.05,527.41,6.64,15.32
2025-12-22,8468.05,SOXL,no change,no change,no change,no change,SOXL,8730.22,262.17,3.1,12.7
2025-12-23,8730.22,SOXL,no change,no change,no change,no change,SOXL,8835.21,104.99,1.2,11.65
2025-12-24,8835.21,SOXL,no change,no change,no change,no change,SOXL,8902.98,67.77,0.77,10.97
2025-12-26,8902.98,SOXL,no change,no change,no change,no change,SOXL,8956.59,53.61,0.6,10.43
2025-12-29,8956.59,SOXL,no change,no change,no change,no change,SOXL,8860.48,-96.11,-1.07,11.4
2025-12-30,8860.48,SOXL,no change,no change,no change,no change,SOXL,8845.63,-14.85,-0.17,11.54
2025-12-31,8845.63,SOXL,no change,no change,no change,no change,SOXL,8568.18,-277.45,-3.14,14.32
2026-01-02,8568.18,SOXL,09:30,SOXL,15:55,SOXL,SOXL,9125.54,557.36,6.5,8.74
2026-01-05,9125.54,SOXL,09:36,SOXL,15:55,SOXL,SOXL,9694.55,569.01,6.24,3.05
2026-01-06,9694.55,SOXL,10:36,SOXL,15:55,SOXL,SOXL,10444.56,750.01,7.74,0.0
2026-01-07,10444.56,SOXL,no change,no change,no change,no change,SOXL,10067.68,-376.88,-3.61,3.61
2026-01-08,10067.68,SOXL,no change,no change,no change,no change,SOXL,9582.71,-484.97,-4.82,8.25
2026-01-09,9582.71,SOXL,no change,no change,no change,no change,SOXL,10467.72,885.02,9.24,0.0
2026-01-12,10467.72,SOXL,no change,no change,no change,no change,SOXL,10594.16,126.43,1.21,0.0
2026-01-13,10594.16,SOXL,no change,no change,no change,no change,SOXL,10811.31,217.15,2.05,0.0
2026-01-14,10811.31,SOXL,no change,no change,no change,no change,SOXL,10650.13,-161.18,-1.49,1.49
2026-01-15,10650.13,SOXL,08:00,SOXL,15:55,SOXL,SOXL,11436.47,786.33,7.38,0.0
2026-01-16,11436.47,SOXL,no change,no change,no change,no change,SOXL,11935.67,499.2,4.37,0.0
2026-01-20,11935.67,SOXL,no change,no change,no change,no change,SOXL,11421.73,-513.94,-4.31,4.31
2026-01-21,11421.73,SOXL,11:42,SOXL,15:55,SOXL,SOXL,12383.05,961.32,8.42,0.0
2026-01-22,12383.05,SOXL,no change,no change,no change,no change,SOXL,12369.42,-13.63,-0.11,0.11
2026-01-23,12369.42,SOXL,no change,no change,no change,no change,SOXL,11948.86,-420.56,-3.4,3.51
2026-01-26,11948.86,SOXL,no change,no change,no change,no change,SOXL,11814.52,-134.34,-1.12,4.59
2026-01-27,11814.52,SOXL,15:54,SOXL,15:55,SOXL,SOXL,12588.9,774.38,6.55,0.0
2026-01-28,12588.9,SOXL,04:00,SOXL,15:55,SOXL,SOXL,13595.46,1006.56,8.0,0.0
2026-01-29,13595.46,SOXL,no change,no change,no change,no change,SOXL,13635.24,39.78,0.29,0.0
2026-01-30,13635.24,SOXL,no change,no change,no change,no change,SOXL,11987.6,-1647.64,-12.08,12.08
2026-02-02,11987.6,SOXL,14:59,SOXL,15:55,SOXL,SOXL,12728.57,740.97,6.18,6.65
2026-02-03,12728.57,SOXL,no change,no change,no change,no change,SOXL,11930.95,-797.62,-6.27,12.5
2026-02-04,11930.95,SOXL,no change,no change,no change,no change,SOXL,10460.78,-1470.17,-12.32,23.28
2026-02-05,10460.78,SOXL,no change,no change,no change,no change,SOXL,10364.77,-96.01,-0.92,23.99
2026-02-06,10364.77,SOXL,07:12,SOXL,15:55,SOXL,SOXL,11055.64,690.86,6.67,18.92
2026-02-09,11055.64,SOXL,no change,no change,no change,no change,SOXL,11440.47,384.83,3.48,16.1
2026-02-10,11440.47,SOXL,no change,no change,no change,no change,SOXL,11311.38,-129.09,-1.13,17.04
2026-02-11,11311.38,SOXL,09:57,SOXL,15:55,SOXL,SOXL,12089.51,778.14,6.88,11.34
2026-02-12,12089.51,SOXL,no change,no change,no change,no change,SOXL,11199.21,-890.3,-7.36,17.87
2026-02-13,11199.21,SOXL,no change,no change,no change,no change,SOXL,11391.44,192.23,1.72,16.46
2026-02-17,11391.44,SOXL,no change,no change,no change,no change,SOXL,11380.81,-10.63,-0.09,16.53
2026-02-18,11380.81,SOXL,no change,no change,no change,no change,SOXL,11770.6,389.78,3.42,13.68
2026-02-19,11770.6,SOXL,no change,no change,no change,no change,SOXL,11495.98,-274.62,-2.33,15.69
2026-02-20,11495.98,SOXL,no change,no change,no change,no change,SOXL,11833.5,337.52,2.94,13.21
2026-02-23,11833.5,SOXL,no change,no change,no change,no change,SOXL,11568.16,-265.34,-2.24,15.16
2026-02-24,11568.16,SOXL,no change,no change,no change,no change,SOXL,12164.81,596.65,5.16,10.78
2026-02-25,12164.81,SOXL,no change,no change,no change,no change,SOXL,12738.86,574.05,4.72,6.57
2026-02-26,12738.86,SOXL,no change,no change,no change,no change,SOXL,11535.84,-1203.02,-9.44,15.4
2026-02-27,11535.84,SOXL,no change,no change,15:55,SOXS,SOXS,11088.03,-447.81,-3.88,18.68
2026-03-02,11088.03,SOXS,no change,no change,no change,no change,SOXS,11088.65,0.62,0.01,18.68
2026-03-03,11088.65,SOXS,no change,no change,no change,no change,SOXS,12752.17,1663.52,15.0,6.48
2026-03-04,12752.17,SOXS,no change,no change,no change,no change,SOXS,11920.64,-831.53,-6.52,12.57
2026-03-05,11920.64,SOXS,13:08,SOXS,15:55,SOXS,SOXS,12827.14,906.5,7.6,5.93
2026-03-06,12827.14,SOXS,09:30,SOXS,15:55,SOXL,SOXL,13625.19,798.05,6.22,0.07
2026-03-09,13625.19,SOXL,15:41,SOXL,15:55,SOXL,SOXL,15064.29,1439.1,10.56,0.0
2026-03-10,15064.29,SOXL,14:14,SOXL,15:55,SOXL,SOXL,16098.83,1034.55,6.87,0.0
2026-03-11,16098.83,SOXL,no change,no change,15:55,SOXS,SOXS,16675.07,576.24,3.58,0.0
