Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
2023-04-10,10000.0,CASH,no change,no change,15:55,SOXL,SOXL,9999.0,-1.0,-0.01,0.01
2023-04-11,9999.0,SOXL,no change,no change,no change,no change,SOXL,9856.52,-142.48,-1.42,1.43
2023-04-12,9856.52,SOXL,no change,no change,no change,no change,SOXL,9333.19,-523.33,-5.31,6.67
2023-04-13,9333.19,SOXL,no change,no change,no change,no change,SOXL,9587.61,254.42,2.73,4.12
2023-04-14,9587.61,SOXL,no change,no change,no change,no change,SOXL,9497.99,-89.62,-0.93,5.02
2023-04-17,9497.99,SOXL,no change,no change,no change,no change,SOXL,9515.94,17.95,0.19,4.84
2023-04-18,9515.94,SOXL,no change,no change,no change,no change,SOXL,9643.75,127.81,1.34,3.56
2023-04-19,9643.75,SOXL,no change,no change,no change,no change,SOXL,9329.28,-314.47,-3.26,6.71
2023-04-20,9329.28,SOXL,no change,no change,no change,no change,SOXL,9282.89,-46.39,-0.5,7.17
2023-04-21,9282.89,SOXL,no change,no change,no change,no change,SOXL,9057.66,-225.23,-2.43,9.42
2023-04-24,9057.66,SOXL,no change,no change,no change,no change,SOXL,8915.92,-141.74,-1.56,10.84
2023-04-25,8915.92,SOXL,no change,no change,no change,no change,SOXL,8080.79,-835.13,-9.37,19.19
2023-04-26,8080.79,SOXL,no change,no change,no change,no change,SOXL,8162.22,81.43,1.01,18.38
2023-04-27,8162.22,SOXL,no change,no change,no change,no change,SOXL,8280.28,118.05,1.45,17.2
2023-04-28,8280.28,SOXL,no change,no change,no change,no change,SOXL,8694.79,414.51,5.01,13.05
2023-05-01,8694.79,SOXL,no change,no change,no change,no change,SOXL,8952.92,258.13,2.97,10.47
2023-05-02,8952.92,SOXL,no change,no change,no change,no change,SOXL,8775.18,-177.74,-1.99,12.25
2023-05-03,8775.18,SOXL,no change,no change,no change,no change,SOXL,8485.24,-289.93,-3.3,15.15
2023-05-04,8485.24,SOXL,no change,no change,no change,no change,SOXL,8332.9,-152.34,-1.8,16.67
2023-05-05,8332.9,SOXL,no change,no change,no change,no change,SOXL,8858.99,526.09,6.31,11.41
2023-05-08,8858.99,SOXL,no change,no change,no change,no change,SOXL,8943.64,84.65,0.96,10.56
2023-05-09,8943.64,SOXL,no change,no change,no change,no change,SOXL,8512.4,-431.24,-4.82,14.88
2023-05-10,8512.4,SOXL,no change,no change,no change,no change,SOXL,8762.3,249.89,2.94,12.38
2023-05-11,8762.3,SOXL,no change,no change,no change,no change,SOXL,8561.59,-200.71,-2.29,14.38
2023-05-12,8561.59,SOXL,no change,no change,no change,no change,SOXL,8551.52,-10.06,-0.12,14.48
2023-05-15,8551.52,SOXL,no change,no change,no change,no change,SOXL,9216.42,664.89,7.78,7.84
2023-05-16,9216.42,SOXL,no change,no change,no change,no change,SOXL,9179.8,-36.62,-0.4,8.2
2023-05-17,9179.8,SOXL,no change,no change,no change,no change,SOXL,9901.48,721.68,7.86,0.99
2023-05-18,9901.48,SOXL,12:14,SOXL,15:55,SOXL,SOXL,10573.98,672.5,6.79,0.0
2023-05-19,10573.98,SOXL,no change,no change,no change,no change,SOXL,10403.56,-170.42,-1.61,1.61
2023-05-22,10403.56,SOXL,no change,no change,no change,no change,SOXL,10473.85,70.29,0.68,0.95
2023-05-23,10473.85,SOXL,no change,no change,no change,no change,SOXL,10108.68,-365.16,-3.49,4.4
2023-05-24,10108.68,SOXL,no change,no change,no change,no change,SOXL,9546.37,-562.31,-5.56,9.72
2023-05-25,9546.37,SOXL,08:01,SOXL,15:55,SOXL,SOXL,10650.67,1104.29,11.57,0.0
2023-05-26,10650.67,SOXL,11:10,SOXL,15:55,SOXL,SOXL,11992.15,1341.48,12.6,0.0
2023-05-30,11992.15,SOXL,08:01,SOXL,15:55,SOXL,SOXL,12592.57,600.42,5.01,0.0
2023-05-31,12592.57,SOXL,no change,no change,no change,no change,SOXL,11700.44,-892.13,-7.08,7.08
2023-06-01,11700.44,SOXL,15:34,SOXL,15:55,SOXL,SOXL,12300.18,599.74,5.13,2.32
2023-06-02,12300.18,SOXL,no change,no change,no change,no change,SOXL,12207.12,-93.06,-0.76,3.06
2023-06-05,12207.12,SOXL,no change,no change,no change,no change,SOXL,11668.86,-538.26,-4.41,7.34
2023-06-06,11668.86,SOXL,no change,no change,no change,no change,SOXL,12048.73,379.88,3.26,4.32
2023-06-07,12048.73,SOXL,no change,no change,no change,no change,SOXL,11986.73,-62.0,-0.51,4.81
2023-06-08,11986.73,SOXL,no change,no change,no change,no change,SOXL,12351.42,364.69,3.04,1.92
2023-06-09,12351.42,SOXL,no change,no change,no change,no change,SOXL,12388.78,37.36,0.3,1.62
2023-06-12,12388.78,SOXL,no change,no change,no change,no change,SOXL,13604.97,1216.19,9.82,0.0
2023-06-13,13604.97,SOXL,no change,no change,no change,no change,SOXL,14219.96,614.99,4.52,0.0
2023-06-14,14219.96,SOXL,no change,no change,no change,no change,SOXL,14642.01,422.06,2.97,0.0
2023-06-15,14642.01,SOXL,no change,no change,no change,no change,SOXL,14437.73,-204.28,-1.4,1.4
2023-06-16,14437.73,SOXL,no change,no change,no change,no change,SOXL,13961.39,-476.34,-3.3,4.65
2023-06-20,13961.39,SOXL,no change,no change,no change,no change,SOXL,13660.99,-300.41,-2.15,6.7
2023-06-21,13660.99,SOXL,no change,no change,no change,no change,SOXL,12687.27,-973.71,-7.13,13.35
2023-06-22,12687.27,SOXL,no change,no change,no change,no change,SOXL,12768.22,80.95,0.64,12.8
2023-06-23,12768.22,SOXL,no change,no change,15:55,SOXS,SOXS,12181.54,-586.68,-4.59,16.8
2023-06-26,12181.54,SOXS,09:48,SOXS,no change,no change,CASH,11609.01,-572.53,-4.7,20.71
2023-06-27,11609.01,CASH,no change,no change,15:55,SOXL,SOXL,11607.85,-1.16,-0.01,20.72
2023-06-28,11607.85,SOXL,no change,no change,no change,no change,SOXL,11280.59,-327.26,-2.82,22.96
2023-06-29,11280.59,SOXL,no change,no change,no change,no change,SOXL,11326.6,46.01,0.41,22.64
2023-06-30,11326.6,SOXL,no change,no change,no change,no change,SOXL,11898.11,571.5,5.05,18.74
2023-07-03,11898.11,SOXL,no change,no change,no change,no change,SOXL,12108.28,210.17,1.77,17.3
