variant,period,initial_equity,final_equity,pnl,return_pct,max_dd_pct,days
fev1_best,2026-03-10 to 2026-04-10,10000.0,18822.69,8822.69,88.2269,16.73,23
C_sp4.7_rv75_tr1.10_th1.20,2026-03-10 to 2026-04-10,10000.0,20305.24,10305.24,103.0524,16.73,23
