Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
2026-02-10,10000.0,CASH,no change,no change,15:55,SOXL,SOXL,9999.0,-1.0,-0.01,0.01
2026-02-11,9999.0,SOXL,no change,no change,no change,no change,SOXL,10771.38,772.38,7.72,0.0
2026-02-12,10771.38,SOXL,no change,no change,no change,no change,SOXL,9978.15,-793.23,-7.36,7.36
2026-02-13,9978.15,SOXL,no change,no change,no change,no change,SOXL,10149.42,171.27,1.72,5.77
2026-02-17,10149.42,SOXL,no change,no change,no change,no change,SOXL,10139.95,-9.47,-0.09,5.86
2026-02-18,10139.95,SOXL,no change,no change,no change,no change,SOXL,10487.24,347.29,3.42,2.64
2026-02-19,10487.24,SOXL,no change,no change,no change,no change,SOXL,10242.56,-244.68,-2.33,4.91
2026-02-20,10242.56,SOXL,no change,no change,no change,no change,SOXL,10543.28,300.72,2.94,2.12
2026-02-23,10543.28,SOXL,no change,no change,no change,no change,SOXL,10306.87,-236.41,-2.24,4.31
2026-02-24,10306.87,SOXL,no change,no change,no change,no change,SOXL,10838.47,531.6,5.16,0.0
2026-02-25,10838.47,SOXL,no change,no change,no change,no change,SOXL,11349.93,511.46,4.72,0.0
2026-02-26,11349.93,SOXL,no change,no change,no change,no change,SOXL,10278.08,-1071.85,-9.44,9.44
2026-02-27,10278.08,SOXL,no change,no change,15:55,SOXS,SOXS,9879.09,-398.99,-3.88,12.96
2026-03-02,9879.09,SOXS,no change,no change,no change,no change,SOXS,9879.64,0.55,0.01,12.95
2026-03-03,9879.64,SOXS,no change,no change,no change,no change,SOXS,11361.79,1482.15,15.0,0.0
2026-03-04,11361.79,SOXS,no change,no change,no change,no change,SOXS,10620.92,-740.86,-6.52,6.52
2026-03-05,10620.92,SOXS,13:43,SOXS,15:55,SOXS,SOXS,11405.26,784.34,7.38,0.0
2026-03-06,11405.26,SOXS,09:30,SOXS,15:55,SOXL,SOXL,12090.12,684.86,6.0,0.0
2026-03-09,12090.12,SOXL,15:43,SOXL,15:55,SOXL,SOXL,13339.8,1249.68,10.34,0.0
2026-03-10,13339.8,SOXL,no change,no change,no change,no change,SOXL,13639.46,299.66,2.25,0.0
2026-03-11,13639.46,SOXL,no change,no change,15:55,SOXS,SOXS,14127.67,488.21,3.58,0.0
2026-03-12,14127.67,SOXS,10:02,SOXS,15:55,SOXL,SOXL,15224.29,1096.62,7.76,0.0
2026-03-13,15224.29,SOXL,no change,no change,no change,no change,SOXL,15330.67,106.38,0.7,0.0
2026-03-16,15330.67,SOXL,15:13,SOXL,15:55,SOXL,SOXL,16547.68,1217.02,7.94,0.0
2026-03-17,16547.68,SOXL,no change,no change,no change,no change,SOXL,16880.42,332.74,2.01,0.0
2026-03-18,16880.42,SOXL,no change,no change,no change,no change,SOXL,16778.75,-101.67,-0.6,0.6
2026-03-19,16778.75,SOXL,no change,no change,no change,no change,SOXL,16942.04,163.29,0.97,0.0
2026-03-20,16942.04,SOXL,no change,no change,no change,no change,SOXL,15634.19,-1307.86,-7.72,7.72
2026-03-23,15634.19,SOXL,10:50,SOXL,15:55,SOXS,SOXS,17114.29,1480.1,9.47,0.0
2026-03-24,17114.29,SOXS,11:24,SOXS,no change,no change,CASH,16303.53,-810.76,-4.74,4.74
2026-03-25,16303.53,CASH,no change,no change,15:55,SOXS,SOXS,16301.9,-1.63,-0.01,4.75
2026-03-26,16301.9,SOXS,11:46,SOXS,15:55,SOXL,SOXL,17681.68,1379.78,8.46,0.0
2026-03-27,17681.68,SOXL,no change,no change,no change,no change,SOXL,16815.46,-866.22,-4.9,4.9
2026-03-30,16815.46,SOXL,no change,no change,no change,no change,SOXL,14723.91,-2091.56,-12.44,16.73
2026-03-31,14723.91,SOXL,10:09,SOXL,15:55,SOXL,SOXL,15792.87,1068.97,7.26,10.68
2026-04-01,15792.87,SOXL,14:02,SOXL,15:55,SOXL,SOXL,17419.94,1627.07,10.3,1.48
2026-04-02,17419.94,SOXL,no change,no change,no change,no change,SOXL,17606.8,186.86,1.07,0.42
2026-04-06,17606.8,SOXL,no change,no change,no change,no change,SOXL,18254.15,647.35,3.68,0.0
2026-04-07,18254.15,SOXL,19:33,SOXL,15:55,SOXL,SOXL,21067.71,2813.56,15.41,0.0
2026-04-08,21067.71,SOXL,07:15,SOXL,15:55,SOXL,SOXL,24405.86,3338.16,15.84,0.0
2026-04-09,24405.86,SOXL,no change,no change,no change,no change,SOXL,26063.72,1657.86,6.79,0.0
2026-04-10,26063.72,SOXL,no change,no change,no change,no change,SOXL,27698.03,1634.31,6.27,0.0
