Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
2025-11-10,10000.0,CASH,no change,no change,15:55,SOXL,SOXL,9999.0,-1.0,-0.01,0.01
2025-11-11,9999.0,SOXL,no change,no change,no change,no change,SOXL,9272.67,-726.33,-7.26,7.27
2025-11-12,9272.67,SOXL,no change,no change,no change,no change,SOXL,9676.33,403.66,4.35,3.24
2025-11-13,9676.33,SOXL,no change,no change,no change,no change,SOXL,8679.4,-996.93,-10.3,13.21
2025-11-14,8679.4,SOXL,no change,no change,no change,no change,SOXL,8604.15,-75.25,-0.87,13.96
2025-11-17,8604.15,SOXL,no change,no change,no change,no change,SOXL,8170.42,-433.74,-5.04,18.3
2025-11-18,8170.42,SOXL,no change,no change,no change,no change,SOXL,7693.59,-476.83,-5.84,23.06
2025-11-19,7693.59,SOXL,10:48,SOXL,15:55,SOXL,SOXL,8105.36,411.78,5.35,18.95
2025-11-20,8105.36,SOXL,04:48,SOXL,15:55,SOXL,SOXL,8573.14,467.78,5.77,14.27
2025-11-21,8573.14,SOXL,no change,no change,no change,no change,SOXL,8801.17,228.02,2.66,11.99
2025-11-24,8801.17,SOXL,09:50,SOXL,15:55,SOXL,SOXL,9424.46,623.29,7.08,5.76
2025-11-25,9424.46,SOXL,no change,no change,no change,no change,SOXL,9447.94,23.48,0.25,5.52
2025-11-26,9447.94,SOXL,15:55,SOXL,15:55,SOXL,SOXL,10261.7,813.76,8.61,0.0
2025-11-28,10261.7,SOXL,no change,no change,no change,no change,SOXL,10719.89,458.19,4.47,0.0
2025-12-01,10719.89,SOXL,no change,no change,no change,no change,SOXL,10812.57,92.68,0.86,0.0
2025-12-02,10812.57,SOXL,no change,no change,no change,no change,SOXL,11428.72,616.15,5.7,0.0
2025-12-03,11428.72,SOXL,no change,no change,no change,no change,SOXL,12157.13,728.41,6.37,0.0
2025-12-04,12157.13,SOXL,no change,no change,no change,no change,SOXL,11760.29,-396.84,-3.26,3.26
2025-12-05,11760.29,SOXL,no change,no change,no change,no change,SOXL,12151.91,391.62,3.33,0.04
