Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
2022-04-11,10000.0,CASH,no change,no change,15:55,SOXL,SOXL,9999.0,-1.0,-0.01,0.01
2022-04-12,9999.0,SPXL,09:22,SOXL,15:55,SOXL,SOXL,10182.13,183.13,1.83,0.0
2022-04-13,10182.13,SOXL,04:00,SOXL,15:55,SOXL,SOXL,10427.92,245.79,2.41,0.0
2022-04-14,10427.92,SOXL,no change,no change,no change,no change,SOXL,9558.99,-868.93,-8.33,8.33
2022-04-18,9558.99,SOXL,11:16,SOXL,15:55,SOXL,SOXL,10019.86,460.87,4.82,3.91
2022-04-19,10019.86,SOXL,12:41,SOXL,15:55,SOXL,SOXL,10570.31,550.45,5.49,0.0
2022-04-20,10570.31,SOXL,09:38,SOXL,15:55,SOXL,SOXL,11139.49,569.18,5.38,0.0
2022-04-21,11139.49,SOXL,09:39,SOXL,15:55,SOXS,SOXS,11733.48,593.99,5.33,0.0
2022-04-22,11733.48,SOXS,no change,no change,15:55,SPXL,SPXL,12565.31,831.83,7.09,0.0
2022-04-25,12565.31,TMF,05:24,TQQQ,15:55,TQQQ,TMF,12626.27,60.95,0.49,0.0
2022-04-26,12626.27,TMF,08:01,TQQQ,15:55,TQQQ,TMF,12382.04,-244.22,-1.93,1.93
2022-04-27,12382.04,TMF,04:01,TQQQ,15:55,SPXS,SPXS,12218.68,-163.36,-1.32,3.23
2022-04-28,12218.68,TMV,09:31,TMV,15:55,SPXS,SPXS,11885.53,-333.15,-2.73,5.87
2022-04-29,11885.53,SPXS,no change,no change,15:55,SQQQ,SPXS,13115.61,1230.08,10.35,0.0
2022-05-02,13115.61,SPXS,15:51,SQQQ,no change,no change,SPXS,12652.72,-462.89,-3.53,3.53
2022-05-03,12652.72,SPXS,no change,no change,15:55,SQQQ,SQQQ,12546.51,-106.21,-0.84,4.34
2022-05-04,12546.51,SQQQ,14:53,SQQQ,15:55,SPXS,SPXS,12194.56,-351.95,-2.81,7.02
2022-05-05,12194.56,SPXS,no change,no change,15:55,SPXS,SPXS,12899.82,705.26,5.78,1.65
2022-05-06,12899.82,SPXS,no change,no change,no change,no change,SPXS,13009.92,110.11,0.85,0.81
2022-05-09,13009.92,SPXS,no change,no change,15:55,TMV,SPXS,14242.33,1232.41,9.47,0.0
2022-05-10,14242.33,TMV,08:18,TMV,15:55,TMV,SPXS,14038.79,-203.54,-1.43,1.43
2022-05-11,14038.79,SPXS,09:05,TMV,15:55,TMV,SPXS,14587.75,548.97,3.91,0.0
2022-05-12,14587.75,SPXS,08:02,TMV,15:55,TMV,SPXS,14532.34,-55.41,-0.38,0.38
2022-05-13,14532.34,SPXS,no change,no change,15:55,SPXS,SPXS,14253.31,-279.04,-1.92,2.29
2022-05-16,14253.31,SPXS,no change,no change,15:55,SQQQ,SPXS,14305.42,52.12,0.37,1.94
2022-05-17,14305.42,SQQQ,04:16,SQQQ,no change,no change,SPXS,13533.35,-772.07,-5.4,7.23
2022-05-18,13533.35,SPXS,no change,no change,15:55,TMV,SPXS,14316.15,782.8,5.78,1.86
2022-05-19,14316.15,SPXS,08:41,TMV,15:55,TMV,SPXS,14120.82,-195.33,-1.36,3.2
2022-05-20,14120.82,SPXS,09:03,TMV,15:55,TMV,SPXS,14062.33,-58.48,-0.41,3.6
2022-05-23,14062.33,SPXS,no change,no change,15:55,SPXS,SPXS,13943.02,-119.32,-0.85,4.42
2022-05-24,13943.02,SPXS,no change,no change,15:55,TMV,SPXS,14247.41,304.39,2.18,2.33
2022-05-25,14247.41,TMV,07:46,TMV,15:55,SPXS,SPXS,13852.1,-395.31,-2.77,5.04
2022-05-26,13852.1,SPXS,12:54,SPXS,15:55,SQQQ,SQQQ,12955.69,-896.41,-6.47,11.19
2022-05-27,12955.69,SQQQ,09:36,SQQQ,15:55,SPXS,SPXS,12631.15,-324.54,-2.51,13.41
2022-05-31,12631.15,SPXS,no change,no change,15:55,SQQQ,SPXS,12700.6,69.45,0.55,12.94
2022-06-01,12700.6,SPXS,no change,no change,no change,no change,SPXS,12962.51,261.91,2.06,11.14
2022-06-02,12962.51,SPXS,14:06,SQQQ,no change,no change,SPXS,12181.83,-780.68,-6.02,16.49
2022-06-03,12181.83,SPXS,no change,no change,15:55,TMV,SPXS,12463.05,281.22,2.31,14.57
2022-06-06,12463.05,SPXS,no change,no change,15:55,SQQQ,SPXS,12652.41,189.37,1.52,13.27
2022-06-07,12652.41,SPXS,no change,no change,15:55,SPXS,SPXS,12292.41,-360.0,-2.85,15.73
2022-06-08,12292.41,SPXS,no change,no change,15:55,SOXL,SOXL,12704.18,411.76,3.35,12.91
2022-06-09,12704.18,SOXL,no change,no change,15:55,SPXS,SPXS,11766.78,-937.4,-7.38,19.34
2022-06-10,11766.78,SPXS,08:37,TMV,15:55,TMV,SPXS,12196.41,429.62,3.65,16.39
2022-06-13,12196.41,SPXS,08:01,TMV,15:55,TMV,SPXS,13117.28,920.87,7.55,10.08
2022-06-14,13117.28,SPXS,no change,no change,no change,no change,SPXS,13404.07,286.79,2.19,8.11
2022-06-15,13404.07,SPXS,05:15,TMV,15:55,SQQQ,SQQQ,12957.54,-446.53,-3.33,11.18
2022-06-16,12957.54,TMV,08:00,TMV,15:55,TMV,SQQQ,14112.04,1154.5,8.91,3.26
2022-06-17,14112.04,SQQQ,10:45,TMV,15:55,TMV,SQQQ,13689.11,-422.93,-3.0,6.16
2022-06-21,13689.11,TMV,09:52,TMV,15:55,SPXS,SPXS,13447.16,-241.94,-1.77,7.82
2022-06-22,13447.16,SPXS,no change,no change,no change,no change,SPXS,13401.76,-45.4,-0.34,8.13
2022-06-23,13401.76,SPXS,no change,no change,no change,no change,SPXS,13057.53,-344.23,-2.57,10.49
