Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %,Window Index,Window Period
2024-07-29,13223.982399468865,SOXL,09:50,SOXL -> SOXL,15:55,SOXL,SOXL,14086.608552133057,862.626152664192,6.523194954485412,6.41744703612411,4,2024-07-10 to 2024-08-10
2024-07-30,14086.608552133057,SOXL,no change,no change,no change,no change,SOXL,12673.56636979694,-1413.0421823361175,-10.031102781812928,15.804809109775025,4,2024-07-10 to 2024-08-10
2024-07-31,12673.56636979694,SOXL,08:00,SOXL -> SOXL,15:55,SOXL,SOXL,13742.001964161582,1068.4355943646424,8.43042568436687,8.706796111963788,4,2024-07-10 to 2024-08-10
2024-08-01,13742.001964161582,SOXL,no change,no change,no change,no change,SOXL,10656.484470399815,-3085.5174937617667,-22.453187692802214,29.205030531717167,4,2024-07-10 to 2024-08-10
2024-08-02,10656.484470399815,SOXL,no change,no change,"15:55, 15:55","SPXS, TMV",TMV,9023.85647949624,-1632.6279909035748,-15.320512082933869,40.05118238321478,4,2024-07-10 to 2024-08-10
2024-08-05,9023.85647949624,TMV,no change,no change,no change,no change,TMV,9371.206342265206,347.349862768966,3.8492396633103,37.74360871782393,4,2024-07-10 to 2024-08-10
2024-08-06,9371.206342265206,TMV,no change,no change,no change,no change,TMV,9454.838165764872,83.63182349966519,0.8924339134704251,37.18801156871895,4,2024-07-10 to 2024-08-10
2024-08-07,9454.838165764872,TMV,no change,no change,no change,no change,TMV,9729.466716675608,274.6285509107365,2.9046351306693197,35.36355248647202,4,2024-07-10 to 2024-08-10
2024-08-08,9729.466716675608,TMV,no change,no change,15:55,SQQQ,SQQQ,9514.412779050162,-215.05393762544554,-2.210336330734952,36.792235368759954,4,2024-07-10 to 2024-08-10
2024-08-09,9514.412779050162,SQQQ,no change,no change,no change,no change,SQQQ,9350.711070160502,-163.70170888966095,-1.7205655534529352,37.87976639411267,4,2024-07-10 to 2024-08-10
2024-08-12,9350.711070160502,CASH,no change,no change,"15:55, 15:55","SPXS, SQQQ",SQQQ,9349.776092551247,-0.9349776092549291,-0.009999000099991662,0.00999900009998791,5,2024-08-10 to 2024-09-10
2024-08-13,9349.776092551247,SQQQ,no change,no change,no change,no change,SQQQ,8756.61582391083,-593.1602686404167,-6.344112016896042,6.353476669229115,5,2024-08-10 to 2024-09-10
2024-08-14,8756.61582391083,SQQQ,no change,no change,no change,no change,SQQQ,8652.59015500893,-104.02566890190064,-1.1879665728608102,7.465966063044971,5,2024-08-10 to 2024-09-10
2024-08-15,8652.59015500893,SQQQ,no change,no change,no change,no change,SQQQ,8171.867459346671,-480.72269566225805,-5.555824175769731,12.60699429132929,5,2024-08-10 to 2024-09-10
2024-08-16,8171.867459346671,SQQQ,no change,no change,no change,no change,SQQQ,8118.758153836121,-53.10930551055026,-0.6499041470601208,13.174965059670424,5,2024-08-10 to 2024-09-10
2024-08-19,8118.758153836121,SQQQ,no change,no change,no change,no change,SQQQ,7873.683437311395,-245.07471652472577,-3.018623191884684,15.795885700741193,5,2024-08-10 to 2024-09-10
2024-08-20,7873.683437311395,SQQQ,no change,no change,15:55,TMV,TMV,7895.416547313813,21.73311000241756,0.2760221461207024,15.563463697330443,5,2024-08-10 to 2024-09-10
2024-08-21,7895.416547313813,TMV,no change,no change,no change,no change,SQQQ,7829.317344566337,-66.09920274747583,-0.837184489904641,16.270353283069095,5,2024-08-10 to 2024-09-10
2024-08-22,7829.317344566337,SQQQ,no change,no change,15:55,SPXS,TMV,8157.078296736394,327.76095217005695,4.186328612641144,12.765155125294864,5,2024-08-10 to 2024-09-10
2024-08-23,8157.078296736394,TMV,no change,no change,15:55,SPXS,SPXS,7933.094331490324,-223.9839652460696,-2.745884704032875,15.160523387296196,5,2024-08-10 to 2024-09-10
2024-08-26,7933.094331490324,SPXS,no change,no change,no change,no change,SPXS,8027.15762151657,94.06329002624534,1.1857074439775905,14.154575397667735,5,2024-08-10 to 2024-09-10
2024-08-27,8027.15762151657,SPXS,no change,no change,no change,no change,SPXS,7977.404148568918,-49.75347294765197,-0.6198143264845024,14.686657637984439,5,2024-08-10 to 2024-09-10
2024-08-28,7977.404148568918,SPXS,no change,no change,15:55,TMV,TMV,8092.179009332256,114.77486076333844,1.4387494807308832,13.45921236775679,5,2024-08-10 to 2024-09-10
2024-08-29,8092.179009332256,TMV,no change,no change,"15:55, 15:55, 15:55","SPXL, TMF, TQQQ",TMF,8147.3497493713085,55.17074003905236,0.681778541668776,12.869195847889008,5,2024-08-10 to 2024-09-10
2024-08-30,8147.3497493713085,TMF,"10:57, 12:08","TQQQ, TMF -> SOXL, TQQQ","15:55, 15:55","SOXL, TQQQ",SOXL,8248.57809920991,101.22834983860139,1.2424696736065943,11.786622029929473,5,2024-08-10 to 2024-09-10
2024-09-03,8248.57809920991,SOXL,04:59,"TQQQ -> SPXS, TMV","15:55, 15:55","SPXS, TMV",TMV,7398.967137575864,-849.6109616340455,-10.300089923564226,20.872679285460332,5,2024-08-10 to 2024-09-10
2024-09-04,7398.967137575864,TMV,no change,no change,no change,no change,TMV,7267.141365889376,-131.82577168648822,-1.781678026612754,22.28247337167869,5,2024-08-10 to 2024-09-10
2024-09-05,7267.141365889376,TMV,no change,no change,"15:55, 15:55, 15:55","SPXL, TMF, TQQQ",SPXL,7252.841080631378,-14.30028525799844,-0.19678006162260342,22.43540596846946,5,2024-08-10 to 2024-09-10
2024-09-06,7252.841080631378,SPXL,"08:00, 08:30","TQQQ, TMF -> TMF, TQQQ","15:55, 15:55","TMF, TQQQ",TMF,7082.429858982601,-170.41122164877652,-2.349578871979663,24.257847281971102,5,2024-08-10 to 2024-09-10
2024-09-09,7082.429858982601,TMF,10:30,TQQQ -> TQQQ,15:55,TQQQ,TMF,7235.029514877857,152.59965589525564,2.1546229039136167,22.625889511591225,5,2024-08-10 to 2024-09-10
2024-09-10,7235.029514877857,TMF,10:14,TQQQ -> TQQQ,15:55,TQQQ,TMF,7337.630331740647,102.60081686279045,1.4181119323950941,21.528638018170533,5,2024-08-10 to 2024-09-10
2024-09-10,7337.630331740647,CASH,no change,no change,"15:55, 15:55, 15:55","SPXL, TMF, TQQQ",TMF,7336.896642076439,-0.7336896642082138,-0.009999000100002764,0.009999000099997766,6,2024-09-10 to 2024-10-10
2024-09-11,7336.896642076439,TMF,"04:00, 08:30","TQQQ, TMF -> TMF, TQQQ","15:55, 15:55","TMF, TQQQ",TMF,7344.266903930029,7.370261853589909,0.1004547591868965,0.0,6,2024-09-10 to 2024-10-10
2024-09-12,7344.266903930029,TMF,09:31,TQQQ -> TQQQ,15:55,TQQQ,TMF,7347.976950192891,3.7100462628623063,0.050516223217278444,0.0,6,2024-09-10 to 2024-10-10
2024-09-13,7347.976950192891,TMF,09:59,TMF -> TMF,15:55,TMF,SPXL,7431.0703486391585,83.0933984462672,1.1308336840126554,0.0,6,2024-09-10 to 2024-10-10
2024-09-16,7431.0703486391585,SPXL,09:30,TQQQ -> TQQQ,15:55,TQQQ,TMF,7458.894548556425,27.824199917266924,0.37443058148900477,0.0,6,2024-09-10 to 2024-10-10
2024-09-17,7458.894548556425,TMF,"08:00, 09:54","TQQQ, TMF -> TMF, TQQQ","15:55, 15:55","TMF, TQQQ",TMF,7430.278222316551,-28.61632623987407,-0.38365371776722945,0.3836537177672313,6,2024-09-10 to 2024-10-10
2024-09-18,7430.278222316551,TMF,11:46,TQQQ -> TQQQ,15:55,TQQQ,TMF,7307.118632342305,-123.15958997424605,-1.657536720554298,2.034831237069767,6,2024-09-10 to 2024-10-10
2024-09-19,7307.118632342305,TMF,08:00,TQQQ -> TQQQ,15:55,TQQQ,SPXL,7491.78943063328,184.67079829097474,2.5272724802030355,0.0,6,2024-09-10 to 2024-10-10
2024-09-20,7491.78943063328,SPXL,10:52,TQQQ -> TQQQ,15:55,TQQQ,SPXL,7419.0697357572535,-72.71969487602655,-0.9706585529310474,0.9706585529310527,6,2024-09-10 to 2024-10-10
2024-09-23,7419.0697357572535,SPXL,08:00,TQQQ -> TQQQ,15:55,TQQQ,SPXL,7406.67514532263,-12.394590434623751,-0.16706394300199934,1.136100875481435,6,2024-09-10 to 2024-10-10
2024-09-24,7406.67514532263,SPXL,10:00,TQQQ -> TQQQ,15:55,TQQQ,SPXL,7412.00463045442,5.329485131790534,0.07195516243421185,1.0649631962776023,6,2024-09-10 to 2024-10-10
2024-09-25,7412.00463045442,SPXL,no change,no change,no change,no change,TQQQ,7348.870585452247,-63.13404500217348,-0.8517809708694535,1.9076730132943998,6,2024-09-10 to 2024-10-10
2024-09-26,7348.870585452247,TQQQ,08:00,"TQQQ -> SOXL, TQQQ","15:55, 15:55","SOXL, TQQQ",TQQQ,7454.52410132546,105.65351587321311,1.4376837181262037,0.4974155994754127,6,2024-09-10 to 2024-10-10
2024-09-27,7454.52410132546,TQQQ,11:10,TQQQ -> TQQQ,15:55,TQQQ,TQQQ,7318.230029820006,-136.29407150545376,-1.8283403427620581,2.316661492161065,6,2024-09-10 to 2024-10-10
2024-09-30,7318.230029820006,TQQQ,07:49,TQQQ -> TQQQ,15:55,TQQQ,TQQQ,7225.847396361641,-92.38263345836549,-1.2623630725179247,3.5497798854867084,6,2024-09-10 to 2024-10-10
2024-10-01,7225.847396361641,TQQQ,09:33,"TQQQ -> TMF, TQQQ","15:55, 15:55","TMF, TQQQ",TMF,6954.826712557888,-271.02068380375295,-3.7507114243821027,7.167349310163446,6,2024-09-10 to 2024-10-10
2024-10-02,6954.826712557888,TMF,09:39,"TQQQ -> SOXL, TQQQ","15:55, 15:55","SOXL, TQQQ",SOXL,6861.477869644535,-93.34884291335311,-1.3422166614848852,8.413364615020491,6,2024-09-10 to 2024-10-10
2024-10-03,6861.477869644535,SOXL,10:22,TQQQ -> TQQQ,15:55,TQQQ,SOXL,6821.569782675049,-39.90808696948534,-0.5816252377063069,8.94605560078558,6,2024-09-10 to 2024-10-10
2024-10-04,6821.569782675049,SOXL,09:56,TQQQ -> TQQQ,15:55,TQQQ,SOXL,7045.453145952859,223.88336327780962,3.281991834876674,5.957672580270217,6,2024-09-10 to 2024-10-10
2024-10-07,7045.453145952859,SOXL,08:00,TQQQ -> TQQQ,15:55,TQQQ,SOXL,6916.740742855459,-128.71240309740006,-1.8268860842731827,7.675718773227885,6,2024-09-10 to 2024-10-10
2024-10-08,6916.740742855459,SOXL,08:00,TQQQ -> TQQQ,15:55,TQQQ,SOXL,7060.334545951284,143.59380309582502,2.0760327506007537,5.759036458203355,6,2024-09-10 to 2024-10-10
2024-10-09,7060.334545951284,SOXL,no change,no change,no change,no change,SOXL,7229.102969503159,168.76842355187546,2.390374315175414,3.506324671326432,6,2024-09-10 to 2024-10-10
2024-10-10,7229.102969503159,SOXL,08:40,TQQQ -> TQQQ,15:55,TQQQ,SOXL,7111.89048764572,-117.21248185743934,-1.6213973206899102,5.070870537740771,6,2024-09-10 to 2024-10-10
2024-10-10,7111.89048764572,CASH,no change,no change,"15:55, 15:55, 15:55","SOXL, SPXL, TQQQ",SOXL,7111.179369708749,-0.7111179369712772,-0.009999000099991662,0.009999000099995659,7,2024-10-10 to 2024-11-10
2024-10-11,7111.179369708749,SOXL,no change,no change,no change,no change,SOXL,7225.604541033603,114.42517132485409,1.6090885263317478,0.0,7,2024-10-10 to 2024-11-10
2024-10-14,7225.604541033603,SOXL,11:01,TQQQ -> TQQQ,15:55,TQQQ,SOXL,7443.112940434625,217.50839940102196,3.0102449997894354,0.0,7,2024-10-10 to 2024-11-10
2024-10-15,7443.112940434625,SOXL,10:29,TQQQ -> SOXS,15:55,SOXS,SOXS,6918.3127767204105,-524.8001637142142,-7.050815537988731,7.050815537988729,7,2024-10-10 to 2024-11-10
2024-10-16,6918.3127767204105,SOXS,no change,no change,no change,no change,SOXS,6888.392154428011,-29.920622292399457,-0.4324843825084024,7.452806244455857,7,2024-10-10 to 2024-11-10
2024-10-17,6888.392154428011,SOXS,no change,no change,no change,no change,SOXS,6685.493777803737,-202.89837662427362,-2.9455114063714594,10.178794392802102,7,2024-10-10 to 2024-11-10
2024-10-18,6685.493777803737,SOXS,no change,no change,no change,no change,SOXS,6738.818306751458,53.324528947720864,0.7976154151060788,9.46236661084496,7,2024-10-10 to 2024-11-10
2024-10-21,6738.818306751458,SOXS,no change,no change,no change,no change,SOXS,6776.489414598054,37.67110784659599,0.5590165238444689,8.956246279901865,7,2024-10-10 to 2024-11-10
2024-10-22,6776.489414598054,SOXS,no change,no change,no change,no change,SOXS,6793.152660551142,16.663245953087426,0.2458979116412463,8.732371590824336,7,2024-10-10 to 2024-11-10
2024-10-23,6793.152660551142,SOXS,no change,no change,no change,no change,SOXS,7040.685884638181,247.53322408703934,3.6438637029976073,5.406703606635651,7,2024-10-10 to 2024-11-10
2024-10-24,7040.685884638181,SOXS,no change,no change,no change,no change,SOXS,6918.396374971578,-122.28950966660341,-1.7368976782989654,7.049692375518454,7,2024-10-10 to 2024-11-10
2024-10-25,6918.396374971578,SOXS,no change,no change,no change,no change,SOXS,6693.983736242766,-224.41263872881154,-3.2437088967706584,10.064729773509454,7,2024-10-10 to 2024-11-10
2024-10-28,6693.983736242766,SOXS,no change,no change,no change,no change,SOXS,6705.522119814907,11.538383572140447,0.17236945930521053,9.909708834495373,7,2024-10-10 to 2024-11-10
2024-10-29,6705.522119814907,SOXS,no change,no change,no change,no change,SOXS,6236.820886647081,-468.7012331678252,-6.989779838065213,16.206821842436057,7,2024-10-10 to 2024-11-10
