Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %,Window Index,Window Period
2024-07-29,12701.386484790535,SOXL,09:50,SOXL -> SOXL,15:55,SOXL,SOXL,13529.922687116083,828.5362023255475,6.523194954485412,6.417447036124086,4,2024-07-10 to 2024-08-10
2024-07-30,13529.922687116083,SOXL,no change,no change,no change,no change,SOXL,12172.722236071642,-1357.2004510444403,-10.031102781812928,15.804809109775002,4,2024-07-10 to 2024-08-10
2024-07-31,12172.722236071642,SOXL,08:00,SOXL -> SOXL,15:55,SOXL,SOXL,13198.934537948064,1026.2123018764214,8.43042568436687,8.706796111963756,4,2024-07-10 to 2024-08-10
2024-08-01,13198.934537948064,SOXL,no change,no change,no change,no change,SOXL,10235.352992692488,-2963.581545255576,-22.453187692802224,29.205030531717146,4,2024-07-10 to 2024-08-10
2024-08-02,10235.352992692488,SOXL,no change,no change,"15:55, 15:55","SPXS, TMV",TMV,8667.244500716104,-1568.1084919763834,-15.320512082933845,40.05118238321475,4,2024-07-10 to 2024-08-10
2024-08-05,8667.244500716104,TMV,no change,no change,no change,no change,TMV,9000.86751375375,333.62301303764616,3.849239663310322,37.74360871782389,4,2024-07-10 to 2024-08-10
2024-08-06,9000.86751375375,TMV,no change,no change,no change,no change,TMV,9081.194307953028,80.32679419927808,0.8924339134704029,37.18801156871893,4,2024-07-10 to 2024-08-10
2024-08-07,9081.194307953028,TMV,no change,no change,no change,no change,TMV,9344.969868106175,263.7755601531462,2.9046351306693197,35.36355248647198,4,2024-07-10 to 2024-08-10
2024-08-08,9344.969868106175,TMV,no change,no change,15:55,SQQQ,SQQQ,9138.41460401519,-206.55526409098456,-2.210336330734952,36.792235368759926,4,2024-07-10 to 2024-08-10
2024-08-09,9138.41460401519,SQQQ,no change,no change,no change,no change,SQQQ,8981.182190206793,-157.2324138083968,-1.720565553452924,37.879766394112636,4,2024-07-10 to 2024-08-10
2024-08-12,8981.182190206793,CASH,no change,no change,"15:55, 15:55","SPXS, SQQQ",SQQQ,8980.284161790614,-0.8980284161789314,-0.009999000099991662,0.009999000099988553,5,2024-08-10 to 2024-09-10
2024-08-13,8980.284161790614,SQQQ,no change,no change,no change,no change,SQQQ,8410.564875131044,-569.7192866595706,-6.344112016896042,6.35347666922912,5,2024-08-10 to 2024-09-10
2024-08-14,8410.564875131044,SQQQ,no change,no change,no change,no change,SQQQ,8310.650175825715,-99.91469930532912,-1.1879665728608102,7.465966063044975,5,2024-08-10 to 2024-09-10
2024-08-15,8310.650175825715,SQQQ,no change,no change,no change,no change,SQQQ,7848.925064193541,-461.72511163217314,-5.5558241757697076,12.606994291329274,5,2024-08-10 to 2024-09-10
2024-08-16,7848.925064193541,SQQQ,no change,no change,no change,no change,SQQQ,7797.9145747017055,-51.01048949183587,-0.6499041470601319,13.17496505967042,5,2024-08-10 to 2024-09-10
