Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %,Window Index,Window Period
2024-08-19,7797.9145747017055,SQQQ,no change,no change,no change,no change,SQQQ,7562.524916866405,-235.38965783530057,-3.018623191884673,15.795885700741177,5,2024-08-10 to 2024-09-10
2024-08-20,7562.524916866405,SQQQ,no change,no change,15:55,TMV,TMV,7583.399160442852,20.874243576447043,0.2760221461207024,15.563463697330441,5,2024-08-10 to 2024-09-10
2024-08-21,7583.399160442852,TMV,no change,no change,no change,no change,SQQQ,7519.912118864067,-63.487041578784556,-0.8371844899046188,16.27035328306907,5,2024-08-10 to 2024-09-10
2024-08-22,7519.912118864067,SQQQ,no change,no change,15:55,SPXS,TMV,7834.720351541541,314.8082326774738,4.186328612641121,12.765155125294863,5,2024-08-10 to 2024-09-10
2024-08-23,7834.720351541541,TMV,no change,no change,15:55,SPXS,SPXS,7619.587963804812,-215.13238773672947,-2.745884704032875,15.160523387296195,5,2024-08-10 to 2024-09-10
2024-08-26,7619.587963804812,SPXS,no change,no change,no change,no change,SPXS,7709.933985492067,90.34602168725542,1.1857074439776127,14.154575397667724,5,2024-08-10 to 2024-09-10
2024-08-27,7709.933985492067,SPXS,no change,no change,no change,no change,SPXS,7662.146710087491,-47.787275404576576,-0.6198143264844913,14.686657637984421,5,2024-08-10 to 2024-09-10
2024-08-28,7662.146710087491,SPXS,no change,no change,15:55,TMV,TMV,7772.385806091712,110.23909600422121,1.438749480730861,13.459212367756773,5,2024-08-10 to 2024-09-10
2024-08-29,7772.385806091712,TMV,no change,no change,"15:55, 15:55, 15:55","SPXL, TMF, TQQQ",TMF,7825.3762646933565,52.990458601644605,0.6817785416687983,12.869195847888975,5,2024-08-10 to 2024-09-10
2024-08-30,7825.3762646933565,TMF,"10:57, 12:08","TQQQ, TMF -> SOXL, TQQQ","15:55, 15:55","SOXL, TQQQ",SOXL,7922.604191627779,97.22792693442261,1.2424696736065943,11.786622029929449,5,2024-08-10 to 2024-09-10
2024-09-03,7922.604191627779,SOXL,04:59,"TQQQ -> SPXS, TMV","15:55, 15:55","SPXS, TMV",TMV,7106.568835602051,-816.0353560257281,-10.300089923564204,20.87267928546029,5,2024-08-10 to 2024-09-10
2024-09-04,7106.568835602051,TMV,no change,no change,no change,no change,TMV,6979.952660212019,-126.61617539003237,-1.7816780266127652,22.282473371678655,5,2024-08-10 to 2024-09-10
2024-09-05,6979.952660212019,TMV,no change,no change,"15:55, 15:55, 15:55","SPXL, TMF, TQQQ",SPXL,6966.217505066024,-13.735155145994213,-0.19678006162261452,22.435405968469436,5,2024-08-10 to 2024-09-10
2024-09-06,6966.217505066024,SPXL,"08:00, 08:30","TQQQ, TMF -> TMF, TQQQ","15:55, 15:55","TMF, TQQQ",TMF,6802.540730390843,-163.67677467518115,-2.349578871979674,24.257847281971085,5,2024-08-10 to 2024-09-10
2024-09-09,6802.540730390843,TMF,10:30,TQQQ -> TQQQ,15:55,TQQQ,TMF,6949.109831015897,146.56910062505358,2.1546229039136167,22.625889511591208,5,2024-08-10 to 2024-09-10
2024-09-10,6949.109831015897,TMF,10:14,TQQQ -> TQQQ,15:55,TQQQ,TMF,7047.655986724775,98.54615570887836,1.4181119323951163,21.528638018170504,5,2024-08-10 to 2024-09-10
2024-09-10,7047.655986724775,CASH,no change,no change,"15:55, 15:55, 15:55","SPXL, TMF, TQQQ",TMF,7046.951291595616,-0.7046951291595178,-0.009999000099991662,0.00999900009998938,6,2024-09-10 to 2024-10-10
2024-09-11,7046.951291595616,TMF,"04:00, 08:30","TQQQ, TMF -> TMF, TQQQ","15:55, 15:55","TMF, TQQQ",TMF,7054.030289545605,7.078997949989571,0.1004547591868965,0.0,6,2024-09-10 to 2024-10-10
