date,cpu_equity,cpu_pnl,cpu_return_pct,cpu_drawdown_usd,cpu_drawdown_pct,cpu_day_fall_usd,cpu_day_fall_pct,gpu_equity,gpu_pnl,gpu_return_pct,gpu_drawdown_usd,gpu_drawdown_pct,gpu_day_fall_usd,gpu_day_fall_pct,cpu_gpu_diff_bps,sale_time_stock,new_purchase_time_stock
2026-03-13,9996.001599360257,-3.998400639742613,-0.03998400639743105,3.998400639742613,0.03998400639742613,3.998400639742613,0.03998400639742613,9996.001599360257,-3.998400639742613,-0.03998400639743105,3.998400639742613,0.03998400639742613,3.998400639742613,0.03998400639742613,0.0,no change,15:56 | SOXL
2026-03-16,10742.611506504609,746.6099071443514,7.469085511072082,0.0,0.0,0.0,0.0,10742.611506504609,746.6099071443514,7.469085511072082,0.0,0.0,0.0,0.0,0.0,10:38 | SOXL,15:56 | SOXL
2026-03-17,10977.756225583276,235.14471907866755,2.188897168405357,0.0,0.0,0.0,0.0,10977.756225583276,235.14471907866755,2.188897168405357,0.0,0.0,0.0,0.0,0.0,no change,no change
2026-03-18,10882.697722125944,-95.05850345733234,-0.8659192416370254,95.05850345733234,0.865919241637028,95.05850345733234,0.865919241637028,10882.697722125944,-95.05850345733234,-0.8659192416370254,95.05850345733234,0.865919241637028,95.05850345733234,0.865919241637028,0.0,no change,no change
2026-03-19,10968.750683150478,86.05296102453394,0.7907318867230506,9.005542432798393,0.08203445447086256,0.0,0.0,10968.750683150478,86.05296102453394,0.7907318867230506,9.005542432798393,0.08203445447086256,0.0,0.0,0.0,no change,no change
2026-03-20,10180.765720280471,-787.9849628700067,-7.183908045977017,796.9905053028051,7.260049220672679,787.9849628700067,7.183908045977022,10180.765720280471,-787.9849628700067,-7.183908045977017,796.9905053028051,7.260049220672679,787.9849628700067,7.183908045977022,0.0,no change,no change
2026-03-23,10854.22700986354,673.4612895830687,6.615035726060459,123.52921571973638,1.125268344289299,0.0,0.0,10854.22700986354,673.4612895830687,6.615035726060459,123.52921571973638,1.125268344289299,0.0,0.0,0.0,07:13 | SOXL,15:56 | SOXS
2026-03-24,10525.891692306539,-328.33531755700096,-3.0249534790329435,451.86453327673735,4.11618297939321,328.33531755700096,3.024953479032947,10525.891692306539,-328.33531755700096,-3.0249534790329435,451.86453327673735,4.11618297939321,328.33531755700096,3.024953479032947,0.0,no change,no change
2026-03-25,10102.585459428989,-423.3062328775504,-4.021571238348843,875.1707661542878,7.97221898692497,423.3062328775504,4.021571238348846,10102.585459428989,-423.3062328775504,-4.021571238348843,875.1707661542878,7.97221898692497,423.3062328775504,4.021571238348846,0.0,no change,no change
2026-03-26,10963.709299290695,861.1238398617061,8.523796639186054,14.046926292581702,0.12795808181498722,0.0,0.0,10963.709299290695,861.1238398617061,8.523796639186054,14.046926292581702,0.12795808181498722,0.0,0.0,0.0,11:05 | SOXS,15:56 | SOXL
