candidate_id,window,period,final_equity,pnl,return_pct,max_dd_pct,days
C_sp4.8_rv70_tr1.02_th1.10,1m,2026-03-10 to 2026-04-10,19941.19,9941.19,99.4119,16.73,23
C_sp4.8_rv70_tr1.02_th1.10,3m,2026-01-12 to 2026-04-10,29351.56,19351.56,193.5156,24.69,62
C_sp4.8_rv70_tr1.02_th1.10,6m,2025-10-10 to 2026-04-10,44148.88,34148.88,341.4888,30.45,125
C_sp4.8_rv70_tr1.02_th1.10,1y,2025-04-10 to 2026-04-10,71648.03,61648.03,616.4803,34.27,251
C_sp4.8_rv70_tr1.02_th1.14,1m,2026-03-10 to 2026-04-10,19941.19,9941.19,99.4119,16.73,23
C_sp4.8_rv70_tr1.02_th1.14,3m,2026-01-12 to 2026-04-10,29595.78,19595.78,195.9578,24.69,62
C_sp4.8_rv70_tr1.02_th1.14,6m,2025-10-10 to 2026-04-10,45694.77,35694.77,356.9477,29.66,125
C_sp4.8_rv70_tr1.02_th1.14,1y,2025-04-10 to 2026-04-10,77043.96,67043.96,670.4396,33.53,251
C_sp4.8_rv70_tr1.02_th1.18,1m,2026-03-10 to 2026-04-10,20049.21,10049.21,100.4921,16.73,23
C_sp4.8_rv70_tr1.02_th1.18,3m,2026-01-12 to 2026-04-10,30189.14,20189.14,201.8914,24.69,62
C_sp4.8_rv70_tr1.02_th1.18,6m,2025-10-10 to 2026-04-10,47970.4,37970.4,379.704,29.66,125
C_sp4.8_rv70_tr1.02_th1.18,1y,2025-04-10 to 2026-04-10,80880.8,70880.8,708.808,32.45,251
C_sp4.8_rv70_tr1.02_th1.20,1m,2026-03-10 to 2026-04-10,20049.21,10049.21,100.4921,16.73,23
C_sp4.8_rv70_tr1.02_th1.20,3m,2026-01-12 to 2026-04-10,30189.14,20189.14,201.8914,24.69,62
C_sp4.8_rv70_tr1.02_th1.20,6m,2025-10-10 to 2026-04-10,51368.9,41368.9,413.689,29.66,125
C_sp4.8_rv70_tr1.02_th1.20,1y,2025-04-10 to 2026-04-10,86610.86,76610.86,766.1086,32.45,251
C_sp4.8_rv70_tr1.05_th1.10,1m,2026-03-10 to 2026-04-10,19843.69,9843.69,98.4369,16.73,23
C_sp4.8_rv70_tr1.05_th1.10,3m,2026-01-12 to 2026-04-10,29065.23,19065.23,190.6523,24.69,62
C_sp4.8_rv70_tr1.05_th1.10,6m,2025-10-10 to 2026-04-10,45302.55,35302.55,353.0255,30.53,125
C_sp4.8_rv70_tr1.05_th1.10,1y,2025-04-10 to 2026-04-10,73837.18,63837.18,638.3718,34.47,251
C_sp4.8_rv70_tr1.05_th1.14,1m,2026-03-10 to 2026-04-10,19843.69,9843.69,98.4369,16.73,23
C_sp4.8_rv70_tr1.05_th1.14,3m,2026-01-12 to 2026-04-10,29325.04,19325.04,193.2504,24.69,62
C_sp4.8_rv70_tr1.05_th1.14,6m,2025-10-10 to 2026-04-10,46946.33,36946.33,369.4633,29.71,125
C_sp4.8_rv70_tr1.05_th1.14,1y,2025-04-10 to 2026-04-10,79495.33,69495.33,694.9533,33.69,251
C_sp4.8_rv70_tr1.05_th1.18,1m,2026-03-10 to 2026-04-10,19951.18,9951.18,99.5118,16.73,23
C_sp4.8_rv70_tr1.05_th1.18,3m,2026-01-12 to 2026-04-10,29912.96,19912.96,199.1296,24.69,62
C_sp4.8_rv70_tr1.05_th1.18,6m,2025-10-10 to 2026-04-10,49344.72,39344.72,393.4472,29.71,125
C_sp4.8_rv70_tr1.05_th1.18,1y,2025-04-10 to 2026-04-10,83556.57,73556.57,735.5657,32.58,251
C_sp4.8_rv70_tr1.05_th1.20,1m,2026-03-10 to 2026-04-10,19951.18,9951.18,99.5118,16.73,23
C_sp4.8_rv70_tr1.05_th1.20,3m,2026-01-12 to 2026-04-10,29912.96,19912.96,199.1296,24.69,62
C_sp4.8_rv70_tr1.05_th1.20,6m,2025-10-10 to 2026-04-10,50619.08,40619.08,406.1908,29.71,125
C_sp4.8_rv70_tr1.05_th1.20,1y,2025-04-10 to 2026-04-10,85714.47,75714.47,757.1447,32.58,251
C_sp4.8_rv70_tr1.08_th1.10,1m,2026-03-10 to 2026-04-10,19746.6,9746.6,97.466,16.73,23
C_sp4.8_rv70_tr1.08_th1.10,3m,2026-01-12 to 2026-04-10,28781.53,18781.53,187.8153,24.69,62
C_sp4.8_rv70_tr1.08_th1.10,6m,2025-10-10 to 2026-04-10,45959.49,35959.49,359.5949,30.62,125
C_sp4.8_rv70_tr1.08_th1.10,1y,2025-04-10 to 2026-04-10,75171.28,65171.28,651.7128,33.53,251
C_sp4.8_rv70_tr1.08_th1.14,1m,2026-03-10 to 2026-04-10,19746.6,9746.6,97.466,16.73,23
C_sp4.8_rv70_tr1.08_th1.14,3m,2026-01-12 to 2026-04-10,29056.6,19056.6,190.566,24.69,62
C_sp4.8_rv70_tr1.08_th1.14,6m,2025-10-10 to 2026-04-10,46979.29,36979.29,369.7929,29.75,125
C_sp4.8_rv70_tr1.08_th1.14,1y,2025-04-10 to 2026-04-10,79830.84,69830.84,698.3084,32.7,251
C_sp4.8_rv70_tr1.08_th1.18,1m,2026-03-10 to 2026-04-10,19853.57,9853.57,98.5357,16.73,23
C_sp4.8_rv70_tr1.08_th1.18,3m,2026-01-12 to 2026-04-10,29639.15,19639.15,196.3915,24.69,62
C_sp4.8_rv70_tr1.08_th1.18,6m,2025-10-10 to 2026-04-10,48594.21,38594.21,385.9421,29.75,125
