timestamp,gpu_util_pct,mem_used_mb,mem_total_mb
2026-03-28T01:54:53-0400,0, 26, 16311
2026-03-28T01:54:54-0400,0, 26, 16311
2026-03-28T01:54:56-0400,0, 26, 16311
2026-03-28T01:54:57-0400,0, 26, 16311
2026-03-28T01:54:58-0400,0, 26, 16311
2026-03-28T01:54:59-0400,0, 26, 16311
2026-03-28T01:55:00-0400,0, 26, 16311
2026-03-28T01:55:01-0400,0, 26, 16311
2026-03-28T01:55:02-0400,0, 26, 16311
2026-03-28T01:55:03-0400,0, 26, 16311
2026-03-28T01:55:04-0400,0, 26, 16311
2026-03-28T01:55:05-0400,0, 26, 16311
2026-03-28T01:55:06-0400,0, 26, 16311
2026-03-28T01:55:07-0400,0, 26, 16311
2026-03-28T01:55:08-0400,0, 26, 16311
2026-03-28T01:55:09-0400,0, 26, 16311
2026-03-28T01:55:10-0400,0, 26, 16311
2026-03-28T01:55:11-0400,0, 26, 16311
2026-03-28T01:55:12-0400,0, 26, 16311
2026-03-28T01:55:13-0400,0, 26, 16311
