date,cpu_start_equity,cpu_end_equity,cpu_pnl,cpu_return_pct,cpu_drawdown_usd,cpu_drawdown_pct,cpu_day_fall_usd,cpu_day_fall_pct,gpu_start_equity,gpu_end_equity,gpu_pnl,gpu_return_pct,gpu_drawdown_usd,gpu_drawdown_pct,gpu_day_fall_usd,gpu_day_fall_pct,cpu_gpu_diff_bps,sale_time_stock,new_purchase_time_stock
2026-03-09,10000,9999.00009999,-0.999900009999692,-0.009999000099991662,0.999900009999692,0.00999900009999692,0.999900009999692,0.00999900009999692,10000,9999.00009999,-0.999900009999692,-0.009999000099991662,0.999900009999692,0.00999900009999692,0.999900009999692,0.00999900009999692,0.0,no change,19:59 | SOXL
2026-03-10,9999.00009999,10794.7016611029,795.7015611129136,7.957811312690244,0.0,0.0,0.0,0.0,9999.00009999,10794.7016611029,795.7015611129136,7.957811312690244,0.0,0.0,0.0,0.0,0.0,14:14 | SOXL,19:59 | SOXL
2026-03-11,10794.7016611029,10618.2260051905,-176.4756559123707,-1.6348358801640095,176.4756559123707,1.6348358801640088,176.4756559123707,1.6348358801640088,10794.7016611029,10618.2260051905,-176.4756559123707,-1.6348358801640095,176.4756559123707,1.6348358801640088,176.4756559123707,1.6348358801640088,0.0,no change,19:59 | SOXS
2026-03-12,10618.2260051905,11081.7677513553,463.54174616478485,4.365529100041665,0.0,0.0,0.0,0.0,10618.2260051905,11081.7677513553,463.54174616478485,4.365529100041665,0.0,0.0,0.0,0.0,0.0,10:02 | SOXS,19:59 | SOXL
2026-03-13,11081.7677513553,11168.0921532234,86.32440186807253,0.778976818545174,0.0,0.0,0.0,0.0,11081.7677513553,11168.0921532234,86.32440186807253,0.778976818545174,0.0,0.0,0.0,0.0,0.0,no change,no change
2026-03-16,11168.0921532234,12016.6638151422,848.5716619187897,7.598179261744997,0.0,0.0,0.0,0.0,11168.0921532234,12016.6638151422,848.5716619187897,7.598179261744997,0.0,0.0,0.0,0.0,0.0,10:38 | SOXL,19:59 | SOXL
2026-03-17,12016.6638151422,12288.8570913114,272.193276169206,2.2651318232454365,0.0,0.0,0.0,0.0,12016.6638151422,12288.8570913114,272.193276169206,2.2651318232454365,0.0,0.0,0.0,0.0,0.0,no change,no change
2026-03-18,12288.8570913114,11839.2919671467,-449.5651241647138,-3.6583151779230216,449.5651241647138,3.6583151779230167,449.5651241647138,3.6583151779230167,12288.8570913114,11839.2919671467,-449.5651241647138,-3.6583151779230216,449.5651241647138,3.6583151779230167,449.5651241647138,3.6583151779230167,0.0,no change,no change
2026-03-19,11839.2919671467,12369.0871750085,529.7952078618018,4.474889286723838,0.0,0.0,0.0,0.0,11839.2919671467,12369.0871750085,529.7952078618018,4.474889286723838,0.0,0.0,0.0,0.0,0.0,no change,no change
2026-03-20,12369.0871750085,11632.9159175922,-736.171257416323,-5.951702393235159,736.171257416323,5.951702393235159,736.171257416323,5.951702393235159,12369.0871750085,11632.9159175922,-736.171257416323,-5.951702393235159,736.171257416323,5.951702393235159,736.171257416323,5.951702393235159,0.0,no change,no change
