date,cpu_start_equity,cpu_end_equity,gpu_start_equity,gpu_end_equity,cpu_pnl,cpu_return_pct,cpu_drawdown_pct,sale_time_stock,new_purchase_time_stock
2026-02-06,10000.0,9999.00009999,10000.0,9999.00009999,-0.999900009999692,-0.009999000099991662,0.00999900009999692,no change,19:59 | SOXS
2026-02-09,9999.00009999,9738.839039437633,9999.00009999,9738.839039437633,-260.1610605523674,-2.6018707665842244,2.6116096056236713,no change,no change
2026-02-10,9738.839039437633,9789.366187561438,9738.839039437633,9789.366187561438,50.52714812380509,0.5188210619273548,2.10633812438562,no change,no change
2026-02-11,9789.366187561438,9074.998316747187,9789.366187561438,9074.998316747187,-714.3678708142506,-7.29738633867778,9.250016832528127,no change,no change
2026-02-12,9074.998316747187,9567.906772380498,9074.998316747187,9567.906772380498,492.90845563331095,5.431499141147911,4.320932276195017,no change,no change
2026-02-13,9567.906772380498,9515.767055699547,9567.906772380498,9515.767055699547,-52.139716680951096,-0.5449438202247303,4.842329443004528,no change,no change
2026-02-17,9515.767055699547,9675.411342856683,9515.767055699547,9675.411342856683,159.6442871571362,1.6776817488561413,3.245886571433166,no change,no change
2026-02-18,9675.411342856683,9290.007457699558,9675.411342856683,9290.007457699558,-385.40388515712584,-3.98333333333335,7.099925423004424,no change,no change
2026-02-19,9290.007457699558,9444.00009597194,9290.007457699558,9444.00009597194,153.99263827238246,1.657615873545426,5.5599990402806,no change,19:59 | SOXL
2026-02-20,9444.00009597194,9673.642187889756,9444.00009597194,9673.642187889756,229.6420919178163,2.431618907074795,3.263578121102437,no change,19:59 | SOXS
2026-02-23,9673.642187889756,9787.928988799436,9673.642187889756,9787.928988799436,114.2868009096801,1.1814247280383494,2.1207101120056358,no change,no change
2026-02-24,9787.928988799436,9334.742218855601,9787.928988799436,9334.742218855601,-453.1867699438353,-4.630057803468213,6.652577811443989,no change,no change
2026-02-25,9334.742218855601,9052.985650276289,9334.742218855601,9052.985650276289,-281.75656857931244,-3.0183647493787436,9.470143497237114,no change,no change
2026-02-26,9052.985650276289,9929.37304933122,9052.985650276289,9929.37304933122,876.3873990549309,9.68064495969001,0.7062695066878041,no change,no change
2026-02-27,9929.37304933122,10175.485714656525,9929.37304933122,10175.485714656525,246.112665325305,2.478632478632492,0.0,no change,no change
2026-03-02,10175.485714656525,10352.007902200192,10175.485714656525,10352.007902200192,176.52218754366731,1.7347789824854187,0.0,no change,no change
2026-03-03,10352.007902200192,11656.687916545363,10352.007902200192,11656.687916545363,1304.680014345171,12.60315898781219,0.0,no change,no change
2026-03-04,11656.687916545363,10749.182824173438,11656.687916545363,10749.182824173438,-907.5050923719245,-7.785273989224873,7.78527398922487,no change,no change
2026-03-05,10749.182824173438,11779.93401987137,10749.182824173438,11779.93401987137,1030.7511956979324,9.589112145156875,0.0,13:08 | SOXS,19:59 | SOXS
2026-03-06,11779.93401987137,12750.082461619457,11779.93401987137,12750.082461619457,970.148441748086,8.235601660514892,0.0,09:30 | SOXS,19:59 | SOXL
2026-03-09,12750.082461619457,14076.075056344516,12750.082461619457,14076.075056344516,1325.9925947250595,10.399874657411722,0.0,15:41 | SOXL,19:59 | SOXL
2026-03-10,14076.075056344516,15196.22254956107,14076.075056344516,15196.22254956107,1120.147493216553,7.957811312690244,0.0,14:14 | SOXL,19:59 | SOXL
2026-03-11,15196.22254956107,14947.78925089127,15196.22254956107,14947.78925089127,-248.43329866979911,-1.6348358801640095,1.6348358801640144,no change,19:59 | SOXS
2026-03-12,14947.78925089127,15600.339340451828,14947.78925089127,15600.339340451828,652.5500895605583,4.365529100041665,0.0,10:02 | SOXS,19:59 | SOXL
2026-03-13,15600.339340451828,15721.862367528329,15600.339340451828,15721.862367528329,121.52302707650051,0.7789768185451518,0.0,no change,no change
2026-03-16,15721.862367528329,16916.437653497956,15721.862367528329,16916.437653497956,1194.5752859696277,7.598179261744997,0.0,10:38 | SOXL,19:59 | SOXL
2026-03-17,16916.437653497956,17299.617266146815,16916.437653497956,17299.617266146815,383.1796126488589,2.2651318232454587,0.0,no change,no change
2026-03-18,17299.617266146815,16666.742741976774,17299.617266146815,16666.742741976774,-632.8745241700417,-3.6583151779230327,3.658315177923028,no change,no change
2026-03-19,16666.742741976774,17412.561027383315,16666.742741976774,17412.561027383315,745.8182854065417,4.474889286723838,0.0,no change,no change
2026-03-20,17412.561027383315,16376.21721599301,17412.561027383315,16376.21721599301,-1036.3438113903048,-5.951702393235159,5.951702393235156,no change,no change
