order_type,period,cpu_final_equity,cpu_return_pct,cpu_pnl,cpu_maxdd_pct,gpu_final_equity,gpu_return_pct,gpu_pnl,gpu_maxdd_pct,cpu_gpu_diff_bps,profit_lock_exec_model_effective
close_position,2026-02-19 to 2026-03-21,17338.606090232148,73.38606090232147,7338.606090232148,5.9517023932351485,17338.606090232148,73.38606090232147,7338.606090232148,5.9517023932351485,0.0,synthetic
market_order,2026-02-19 to 2026-03-21,17338.606090232148,73.38606090232147,7338.606090232148,5.9517023932351485,17338.606090232148,73.38606090232147,7338.606090232148,5.9517023932351485,0.0,synthetic
stop_order,2026-02-19 to 2026-03-21,14406.150605563847,44.061506055638475,4406.150605563847,6.272673009156344,14406.150605563847,44.061506055638475,4406.150605563847,6.272673009156344,0.0,synthetic
trailing_stop,2026-02-19 to 2026-03-21,14596.335420874324,45.96335420874325,4596.335420874324,6.190942415596309,14596.335420874324,45.96335420874325,4596.335420874324,6.190942415596309,0.0,synthetic
