window,period,cpu_final_equity,cpu_return_pct,cpu_maxdd_pct,gpu_final_equity,gpu_return_pct,gpu_maxdd_pct,cpu_gpu_diff_bps
1m,2026-02-19 to 2026-03-19,18751.003528876932,87.51003528876933,4.696597363815532,18751.003528876932,87.51003528876933,4.696597363815532,0.0
2m,2026-01-19 to 2026-03-19,23691.819444239653,136.91819444239655,6.422902727014926,23691.819444239653,136.91819444239655,6.422902727014926,0.0
3m,2025-12-19 to 2026-03-19,18525.997563260353,85.25997563260353,21.19003046775263,18525.997563260353,85.25997563260353,21.19003046775263,0.0
6m,2025-09-19 to 2026-03-19,20581.69053654481,105.81690536544812,24.215497975196445,20581.69053654481,105.81690536544812,24.215497975196445,0.0
1y,2025-03-19 to 2026-03-19,33558.386409858314,235.58386409858315,24.21549797519646,33558.386409858314,235.58386409858315,24.21549797519646,0.0
2y,2024-03-19 to 2026-03-19,21670.42436025086,116.70424360250861,38.555139539666634,21670.42436025086,116.70424360250861,38.555139539666634,0.0
3y,2023-03-19 to 2026-03-19,11231.06568925582,12.310656892558193,84.63790266204406,11231.06568925582,12.310656892558193,84.63790266204406,0.0
5y,2021-03-19 to 2026-03-19,16356.684560882795,63.56684560882795,88.03122834139666,16356.684560882795,63.56684560882795,88.03122834139666,0.0
