date,cpu_start_equity,cpu_end_equity,gpu_start_equity,gpu_end_equity,cpu_pnl,cpu_return_pct,cpu_drawdown_pct,sale_time_stock,new_purchase_time_stock
2026-02-23,10000.0,9999.00009999,10000.0,9999.00009999,-0.999900009999692,-0.009999000099991662,0.00999900009999692,no change,19:59 | SOXS
2026-02-24,9999.00009999,9536.040615591619,9999.00009999,9536.040615591619,-462.9594843983814,-4.630057803468213,4.6395938440838105,no change,no change
2026-02-25,9536.040615591619,9248.208127164162,9536.040615591619,9248.208127164162,-287.83248842745706,-3.0183647493787436,7.5179187283583815,no change,no change
2026-02-26,9248.208127164162,10143.494321088121,9248.208127164162,10143.494321088121,895.2861939239592,9.68064495969001,0.0,no change,no change
2026-02-27,10143.494321088121,10394.914265798854,10143.494321088121,10394.914265798854,251.41994471073303,2.478632478632492,0.0,no change,no change
2026-03-02,10394.914265798854,10575.24305372931,10394.914265798854,10575.24305372931,180.3287879304553,1.7347789824853965,0.0,no change,no change
2026-03-03,10575.24305372931,11908.05774913838,10575.24305372931,11908.05774913838,1332.8146954090698,12.60315898781219,0.0,no change,no change
2026-03-04,11908.05774913838,10980.982826572834,11908.05774913838,10980.982826572834,-927.0749225655454,-7.785273989224861,7.785273989224859,no change,no change
2026-03-05,10980.982826572834,12033.96158445332,10980.982826572834,12033.96158445332,1052.9787578804862,9.589112145156875,0.0,13:08 | SOXS,19:59 | SOXS
2026-03-06,12033.96158445332,13025.030724528286,12033.96158445332,13025.030724528286,991.0691400749656,8.235601660514913,0.0,09:30 | SOXS,19:59 | SOXL
2026-03-09,13025.030724528286,14379.617593968593,13025.030724528286,14379.617593968593,1354.586869440307,10.399874657411722,0.0,15:41 | SOXL,19:59 | SOXL
2026-03-10,14379.617593968593,15523.92042958302,14379.617593968593,15523.92042958302,1144.3028356144277,7.957811312690244,0.0,14:14 | SOXL,19:59 | SOXL
2026-03-11,15523.92042958302,15270.129808392086,15523.92042958302,15270.129808392086,-253.79062119093396,-1.6348358801640095,1.6348358801640088,no change,19:59 | SOXS
2026-03-12,15270.129808392086,15936.751768791582,15270.129808392086,15936.751768791582,666.621960399496,4.365529100041687,0.0,10:02 | SOXS,19:59 | SOXL
2026-03-13,15936.751768791582,16060.895370699556,15936.751768791582,16060.895370699556,124.14360190797379,0.778976818545174,0.0,no change,no change
2026-03-16,16060.895370699556,17281.23099200661,16060.895370699556,17281.23099200661,1220.3356213070547,7.598179261744997,0.0,10:38 | SOXL,19:59 | SOXL
2026-03-17,17281.23099200661,17672.673654655107,17281.23099200661,17672.673654655107,391.4426626484965,2.2651318232454365,0.0,no change,no change
2026-03-18,17672.673654655107,17026.15155200206,17672.673654655107,17026.15155200206,-646.5221026530489,-3.6583151779230105,3.65831517792301,no change,no change
2026-03-19,17026.15155200206,17788.05298374396,17026.15155200206,17788.05298374396,761.9014317419023,4.4748892867238155,0.0,no change,no change
2026-03-20,17788.05298374396,16729.361008600532,17788.05298374396,16729.361008600532,-1058.6919751434289,-5.95170239323517,5.951702393235167,no change,no change
