name,inverse_cap_weight,ramp_days,sticky_threshold_days,guard_enabled,guard_rv20_ann,guard_chop_crossovers20,recent_inverse_cap_weight,recent_days,shock_down_pct,shock_hold_days,fixed_enter_days,recent_primary_cap_weight,recent_defensive_blend,defensive_trigger_down_pct,recent_aggressive_total_cap,recent_always_defensive_blend,changed_recent_cap_days,changed_primary_cap_days,changed_defensive_blend_days,changed_total_aggr_cap_days,changed_always_def_blend_days,changed_shock_days,all_dd_ok,material_1m_dd,long_ret_guard,pass_all,dd_gain_total,ret_penalty,score,base_1m_ret,base_1m_dd,cfg_1m_ret,cfg_1m_dd,delta_1m_ret,delta_1m_dd,base_2m_ret,base_2m_dd,cfg_2m_ret,cfg_2m_dd,delta_2m_ret,delta_2m_dd,base_3m_ret,base_3m_dd,cfg_3m_ret,cfg_3m_dd,delta_3m_ret,delta_3m_dd,base_4m_ret,base_4m_dd,cfg_4m_ret,cfg_4m_dd,delta_4m_ret,delta_4m_dd,base_5m_ret,base_5m_dd,cfg_5m_ret,cfg_5m_dd,delta_5m_ret,delta_5m_dd,base_6m_ret,base_6m_dd,cfg_6m_ret,cfg_6m_dd,delta_6m_ret,delta_6m_dd,base_1y_ret,base_1y_dd,cfg_1y_ret,cfg_1y_dd,delta_1y_ret,delta_1y_dd
M0162,0.45,2,6,True,0.95,8.0,0.1,60,-0.04,2,4,0.3,0.3,-0.015,0.4,0.25,15,21,16,21,44,205,True,True,True,True,51.10856084920616,0.0,4611.730388949716,95.08989836837496,7.999528287601359,64.89212599721917,6.245699527013758,-30.197772371155793,-1.7538287605876013,110.20108235875324,8.66704569580889,76.10601151231418,6.245699527013752,-34.09507084643906,-2.4213461687951376,46.245464785070965,22.704213841574788,78.67281214882273,17.01842493655954,32.427347363751764,-5.685788905015247,80.50893326772821,29.044692603023503,120.53359926291223,17.01842493655956,40.02466599518402,-12.026267666463944,129.55068534363105,29.044692603023563,180.44949319497104,17.018424936559555,50.898807851339996,-12.026267666464008,48.3268094832519,29.04469260302352,105.9350672576441,23.637863995857938,57.60825777439221,-5.406828607165583,136.43357697744025,35.42609707057258,310.81019383430043,23.63786399585794,174.37661685686018,-11.78823307471464
M0380,0.45,5,6,True,0.95,6.0,0.15,60,-0.04,2,5,0.35,0.3,-0.01,0.5,0.35,15,21,18,21,44,205,True,True,True,True,48.79044955082479,0.0,4447.27910044465,95.08989836837496,7.999528287601359,58.650993834612564,6.271515572835293,-36.4389045337624,-1.7280127147660664,110.20108235875324,8.66704569580889,73.61115364049957,6.27151557283527,-36.589928718253674,-2.3955301229736197,46.245464785070965,22.704213841574788,76.13914983609224,17.55555278886765,29.89368505102128,-5.148661052707137,80.50893326772821,29.044692603023503,117.40633181565295,17.555552788867686,36.89739854792474,-11.489139814155816,129.55068534363105,29.044692603023563,176.4725909288297,17.555552788867683,46.92190558519866,-11.48913981415588,48.3268094832519,29.04469260302352,103.01481368069977,23.965411820764913,54.688004197447874,-5.079280782258607,136.43357697744025,35.42609707057258,304.9847171247467,23.96541182076491,168.55114014730643,-11.460685249807671
M0120,0.45,2,6,True,0.95,10.0,0.3,60,-0.04,2,6,0.25,0.4,-0.004,0.4,0.35,15,21,18,21,44,205,True,True,True,True,47.88344880004897,0.0,4422.388385600101,95.08989836837496,7.999528287601359,57.19842448950263,6.141880145749722,-37.89147387887233,-1.8576481418516373,110.20108235875324,8.66704569580889,72.44293777530129,6.141880145749736,-37.75814458345195,-2.525165550059153,46.245464785070965,22.704213841574788,74.95173581195796,17.835872975176176,28.706271026886995,-4.868340866398611,80.50893326772821,29.044692603023503,115.94072165701621,17.835872975176162,35.431788389288,-11.20881962784734,129.55068534363105,29.044692603023563,174.6087949921339,17.83587297517618,45.058109648502864,-11.208819627847383,48.3268094832519,29.04469260302352,101.64622164936677,24.12806734377563,53.319412166114866,-4.9166252592478905,136.43357697744025,35.42609707057258,278.5291079133922,24.128067343775623,142.09553093595193,-11.298029726796958
M0283,0.65,5,4,True,0.95,6.0,0.15,75,-0.04,2,3,0.3,0.4,-0.004,0.5,0.15,16,29,21,29,53,205,True,True,True,True,48.69308039902925,0.0,4400.980305534951,95.08989836837496,7.999528287601359,70.82837887743345,6.276103166093358,-24.26151949094151,-1.7234251215080016,110.20108235875324,8.66704569580889,83.16344445034298,6.276103166093379,-27.03763790841026,-2.3909425297155105,46.245464785070965,22.704213841574788,81.96449115276798,18.088383555232166,35.71902636769701,-4.6158302863426215,80.50893326772821,29.044692603023503,124.5964771547853,18.08838355523215,44.087543887057095,-10.956309047791354,129.55068534363105,29.044692603023563,185.61619817551423,18.08838355523216,56.06551283188318,-10.956309047791404,48.3268094832519,29.04469260302352,109.72899722894525,23.210262653857875,61.40218774569335,-5.834429949165646,136.43357697744025,35.42609707057258,318.378526550331,23.210262653857875,181.94494957289075,-12.215834416714706
M0015,0.45,5,6,True,0.85,6.0,0.15,75,-0.06,3,5,0.25,0.6,-0.004,0.5,0.35,21,24,21,24,53,191,True,True,True,True,51.053161985176494,0.0,4310.035149447152,95.08989836837496,7.999528287601359,80.94564089142521,7.068698847574778,-14.144257476949747,-0.9308294400265815,110.20108235875324,8.66704569580889,96.08295051040088,7.068698847574776,-14.118131848352363,-1.5983468482341134,46.245464785070965,22.704213841574788,62.79772694623151,14.895003440028054,16.55226216116055,-7.809210401546734,80.50893326772821,29.044692603023503,100.93918175625353,20.46134989606851,20.430248488525322,-8.583342706954994,129.55068534363105,29.044692603023563,155.53154655300858,20.461349896068594,25.980861209377537,-8.58334270695497,48.3268094832519,29.04469260302352,170.1164953373147,20.461349896068477,121.78968585406278,-8.583342706955044,136.43357697744025,35.42609707057258,480.56638378741326,20.46134989606852,344.132806809973,-14.964747174504062
M0182,0.65,3,5,True,0.85,6.0,0.1,75,-0.06,3,3,0.3,0.6,-0.004,0.4,0.25,21,24,21,24,53,191,True,True,True,True,49.44552017211022,0.0,4282.604306266615,95.08989836837496,7.999528287601359,85.60733805605763,6.802753973883815,-9.482560312317332,-1.196774313717544,110.20108235875324,8.66704569580889,101.20078343604209,6.802753973883811,-9.000298922711153,-1.8642917219250785,46.245464785070965,22.704213841574788,64.56992731778138,15.324770190569168,18.324462532710413,-7.379443651005619,80.50893326772821,29.044692603023503,103.12658633030476,20.888791098545315,22.61765306257655,-8.155901504478187,129.55068534363105,29.044692603023563,158.31323835079115,20.88879109854531,28.762553007160108,-8.155901504478255,48.3268094832519,29.04469260302352,173.05695748244398,20.888791098545298,124.73014799919207,-8.155901504478223,136.43357697744025,35.42609707057258,486.88637350936597,20.888791098545266,350.45279653192574,-14.537305972027315
M0329,0.65,4,3,True,0.85,8.0,0.1,75,-0.06,3,3,0.35,0.6,-0.01,0.4,0.35,21,24,21,24,53,191,True,True,True,True,50.30943065799896,0.0,4262.001240215554,95.08989836837496,7.999528287601359,80.8086659275521,7.0686988475747805,-14.281232440822862,-0.9308294400265789,110.20108235875324,8.66704569580889,97.07570724042473,7.068698847574784,-13.125375118328506,-1.5983468482341054,46.245464785070965,22.704213841574788,62.437472005260155,15.033873640345377,16.19200722018919,-7.670340201229411,80.50893326772821,29.044692603023503,100.49452362483913,20.612565177783576,19.985590357110922,-8.432127425239926,129.55068534363105,29.044692603023563,154.96608102749693,20.612565177783626,25.41539568386588,-8.432127425239937,48.3268094832519,29.04469260302352,169.5187547919859,20.612565177783527,121.191945308734,-8.432127425239994,136.43357697744025,35.42609707057258,479.2816489680482,20.612565177783576,342.848071990608,-14.813531892789005
M0314,0.45,3,4,True,0.95,8.0,0.25,75,-0.04,2,6,0.25,0.2,-0.004,0.4,0.35,16,29,21,29,53,205,True,True,True,True,45.11630136007237,0.0,4231.847662138904,95.08989836837496,7.999528287601359,58.68056156344568,6.141880145749709,-36.40933680492928,-1.8576481418516506,110.20108235875324,8.66704569580889,71.81614181011949,6.141880145749687,-38.38494054863375,-2.525165550059202,46.245464785070965,22.704213841574788,72.52132349112925,18.53165099467448,26.275858706058287,-4.172562846900309,80.50893326772821,29.044692603023503,112.94089437294743,18.531650994674497,32.431961105219216,-10.513041608349006,129.55068534363105,29.044692603023563,170.79395659879424,18.531650994674504,41.243271255163194,-10.51304160834906,48.3268094832519,29.04469260302352,98.84497215463766,24.46797403451649,50.51816267138576,-4.5767185685070295,136.43357697744025,35.42609707057258,269.5823003695871,24.46797403451647,133.14872339214682,-10.958123036056111
M0377,0.45,2,6,True,0.85,6.0,0.2,75,-0.05,3,3,0.25,0.3,-0.006,0.5,0.25,21,24,21,24,53,227,True,True,True,True,45.20524235501551,0.0,4011.4271732622065,95.08989836837496,7.999528287601359,85.4985070781962,6.80275397388381,-9.591391290178763,-1.1967743137175493,110.20108235875324,8.66704569580889,96.84963937861977,6.802753973883805,-13.35144298013347,-1.8642917219250847,46.245464785070965,22.704213841574788,59.47841728210057,16.030716150572204,13.232952497029608,-6.673497691002584,80.50893326772821,29.044692603023503,96.84219968889106,21.77237406281822,16.333266421162847,-7.2723185402052835,129.55068534363105,29.044692603023563,150.32147176957,21.772374062818244,20.77078642593895,-7.272318540205319,48.3268094832519,29.04469260302352,164.60904563127255,21.77237406281823,116.28223614802064,-7.272318540205291,136.43357697744025,35.42609707057258,370.5130757630474,21.772374062818187,234.07949878560717,-13.653723007754394
M0242,0.45,2,5,True,0.85,10.0,0.25,45,-0.05,3,3,0.25,0.6,-0.006,0.5,0.15,12,13,14,13,33,227,True,True,True,True,42.1738035300875,0.0,3720.9101861064432,95.08989836837496,7.999528287601359,90.51167401264975,6.800890122155859,-4.578224355725212,-1.1986381654455007,110.20108235875324,8.66704569580889,114.77690564288174,8.46305790709409,4.575823284128504,-0.20398778871479983,46.245464785070965,22.704213841574788,64.09616406860354,16.38834797493961,17.850699283532578,-6.315865866635178,80.50893326772821,29.044692603023503,102.54182632522561,22.02621579258779,22.032893057497404,-7.018476810435711,129.55068534363105,29.044692603023563,157.569607232389,22.026215792587802,28.018921888757944,-7.018476810435761,48.3268094832519,29.04469260302352,172.27088220431818,22.026215792587767,123.94407272106628,-7.018476810435754,136.43357697744025,35.42609707057258,384.1369270693283,22.026215792587784,247.70335009188804,-13.399881277984797
M0360,0.65,4,6,True,0.75,8.0,0.15,75,-0.05,3,4,0.35,0.5,-0.01,0.4,0.15,29,16,21,16,53,227,True,True,True,True,31.42028887561811,0.0,3115.683151577895,95.08989836837496,7.999528287601359,90.27230835694482,6.800890122155876,-4.817590011430141,-1.198638165445483,110.20108235875324,8.66704569580889,106.55782266136606,6.800890122155854,-3.6432596973871796,-1.8661555736530353,46.245464785070965,22.704213841574788,61.42512565333984,18.796854387929535,15.179660868268876,-3.9073594536452525,80.50893326772821,29.044692603023503,99.24499728669815,24.528009799192212,18.73606401896994,-4.516682803831291,129.55068534363105,29.044692603023563,153.37707586258512,24.52800979919222,23.82639051895407,-4.516682803831344,48.3268094832519,29.04469260302352,167.83905413659187,24.528009799192176,119.51224465333996,-4.516682803831344,136.43357697744025,35.42609707057258,335.2666020658636,24.528009799192223,198.83302508842334,-10.898087271380358
M0261,0.65,2,5,True,0.85,8.0,0.3,75,-0.05,2,6,0.35,0.3,-0.01,0.4,0.15,21,24,21,24,53,170,True,True,True,True,25.59182878720867,0.0,3061.0455769634546,95.08989836837496,7.999528287601359,72.67109781890315,6.181200716054331,-22.41880054947181,-1.8183275715470284,110.20108235875324,8.66704569580889,84.24763613356117,6.181200716054332,-25.953446225192067,-2.4858449797545576,46.245464785070965,22.704213841574788,47.348745789297155,18.02127472217175,1.10328100422619,-4.682939119403038,80.50893326772821,29.044692603023503,81.87069910067297,24.314820278528565,1.361765832944755,-4.729872324494938,129.55068534363105,29.044692603023563,131.28242390399575,24.314820278528583,1.731738560364704,-4.7298723244949805,48.3268094832519,29.04469260302352,69.83151218985459,28.662908603041018,21.504702706602693,-0.38178399998250256,136.43357697744025,35.42609707057258,202.83253881506744,28.662908603040957,66.39896183762718,-6.763188467531624
M0212,0.55,2,4,True,0.95,10.0,0.15,75,-0.03,2,2,0.2,0.5,-0.006,0.2,0.55,16,0,21,29,24,235,True,True,True,True,35.57661415101347,0.0,3056.273132324272,95.08989836837496,7.999528287601359,75.96682894558133,7.7195853791598585,-19.123069422793634,-0.2799429084415008,110.20108235875324,8.66704569580889,84.11175684613663,8.441362587718816,-26.08932551261661,-0.22568310809007386,46.245464785070965,22.704213841574788,69.21029307679292,20.440985528958624,22.964828291721957,-2.263228312616164,80.50893326772821,29.044692603023503,108.8541312792187,20.44098552895862,28.345198011490496,-8.603707074064882,129.55068534363105,29.044692603023563,165.59687714117507,20.440985528958606,36.046191797544026,-8.603707074064957,48.3268094832519,29.04469260302352,95.02873809603636,24.435221999930114,46.701928612784464,-4.609470603093406,136.43357697744025,35.42609707057258,262.5633882826146,24.435221999930093,126.12981130517434,-10.990875070642488
M0008,0.65,3,6,True,0.75,10.0,0.1,75,-0.06,3,3,0.25,0.3,-0.008,0.4,0.35,29,16,21,16,53,191,True,True,True,True,30.817076884536675,0.0,3004.318640988275,95.08989836837496,7.999528287601359,80.78508724083251,7.06869884757477,-14.30481112754245,-0.9308294400265895,110.20108235875324,8.66704569580889,93.42907603459818,7.068698847574788,-16.772006324155058,-1.598346848234102,46.245464785070965,22.704213841574788,52.262022489121904,18.634091721509268,6.016557704050939,-4.07012212006552,80.50893326772821,29.044692603023503,87.93509458287092,24.585599100858193,7.426161315142707,-4.4590935021653095,129.55068534363105,29.044692603023563,138.99443080544174,24.585599100858207,9.443745461810693,-4.459093502165356,48.3268094832519,29.04469260302352,152.6354922714419,24.585599100858158,104.30868278819,-4.459093502165363,136.43357697744025,35.42609707057258,396.2603467450685,24.585599100858147,259.8267697676282,-10.840497969714434
M0328,0.55,4,4,True,0.75,6.0,0.15,75,-0.05,2,5,0.2,0.6,-0.004,0.2,0.45,29,0,21,16,37,170,True,True,True,True,30.969043437194543,0.0,2989.427073603413,95.08989836837496,7.999528287601359,59.56216341116254,7.719585379159845,-35.527734957212424,-0.27994290844151415,110.20108235875324,8.66704569580889,83.48997814702402,7.719585379159859,-26.71110421172922,-0.9474603166490301,46.245464785070965,22.704213841574788,50.68696723709585,16.111710743217824,4.441502452024885,-6.592503098356964,80.50893326772821,29.044692603023503,85.99102374416994,22.15992607349219,5.482090476441726,-6.884766529531312,129.55068534363105,29.044692603023563,136.52218311497157,22.15992607349218,6.971497771340523,-6.884766529531383,48.3268094832519,29.04469260302352,73.67908614419947,27.545592809455876,25.352276660947574,-1.4990997935676447,136.43357697744025,35.42609707057258,200.1427933968085,27.545592809455886,63.70921641936823,-7.880504261116695
M0009,0.45,4,5,True,0.75,6.0,0.25,75,-0.04,3,5,0.3,0.6,-0.008,0.4,0.15,29,16,21,16,53,266,True,True,True,True,13.37393859686143,0.0,1949.8424677954256,95.08989836837496,7.999528287601359,90.41719225408652,6.800890122155868,-4.672706114288445,-1.198638165445491,110.20108235875324,8.66704569580889,109.43007603525672,6.800890122155874,-0.7710063234965219,-1.8661555736530158,46.245464785070965,22.704213841574788,53.72989698058477,22.176617744906032,7.484432195513804,-0.5275960966687556,80.50893326772821,29.044692603023503,89.74687356018349,28.194656529637225,9.237940292455278,-0.8500360733862777,129.55068534363105,29.044692603023563,141.2984447863807,28.194656529637285,11.747759442749668,-0.8500360733862777,48.3268094832519,29.04469260302352,155.07101223026743,28.194656529637257,106.74420274701552,-0.8500360733862635,136.43357697744025,35.42609707057258,337.3080688779816,28.194656529637232,200.87449190054136,-7.231440540935349
M0006,0.65,4,4,True,0.95,6.0,0.25,20,-0.05,3,2,0.25,0.5,-0.008,0.5,0.25,0,11,5,11,15,227,False,True,True,False,89.84371624280534,0.0,5935.215324079518,95.08989836837496,7.999528287601359,89.19322335243578,6.8027539738838065,-5.896675015939181,-1.1967743137175528,110.20108235875324,8.66704569580889,103.84766539029604,8.825413521039005,-6.353416968457196,0.1583678252301155,46.245464785070965,22.704213841574788,147.13335879752253,8.82541352103902,100.88789401245157,-13.878800320535769,80.50893326772821,29.044692603023503,205.03358881570855,11.908416361465257,124.52465554798034,-17.136276241558246,129.55068534363105,29.044692603023563,287.90694786068906,11.908416361465266,158.356262517058,-17.1362762415583,48.3268094832519,29.04469260302352,310.0474743199179,11.908416361465246,261.720664836666,-17.136276241558274,136.43357697744025,35.42609707057258,607.610627023892,11.908416361465255,471.17705004645177,-23.517680709107324
M0103,0.45,4,5,True,0.95,10.0,0.2,20,-0.06,3,6,0.4,0.5,-0.015,0.5,0.25,0,11,5,11,15,191,False,True,True,False,89.7513604498422,0.0,5928.6345570777485,95.08989836837496,7.999528287601359,88.92595610683694,6.802753973883799,-6.1639422615380255,-1.19677431371756,110.20108235875324,8.66704569580889,103.55969628080453,8.837898539041007,-6.6413860779487095,0.17085284323211702,46.245464785070965,22.704213841574788,146.7842413665119,8.837898539041019,100.53877658144094,-13.866315302533769,80.50893326772821,29.044692603023503,204.60267757241303,11.925262800705042,124.09374430468482,-17.11942980231846,129.55068534363105,29.044692603023563,287.3589640604965,11.925262800705054,157.80827871686543,-17.119429802318507,48.3268094832519,29.04469260302352,309.46821330261355,11.925262800705035,261.14140381936164,-17.119429802318486,136.43357697744025,35.42609707057258,686.4117751448975,11.925262800705042,549.9781981674573,-23.50083426986754
