Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
2024-04-10,10000.0,CASH,no change,no change,15:55,SOXS,SOXS,9999.0,-1.0,-0.01,0.01
2024-04-11,9999.0,SOXS,no change,no change,no change,no change,SOXS,9358.55,-640.45,-6.41,6.41
2024-04-12,9358.55,SOXS,no change,no change,no change,no change,SOXS,10275.53,916.98,9.8,0.0
2024-04-15,10275.53,SOXS,no change,no change,no change,no change,SOXS,10645.17,369.64,3.6,0.0
2024-04-16,10645.17,SOXS,no change,no change,no change,no change,SOXS,10380.37,-264.8,-2.49,2.49
2024-04-17,10380.37,SOXS,no change,no change,no change,no change,SOXS,11340.95,960.58,9.25,0.0
2024-04-18,11340.95,SOXS,no change,no change,no change,no change,SOXS,12074.41,733.46,6.47,0.0
2024-04-19,12074.41,SOXS,no change,no change,no change,no change,SOXS,13439.74,1365.33,11.31,0.0
2024-04-22,13439.74,SOXS,no change,no change,no change,no change,SOXS,12909.97,-529.77,-3.94,3.94
2024-04-23,12909.97,SOXS,no change,no change,no change,no change,SOXS,12046.83,-863.14,-6.69,10.36
2024-04-24,12046.83,SOXS,no change,no change,no change,no change,SOXS,11492.33,-554.51,-4.6,14.49
2024-04-25,11492.33,SOXS,no change,no change,no change,no change,SOXS,10930.45,-561.88,-4.89,18.67
2024-04-26,10930.45,SOXS,no change,no change,no change,no change,SOXS,10269.69,-660.76,-6.05,23.59
2024-04-29,10269.69,SOXS,no change,no change,no change,no change,SOXS,10036.76,-232.93,-2.27,25.32
2024-04-30,10036.76,SOXS,no change,no change,15:55,SOXL,SOXL,10617.23,580.47,5.78,21.0
2024-05-01,10617.23,SOXL,no change,no change,15:55,SOXS,SOXS,9531.86,-1085.37,-10.22,29.08
2024-05-02,9531.86,SOXS,04:09,SOXS,no change,no change,CASH,9067.83,-464.02,-4.87,32.53
2024-05-03,9067.83,CASH,no change,no change,15:55,SOXS,SOXS,9066.93,-0.91,-0.01,32.54
2024-05-06,9066.93,SOXS,09:52,SOXS,no change,no change,CASH,8639.44,-427.48,-4.71,35.72
2024-05-07,8639.44,CASH,no change,no change,15:55,SOXL,SOXL,8638.58,-0.86,-0.01,35.72
2024-05-08,8638.58,SOXL,no change,no change,no change,no change,SOXL,8645.14,6.56,0.08,35.67
2024-05-09,8645.14,SOXL,no change,no change,no change,no change,SOXL,8517.64,-127.5,-1.47,36.62
2024-05-10,8517.64,SOXL,no change,no change,15:55,SOXS,SOXS,8793.99,276.35,3.24,34.57
2024-05-13,8793.99,SOXS,no change,no change,no change,no change,SOXS,8754.11,-39.88,-0.45,34.86
2024-05-14,8754.11,SOXS,15:02,SOXS,no change,no change,CASH,8378.47,-375.65,-4.29,37.66
2024-05-15,8378.47,CASH,no change,no change,15:55,SOXL,SOXL,8377.63,-0.84,-0.01,37.67
2024-05-16,8377.63,SOXL,no change,no change,no change,no change,SOXL,8277.34,-100.29,-1.2,38.41
2024-05-17,8277.34,SOXL,no change,no change,no change,no change,SOXL,8110.76,-166.58,-2.01,39.65
2024-05-20,8110.76,SOXL,13:58,SOXL,15:55,SOXL,SOXL,8616.7,505.94,6.24,35.89
2024-05-21,8616.7,SOXL,no change,no change,no change,no change,SOXL,8598.8,-17.9,-0.21,36.02
2024-05-22,8598.8,SOXL,no change,no change,no change,no change,SOXL,8829.51,230.71,2.68,34.3
2024-05-23,8829.51,SOXL,09:31,SOXL,15:55,SOXL,SOXL,9361.97,532.46,6.03,30.34
2024-05-24,9361.97,SOXL,no change,no change,no change,no change,SOXL,9922.88,560.91,5.99,26.17
2024-05-28,9922.88,SOXL,no change,no change,no change,no change,SOXL,10372.89,450.01,4.54,22.82
2024-05-29,10372.89,SOXL,no change,no change,no change,no change,SOXL,9804.13,-568.76,-5.48,27.05
2024-05-30,9804.13,SOXL,no change,no change,no change,no change,SOXL,9648.37,-155.76,-1.59,28.21
2024-05-31,9648.37,SOXL,no change,no change,no change,no change,SOXL,9268.88,-379.5,-3.93,31.03
2024-06-03,9268.88,SOXL,no change,no change,no change,no change,SOXL,9322.85,53.98,0.58,30.63
2024-06-04,9322.85,SOXL,no change,no change,no change,no change,SOXL,9166.1,-156.75,-1.68,31.8
2024-06-05,9166.1,SOXL,no change,no change,no change,no change,SOXL,10354.66,1188.56,12.97,22.95
2024-06-06,10354.66,SOXL,no change,no change,no change,no change,SOXL,10169.46,-185.2,-1.79,24.33
2024-06-07,10169.46,SOXL,no change,no change,no change,no change,SOXL,10014.6,-154.86,-1.52,25.49
2024-06-10,10014.6,SOXL,no change,no change,no change,no change,SOXL,10410.25,395.65,3.95,22.54
2024-06-11,10410.25,SOXL,no change,no change,no change,no change,SOXL,10443.59,33.34,0.32,22.29
2024-06-12,10443.59,SOXL,10:44,SOXL,15:55,SOXL,SOXL,11201.37,757.78,7.26,16.65
2024-06-13,11201.37,SOXL,no change,no change,no change,no change,SOXL,11560.61,359.25,3.21,13.98
2024-06-14,11560.61,SOXL,no change,no change,no change,no change,SOXL,11333.85,-226.77,-1.96,15.67
2024-06-17,11333.85,SOXL,no change,no change,no change,no change,SOXL,11971.23,637.38,5.62,10.93
2024-06-18,11971.23,SOXL,no change,no change,no change,no change,SOXL,12411.25,440.03,3.68,7.65
2024-06-20,12411.25,SOXL,no change,no change,no change,no change,SOXL,11471.22,-940.03,-7.57,14.65
2024-06-21,11471.22,SOXL,no change,no change,no change,no change,SOXL,11020.72,-450.5,-3.93,18.0
2024-06-24,11020.72,SOXL,no change,no change,15:55,SOXS,SOXS,10103.88,-916.84,-8.32,24.82
2024-06-25,10103.88,SOXS,16:51,SOXS,no change,no change,CASH,9628.04,-475.85,-4.71,28.36
