Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %
2025-10-10,10000.0,CASH,no change,no change,15:55,SOXL,SOXL,9999.0,-1.0,-0.01,0.01
2025-10-13,9999.0,SOXL,04:00,SOXL,15:55,SOXS,SOXS,10837.07,838.07,8.38,0.0
2025-10-14,10837.07,SOXS,no change,no change,no change,no change,SOXS,11545.19,708.13,6.53,0.0
2025-10-15,11545.19,SOXS,no change,no change,no change,no change,SOXS,10541.94,-1003.25,-8.69,8.69
2025-10-16,10541.94,SOXS,no change,no change,no change,no change,SOXS,10349.22,-192.72,-1.83,10.36
2025-10-17,10349.22,SOXS,no change,no change,no change,no change,SOXS,10451.25,102.03,0.99,9.48
2025-10-20,10451.25,SOXS,no change,no change,no change,no change,SOXS,9855.28,-595.97,-5.7,14.64
2025-10-21,9855.28,SOXS,no change,no change,no change,no change,SOXS,10040.56,185.28,1.88,13.03
2025-10-22,10040.56,SOXS,no change,no change,no change,no change,SOXS,10875.03,834.47,8.31,5.8
2025-10-23,10875.03,SOXS,no change,no change,no change,no change,SOXS,10015.35,-859.68,-7.91,13.25
2025-10-24,10015.35,SOXS,no change,no change,no change,no change,SOXS,9502.11,-513.24,-5.12,17.7
2025-10-27,9502.11,SOXS,no change,no change,no change,no change,SOXS,8718.63,-783.48,-8.25,24.48
2025-10-28,8718.63,SOXS,no change,no change,no change,no change,SOXS,8704.98,-13.64,-0.16,24.6
2025-10-29,8704.98,SOXS,no change,no change,no change,no change,SOXS,8256.24,-448.74,-5.15,28.49
2025-10-30,8256.24,SOXS,no change,no change,no change,no change,SOXS,8564.43,308.18,3.73,25.82
2025-10-31,8564.43,SOXS,no change,no change,no change,no change,SOXS,8488.59,-75.83,-0.89,26.48
2025-11-03,8488.59,SOXS,no change,no change,no change,no change,SOXS,8411.95,-76.65,-0.9,27.14
2025-11-04,8411.95,SOXS,no change,no change,15:55,SOXL,SOXL,9409.39,997.44,11.86,18.5
2025-11-05,9409.39,SOXL,15:50,SOXL,15:55,SOXS,SOXS,10433.31,1023.92,10.88,9.63
2025-11-06,10433.31,SOXS,no change,no change,15:55,SOXL,SOXL,11401.46,968.15,9.28,1.24
2025-11-07,11401.46,SOXL,no change,no change,no change,no change,SOXL,10910.81,-490.66,-4.3,5.49
2025-11-10,10910.81,SOXL,08:01,SOXL,15:55,SOXL,SOXL,11734.04,823.23,7.55,0.0
2025-11-11,11734.04,SOXL,no change,no change,no change,no change,SOXL,10881.67,-852.37,-7.26,7.26
2025-11-12,10881.67,SOXL,no change,no change,no change,no change,SOXL,11355.38,473.71,4.35,3.23
2025-11-13,11355.38,SOXL,no change,no change,no change,no change,SOXL,10185.46,-1169.92,-10.3,13.2
2025-11-14,10185.46,SOXL,no change,no change,no change,no change,SOXL,10097.16,-88.31,-0.87,13.95
2025-11-17,10097.16,SOXL,no change,no change,no change,no change,SOXL,9588.16,-509.0,-5.04,18.29
2025-11-18,9588.16,SOXL,no change,no change,no change,no change,SOXL,9028.59,-559.57,-5.84,23.06
2025-11-19,9028.59,SOXL,10:48,SOXL,15:55,SOXL,SOXL,9511.82,483.23,5.35,18.94
2025-11-20,9511.82,SOXL,04:48,SOXL,15:55,SOXL,SOXL,10060.77,548.95,5.77,14.26
2025-11-21,10060.77,SOXL,no change,no change,no change,no change,SOXL,10328.36,267.59,2.66,11.98
2025-11-24,10328.36,SOXL,09:50,SOXL,15:55,SOXL,SOXL,11059.8,731.44,7.08,5.75
2025-11-25,11059.8,SOXL,no change,no change,no change,no change,SOXL,11087.36,27.55,0.25,5.51
