Date,runtime_switch_loop.py Day End Equity,runtime_switch_loop.py PnL ($),runtime_switch_loop.py Return %,runtime_switch_loop.py Drawdown %,runtime_switch_loop_v2_controlplane.py Day End Equity,runtime_switch_loop_v2_controlplane.py PnL ($),runtime_switch_loop_v2_controlplane.py Return %,runtime_switch_loop_v2_controlplane.py Drawdown %,FEV1-0001 Day End Equity,FEV1-0001 PnL ($),FEV1-0001 Return %,FEV1-0001 Drawdown %,fev1_best Day End Equity,fev1_best PnL ($),fev1_best Return %,fev1_best Drawdown %
2024-12-10,5718.79,-444.46,-7.21,58.31,6016.01,-467.56,-7.21,63.69,5874.83,-456.59,-7.21,63.69,5826.71,-452.85,-7.21,66.6
2024-12-11,5999.25,280.46,4.9,56.26,6311.04,295.04,4.9,61.91,6162.94,288.11,4.9,61.91,6112.46,285.75,4.9,64.96
2024-12-12,5837.31,-161.93,-2.7,57.44,6140.7,-170.35,-2.7,62.93,5996.59,-166.35,-2.7,62.93,5947.47,-164.99,-2.7,65.9
2024-12-13,6322.09,484.78,8.3,53.91,6650.67,509.97,8.3,59.86,6494.6,498.01,8.3,59.86,6441.4,493.93,8.3,63.07
2024-12-16,6687.47,365.38,5.78,51.24,7035.04,384.37,5.78,57.54,6869.94,375.35,5.78,57.54,6813.67,372.27,5.78,60.94
2024-12-17,6996.12,308.65,4.62,48.99,7359.73,324.69,4.62,55.58,7185.58,315.64,4.59,55.58,7126.72,313.05,4.59,59.14
2024-12-18,7689.59,693.47,9.91,43.94,8089.24,729.51,9.91,51.17,6470.86,-714.72,-9.95,60.0,6417.86,-708.86,-9.95,63.21
2024-12-19,8132.26,442.67,5.76,40.71,8554.91,465.67,5.76,48.36,6843.37,372.51,5.76,57.7,6787.32,369.46,5.76,61.09
2024-12-20,8575.2,442.94,5.45,37.48,9020.88,465.96,5.45,45.55,7216.11,372.74,5.45,55.4,7157.0,369.69,5.45,58.97
2024-12-23,9296.82,721.62,8.42,32.22,9780.0,759.12,8.42,40.97,7823.36,607.25,8.42,51.64,7759.27,602.27,8.42,55.52
2024-12-24,9562.72,265.9,2.86,30.28,10059.72,279.72,2.86,39.28,8047.12,223.76,2.86,50.26,7981.2,221.92,2.86,54.25
2024-12-26,9657.23,94.52,0.99,29.59,10159.15,99.43,0.99,38.68,8126.65,79.54,0.99,49.77,8060.08,78.88,0.99,53.79
2024-12-27,9314.02,-343.21,-3.55,32.09,9800.05,-359.09,-3.53,40.85,7839.4,-287.25,-3.53,51.54,7775.19,-284.9,-3.53,55.43
2024-12-30,9761.49,447.47,4.8,28.83,9333.14,-466.92,-4.76,43.66,7465.9,-373.5,-4.76,53.85,7404.75,-370.44,-4.76,57.55
2024-12-31,10090.14,328.65,3.37,26.44,9647.37,314.23,3.37,41.77,7717.26,251.36,3.37,52.3,7654.05,249.3,3.37,56.12
2025-01-02,9897.26,-192.89,-1.91,27.84,9462.95,-184.42,-1.91,42.88,7569.74,-147.52,-1.91,53.21,7507.73,-146.32,-1.91,56.96
2025-01-03,9143.66,-753.6,-7.61,33.34,8742.42,-720.53,-7.61,47.23,6993.36,-576.38,-7.61,56.77,7034.51,-473.23,-6.3,59.67
2025-01-06,8331.55,-812.1,-8.88,39.26,7965.95,-776.46,-8.88,51.92,6372.24,-621.12,-8.88,60.61,7033.8,-0.7,-0.01,59.68
2025-01-07,8685.86,354.3,4.25,36.67,8304.71,338.75,4.25,49.87,6643.22,270.98,4.25,58.94,7332.92,299.11,4.25,57.96
2025-01-08,8964.16,278.31,3.2,34.64,8570.8,266.09,3.2,48.27,6856.08,212.86,3.2,57.62,7567.87,234.96,3.2,56.62
2025-01-10,9628.07,663.91,7.41,29.8,9205.57,634.78,7.41,44.43,7363.86,507.78,7.41,54.48,8128.37,560.5,7.41,53.4
2025-01-13,9717.74,89.67,0.93,29.15,9291.31,85.73,0.93,43.92,7432.44,68.58,0.93,54.06,8204.07,75.7,0.93,52.97
2025-01-14,9587.75,-129.99,-1.34,30.1,9167.02,-124.28,-1.34,44.67,7333.02,-99.42,-1.34,54.67,8094.33,-109.74,-1.34,53.6
2025-01-15,8941.67,-646.09,-6.74,34.81,8549.29,-617.73,-6.74,48.4,6838.87,-494.15,-6.74,57.73,7548.88,-545.45,-6.74,56.72
2025-01-16,8885.48,-56.19,-0.63,35.22,8495.57,-53.72,-0.63,48.72,6795.9,-42.98,-0.63,57.99,7501.45,-47.44,-0.63,57.0
2025-01-17,8181.19,-704.29,-7.93,40.35,7822.18,-673.39,-7.93,52.78,6257.23,-538.66,-7.93,61.32,6906.86,-594.59,-7.93,60.41
2025-01-21,7882.9,-298.28,-3.65,42.53,7536.99,-285.19,-3.65,54.51,6027.89,-229.34,-3.67,62.74,6653.71,-253.15,-3.67,61.86
2025-01-22,7550.8,-332.11,-4.21,44.95,7218.01,-318.98,-4.23,56.43,6279.23,251.33,4.17,61.19,6931.14,277.43,4.17,60.27
2025-01-23,7644.59,93.79,1.24,44.27,7138.78,-79.23,-1.1,56.91,6210.3,-68.93,-1.1,61.61,6855.05,-76.08,-1.1,60.7
2025-01-24,8087.01,442.42,5.79,41.04,6727.87,-410.91,-5.76,59.39,5852.84,-357.46,-5.76,63.82,6460.48,-394.58,-5.76,62.96
2025-01-27,10061.27,1974.26,24.41,26.65,5092.19,-1635.68,-24.31,69.26,4429.89,-1422.94,-24.31,72.62,4889.8,-1570.67,-24.31,71.97
2025-01-28,10299.15,237.88,2.36,24.91,5212.59,120.4,2.36,68.54,4534.63,104.74,2.36,71.97,5005.42,115.61,2.36,71.31
2025-01-29,10340.45,41.3,0.4,24.61,5233.49,20.9,0.4,68.41,4552.81,18.18,0.4,71.86,5025.49,20.07,0.4,71.19
2025-01-30,9689.85,-650.6,-6.29,29.35,4904.21,-329.28,-6.29,70.4,4266.36,-286.45,-6.29,73.63,4774.21,-251.27,-5.0,72.63
2025-01-31,9770.45,80.6,0.83,28.77,4945.0,40.79,0.83,70.15,4301.85,35.49,0.83,73.41,4773.73,-0.48,-0.01,72.63
2025-02-03,10243.77,473.32,4.84,25.32,5184.56,239.56,4.84,68.71,4510.25,208.4,4.84,72.12,5004.99,231.26,4.84,71.31
2025-02-04,10491.14,247.37,2.41,23.51,5309.76,125.2,2.41,67.95,4619.16,108.91,2.41,71.45,5125.86,120.86,2.41,70.61
2025-02-05,11066.08,574.94,5.48,19.32,5600.74,290.99,5.48,66.19,4872.3,253.14,5.48,69.88,5406.77,280.91,5.48,69.0
2025-02-06,11110.52,44.44,0.4,19.0,5623.23,22.49,0.4,66.06,4891.87,19.57,0.4,69.76,5428.48,21.71,0.4,68.88
2025-02-07,11604.08,493.57,4.44,15.4,5873.04,249.8,4.44,64.55,5109.18,217.31,4.44,68.42,5669.63,241.15,4.44,67.5
2025-02-10,11116.4,-487.68,-4.2,18.95,5626.21,-246.82,-4.2,66.04,4894.46,-214.72,-4.2,69.75,5431.35,-238.28,-4.2,68.86
2025-02-11,11163.24,46.84,0.42,18.61,5649.92,23.71,0.42,65.9,4915.08,20.62,0.42,69.62,5454.24,22.89,0.42,68.73
2025-02-12,11102.12,-61.12,-0.55,19.06,5618.98,-30.94,-0.55,66.08,4888.17,-26.91,-0.55,69.79,5424.37,-29.86,-0.55,68.9
2025-02-13,10727.2,-374.92,-3.38,21.79,5429.23,-189.75,-3.38,67.23,4723.1,-165.07,-3.38,70.81,5241.19,-183.18,-3.38,69.95
2025-02-14,10705.7,-21.49,-0.2,21.95,5418.35,-10.88,-0.2,67.29,4713.63,-9.46,-0.2,70.86,5230.69,-10.5,-0.2,70.01
2025-02-18,10171.29,-534.42,-4.99,25.84,5147.87,-270.48,-4.99,68.93,4478.33,-235.3,-4.99,72.32,5124.44,-106.25,-2.03,70.62
2025-02-19,9662.72,-508.57,-5.0,29.55,4890.48,-257.39,-5.0,70.48,4254.42,-223.92,-5.0,73.7,5123.93,-0.51,-0.01,70.63
2025-02-20,9596.26,-66.46,-0.69,30.04,4856.84,-33.64,-0.69,70.68,4225.16,-29.26,-0.69,73.88,5088.69,-35.24,-0.69,70.83
2025-02-21,10453.2,856.94,8.93,23.79,5290.56,433.71,8.93,68.07,4602.46,377.3,8.93,71.55,5543.11,454.42,8.93,68.22
2025-02-24,11158.32,705.12,6.75,18.65,5647.43,356.87,6.75,65.91,4912.92,310.46,6.75,69.63,5917.01,373.91,6.75,66.08
2025-02-25,10303.67,-854.65,-7.66,24.88,5214.87,-432.55,-7.66,68.52,4536.62,-376.29,-7.66,71.96,5463.81,-453.2,-7.66,68.68
2025-02-26,10974.51,670.85,6.51,19.99,5554.4,339.53,6.51,66.47,4831.99,295.37,6.51,70.13,5819.55,355.73,6.51,66.64
2025-02-27,9090.97,-1883.55,-17.16,33.72,4601.1,-953.3,-17.16,72.23,4002.68,-829.31,-17.16,75.26,4820.74,-998.8,-17.16,72.36
2025-02-28,9388.52,297.55,3.27,31.55,4751.7,150.6,3.27,71.32,4133.69,131.01,3.27,74.45,4978.53,157.79,3.27,71.46
2025-03-03,8369.01,-1019.52,-10.86,38.98,4235.71,-516.0,-10.86,74.43,3684.8,-448.88,-10.86,77.22,4437.9,-540.63,-10.86,74.56
2025-03-04,9061.69,692.69,8.28,33.93,4586.29,350.58,8.28,72.32,3989.79,304.98,8.28,75.34,4805.22,367.32,8.28,72.45
2025-03-05,9695.55,633.86,6.99,29.31,4907.09,320.81,6.99,70.38,4268.87,279.08,6.99,73.61,5141.34,336.12,6.99,70.53
2025-03-06,8495.49,-1200.06,-12.38,38.06,4299.72,-607.37,-12.38,74.05,3740.49,-528.38,-12.38,76.88,4504.97,-636.37,-12.38,74.17
2025-03-07,9016.34,520.85,6.13,34.26,4563.33,263.61,6.13,72.46,3969.82,229.33,6.13,75.46,4781.17,276.2,6.13,72.59
2025-03-10,7692.87,-1323.47,-14.68,43.91,3893.5,-669.83,-14.68,76.5,3387.11,-582.71,-14.68,79.06,4079.36,-701.81,-14.68,76.61
2025-03-11,7513.61,-179.26,-2.33,45.22,3802.78,-90.73,-2.33,77.05,3308.18,-78.93,-2.33,79.55,3984.3,-95.06,-2.33,77.16
2025-03-12,7534.42,20.8,0.28,45.07,3813.3,10.53,0.28,76.98,3317.34,9.16,0.28,79.49,3995.34,11.03,0.28,77.1
2025-03-13,7666.94,132.53,1.76,44.1,3880.38,67.07,1.76,76.58,3375.69,58.35,1.76,79.13,4065.61,70.28,1.76,76.69
2025-03-14,7427.23,-239.71,-3.13,45.85,3759.06,-121.32,-3.13,77.31,3270.15,-105.54,-3.13,79.79,3938.5,-127.11,-3.13,77.42
2025-03-17,7283.59,-143.64,-1.93,46.9,3686.36,-72.7,-1.93,77.75,3206.91,-63.24,-1.93,80.18,3862.33,-76.17,-1.93,77.86
2025-03-18,7550.43,266.84,3.66,44.95,3821.41,135.05,3.66,76.93,3324.39,117.49,3.66,79.45,4003.83,141.5,3.66,77.05
2025-03-19,7303.79,-246.64,-3.27,46.75,3696.58,-124.83,-3.27,77.69,3215.8,-108.59,-3.27,80.12,3873.04,-130.79,-3.27,77.8
2025-03-20,7308.87,5.08,0.07,46.71,3699.15,2.57,0.07,77.67,3218.04,2.24,0.07,80.11,3875.74,2.69,0.07,77.78
2025-03-21,7392.79,83.91,1.15,46.1,3741.62,42.47,1.15,77.42,3254.98,36.95,1.15,79.88,3920.23,44.5,1.15,77.53
2025-03-24,6934.26,-458.52,-6.2,49.44,3509.56,-232.07,-6.2,78.82,3053.1,-201.88,-6.2,81.13,3677.09,-243.14,-6.2,78.92
2025-03-25,6876.99,-57.28,-0.83,49.86,3480.57,-28.99,-0.83,78.99,3027.88,-25.22,-0.83,81.28,3683.83,6.75,0.18,78.88
2025-03-26,7169.14,292.15,4.25,47.73,3628.43,147.86,4.25,78.1,3156.51,128.63,4.25,80.49,3743.78,59.95,1.63,78.54
2025-03-27,7252.0,82.86,1.16,47.13,3670.37,41.94,1.16,77.85,3193.0,36.48,1.16,80.26,3786.93,43.15,1.15,78.29
2025-03-28,7316.56,64.55,0.89,46.66,3703.04,32.67,0.89,77.65,3221.42,28.42,0.89,80.09,3823.24,36.32,0.96,78.08
2025-03-31,7174.93,-141.63,-1.94,47.69,3631.36,-71.68,-1.94,78.08,3159.06,-62.36,-1.94,80.47,3749.25,-73.99,-1.94,78.51
2025-04-01,7057.13,-117.8,-1.64,48.55,3571.74,-59.62,-1.64,78.44,3107.19,-51.87,-1.64,80.79,3688.04,-61.21,-1.63,78.86
2025-04-02,6970.6,-86.53,-1.23,49.18,3527.95,-43.79,-1.23,78.7,3069.1,-38.1,-1.23,81.03,3642.04,-46.0,-1.25,79.12
2025-04-03,7439.22,468.62,6.72,45.76,3765.15,237.2,6.72,77.27,3275.45,206.35,6.72,79.75,3891.38,249.34,6.85,77.69
2025-04-04,7990.51,551.3,7.41,41.74,4052.88,287.73,7.64,75.54,3525.75,250.31,7.64,78.21,4189.48,298.1,7.66,75.98
2025-04-07,8424.22,433.71,5.43,38.58,4228.95,176.07,4.34,74.47,3678.93,153.17,4.34,77.26,4208.09,18.62,0.44,75.88
2025-04-08,8885.17,460.95,5.47,35.22,4434.68,205.73,4.86,73.23,3857.9,178.97,4.86,76.15,4309.88,101.79,2.42,75.29
2025-04-09,8181.56,-703.6,-7.92,40.35,4020.66,-414.02,-9.34,75.73,3497.73,-360.17,-9.34,78.38,4409.85,99.97,2.32,74.72
2025-04-10,9149.4,967.84,11.83,33.29,4445.79,425.13,10.57,73.16,3867.56,369.83,10.57,76.09,4697.06,287.2,6.51,73.07
2025-04-11,8619.36,-530.04,-5.79,37.16,4216.07,-229.72,-5.17,74.55,3667.72,-199.84,-5.17,77.33,4438.0,-259.06,-5.52,74.56
2025-04-14,8451.59,-167.77,-1.95,38.38,4144.54,-71.53,-1.7,74.98,3605.5,-62.22,-1.7,77.71,4398.23,-39.77,-0.9,74.79
2025-04-15,8508.61,57.03,0.67,37.97,4172.51,27.96,0.67,74.81,3629.82,24.33,0.67,77.56,4427.91,29.68,0.67,74.62
2025-04-16,9198.03,689.42,8.1,32.94,4510.59,338.08,8.1,72.77,3923.94,294.11,8.1,75.75,4786.68,358.78,8.1,72.56
2025-04-17,9307.32,109.29,1.19,32.14,4564.18,53.59,1.19,72.45,3970.56,46.62,1.19,75.46,4843.56,56.87,1.19,72.23
2025-04-21,9871.33,564.01,6.06,28.03,4840.76,276.58,6.06,70.78,4211.17,240.61,6.06,73.97,5137.07,293.51,6.06,70.55
2025-04-22,9435.26,-436.07,-4.42,31.21,4626.92,-213.84,-4.42,72.07,4025.14,-186.03,-4.42,75.12,4910.14,-226.93,-4.42,71.85
2025-04-23,8879.84,-555.42,-5.89,35.26,4354.55,-272.37,-5.89,73.72,3788.19,-236.95,-5.89,76.58,4526.34,-383.8,-7.82,74.05
2025-04-24,8292.94,-586.9,-6.61,39.54,4066.74,-287.81,-6.61,75.45,3537.82,-250.37,-6.61,78.13,4412.95,-113.38,-2.51,74.7
2025-04-25,8082.76,-210.18,-2.53,41.07,3963.67,-103.07,-2.53,76.07,3448.15,-89.67,-2.53,78.69,4371.71,-41.24,-0.93,74.94
2025-04-28,8107.67,24.91,0.31,40.89,3975.89,12.22,0.31,76.0,3458.78,10.63,0.31,78.62,4385.18,13.47,0.31,74.86
2025-04-29,8000.27,-107.4,-1.32,41.67,3923.22,-52.67,-1.32,76.32,3412.96,-45.82,-1.32,78.9,4327.09,-58.09,-1.32,75.19
2025-04-30,8010.82,10.56,0.13,41.6,3928.4,5.18,0.13,76.29,3417.46,4.5,0.13,78.88,4269.51,-57.58,-1.33,75.52
2025-05-01,8057.03,46.21,0.58,41.26,3951.06,22.66,0.58,76.15,3437.18,19.71,0.58,78.75,4294.14,24.63,0.58,75.38
2025-05-02,8194.31,137.28,1.7,40.26,4018.38,67.32,1.7,75.74,3495.74,58.56,1.7,78.39,4367.31,73.16,1.7,74.96
2025-05-05,8047.17,-147.14,-1.8,41.33,3946.22,-72.15,-1.8,76.18,3432.97,-62.77,-1.8,78.78,4288.89,-78.42,-1.8,75.41
2025-05-06,7847.08,-200.1,-2.49,42.79,3848.1,-98.12,-2.49,76.77,3347.61,-85.36,-2.49,79.31,4182.24,-106.65,-2.49,76.02
2025-05-07,7790.68,-56.39,-0.72,43.2,3820.44,-27.66,-0.72,76.94,3323.55,-24.06,-0.72,79.46,4152.19,-30.06,-0.72,76.2
2025-05-08,7829.18,38.5,0.49,42.92,3839.32,18.88,0.49,76.83,3339.98,16.42,0.49,79.36,4172.71,20.52,0.49,76.08
2025-05-09,7878.43,49.25,0.63,42.56,3863.47,24.15,0.63,76.68,3360.98,21.01,0.63,79.23,4198.95,26.25,0.63,75.93
2025-05-12,8613.4,734.97,9.33,37.2,4223.89,360.42,9.33,74.5,3674.53,313.54,9.33,77.29,4590.67,391.71,9.33,73.68
2025-05-13,9069.45,456.05,5.29,33.88,4447.53,223.64,5.29,73.15,3869.08,194.55,5.29,76.08,4833.73,243.06,5.29,72.29
2025-05-14,9159.96,90.51,1.0,33.22,4491.92,44.38,1.0,72.89,3907.69,38.61,1.0,75.85,4881.97,48.24,1.0,72.01
2025-05-15,9048.38,-111.58,-1.22,34.03,4437.2,-54.72,-1.22,73.22,3860.09,-47.6,-1.22,76.14,4822.5,-59.47,-1.22,72.35
2025-05-16,9105.71,57.34,0.63,33.61,4465.32,28.12,0.63,73.05,3884.55,24.46,0.63,75.99,4853.06,30.56,0.63,72.18
2025-05-19,8985.5,-120.21,-1.32,34.49,4406.37,-58.95,-1.32,73.4,3833.27,-51.28,-1.32,76.31,4788.99,-64.07,-1.32,72.55
2025-05-20,8871.73,-113.77,-1.27,35.32,4350.57,-55.79,-1.27,73.74,3784.73,-48.54,-1.27,76.61,4728.35,-60.64,-1.27,72.89
2025-05-21,8518.57,-353.16,-3.98,37.89,4177.39,-173.18,-3.98,74.78,3634.07,-150.66,-3.98,77.54,4540.13,-188.22,-3.98,73.97
2025-05-22,8409.78,-108.79,-1.28,38.69,4124.04,-53.35,-1.28,75.11,3587.66,-46.41,-1.28,77.82,4482.15,-57.98,-1.28,74.31
2025-05-23,8154.57,-255.21,-3.03,40.55,3998.89,-125.15,-3.03,75.86,3478.79,-108.88,-3.03,78.5,4346.13,-136.02,-3.03,75.08
2025-05-27,8652.53,497.97,6.11,36.92,4243.08,244.2,6.11,74.39,3691.22,212.44,6.11,77.18,4611.53,265.4,6.11,73.56
2025-05-28,8555.73,-96.8,-1.12,37.62,4195.61,-47.47,-1.12,74.67,3649.93,-41.3,-1.12,77.44,4559.93,-51.59,-1.12,73.86
2025-05-29,8924.93,369.2,4.32,34.93,4376.66,181.05,4.32,73.58,3807.43,157.5,4.32,76.47,4756.7,196.77,4.32,72.73
2025-05-30,8738.66,-186.26,-2.09,36.29,4285.32,-91.34,-2.09,74.13,3727.97,-79.46,-2.09,76.96,4657.43,-99.27,-2.09,73.3
2025-06-02,8819.16,80.5,0.92,35.7,4324.79,39.47,0.92,73.9,3762.31,34.34,0.92,76.74,4700.33,42.9,0.92,73.05
2025-06-03,9157.14,337.99,3.83,33.24,4490.54,165.74,3.83,72.89,3906.49,144.19,3.83,75.85,4880.47,180.14,3.83,72.02
2025-06-04,9253.36,96.21,1.05,32.54,4537.72,47.18,1.05,72.61,3947.54,41.05,1.05,75.6,4931.75,51.28,1.05,71.73
2025-06-05,9187.93,-65.43,-0.71,33.01,4505.63,-32.09,-0.71,72.8,3919.62,-27.91,-0.71,75.77,4896.87,-34.87,-0.71,71.93
2025-06-06,9417.4,229.47,2.5,31.34,4618.16,112.53,2.5,72.12,4017.52,97.89,2.5,75.17,5019.18,122.3,2.5,71.23
2025-06-09,9672.83,255.43,2.71,29.48,4743.42,125.26,2.71,71.37,4126.49,108.97,2.71,74.49,5155.31,136.14,2.71,70.45
2025-06-10,9890.87,218.04,2.25,27.89,4850.35,106.92,2.25,70.72,4219.5,93.02,2.25,73.92,5271.52,116.21,2.25,69.78
2025-06-11,9820.35,-70.52,-0.71,28.4,4815.76,-34.58,-0.71,70.93,4189.42,-30.08,-0.71,74.1,5233.93,-37.59,-0.71,70.0
2025-06-12,9843.14,22.79,0.23,28.24,4826.94,11.18,0.23,70.86,4199.14,9.72,0.23,74.04,5246.08,12.15,0.23,69.93
2025-06-13,9301.21,-541.93,-5.51,32.19,4561.18,-265.76,-5.51,72.47,3967.95,-231.19,-5.51,75.47,4957.25,-288.83,-5.51,71.58
2025-06-16,9777.78,476.57,5.12,28.71,4794.89,233.7,5.12,71.06,4171.26,203.31,5.12,74.22,5211.24,254.0,5.12,70.13
2025-06-17,9554.45,-223.33,-2.28,30.34,4685.37,-109.52,-2.28,71.72,4075.98,-95.27,-2.28,74.81,5092.22,-119.03,-2.28,70.81
2025-06-18,9548.46,-5.99,-0.06,30.38,4682.43,-2.94,-0.06,71.74,4073.43,-2.56,-0.06,74.82,5089.03,-3.19,-0.06,70.83
2025-06-20,9496.13,-52.32,-0.55,30.77,4656.77,-25.66,-0.55,71.89,4051.11,-22.32,-0.55,74.96,5061.14,-27.89,-0.55,70.99
2025-06-23,9559.9,63.77,0.67,30.3,4688.04,31.27,0.67,71.7,4078.31,27.2,0.67,74.79,5095.12,33.99,0.67,70.79
2025-06-24,10155.42,595.52,6.23,25.96,4980.43,292.39,6.24,69.94,4332.67,254.36,6.24,73.22,5412.9,317.77,6.24,68.97
2025-06-25,9925.3,-230.12,-2.27,27.64,5093.58,113.15,2.27,69.25,4431.1,98.44,2.27,72.61,5535.88,122.98,2.27,68.26
2025-06-26,10162.0,236.7,2.38,25.91,5215.05,121.47,2.38,68.52,4536.78,105.67,2.38,71.96,5667.9,132.02,2.38,67.51
2025-06-27,10115.44,-46.56,-0.46,26.25,5191.16,-23.89,-0.46,68.67,4515.99,-20.79,-0.46,72.09,5641.93,-25.97,-0.46,67.66
2025-06-30,10152.2,36.76,0.36,25.98,5210.02,18.86,0.36,68.55,4532.4,16.41,0.36,71.98,5662.43,20.5,0.36,67.54
2025-07-01,10032.48,-119.72,-1.18,26.86,5148.59,-61.44,-1.18,68.92,4478.95,-53.45,-1.18,72.31,5595.66,-66.77,-1.18,67.92
2025-07-02,10544.23,511.75,5.1,23.12,5411.21,262.63,5.1,67.34,4707.42,228.47,5.1,70.9,5881.09,285.43,5.1,66.29
2025-07-03,10655.46,111.22,1.05,22.31,5468.29,57.08,1.05,66.99,4757.08,49.66,1.05,70.6,5943.12,62.04,1.05,65.93
2025-07-07,10109.31,-546.14,-5.13,26.3,5188.02,-280.27,-5.13,68.68,4513.25,-243.82,-5.13,72.1,5638.51,-304.61,-5.13,67.68
2025-07-08,10709.72,600.4,5.94,21.92,5496.14,308.12,5.94,66.82,4781.3,268.05,5.94,70.45,5973.39,334.88,5.94,65.76
2025-07-09,10772.59,62.88,0.59,21.46,5528.41,32.27,0.59,66.63,4809.37,28.07,0.59,70.27,6008.46,35.07,0.59,65.56
2025-07-10,11096.77,324.18,3.01,19.1,5694.77,166.37,3.01,65.63,4954.1,144.73,3.01,69.38,6189.27,180.81,3.01,64.52
2025-07-11,11080.55,-16.22,-0.15,19.21,5686.45,-8.32,-0.15,65.68,4946.86,-7.24,-0.15,69.42,6180.22,-9.05,-0.15,64.57
2025-07-14,10723.92,-356.64,-3.22,21.81,5503.42,-183.02,-3.22,66.78,4787.64,-159.22,-3.22,70.41,5981.31,-198.92,-3.22,65.71
2025-07-15,11117.02,393.1,3.67,18.95,5705.16,201.74,3.67,65.56,4963.14,175.5,3.67,69.32,6200.56,219.25,3.67,64.45
2025-07-16,10914.41,-202.61,-1.82,20.43,5601.18,-103.98,-1.82,66.19,4872.69,-90.45,-1.82,69.88,6087.55,-113.01,-1.82,65.1
2025-07-17,11076.55,162.14,1.49,19.24,5684.39,83.21,1.49,65.69,4945.07,72.39,1.49,69.43,6177.99,90.43,1.49,64.58
2025-07-18,11094.74,18.19,0.16,19.11,5693.73,9.34,0.16,65.63,4953.19,8.12,0.16,69.38,6188.14,10.15,0.16,64.53
2025-07-21,11149.5,54.76,0.49,18.71,5721.83,28.1,0.49,65.46,4977.64,24.45,0.49,69.23,6218.68,30.54,0.49,64.35
2025-07-22,10675.19,-474.31,-4.25,22.17,5478.42,-243.41,-4.25,66.93,4765.89,-211.75,-4.25,70.54,5954.13,-264.55,-4.25,65.87
2025-07-23,10379.39,-295.8,-2.77,24.33,5326.62,-151.8,-2.77,67.85,4633.83,-132.06,-2.77,71.36,5789.15,-164.98,-2.77,66.81
2025-07-24,10389.06,9.67,0.09,24.26,5331.58,4.96,0.09,67.82,4638.14,4.32,0.09,71.33,5794.54,5.39,0.09,66.78
2025-07-25,10427.24,38.18,0.37,23.98,5351.17,19.59,0.37,67.7,4655.19,17.05,0.37,71.23,5815.83,21.3,0.37,66.66
2025-07-28,9837.45,-589.78,-5.66,28.28,5048.5,-302.67,-5.66,69.53,4391.88,-263.31,-5.66,72.85,5486.88,-328.95,-5.66,68.55
2025-07-29,9883.08,45.62,0.46,27.95,5071.91,23.41,0.46,69.39,4412.25,20.37,0.46,72.73,5512.32,25.45,0.46,68.4
2025-07-30,10059.11,176.03,1.78,26.66,5162.25,90.34,1.78,68.84,4490.84,78.59,1.78,72.24,5610.51,98.18,1.78,67.84
2025-07-31,9060.17,-998.94,-9.93,33.94,4649.6,-512.65,-9.93,71.93,4044.87,-445.97,-9.93,75.0,5053.35,-557.16,-9.93,71.03
2025-08-01,9338.18,278.01,3.07,31.92,4792.28,142.67,3.07,71.07,4168.99,124.12,3.07,74.23,5208.41,155.06,3.07,70.14
2025-08-04,9671.28,333.1,3.57,29.49,4963.22,170.95,3.57,70.04,4317.7,148.71,3.57,73.31,5394.2,185.79,3.57,69.08
2025-08-05,9813.67,142.39,1.47,28.45,5036.29,73.07,1.47,69.6,4381.27,63.57,1.47,72.92,5473.61,79.42,1.47,68.62
2025-08-06,9532.68,-280.99,-2.86,30.5,4892.09,-144.2,-2.86,70.47,4255.82,-125.45,-2.86,73.69,5316.89,-156.72,-2.86,69.52
2025-08-07,9949.22,416.54,4.37,27.46,5105.86,213.76,4.37,69.18,4441.78,185.96,4.37,72.54,5549.22,232.33,4.37,68.19
2025-08-08,10246.18,296.96,2.98,25.3,5258.25,152.4,2.98,68.26,4574.36,132.57,2.98,71.73,5714.85,165.63,2.98,67.24
2025-08-11,10150.53,-95.64,-0.93,26.0,5209.17,-49.08,-0.93,68.56,4531.66,-42.7,-0.93,71.99,5661.5,-53.35,-0.93,67.54
2025-08-12,11182.89,1032.36,10.17,18.47,5738.97,529.8,10.17,65.36,4992.55,460.89,10.17,69.14,6237.3,575.8,10.17,64.24
2025-08-13,11680.05,497.16,4.45,14.84,5995.3,256.34,4.47,63.81,5215.55,223.0,4.47,67.76,6515.9,278.6,4.47,62.65
2025-08-14,11598.59,-81.47,-0.7,15.44,6039.67,44.36,0.74,63.54,5254.14,38.59,0.74,67.52,6564.12,48.22,0.74,62.37
2025-08-15,12462.74,864.15,7.45,9.14,5607.03,-432.64,-7.16,66.16,4877.77,-376.37,-7.16,69.85,6093.91,-470.21,-7.16,65.07
2025-08-18,12519.58,56.84,0.46,8.72,5632.6,25.57,0.46,66.0,4900.02,22.25,0.46,69.71,6121.7,27.79,0.46,64.91
2025-08-19,11888.27,-631.3,-5.04,13.33,5348.57,-284.03,-5.04,67.72,4652.93,-247.09,-5.04,71.24,5813.01,-308.69,-5.04,66.68
2025-08-20,11728.44,-159.83,-1.34,14.49,5276.66,-71.91,-1.34,68.15,4590.37,-62.56,-1.34,71.63,5734.86,-78.15,-1.34,67.12
2025-08-21,11562.46,-165.97,-1.42,15.7,5201.99,-74.67,-1.42,68.6,4525.41,-64.96,-1.42,72.03,5653.7,-81.16,-1.42,67.59
