Date,runtime_switch_loop.py Day End Equity,runtime_switch_loop.py PnL ($),runtime_switch_loop.py Return %,runtime_switch_loop.py Drawdown %,runtime_switch_loop_v2_controlplane.py Day End Equity,runtime_switch_loop_v2_controlplane.py PnL ($),runtime_switch_loop_v2_controlplane.py Return %,runtime_switch_loop_v2_controlplane.py Drawdown %,FEV1-0001 Day End Equity,FEV1-0001 PnL ($),FEV1-0001 Return %,FEV1-0001 Drawdown %,fev1_best Day End Equity,fev1_best PnL ($),fev1_best Return %,fev1_best Drawdown %
2021-06-28,19026.75,1361.6,7.71,8.7,16460.6,1177.96,7.71,0.73,15037.61,1076.13,7.71,0.73,15691.08,1122.89,7.71,0.97
2021-06-29,19468.89,442.15,2.32,6.58,16843.11,382.52,2.32,0.0,15387.06,349.45,2.32,0.0,16055.71,364.63,2.32,0.0
2021-06-30,19441.41,-27.48,-0.14,6.71,16819.34,-23.78,-0.14,0.14,15365.34,-21.72,-0.14,0.14,16033.05,-22.66,-0.14,0.14
2021-07-01,18507.11,-934.31,-4.81,11.19,16011.04,-808.3,-4.81,4.94,14626.92,-738.42,-4.81,4.94,15262.54,-770.51,-4.81,4.94
2021-07-02,18872.1,364.99,1.97,9.44,16326.8,315.76,1.97,3.07,14915.39,288.47,1.97,3.07,15563.54,301.0,1.97,3.07
2021-07-06,18759.44,-112.66,-0.6,9.98,16229.34,-97.46,-0.6,3.64,14826.35,-89.04,-0.6,3.64,15470.64,-92.9,-0.6,3.64
2021-07-07,18021.36,-738.08,-3.93,13.52,15590.81,-638.53,-3.93,7.44,14243.02,-583.33,-3.93,7.44,14861.96,-608.68,-3.93,7.44
2021-07-08,17209.99,-811.37,-4.5,17.42,14888.87,-701.94,-4.5,11.6,13601.76,-641.26,-4.5,11.6,14192.83,-669.13,-4.5,11.6
2021-07-09,16210.43,-999.56,-5.81,22.21,14021.31,-867.56,-5.83,16.75,12809.2,-792.56,-5.83,16.75,13365.83,-827.0,-5.83,16.75
2021-07-12,15667.18,-543.25,-3.35,24.82,14497.38,476.07,3.4,13.93,13244.11,434.91,3.4,13.93,13819.64,453.81,3.4,13.93
2021-07-13,15904.25,237.07,1.51,23.68,14255.87,-241.51,-1.67,15.36,13023.48,-220.63,-1.67,15.36,13589.42,-230.22,-1.67,15.36
2021-07-14,16080.04,175.79,1.11,22.84,14702.03,446.16,3.13,12.71,13431.07,407.59,3.13,12.71,14014.73,425.31,3.13,12.71
2021-07-15,17133.94,1053.89,6.55,17.78,13731.74,-970.29,-6.6,18.47,12544.66,-886.41,-6.6,18.47,13089.8,-924.93,-6.6,18.47
2021-07-16,18268.24,1134.3,6.62,12.34,14640.81,909.07,6.62,13.08,13375.14,830.48,6.62,13.08,13956.37,866.57,6.62,13.08
2021-07-19,18350.8,82.57,0.45,11.94,14706.98,66.17,0.45,12.68,13435.59,60.45,0.45,12.68,14019.45,63.08,0.45,12.68
2021-07-20,17338.41,-1012.39,-5.52,16.8,13895.62,-811.37,-5.52,17.5,12694.37,-741.23,-5.52,17.5,13246.01,-773.44,-5.52,17.5
2021-07-21,15948.57,-1389.84,-8.02,23.47,12781.75,-1113.87,-8.02,24.11,11676.79,-1017.57,-8.02,24.11,12184.22,-1061.79,-8.02,24.11
2021-07-22,16297.34,348.76,2.19,21.8,13061.26,279.51,2.19,22.45,11932.14,255.35,2.19,22.45,12450.66,266.45,2.19,22.45
2021-07-23,15960.53,-336.81,-2.07,23.41,12791.33,-269.93,-2.07,24.06,11685.55,-246.6,-2.07,24.06,12193.35,-257.31,-2.07,24.06
2021-07-26,16052.23,91.7,0.57,22.97,12864.82,73.49,0.57,23.62,11752.69,67.14,0.57,23.62,12263.41,70.06,0.57,23.62
2021-07-27,16994.86,942.63,5.87,18.45,13620.28,755.46,5.87,19.13,12442.84,690.15,5.87,19.13,12983.55,720.14,5.87,19.13
2021-07-28,16014.85,-980.01,-5.77,23.15,12832.3,-787.98,-5.79,23.81,11722.97,-719.86,-5.79,23.81,12232.4,-751.15,-5.79,23.81
2021-07-29,15102.21,-912.64,-5.7,27.53,13348.14,515.85,4.02,20.75,12194.23,471.25,4.02,20.75,12724.13,491.73,4.02,20.75
2021-07-30,14836.45,-265.76,-1.76,28.81,13590.08,241.94,1.81,19.31,12415.25,221.02,1.81,19.31,12954.76,230.63,1.81,19.31
2021-08-02,14580.69,-255.76,-1.72,30.03,14108.12,518.03,3.81,16.24,12888.5,473.25,3.81,16.24,13448.58,493.82,3.81,16.24
2021-08-03,14287.33,-293.35,-2.01,31.44,14391.1,282.98,2.01,14.56,13147.02,258.52,2.01,14.56,13718.33,269.76,2.01,14.56
2021-08-04,13744.1,-543.24,-3.8,34.05,14939.43,548.33,3.81,11.3,13647.94,500.92,3.81,11.3,14241.02,522.69,3.81,11.3
2021-08-05,13950.53,206.43,1.5,33.06,14709.51,-229.91,-1.54,12.67,13437.91,-210.04,-1.54,12.67,14021.86,-219.16,-1.54,12.67
2021-08-06,14041.13,90.61,0.65,32.62,14607.21,-102.31,-0.7,13.27,13344.44,-93.46,-0.7,13.27,13924.33,-97.52,-0.7,13.27
2021-08-09,14178.69,137.56,0.98,31.96,14463.29,-143.92,-0.99,14.13,13212.97,-131.48,-0.99,14.13,13787.15,-137.19,-0.99,14.13
2021-08-10,14734.97,556.28,3.92,29.29,13896.61,-566.68,-3.92,17.49,12695.28,-517.69,-3.92,17.49,13246.96,-540.18,-3.92,17.49
2021-08-11,14797.99,63.02,0.43,28.99,13847.53,-49.08,-0.35,17.79,12650.44,-44.84,-0.35,17.79,13200.17,-46.79,-0.35,17.79
2021-08-12,15276.04,478.05,3.23,26.7,13375.8,-471.73,-3.41,20.59,12219.49,-430.95,-3.41,20.59,12750.5,-449.68,-3.41,20.59
2021-08-13,15095.68,-180.35,-1.18,27.56,13215.24,-160.56,-1.2,21.54,12072.81,-146.68,-1.2,21.54,12597.44,-153.06,-1.2,21.54
2021-08-16,15189.12,93.43,0.62,27.12,13127.43,-87.81,-0.66,22.06,11992.59,-80.22,-0.66,22.06,12513.73,-83.71,-0.66,22.06
2021-08-17,16099.6,910.49,5.99,22.75,13914.33,786.9,5.99,17.39,12711.46,718.87,5.99,17.39,13263.85,750.11,5.99,17.39
2021-08-18,16646.97,547.37,3.4,20.12,14387.4,473.07,3.4,14.58,13143.64,432.17,3.4,14.58,13714.8,450.96,3.4,14.58
2021-08-19,16385.13,-261.84,-1.57,21.38,14161.1,-226.3,-1.57,15.92,12936.9,-206.73,-1.57,15.92,13499.08,-215.72,-1.57,15.92
2021-08-20,16047.44,-337.69,-2.06,23.0,13869.25,-291.85,-2.06,17.66,12670.28,-266.62,-2.06,17.66,13220.87,-278.21,-2.06,17.66
2021-08-23,14700.2,-1347.24,-8.4,29.46,12702.33,-1166.92,-8.41,24.58,11604.24,-1066.04,-8.41,24.58,12108.51,-1112.36,-8.41,24.58
2021-08-24,14711.07,10.86,0.07,29.41,12705.94,3.61,0.03,24.56,11607.54,3.3,0.03,24.56,12111.95,3.44,0.03,24.56
2021-08-25,14319.06,-392.0,-2.66,31.29,13051.67,345.73,2.72,22.51,11923.38,315.84,2.72,22.51,12441.52,329.57,2.72,22.51
2021-08-26,14306.89,-12.17,-0.09,31.35,13040.11,-11.56,-0.09,22.58,11912.82,-10.56,-0.09,22.58,12430.5,-11.02,-0.09,22.58
2021-08-27,13505.06,-801.83,-5.6,35.2,13774.28,734.17,5.63,18.22,12583.52,670.7,5.63,18.22,13130.35,699.85,5.63,18.22
2021-08-30,13342.09,-162.97,-1.21,35.98,13930.91,156.63,1.14,17.29,12726.61,143.09,1.14,17.29,13279.66,149.31,1.14,17.29
2021-08-31,13700.63,358.54,2.69,34.26,13561.15,-369.76,-2.65,19.49,12388.82,-337.79,-2.65,19.49,12927.18,-352.47,-2.65,19.49
2021-09-01,13885.34,184.71,1.35,33.37,13377.09,-184.06,-1.36,20.58,12220.67,-168.15,-1.36,20.58,12751.73,-175.46,-1.36,20.58
2021-09-02,13814.28,-71.05,-0.51,33.71,13455.49,78.4,0.59,20.11,12292.29,71.62,0.59,20.11,12826.46,74.73,0.59,20.11
2021-09-03,13505.06,-309.22,-2.24,35.2,13743.19,287.7,2.14,18.4,12555.12,262.83,2.14,18.4,13100.71,274.25,2.14,18.4
2021-09-07,13624.58,119.52,0.88,34.62,13621.32,-121.87,-0.89,19.13,12443.78,-111.33,-0.89,19.13,12984.53,-116.17,-0.89,19.13
2021-09-08,14189.55,564.97,4.15,31.91,13056.96,-564.36,-4.14,22.48,11928.21,-515.57,-4.14,22.48,12446.56,-537.98,-4.14,22.48
2021-09-09,13972.26,-217.29,-1.53,32.95,13242.56,185.61,1.42,21.38,12097.77,169.56,1.42,21.38,12623.49,176.93,1.42,21.38
2021-09-10,13624.58,-347.68,-2.49,34.62,13870.92,628.36,4.74,17.65,12671.81,574.04,4.74,17.65,13222.47,598.98,4.74,17.65
2021-09-13,13298.62,-325.95,-2.39,36.19,14197.27,326.35,2.35,15.71,12969.95,298.14,2.35,15.71,13533.57,311.1,2.35,15.71
2021-09-14,13287.76,-10.87,-0.08,36.24,14215.11,17.84,0.13,15.6,12986.25,16.3,0.13,15.6,13550.57,17.01,0.13,15.6
2021-09-15,13078.72,-209.04,-1.57,37.24,14432.53,217.42,1.53,14.31,13184.87,198.62,1.53,14.31,13757.82,207.25,1.53,14.31
2021-09-16,13217.28,138.56,1.06,36.58,14585.43,152.9,1.06,13.4,13324.55,139.69,1.06,13.4,13903.58,145.76,1.06,13.4
2021-09-17,12538.76,-678.52,-5.13,39.83,13836.67,-748.76,-5.13,17.85,12640.52,-684.03,-5.13,17.85,13189.82,-713.75,-5.13,17.85
2021-09-20,11582.19,-956.57,-7.63,44.42,12781.09,-1055.59,-7.63,24.12,11676.19,-964.33,-7.63,24.12,12183.59,-1006.24,-7.63,24.12
2021-09-21,11392.89,-189.3,-1.63,45.33,12572.19,-208.9,-1.63,25.36,11485.35,-190.84,-1.63,25.36,11984.46,-199.13,-1.63,25.36
2021-09-22,10764.73,-628.16,-5.51,48.35,11879.01,-693.18,-5.51,29.47,10852.1,-633.25,-5.51,29.47,11323.68,-660.77,-5.51,29.47
2021-09-23,10308.67,-456.06,-4.24,50.53,11373.47,-505.55,-4.26,32.47,10390.25,-461.84,-4.26,32.47,10841.77,-481.91,-4.26,32.47
2021-09-24,10315.21,6.54,0.06,50.5,11346.38,-27.08,-0.24,32.63,10365.51,-24.74,-0.24,32.63,10815.95,-25.82,-0.24,32.63
2021-09-27,10210.4,-104.8,-1.02,51.01,11231.1,-115.28,-1.02,33.32,10260.2,-105.31,-1.02,33.32,10706.06,-109.89,-1.02,33.32
2021-09-28,9045.62,-1164.78,-11.41,56.59,9949.88,-1281.22,-11.41,40.93,9089.73,-1170.46,-11.41,40.93,9484.73,-1221.33,-11.41,40.93
2021-09-29,9494.7,449.08,4.96,54.44,10443.85,493.97,4.96,37.99,9541.0,451.27,4.96,37.99,9955.61,470.88,4.96,37.99
2021-09-30,9447.79,-46.9,-0.49,54.66,10392.26,-51.59,-0.49,38.3,9493.87,-47.13,-0.49,38.3,9906.43,-49.18,-0.49,38.3
2021-10-01,9454.49,6.7,0.07,54.63,10399.63,7.37,0.07,38.26,9500.6,6.73,0.07,38.26,9913.46,7.03,0.07,38.26
2021-10-04,10211.66,757.17,8.01,51.0,11232.48,832.86,8.01,33.31,10261.46,760.86,8.01,33.31,10707.38,793.92,8.01,33.31
2021-10-05,9742.61,-469.05,-4.59,53.25,10716.55,-515.94,-4.59,36.37,9790.13,-471.33,-4.59,36.37,10215.56,-491.82,-4.59,36.37
2021-10-06,9675.61,-67.0,-0.69,53.57,10642.85,-73.7,-0.69,36.81,9722.8,-67.33,-0.69,36.81,10145.31,-70.25,-0.69,36.81
2021-10-07,9300.24,-375.37,-3.88,55.37,10229.96,-412.89,-3.88,39.26,9345.6,-377.2,-3.88,39.26,9751.72,-393.59,-3.88,39.26
2021-10-08,9528.19,227.95,2.45,54.28,10480.7,250.74,2.45,37.77,9574.66,229.06,2.45,37.77,9990.73,239.01,2.45,37.77
2021-10-11,9727.27,199.08,2.09,53.32,10699.67,218.98,2.09,36.47,9774.71,200.05,2.09,36.47,10199.48,208.74,2.09,36.47
2021-10-12,9289.03,-438.24,-4.51,55.43,10217.62,-482.05,-4.51,39.34,9334.33,-440.38,-4.51,39.34,9739.96,-459.51,-4.51,39.34
2021-10-13,9469.59,180.56,1.94,54.56,10416.23,198.61,1.94,38.16,9515.77,181.44,1.94,38.16,9929.29,189.32,1.94,38.16
2021-10-14,10302.74,833.15,8.8,50.56,11332.67,916.43,8.8,32.72,10352.98,837.21,8.8,32.72,10802.88,873.59,8.8,32.72
2021-10-15,10519.46,216.72,2.1,49.52,11571.05,238.39,2.1,31.3,10570.76,217.78,2.1,31.3,11030.12,227.24,2.1,31.3
2021-10-18,10242.17,-277.29,-2.64,50.85,11266.04,-305.01,-2.64,33.11,10292.12,-278.64,-2.64,33.11,10739.37,-290.75,-2.64,33.11
2021-10-19,9877.35,-364.82,-3.56,52.6,10864.76,-401.29,-3.56,35.49,9925.52,-366.6,-3.56,35.49,10356.84,-382.53,-3.56,35.49
2021-10-20,9957.74,80.39,0.81,52.22,10953.18,88.42,0.81,34.97,10006.3,80.78,0.81,34.97,10441.13,84.29,0.81,34.97
2021-10-21,9616.07,-341.67,-3.43,53.86,10577.36,-375.82,-3.43,37.2,9662.97,-343.33,-3.43,37.2,10082.88,-358.25,-3.43,37.2
2021-10-22,9924.92,308.85,3.21,52.38,10917.08,339.72,3.21,35.18,9973.32,310.35,3.21,35.18,10406.72,323.84,3.21,35.18
2021-10-25,9758.44,-166.48,-1.68,53.17,10733.96,-183.12,-1.68,36.27,9806.03,-167.29,-1.68,36.27,10232.16,-174.56,-1.68,36.27
2021-10-26,9702.95,-55.49,-0.57,53.44,10672.92,-61.04,-0.57,36.63,9750.27,-55.76,-0.57,36.63,10173.97,-58.19,-0.57,36.63
2021-10-27,9885.28,182.33,1.88,52.57,10873.48,200.56,1.88,35.44,9933.49,183.22,1.88,35.44,10365.16,191.18,1.88,35.44
2021-10-28,9243.33,-641.95,-6.49,55.65,10165.32,-708.16,-6.51,39.65,9286.55,-646.94,-6.51,39.65,9690.1,-675.05,-6.51,39.65
2021-10-29,9116.34,-126.99,-1.37,56.26,10305.85,140.53,1.38,38.81,9414.93,128.38,1.38,38.81,9824.06,133.96,1.38,38.81
2021-11-01,8719.97,-396.36,-4.35,58.16,10770.88,465.02,4.51,36.05,9839.76,424.82,4.51,36.05,10267.35,443.28,4.51,36.05
2021-11-02,8371.33,-348.64,-4.0,59.83,11174.62,403.74,3.75,33.65,10208.59,368.84,3.75,33.65,10652.21,384.87,3.75,33.65
2021-11-03,8030.31,-341.03,-4.07,61.47,11624.78,450.17,4.03,30.98,10619.84,411.25,4.03,30.98,11081.33,429.12,4.03,30.98
2021-11-04,7236.13,-794.17,-9.89,65.28,12148.2,523.41,4.5,27.87,11098.01,478.17,4.5,27.87,11580.28,498.95,4.5,27.87
2021-11-05,7475.46,239.33,3.31,64.13,12549.98,401.79,3.31,25.49,11465.06,367.06,3.31,25.49,11963.29,383.01,3.31,25.49
2021-11-08,7829.3,353.84,4.73,62.43,13144.02,594.03,4.73,21.96,12007.75,542.68,4.73,21.96,12529.55,566.26,4.73,21.96
2021-11-09,7815.85,-13.45,-0.17,62.5,13121.45,-22.57,-0.17,22.1,11987.12,-20.62,-0.17,22.1,12508.03,-21.52,-0.17,22.1
2021-11-10,7183.32,-632.54,-8.09,65.53,12059.53,-1061.92,-8.09,28.4,11017.01,-970.12,-8.09,28.4,11495.76,-1012.27,-8.09,28.4
2021-11-11,7376.64,193.32,2.69,64.6,12384.08,324.55,2.69,26.47,11313.5,296.49,2.69,26.47,11805.13,309.38,2.69,26.47
2021-11-12,7570.6,193.96,2.63,63.67,12709.7,325.62,2.63,24.54,11610.97,297.47,2.63,24.54,12115.54,310.4,2.63,24.54
2021-11-15,7532.85,-37.75,-0.5,63.85,12646.33,-63.37,-0.5,24.92,11553.08,-57.89,-0.5,24.92,12055.13,-60.41,-0.5,24.92
2021-11-16,7925.22,392.37,5.21,61.97,13305.05,658.72,5.21,21.01,12154.85,601.77,5.21,21.01,12683.05,627.92,5.21,21.01
2021-11-17,7745.92,-179.3,-2.26,62.83,13004.03,-301.02,-2.26,22.79,11879.86,-275.0,-2.26,22.79,12396.1,-286.95,-2.26,22.79
2021-11-18,8081.09,335.18,4.33,61.22,13566.73,562.7,4.33,19.45,12393.91,514.06,4.33,19.45,12932.5,536.4,4.33,19.45
2021-11-19,8148.73,67.64,0.84,60.9,13680.28,113.55,0.84,18.78,12497.65,103.74,0.84,18.78,13040.75,108.25,0.84,18.78
2021-11-22,8450.97,302.23,3.71,59.45,14187.68,507.4,3.71,15.77,12961.19,463.54,3.71,15.77,13524.42,483.68,3.71,15.77
2021-11-23,8238.38,-212.59,-2.52,60.47,13830.79,-356.9,-2.52,17.88,12635.14,-326.04,-2.52,17.88,13184.21,-340.21,-2.52,17.88
2021-11-24,8534.53,296.15,3.59,59.05,14327.97,497.19,3.59,14.93,13089.35,454.21,3.59,14.93,13658.16,473.94,3.59,14.93
2021-11-26,7836.46,-698.07,-8.18,62.4,13156.04,-1171.93,-8.18,21.89,12018.73,-1070.62,-8.18,21.89,12541.01,-1117.14,-8.18,21.89
2021-11-29,8183.37,346.91,4.43,60.73,13738.44,582.4,4.43,18.43,12550.78,532.05,4.43,18.43,13096.18,555.17,4.43,18.43
2021-11-30,7684.18,-499.19,-6.1,63.13,12900.38,-838.06,-6.1,23.41,11785.17,-765.61,-6.1,23.41,12297.3,-798.88,-6.1,23.41
2021-12-01,7958.01,273.83,3.56,61.81,13360.1,459.71,3.56,20.68,12205.14,419.97,3.56,20.68,12735.53,438.22,3.56,20.68
2021-12-02,8152.26,194.25,2.44,60.88,13686.21,326.12,2.44,18.74,12503.07,297.93,2.44,18.74,13046.4,310.87,2.44,18.74
2021-12-03,8180.63,28.37,0.35,60.75,13733.85,47.63,0.35,18.46,12546.58,43.51,0.35,18.46,13091.8,45.41,0.35,18.46
2021-12-06,8218.71,38.08,0.47,60.56,13797.77,63.93,0.47,18.08,12604.98,58.4,0.47,18.08,13152.74,60.94,0.47,18.08
2021-12-07,9320.68,1101.97,13.41,55.27,15647.79,1850.01,13.41,7.1,14295.07,1690.08,13.41,7.1,14916.27,1763.53,13.41,7.1
2021-12-08,9232.04,-88.64,-0.95,55.7,15498.97,-148.81,-0.95,7.98,14159.12,-135.95,-0.95,7.98,14774.41,-141.86,-0.95,7.98
2021-12-09,8597.55,-634.49,-6.87,58.74,14433.78,-1065.2,-6.87,14.3,13186.01,-973.11,-6.87,14.3,13759.01,-1015.4,-6.87,14.3
2021-12-10,8994.62,397.07,4.62,56.84,15100.39,666.61,4.62,10.35,13794.99,608.99,4.62,10.35,14394.46,635.45,4.62,10.35
2021-12-13,8372.66,-621.96,-6.91,59.82,14056.22,-1044.17,-6.91,16.55,12841.09,-953.9,-6.91,16.55,13399.11,-995.35,-6.91,16.55
2021-12-14,8553.52,180.86,2.16,58.96,14359.86,303.64,2.16,14.74,13118.48,277.39,2.16,14.74,13688.55,289.44,2.16,14.74
2021-12-15,7681.14,-872.38,-10.2,63.14,12892.71,-1467.15,-10.22,23.45,11778.16,-1340.32,-10.22,23.45,12698.52,-990.03,-7.23,20.91
2021-12-16,8559.27,878.13,11.43,58.93,11355.34,-1537.36,-11.92,32.58,10373.7,-1404.46,-11.92,32.58,11184.31,-1514.21,-11.92,30.34
2021-12-17,8614.37,55.1,0.64,58.66,11428.45,73.11,0.64,32.15,10440.48,66.79,0.64,32.15,11256.32,72.0,0.64,29.89
2021-12-20,8826.08,211.71,2.46,57.65,11709.32,280.87,2.46,30.48,10697.07,256.59,2.46,30.48,11532.96,276.64,2.46,28.17
2021-12-21,7947.11,-878.97,-9.96,61.87,10543.22,-1166.1,-9.96,37.4,9631.78,-1065.3,-9.96,37.4,10625.1,-907.86,-7.87,33.82
2021-12-22,7713.06,-234.06,-2.95,62.99,10232.7,-310.52,-2.95,39.25,9348.11,-283.67,-2.95,39.25,10624.03,-1.06,-0.01,33.83
2021-12-23,7345.81,-367.24,-4.76,64.75,9745.49,-487.21,-4.76,42.14,8903.01,-445.1,-4.76,42.14,10092.83,-531.2,-5.0,37.14
2021-12-27,6827.91,-517.9,-7.05,67.24,9058.41,-687.08,-7.05,46.22,8273.67,-629.34,-7.07,46.23,10091.82,-1.01,-0.01,37.14
2021-12-28,7042.82,214.91,3.15,66.21,9341.65,283.24,3.13,44.54,7994.39,-279.28,-3.38,48.04,9751.17,-340.66,-3.38,39.27
2021-12-29,6968.35,-74.47,-1.06,66.56,9427.03,85.38,0.91,44.03,8067.45,73.06,0.91,47.57,9840.29,89.12,0.91,38.71
2021-12-30,7223.68,255.33,3.66,65.34,9082.81,-344.22,-3.65,46.07,7772.88,-294.57,-3.65,49.48,9480.98,-359.31,-3.65,40.95
2021-12-31,7295.39,71.7,0.99,64.99,9000.6,-82.21,-0.91,46.56,7702.52,-70.35,-0.91,49.94,9395.16,-85.82,-0.91,41.48
2022-01-03,6893.25,-402.14,-5.51,66.92,9346.01,345.41,3.84,44.51,7998.12,295.6,3.84,48.02,9755.72,360.55,3.84,39.24
2022-01-04,6936.22,42.97,0.62,66.72,9296.43,-49.58,-0.53,44.81,7955.69,-42.43,-0.53,48.3,9703.96,-51.75,-0.53,39.56
2022-01-05,7553.49,617.27,8.9,63.75,8455.01,-841.42,-9.05,49.8,7235.62,-720.07,-9.05,52.98,8825.66,-878.31,-9.05,45.03
2022-01-06,7532.21,-21.28,-0.28,63.86,8431.19,-23.82,-0.28,49.94,7215.24,-20.38,-0.28,53.11,8800.8,-24.86,-0.28,45.19
2022-01-07,8067.75,535.55,7.11,61.29,9030.66,599.46,7.11,46.38,7728.25,513.01,7.11,49.77,9426.54,625.74,7.11,41.29
2022-01-10,8143.51,75.75,0.94,60.92,9115.45,84.79,0.94,45.88,7800.81,72.56,0.94,49.3,9515.05,88.51,0.94,40.74
2022-01-11,7657.74,-485.76,-5.97,63.25,8571.71,-543.74,-5.97,49.11,7335.49,-465.32,-5.97,52.33,8947.47,-567.58,-5.97,44.27
2022-01-12,7489.64,-168.1,-2.2,64.06,8383.55,-188.16,-2.2,50.23,7174.46,-161.02,-2.2,53.37,8751.06,-196.41,-2.2,45.5
2022-01-13,8038.18,548.53,7.32,61.43,8997.55,614.0,7.32,46.58,7699.91,525.45,7.32,49.96,8384.37,-366.69,-4.19,47.78
2022-01-14,7447.09,-591.08,-7.35,64.27,8335.92,-661.63,-7.35,50.51,7133.7,-566.21,-7.35,53.64,8383.54,-0.84,-0.01,47.78
2022-01-18,8404.58,957.49,12.86,59.67,9407.68,1071.76,12.86,44.15,8050.9,917.19,12.86,47.68,9461.42,1077.89,12.86,41.07
2022-01-19,9072.99,668.41,7.95,56.46,10155.87,748.19,7.95,39.7,8691.18,640.29,7.95,43.52,10213.89,752.46,7.95,36.38
2022-01-20,8169.65,-903.35,-9.96,60.8,9144.71,-1011.16,-9.96,45.71,7825.85,-865.33,-9.96,49.14,9196.95,-1016.94,-9.96,42.72
2022-01-21,8381.9,212.26,2.6,59.78,9382.3,237.59,2.6,44.3,8029.18,203.33,2.6,47.82,9435.9,238.95,2.6,41.23
2022-01-24,8612.85,230.95,2.76,58.67,9640.81,258.51,2.76,42.76,8250.4,221.23,2.76,46.38,9695.88,259.99,2.76,39.61
2022-01-25,7753.56,-859.29,-9.98,62.79,8678.96,-961.85,-9.98,48.47,7427.27,-823.13,-9.98,51.73,8728.53,-967.35,-9.98,45.64
2022-01-26,8081.0,327.45,4.22,61.22,9045.49,366.53,4.22,46.3,7740.94,313.67,4.22,49.69,9097.16,368.62,4.22,43.34
2022-01-27,7118.17,-962.84,-11.91,65.84,7967.73,-1077.75,-11.91,52.69,6818.62,-922.32,-11.91,55.69,8013.25,-1083.91,-11.91,50.09
2022-01-28,6927.29,-190.88,-2.68,66.76,7754.07,-213.66,-2.68,53.96,6635.77,-182.85,-2.68,56.87,7798.36,-214.88,-2.68,51.43
2022-01-31,6351.67,-575.61,-8.31,69.52,7109.75,-644.32,-8.31,57.79,6084.38,-551.39,-8.31,60.46,7150.37,-648.0,-8.31,55.47
2022-02-01,6193.75,-157.92,-2.49,70.28,6932.99,-176.77,-2.49,58.84,5933.11,-151.27,-2.49,61.44,7016.08,-134.29,-1.88,56.3
2022-02-02,6030.3,-163.46,-2.64,71.06,6750.02,-182.97,-2.64,59.92,5776.53,-156.58,-2.64,62.46,6915.23,-100.84,-1.44,56.93
2022-02-03,6596.22,565.93,9.38,68.35,7383.49,633.47,9.38,56.16,6318.64,542.11,9.38,58.94,7569.65,654.42,9.46,52.85
2022-02-04,6491.42,-104.81,-1.59,68.85,7266.18,-117.32,-1.59,56.86,6218.24,-100.4,-1.59,59.59,7449.38,-120.27,-1.59,53.6
2022-02-07,6648.73,157.32,2.42,68.1,7442.27,176.09,2.42,55.81,6368.94,150.7,2.42,58.61,7629.91,180.53,2.42,52.48
2022-02-08,6594.0,-54.73,-0.82,68.36,7381.0,-61.27,-0.82,56.18,6316.51,-52.43,-0.82,58.95,7567.1,-62.81,-0.82,52.87
2022-02-09,6314.94,-279.05,-4.23,69.7,7068.64,-312.36,-4.23,58.03,6049.2,-267.31,-4.23,60.69,7249.86,-317.24,-4.19,54.85
2022-02-10,6643.72,328.78,5.21,68.12,7436.66,368.02,5.21,55.85,6364.14,314.95,5.21,58.64,7415.1,165.24,2.28,53.82
2022-02-11,7078.56,434.84,6.55,66.03,7923.4,486.74,6.55,52.96,6780.68,416.54,6.55,55.93,7906.21,491.11,6.62,50.76
2022-02-14,7231.78,153.22,2.16,65.3,8094.9,171.5,2.16,51.94,6927.45,146.77,2.16,54.98,8079.34,173.13,2.19,49.68
2022-02-15,7205.57,-26.2,-0.36,65.42,8065.57,-29.33,-0.36,52.11,6902.35,-25.1,-0.36,55.14,8045.32,-34.02,-0.42,49.89
2022-02-16,7174.79,-30.79,-0.43,65.57,8031.11,-34.46,-0.43,52.32,6872.86,-29.49,-0.43,55.33,8010.25,-35.07,-0.44,50.11
2022-02-17,7702.7,527.91,7.36,63.04,8622.03,590.92,7.36,48.81,7378.55,505.7,7.36,52.05,8606.13,595.88,7.44,46.4
2022-02-18,7789.02,86.33,1.12,62.62,8718.66,96.63,1.12,48.24,7461.25,82.69,1.12,51.51,8702.43,96.3,1.12,45.8
2022-02-22,7891.81,102.78,1.32,62.13,8833.71,115.05,1.32,47.55,7559.7,98.46,1.32,50.87,8817.26,114.84,1.32,45.08
2022-02-23,8160.5,268.69,3.4,60.84,9134.47,300.76,3.4,45.77,7817.09,257.38,3.4,49.2,9117.46,300.2,3.4,43.21
2022-02-24,7718.66,-441.84,-5.41,62.96,8639.9,-494.57,-5.41,48.7,7393.84,-423.24,-5.41,51.95,8623.81,-493.65,-5.41,46.29
2022-02-25,7543.11,-175.55,-2.27,63.8,8443.4,-196.5,-2.27,49.87,7225.68,-168.16,-2.27,53.04,8427.68,-196.13,-2.27,47.51
2022-02-28,7564.39,21.27,0.28,63.7,8467.21,23.81,0.28,49.73,7246.06,20.38,0.28,52.91,8448.05,20.37,0.24,47.38
2022-03-01,7892.86,328.47,4.34,62.13,8834.89,367.68,4.34,47.55,7560.71,314.65,4.34,50.86,8633.7,185.65,2.2,46.23
2022-03-02,7985.14,92.28,1.17,61.68,8938.18,103.3,1.17,46.93,7649.11,88.4,1.17,50.29,8721.02,87.32,1.01,45.68
2022-03-03,8100.32,115.18,1.44,61.13,9067.11,128.93,1.44,46.17,7759.44,110.33,1.44,49.57,8853.23,132.21,1.52,44.86
