Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %,Sell Time Price,Buy Time Price
2021-04-12,10000.0,CASH,no change,no change,15:55,SOXS,SOXS,9999.0,-1.0,-0.01,0.01,,8.5199
2021-04-13,9999.0,SOXS,no change,no change,no change,no change,SOXS,10034.32,35.32,0.35,0.0,,
2021-04-14,10034.32,SOXS,no change,no change,no change,no change,SOXS,10421.61,387.29,3.86,0.0,,
2021-04-15,10421.61,SOXS,no change,no change,no change,no change,SOXS,9858.28,-563.33,-5.41,5.41,,
2021-04-16,9858.28,SOXS,no change,no change,no change,no change,SOXS,9999.12,140.84,1.43,4.05,,
2021-04-19,9999.12,SOXS,no change,no change,no change,no change,SOXS,10786.72,787.6,7.88,0.0,,
2021-04-20,10786.72,SOXS,no change,no change,no change,no change,SOXS,11233.28,446.56,4.14,0.0,,
2021-04-21,11233.28,SOXS,no change,no change,no change,no change,SOXS,10387.58,-845.7,-7.53,7.53,,
2021-04-22,10387.58,SOXS,no change,no change,no change,no change,SOXS,11078.83,691.25,6.65,1.37,,
2021-04-23,11078.83,SOXS,no change,no change,no change,no change,SOXS,10409.88,-668.95,-6.04,7.33,,
2021-04-26,10409.88,SOXS,no change,no change,no change,no change,SOXS,9893.49,-516.39,-4.96,11.93,,
2021-04-27,9893.49,SOXS,no change,no change,no change,no change,SOXS,10016.72,123.23,1.25,10.83,,
2021-04-28,10016.72,SOXS,no change,no change,no change,no change,SOXS,10445.08,428.37,4.28,7.02,,
2021-04-29,10445.08,SOXS,no change,no change,no change,no change,SOXS,10326.79,-118.29,-1.13,8.07,,
2021-04-30,10326.79,SOXS,no change,no change,no change,no change,SOXS,11178.59,851.8,8.25,0.49,,
2021-05-03,11178.59,SOXS,no change,no change,no change,no change,SOXS,11524.8,346.21,3.1,0.0,,
2021-05-04,11524.8,SOXS,no change,no change,no change,no change,SOXS,12193.75,668.95,5.8,0.0,,
2021-05-05,12193.75,SOXS,no change,no change,no change,no change,SOXS,11856.81,-336.94,-2.76,2.76,,
2021-05-06,11856.81,SOXS,no change,no change,no change,no change,SOXS,11653.9,-202.91,-1.71,4.43,,
2021-05-07,11653.9,SOXS,no change,no change,no change,no change,SOXS,11044.91,-608.99,-5.23,9.42,,
2021-05-10,11044.91,SOXS,no change,no change,no change,no change,SOXS,12516.5,1471.59,13.32,0.0,,
2021-05-11,12516.5,SOXS,no change,no change,no change,no change,SOXS,12557.58,41.08,0.33,0.0,,
2021-05-12,12557.58,SOXS,no change,no change,15:55,SOXL,SOXL,14127.38,1569.81,12.5,0.0,,27.88
2021-05-13,14127.38,SOXL,10:28,SOXL,15:55,SOXL,SOXL,15144.25,1016.87,7.2,0.0,29.85,29.27
2021-05-14,15144.25,SOXL,08:07,SOXL,15:55,SOXS,SOXS,15733.78,589.54,3.89,0.0,30.45,10.35
2021-05-17,15733.78,SOXS,no change,no change,15:55,SOXL,SOXL,16277.63,543.85,3.46,0.0,,30.98
2021-05-18,16277.63,SOXL,04:00,SOXL,15:55,SOXL,SOXL,16832.25,554.62,3.41,0.0,32.55,30.447
2021-05-19,16832.25,SOXL,13:36,SOXL,15:55,SOXL,SOXL,17280.96,448.71,2.67,0.0,31.27,31.78
2021-05-20,17280.96,SOXL,no change,no change,no change,no change,SOXL,18863.06,1582.11,9.16,0.0,,
2021-05-21,18863.06,SOXL,no change,no change,no change,no change,SOXL,18553.4,-309.66,-1.64,1.64,,
2021-05-24,18553.4,SOXL,no change,no change,no change,no change,SOXL,19885.64,1332.24,7.18,0.0,,
2021-05-25,19885.64,SOXL,no change,no change,no change,no change,SOXL,19954.73,69.09,0.35,0.0,,
2021-05-26,19954.73,SOXL,no change,no change,no change,no change,SOXL,20124.36,169.63,0.85,0.0,,
2021-05-27,20124.36,SOXL,no change,no change,15:55,SOXS,SOXS,20576.96,452.6,2.25,0.0,,8.61
2021-05-28,20576.96,SOXS,no change,no change,no change,no change,SOXS,20122.65,-454.32,-2.21,2.21,,
2021-06-01,20122.65,SOXS,no change,no change,no change,no change,SOXS,20160.88,38.23,0.19,2.02,,
2021-06-02,20160.88,SOXS,no change,no change,no change,no change,SOXS,19933.6,-227.28,-1.13,3.13,,
2021-06-03,19933.6,SOXS,no change,no change,no change,no change,SOXS,20839.86,906.25,4.55,0.0,,
2021-06-04,20839.86,SOXS,no change,no change,no change,no change,SOXS,19465.66,-1374.2,-6.59,6.59,,
2021-06-07,19465.66,SOXS,no change,no change,no change,no change,SOXS,19812.44,346.78,1.78,4.93,,
2021-06-08,19812.44,SOXS,no change,no change,no change,no change,SOXS,20206.53,394.09,1.99,3.04,,
2021-06-09,20206.53,SOXS,no change,no change,no change,no change,SOXS,20433.33,226.8,1.12,1.95,,
2021-06-10,20433.33,SOXS,no change,no change,no change,no change,SOXS,19752.45,-680.88,-3.33,5.22,,
2021-06-11,19752.45,SOXS,no change,no change,no change,no change,SOXS,19525.41,-227.04,-1.15,6.31,,
2021-06-14,19525.41,SOXS,no change,no change,no change,no change,SOXS,18760.41,-765.0,-3.92,9.98,,
2021-06-15,18760.41,SOXS,no change,no change,no change,no change,SOXS,19160.71,400.31,2.13,8.06,,
2021-06-16,19160.71,SOXS,no change,no change,no change,no change,SOXS,19513.47,352.75,1.84,6.36,,
2021-06-17,19513.47,SOXS,no change,no change,15:55,SOXL,SOXL,18876.6,-636.86,-3.26,9.42,,40.47
2021-06-18,18876.6,SOXL,no change,no change,15:55,SOXS,SOXS,17569.11,-1307.49,-6.93,15.69,,8.4509
2021-06-21,17569.11,SOXS,no change,no change,no change,no change,SOXS,17423.38,-145.73,-0.83,16.39,,
2021-06-22,17423.38,SOXS,no change,no change,no change,no change,SOXS,17172.23,-251.15,-1.44,17.6,,
2021-06-23,17172.23,SOXS,no change,no change,15:55,SOXL,SOXL,16981.74,-190.5,-1.11,18.51,,38.9501
2021-06-24,16981.74,SOXL,no change,no change,no change,no change,SOXL,17888.45,906.71,5.34,14.16,,
2021-06-25,17888.45,SOXL,no change,no change,no change,no change,SOXL,17665.15,-223.3,-1.25,15.23,,
2021-06-28,17665.15,SOXL,no change,no change,no change,no change,SOXL,19026.75,1361.6,7.71,8.7,,
2021-06-29,19026.75,SOXL,no change,no change,no change,no change,SOXL,19468.89,442.15,2.32,6.58,,
2021-06-30,19468.89,SOXL,no change,no change,no change,no change,SOXL,19441.41,-27.48,-0.14,6.71,,
2021-07-01,19441.41,SOXL,no change,no change,no change,no change,SOXL,18507.11,-934.31,-4.81,11.19,,
2021-07-02,18507.11,SOXL,no change,no change,no change,no change,SOXL,18872.1,364.99,1.97,9.44,,
2021-07-06,18872.1,SOXL,no change,no change,no change,no change,SOXL,18759.44,-112.66,-0.6,9.98,,
2021-07-07,18759.44,SOXL,no change,no change,no change,no change,SOXL,18021.36,-738.08,-3.93,13.52,,
2021-07-08,18021.36,SOXL,no change,no change,15:55,SOXS,SOXS,17209.99,-811.37,-4.5,17.42,,7.92
