Profile,Window,Mode,Start Equity,CPU Final Equity,CPU Return %,CPU PnL,CPU MaxDD %,CPU Trades,GPU Backend,GPU Final Equity,GPU Return %,CPU-GPU Diff (bps),Sharpe,Sortino,Calmar,Worst Day %,Best Day %,Bootstrap P10 %,Bootstrap P50 %,Bootstrap P90 %
aggr_adapt_t10_tr2_rv14_b85_m8_M30,1m,paper_live_style_optimistic,10000.0,10000.0,0.0,0.0,0.0,0,cpu_emulated_fallback,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aggr_adapt_t10_tr2_rv14_b85_m8_M30,2m,paper_live_style_optimistic,10000.0,10000.0,0.0,0.0,0.0,0,cpu_emulated_fallback,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aggr_adapt_t10_tr2_rv14_b85_m8_M30,3m,paper_live_style_optimistic,10000.0,9804.79,-1.9521,-195.21,1.9521,1,cpu_emulated_fallback,9804.79,-1.9521,0.0,-8.2096,-7.2922,-3.8166,-0.14,0.0,-2.9575,-1.3912,0.0
aggr_adapt_t10_tr2_rv14_b85_m8_M30,6m,paper_live_style_optimistic,10000.0,8938.85,-10.6115,-1061.15,10.6115,1,cpu_emulated_fallback,8938.85,-10.6115,0.0,-19.3632,-12.2763,-1.8632,-0.14,0.0,-13.5585,-10.8616,-8.0715
aggr_adapt_t10_tr2_rv14_b85_m8_M30,1y,paper_live_style_optimistic,10000.0,8002.3,-19.977,-1997.7,19.977,1,cpu_emulated_fallback,8002.3,-19.977,0.0,-19.7451,-12.3719,-0.9982,-0.14,0.0,-23.3704,-20.3046,-16.6505
