candidate_id,window,period,final_equity,pnl,return_pct,max_dd_pct,days
LOCKED_C_sp4.7_rv75_tr1.10_th1.20,1m,2026-03-10 to 2026-04-10,20305.24,10305.24,103.0524,16.73,23
LOCKED_C_sp4.7_rv75_tr1.10_th1.20,3m,2026-01-12 to 2026-04-10,31188.42,21188.42,211.8842,24.69,62
LOCKED_C_sp4.7_rv75_tr1.10_th1.20,6m,2025-10-10 to 2026-04-10,52294.21,42294.21,422.9421,29.78,125
LOCKED_C_sp4.7_rv75_tr1.10_th1.20,1y,2025-04-10 to 2026-04-10,89484.12,79484.12,794.8412,32.78,251
