date,rule_active,soxl_macd_hist_lag1,baseline_day_return_pct,start_equity,end_equity,day_pnl,day_return_pct,peak_equity,drawdown_pct
2026-03-16,True,-1.434320169391431,-0.0099990000999916,10000.0,9999.00009999,-0.999900009999692,-0.0099990000999916,9999.00009999,0.0
2026-03-17,True,-1.1115227410081139,2.0107987339415434,9999.00009999,10200.059867407414,201.05976741741324,2.0107987339415434,10200.059867407414,0.0
2026-03-18,True,-0.7582549810042716,-0.602299689724406,10200.059867407414,10138.624938474315,-61.43492893309849,-0.602299689724406,10200.059867407414,0.6022996897244057
2026-03-19,True,-0.5424403544555623,0.9731913330885078,10138.624938474315,10237.293157669897,98.66821919558242,0.9731913330885078,10237.293157669897,0.0
2026-03-20,True,-0.3105366287759732,-7.719585379159866,10237.293157669897,9447.016571848679,-790.2765858212188,-7.719585379159866,10237.293157669897,7.719585379159866
2026-03-23,True,-0.3697297619017679,9.14056993945891,9447.016571848679,10310.527728790781,863.5111569421024,9.14056993945891,10310.527728790781,0.0
2026-03-24,True,-0.2500521584980744,-2.9033597059014205,10310.527728790781,10011.176021247276,-299.35170754350474,-2.9033597059014205,10310.527728790781,2.9033597059014236
2026-03-25,True,-0.021412914465721133,-4.01119402985074,10011.176021247276,9609.608326365156,-401.5676948821201,-4.01119402985074,10310.527728790781,6.798094344563959
2026-03-26,False,0.2731571819304006,8.880283406478151,9609.608326365156,9609.608326365156,0.0,0.0,10310.527728790781,6.798094344563959
2026-03-27,False,,-4.898958971218603,9609.608326365156,9609.608326365156,0.0,0.0,10310.527728790781,6.798094344563959
