candidate_id,burst_ret3d_min,burst_rv20_max,burst_dd20_max,riskoff_rv20_min,riskoff_crossovers20_min,riskoff_dd20_min,router_days_v1_all,router_days_v2_all,router_days_m0106_all,1m_meta_final,1m_meta_return,1m_meta_dd,1m_best_baseline_final,1m_best_baseline_dd,3m_meta_final,3m_meta_return,3m_meta_dd,3m_best_baseline_final,3m_best_baseline_dd,6m_meta_final,6m_meta_return,6m_meta_dd,6m_best_baseline_final,6m_best_baseline_dd,1y_meta_final,1y_meta_return,1y_meta_dd,1y_best_baseline_final,1y_best_baseline_dd,wins_vs_best_baseline,avg_uplift_pct_vs_best_baseline,avg_dd_over_best_baseline_pct,ranking_score
MRV1-0021,0.12,120.0,18.0,90.0,7,18.0,369,823,1048,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15899.483880486161,58.9948388048616,16.75222375290888,21200.832441858118,9.893362411045333,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,33724.47895798593,237.2447895798593,28.2388711668024,45708.51371640169,17.36049286438656,0,-25.90400709002798,7.153904486673802,-280.50178436030126
MRV1-0023,0.12,120.0,18.0,100.0,7,18.0,369,823,1048,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15899.483880486161,58.9948388048616,16.75222375290888,21200.832441858118,9.893362411045333,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,33724.47895798593,237.2447895798593,28.2388711668024,45708.51371640169,17.36049286438656,0,-25.90400709002798,7.153904486673802,-280.50178436030126
MRV1-0022,0.12,120.0,18.0,90.0,9,18.0,369,858,1013,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15899.483880486161,58.9948388048616,16.75222375290888,21200.832441858118,9.893362411045333,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,33724.47895798593,237.2447895798593,28.2388711668024,45708.51371640169,17.36049286438656,0,-25.90400709002798,7.153904486673802,-280.50178436030126
MRV1-0029,0.12,140.0,18.0,90.0,7,18.0,369,823,1048,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15899.483880486161,58.9948388048616,16.75222375290888,21200.832441858118,9.893362411045333,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,33724.47895798593,237.2447895798593,28.2388711668024,45708.51371640169,17.36049286438656,0,-25.90400709002798,7.153904486673802,-280.50178436030126
MRV1-0024,0.12,120.0,18.0,100.0,9,18.0,369,858,1013,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15899.483880486161,58.9948388048616,16.75222375290888,21200.832441858118,9.893362411045333,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,33724.47895798593,237.2447895798593,28.2388711668024,45708.51371640169,17.36049286438656,0,-25.90400709002798,7.153904486673802,-280.50178436030126
MRV1-0032,0.12,140.0,18.0,100.0,9,18.0,369,858,1013,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15899.483880486161,58.9948388048616,16.75222375290888,21200.832441858118,9.893362411045333,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,33724.47895798593,237.2447895798593,28.2388711668024,45708.51371640169,17.36049286438656,0,-25.90400709002798,7.153904486673802,-280.50178436030126
MRV1-0031,0.12,140.0,18.0,100.0,7,18.0,369,823,1048,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15899.483880486161,58.9948388048616,16.75222375290888,21200.832441858118,9.893362411045333,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,33724.47895798593,237.2447895798593,28.2388711668024,45708.51371640169,17.36049286438656,0,-25.90400709002798,7.153904486673802,-280.50178436030126
MRV1-0030,0.12,140.0,18.0,90.0,9,18.0,369,858,1013,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15899.483880486161,58.9948388048616,16.75222375290888,21200.832441858118,9.893362411045333,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,33724.47895798593,237.2447895798593,28.2388711668024,45708.51371640169,17.36049286438656,0,-25.90400709002798,7.153904486673802,-280.50178436030126
MRV1-0008,0.1,120.0,18.0,100.0,9,18.0,410,818,1012,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15899.483880486161,58.9948388048616,16.75222375290888,21200.832441858118,9.893362411045333,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,32225.821413000747,222.25821413000747,28.23887116680237,45708.51371640169,17.36049286438656,0,-26.723688929982128,7.153904486673795,-288.69860275984263
MRV1-0005,0.1,120.0,18.0,90.0,7,18.0,410,783,1047,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15899.483880486161,58.9948388048616,16.75222375290888,21200.832441858118,9.893362411045333,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,32225.821413000747,222.25821413000747,28.23887116680237,45708.51371640169,17.36049286438656,0,-26.723688929982128,7.153904486673795,-288.69860275984263
