candidate_id,burst_ret3d_min,burst_rv20_max,burst_dd20_max,riskoff_rv20_min,riskoff_crossovers20_min,riskoff_dd20_min,router_days_v1_all,router_days_v2_all,router_days_m0106_all,1m_meta_final,1m_meta_return,1m_meta_dd,1m_best_baseline_final,1m_best_baseline_dd,2m_meta_final,2m_meta_return,2m_meta_dd,2m_best_baseline_final,2m_best_baseline_dd,6m_meta_final,6m_meta_return,6m_meta_dd,6m_best_baseline_final,6m_best_baseline_dd,1y_meta_final,1y_meta_return,1y_meta_dd,1y_best_baseline_final,1y_best_baseline_dd,wins_vs_best_baseline,avg_uplift_pct_vs_best_baseline,avg_dd_over_best_baseline_pct,ranking_score
MRV1-0073,0.1,120.0,18.0,80.0,7,14.0,410,550,1280,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,30536.774498542967,205.36774498542968,28.238871166802372,45708.51371640169,17.36049286438656,0,-28.13427552874672,7.860070377541431,-304.9229664200915
MRV1-0077,0.1,120.0,18.0,100.0,7,14.0,410,550,1280,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,30536.774498542967,205.36774498542968,28.238871166802372,45708.51371640169,17.36049286438656,0,-28.13427552874672,7.860070377541431,-304.9229664200915
MRV1-0075,0.1,120.0,18.0,80.0,9,14.0,410,564,1266,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,30536.774498542967,205.36774498542968,28.238871166802372,45708.51371640169,17.36049286438656,0,-28.13427552874672,7.860070377541431,-304.9229664200915
MRV1-0079,0.1,120.0,18.0,100.0,9,14.0,410,564,1266,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,30536.774498542967,205.36774498542968,28.238871166802372,45708.51371640169,17.36049286438656,0,-28.13427552874672,7.860070377541431,-304.9229664200915
MRV1-0091,0.1,140.0,18.0,80.0,9,14.0,410,564,1266,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,30536.774498542967,205.36774498542968,28.238871166802372,45708.51371640169,17.36049286438656,0,-28.13427552874672,7.860070377541431,-304.9229664200915
MRV1-0093,0.1,140.0,18.0,100.0,7,14.0,410,550,1280,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,30536.774498542967,205.36774498542968,28.238871166802372,45708.51371640169,17.36049286438656,0,-28.13427552874672,7.860070377541431,-304.9229664200915
MRV1-0095,0.1,140.0,18.0,100.0,9,14.0,410,564,1266,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,30536.774498542967,205.36774498542968,28.238871166802372,45708.51371640169,17.36049286438656,0,-28.13427552874672,7.860070377541431,-304.9229664200915
MRV1-0089,0.1,140.0,18.0,80.0,7,14.0,410,550,1280,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,30536.774498542967,205.36774498542968,28.238871166802372,45708.51371640169,17.36049286438656,0,-28.13427552874672,7.860070377541431,-304.9229664200915
MRV1-0170,0.14,120.0,18.0,80.0,7,18.0,330,859,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,31438.775759733908,214.38775759733906,29.16180267001186,45708.51371640169,17.36049286438656,0,-28.127040941828497,8.321536129146178,-306.23501780572354
MRV1-0172,0.14,120.0,18.0,80.0,9,18.0,330,896,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,31438.775759733908,214.38775759733906,29.16180267001186,45708.51371640169,17.36049286438656,0,-28.127040941828497,8.321536129146178,-306.23501780572354
MRV1-0174,0.14,120.0,18.0,100.0,7,18.0,330,859,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,31438.775759733908,214.38775759733906,29.16180267001186,45708.51371640169,17.36049286438656,0,-28.127040941828497,8.321536129146178,-306.23501780572354
MRV1-0176,0.14,120.0,18.0,100.0,9,18.0,330,896,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,31438.775759733908,214.38775759733906,29.16180267001186,45708.51371640169,17.36049286438656,0,-28.127040941828497,8.321536129146178,-306.23501780572354
MRV1-0154,0.14,100.0,18.0,80.0,7,18.0,330,859,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,31438.775759733908,214.38775759733906,29.16180267001186,45708.51371640169,17.36049286438656,0,-28.127040941828497,8.321536129146178,-306.23501780572354
MRV1-0156,0.14,100.0,18.0,80.0,9,18.0,330,896,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,31438.775759733908,214.38775759733906,29.16180267001186,45708.51371640169,17.36049286438656,0,-28.127040941828497,8.321536129146178,-306.23501780572354
MRV1-0158,0.14,100.0,18.0,100.0,7,18.0,330,859,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,31438.775759733908,214.38775759733906,29.16180267001186,45708.51371640169,17.36049286438656,0,-28.127040941828497,8.321536129146178,-306.23501780572354
MRV1-0160,0.14,100.0,18.0,100.0,9,18.0,330,896,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,31438.775759733908,214.38775759733906,29.16180267001186,45708.51371640169,17.36049286438656,0,-28.127040941828497,8.321536129146178,-306.23501780572354
MRV1-0188,0.14,140.0,18.0,80.0,9,18.0,330,896,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,31438.775759733908,214.38775759733906,29.16180267001186,45708.51371640169,17.36049286438656,0,-28.127040941828497,8.321536129146178,-306.23501780572354
MRV1-0186,0.14,140.0,18.0,80.0,7,18.0,330,859,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,31438.775759733908,214.38775759733906,29.16180267001186,45708.51371640169,17.36049286438656,0,-28.127040941828497,8.321536129146178,-306.23501780572354
MRV1-0190,0.14,140.0,18.0,100.0,7,18.0,330,859,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,31438.775759733908,214.38775759733906,29.16180267001186,45708.51371640169,17.36049286438656,0,-28.127040941828497,8.321536129146178,-306.23501780572354
MRV1-0192,0.14,140.0,18.0,100.0,9,18.0,330,896,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,31438.775759733908,214.38775759733906,29.16180267001186,45708.51371640169,17.36049286438656,0,-28.127040941828497,8.321536129146178,-306.23501780572354
MRV1-0012,0.08,100.0,18.0,80.0,9,18.0,475,754,1011,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,28403.08439880455,184.0308439880455,25.88849740072482,45708.51371640169,17.36049286438656,0,-29.775928977524174,6.68488349450266,-317.81394025874977
MRV1-0014,0.08,100.0,18.0,100.0,7,18.0,475,720,1045,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,28403.08439880455,184.0308439880455,25.88849740072482,45708.51371640169,17.36049286438656,0,-29.775928977524174,6.68488349450266,-317.81394025874977
MRV1-0010,0.08,100.0,18.0,80.0,7,18.0,475,720,1045,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,28403.08439880455,184.0308439880455,25.88849740072482,45708.51371640169,17.36049286438656,0,-29.775928977524174,6.68488349450266,-317.81394025874977
MRV1-0016,0.08,100.0,18.0,100.0,9,18.0,475,754,1011,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,28403.08439880455,184.0308439880455,25.88849740072482,45708.51371640169,17.36049286438656,0,-29.775928977524174,6.68488349450266,-317.81394025874977
MRV1-0026,0.08,120.0,18.0,80.0,7,18.0,475,720,1045,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,28403.08439880455,184.0308439880455,25.88849740072482,45708.51371640169,17.36049286438656,0,-29.775928977524174,6.68488349450266,-317.81394025874977
MRV1-0028,0.08,120.0,18.0,80.0,9,18.0,475,754,1011,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,28403.08439880455,184.0308439880455,25.88849740072482,45708.51371640169,17.36049286438656,0,-29.775928977524174,6.68488349450266,-317.81394025874977
MRV1-0030,0.08,120.0,18.0,100.0,7,18.0,475,720,1045,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,28403.08439880455,184.0308439880455,25.88849740072482,45708.51371640169,17.36049286438656,0,-29.775928977524174,6.68488349450266,-317.81394025874977
MRV1-0032,0.08,120.0,18.0,100.0,9,18.0,475,754,1011,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,28403.08439880455,184.0308439880455,25.88849740072482,45708.51371640169,17.36049286438656,0,-29.775928977524174,6.68488349450266,-317.81394025874977
MRV1-0042,0.08,140.0,18.0,80.0,7,18.0,475,720,1045,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,28403.08439880455,184.0308439880455,25.88849740072482,45708.51371640169,17.36049286438656,0,-29.775928977524174,6.68488349450266,-317.81394025874977
MRV1-0044,0.08,140.0,18.0,80.0,9,18.0,475,754,1011,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,28403.08439880455,184.0308439880455,25.88849740072482,45708.51371640169,17.36049286438656,0,-29.775928977524174,6.68488349450266,-317.81394025874977
MRV1-0048,0.08,140.0,18.0,100.0,9,18.0,475,754,1011,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,28403.08439880455,184.0308439880455,25.88849740072482,45708.51371640169,17.36049286438656,0,-29.775928977524174,6.68488349450266,-317.81394025874977
MRV1-0046,0.08,140.0,18.0,100.0,7,18.0,475,720,1045,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,28403.08439880455,184.0308439880455,25.88849740072482,45708.51371640169,17.36049286438656,0,-29.775928977524174,6.68488349450266,-317.81394025874977
MRV1-0107,0.12,100.0,18.0,80.0,9,14.0,369,592,1279,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,27859.13593612563,178.5913593612563,28.238871166802433,45708.51371640169,17.36049286438656,0,-29.59879403126834,7.860070377541446,-319.56815144530776
MRV1-0105,0.12,100.0,18.0,80.0,7,14.0,369,578,1293,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,27859.13593612563,178.5913593612563,28.238871166802433,45708.51371640169,17.36049286438656,0,-29.59879403126834,7.860070377541446,-319.56815144530776
MRV1-0109,0.12,100.0,18.0,100.0,7,14.0,369,578,1293,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,27859.13593612563,178.5913593612563,28.238871166802433,45708.51371640169,17.36049286438656,0,-29.59879403126834,7.860070377541446,-319.56815144530776
MRV1-0111,0.12,100.0,18.0,100.0,9,14.0,369,592,1279,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,27859.13593612563,178.5913593612563,28.238871166802433,45708.51371640169,17.36049286438656,0,-29.59879403126834,7.860070377541446,-319.56815144530776
MRV1-0125,0.12,120.0,18.0,100.0,7,14.0,369,578,1293,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,27859.13593612563,178.5913593612563,28.238871166802433,45708.51371640169,17.36049286438656,0,-29.59879403126834,7.860070377541446,-319.56815144530776
MRV1-0127,0.12,120.0,18.0,100.0,9,14.0,369,592,1279,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,27859.13593612563,178.5913593612563,28.238871166802433,45708.51371640169,17.36049286438656,0,-29.59879403126834,7.860070377541446,-319.56815144530776
MRV1-0141,0.12,140.0,18.0,100.0,7,14.0,369,578,1293,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,27859.13593612563,178.5913593612563,28.238871166802433,45708.51371640169,17.36049286438656,0,-29.59879403126834,7.860070377541446,-319.56815144530776
MRV1-0143,0.12,140.0,18.0,100.0,9,14.0,369,592,1279,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,27859.13593612563,178.5913593612563,28.238871166802433,45708.51371640169,17.36049286438656,0,-29.59879403126834,7.860070377541446,-319.56815144530776
MRV1-0121,0.12,120.0,18.0,80.0,7,14.0,369,578,1293,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,27859.13593612563,178.5913593612563,28.238871166802433,45708.51371640169,17.36049286438656,0,-29.59879403126834,7.860070377541446,-319.56815144530776
MRV1-0123,0.12,120.0,18.0,80.0,9,14.0,369,592,1279,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,27859.13593612563,178.5913593612563,28.238871166802433,45708.51371640169,17.36049286438656,0,-29.59879403126834,7.860070377541446,-319.56815144530776
MRV1-0137,0.12,140.0,18.0,80.0,7,14.0,369,578,1293,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,27859.13593612563,178.5913593612563,28.238871166802433,45708.51371640169,17.36049286438656,0,-29.59879403126834,7.860070377541446,-319.56815144530776
MRV1-0139,0.12,140.0,18.0,80.0,9,14.0,369,592,1279,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,15382.858067092759,53.82858067092759,28.23887116680239,25037.90044416518,17.360492864386565,27859.13593612563,178.5913593612563,28.238871166802433,45708.51371640169,17.36049286438656,0,-29.59879403126834,7.860070377541446,-319.56815144530776
MRV1-0011,0.08,100.0,18.0,80.0,9,14.0,475,521,1244,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,26983.75769509362,169.8375769509362,25.888497400724823,45708.51371640169,17.36049286438656,0,-30.552221285187652,6.684883494502661,-325.57686333538453
MRV1-0015,0.08,100.0,18.0,100.0,9,14.0,475,521,1244,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,26983.75769509362,169.8375769509362,25.888497400724823,45708.51371640169,17.36049286438656,0,-30.552221285187652,6.684883494502661,-325.57686333538453
MRV1-0009,0.08,100.0,18.0,80.0,7,14.0,475,507,1258,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,26983.75769509362,169.8375769509362,25.888497400724823,45708.51371640169,17.36049286438656,0,-30.552221285187652,6.684883494502661,-325.57686333538453
MRV1-0013,0.08,100.0,18.0,100.0,7,14.0,475,507,1258,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,26983.75769509362,169.8375769509362,25.888497400724823,45708.51371640169,17.36049286438656,0,-30.552221285187652,6.684883494502661,-325.57686333538453
MRV1-0025,0.08,120.0,18.0,80.0,7,14.0,475,507,1258,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,26983.75769509362,169.8375769509362,25.888497400724823,45708.51371640169,17.36049286438656,0,-30.552221285187652,6.684883494502661,-325.57686333538453
MRV1-0027,0.08,120.0,18.0,80.0,9,14.0,475,521,1244,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,26983.75769509362,169.8375769509362,25.888497400724823,45708.51371640169,17.36049286438656,0,-30.552221285187652,6.684883494502661,-325.57686333538453
MRV1-0029,0.08,120.0,18.0,100.0,7,14.0,475,507,1258,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,26983.75769509362,169.8375769509362,25.888497400724823,45708.51371640169,17.36049286438656,0,-30.552221285187652,6.684883494502661,-325.57686333538453
MRV1-0031,0.08,120.0,18.0,100.0,9,14.0,475,521,1244,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,26983.75769509362,169.8375769509362,25.888497400724823,45708.51371640169,17.36049286438656,0,-30.552221285187652,6.684883494502661,-325.57686333538453
MRV1-0041,0.08,140.0,18.0,80.0,7,14.0,475,507,1258,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,26983.75769509362,169.8375769509362,25.888497400724823,45708.51371640169,17.36049286438656,0,-30.552221285187652,6.684883494502661,-325.57686333538453
MRV1-0043,0.08,140.0,18.0,80.0,9,14.0,475,521,1244,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,26983.75769509362,169.8375769509362,25.888497400724823,45708.51371640169,17.36049286438656,0,-30.552221285187652,6.684883494502661,-325.57686333538453
MRV1-0045,0.08,140.0,18.0,100.0,7,14.0,475,507,1258,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,26983.75769509362,169.8375769509362,25.888497400724823,45708.51371640169,17.36049286438656,0,-30.552221285187652,6.684883494502661,-325.57686333538453
MRV1-0047,0.08,140.0,18.0,100.0,9,14.0,475,521,1244,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14907.494171813987,49.07494171813986,25.88849740072486,25037.90044416518,17.360492864386565,26983.75769509362,169.8375769509362,25.888497400724823,45708.51371640169,17.36049286438656,0,-30.552221285187652,6.684883494502661,-325.57686333538453
MRV1-0100,0.12,100.0,12.0,80.0,9,18.0,310,916,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,27168.370296448287,171.68370296448288,29.16180267001183,45708.51371640169,17.36049286438656,0,-30.462713837353682,8.321536129146171,-329.5917467609753
MRV1-0102,0.12,100.0,12.0,100.0,7,18.0,310,879,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,27168.370296448287,171.68370296448288,29.16180267001183,45708.51371640169,17.36049286438656,0,-30.462713837353682,8.321536129146171,-329.5917467609753
MRV1-0114,0.12,120.0,12.0,80.0,7,18.0,310,879,1051,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,27168.370296448287,171.68370296448288,29.16180267001183,45708.51371640169,17.36049286438656,0,-30.462713837353682,8.321536129146171,-329.5917467609753
MRV1-0116,0.12,120.0,12.0,80.0,9,18.0,310,916,1014,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,15354.670085784659,53.54670085784659,16.752223752908872,21020.108235875323,7.068698847574783,14896.011472587821,48.9601147258782,29.161802670011888,25037.90044416518,17.360492864386565,27168.370296448287,171.68370296448288,29.16180267001183,45708.51371640169,17.36049286438656,0,-30.462713837353682,8.321536129146171,-329.5917467609753
