candidate_id,lookback_days,vol_penalty,dd_penalty,switch_penalty,min_edge_to_switch,min_hold_days,burst_ret3d_min,burst_rv20_max,burst_dd20_max,burst_v1_bonus,riskoff_rv20_min,riskoff_crossovers20_min,riskoff_dd20_min,riskoff_m0106_bonus,router_days_v1_all,router_days_v2_all,router_days_m0106_all,2m_meta_final,2m_meta_return,2m_meta_dd,2m_best_baseline_final,2m_best_baseline_dd,3m_meta_final,3m_meta_return,3m_meta_dd,3m_best_baseline_final,3m_best_baseline_dd,5m_meta_final,5m_meta_return,5m_meta_dd,5m_best_baseline_final,5m_best_baseline_dd,1y_meta_final,1y_meta_return,1y_meta_dd,1y_best_baseline_final,1y_best_baseline_dd,2y_meta_final,2y_meta_return,2y_meta_dd,2y_best_baseline_final,2y_best_baseline_dd,3y_meta_final,3y_meta_return,3y_meta_dd,3y_best_baseline_final,3y_best_baseline_dd,wins_vs_best_baseline,avg_uplift_pct_vs_best_baseline,avg_dd_over_best_baseline_pct,ranking_score
MRV2-00011,10,1.0,0.08,0.03,0.05,2,0.12,120.0,18.0,0.05,95.0,8,18.0,0.35,390,78,836,21974.474467829525,119.74474467829523,7.06869884757477,21020.108235875323,7.068698847574783,21121.589372797935,111.21589372797933,7.068698847574781,21200.832441858118,9.893362411045333,24199.766753665102,141.99766753665105,13.953549164913378,23557.666621484233,12.806243171288354,20826.497547391362,108.26497547391361,27.449508371291586,45708.51371640169,17.36049286438656,13642.602259136427,36.42602259136427,55.04257905451719,18241.95401664062,45.27001774988935,24588.171141652245,145.88171141652248,55.04257905451706,21993.867075218586,53.561105135378256,3,-10.160269108443684,3.7483927873827825,5778.052653894213
MRV2-00012,10,1.0,0.08,0.03,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.35,390,78,836,21974.474467829525,119.74474467829523,7.06869884757477,21020.108235875323,7.068698847574783,21121.589372797935,111.21589372797933,7.068698847574781,21200.832441858118,9.893362411045333,24199.766753665102,141.99766753665105,13.953549164913378,23557.666621484233,12.806243171288354,20826.497547391362,108.26497547391361,27.449508371291586,45708.51371640169,17.36049286438656,13642.602259136427,36.42602259136427,55.04257905451719,18241.95401664062,45.27001774988935,24588.171141652245,145.88171141652248,55.04257905451706,21993.867075218586,53.561105135378256,3,-10.160269108443684,3.7483927873827825,5778.052653894213
MRV2-00013,10,1.0,0.08,0.05,0.03,2,0.12,120.0,18.0,0.05,95.0,8,18.0,0.35,390,78,836,21974.474467829525,119.74474467829523,7.06869884757477,21020.108235875323,7.068698847574783,21121.589372797935,111.21589372797933,7.068698847574781,21200.832441858118,9.893362411045333,24199.766753665102,141.99766753665105,13.953549164913378,23557.666621484233,12.806243171288354,20826.497547391362,108.26497547391361,27.449508371291586,45708.51371640169,17.36049286438656,13642.602259136427,36.42602259136427,55.04257905451719,18241.95401664062,45.27001774988935,24588.171141652245,145.88171141652248,55.04257905451706,21993.867075218586,53.561105135378256,3,-10.160269108443684,3.7483927873827825,5778.052653894213
MRV2-00014,10,1.0,0.08,0.05,0.03,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.35,390,78,836,21974.474467829525,119.74474467829523,7.06869884757477,21020.108235875323,7.068698847574783,21121.589372797935,111.21589372797933,7.068698847574781,21200.832441858118,9.893362411045333,24199.766753665102,141.99766753665105,13.953549164913378,23557.666621484233,12.806243171288354,20826.497547391362,108.26497547391361,27.449508371291586,45708.51371640169,17.36049286438656,13642.602259136427,36.42602259136427,55.04257905451719,18241.95401664062,45.27001774988935,24588.171141652245,145.88171141652248,55.04257905451706,21993.867075218586,53.561105135378256,3,-10.160269108443684,3.7483927873827825,5778.052653894213
MRV2-00015,10,1.0,0.08,0.05,0.05,2,0.12,120.0,18.0,0.05,95.0,8,18.0,0.35,389,78,837,21974.474467829525,119.74474467829523,7.06869884757477,21020.108235875323,7.068698847574783,21121.589372797935,111.21589372797933,7.068698847574781,21200.832441858118,9.893362411045333,24199.766753665102,141.99766753665105,13.953549164913378,23557.666621484233,12.806243171288354,20826.497547391362,108.26497547391361,27.449508371291586,45708.51371640169,17.36049286438656,13642.602259136427,36.42602259136427,55.04257905451719,18241.95401664062,45.27001774988935,24588.171141652245,145.88171141652248,55.04257905451706,21993.867075218586,53.561105135378256,3,-10.160269108443684,3.7483927873827825,5778.052653894213
MRV2-00016,10,1.0,0.08,0.05,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.35,389,78,837,21974.474467829525,119.74474467829523,7.06869884757477,21020.108235875323,7.068698847574783,21121.589372797935,111.21589372797933,7.068698847574781,21200.832441858118,9.893362411045333,24199.766753665102,141.99766753665105,13.953549164913378,23557.666621484233,12.806243171288354,20826.497547391362,108.26497547391361,27.449508371291586,45708.51371640169,17.36049286438656,13642.602259136427,36.42602259136427,55.04257905451719,18241.95401664062,45.27001774988935,24588.171141652245,145.88171141652248,55.04257905451706,21993.867075218586,53.561105135378256,3,-10.160269108443684,3.7483927873827825,5778.052653894213
MRV2-00017,10,1.0,0.12,0.03,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,412,82,810,22211.737691146347,122.11737691146345,7.068698847574766,21020.108235875323,7.068698847574783,21349.64380857073,113.49643808570731,7.068698847574765,21200.832441858118,9.893362411045333,24461.056946151657,144.61056946151655,13.804498960124729,23557.666621484233,12.806243171288354,21324.53747129611,113.2453747129611,27.18117942705771,45708.51371640169,17.36049286438656,13995.941856013087,39.95941856013088,53.68541135455814,18241.95401664062,45.27001774988935,20558.505890230746,105.58505890230747,63.36496411364543,21993.867075218586,53.561105135378256,3,-12.157206579091609,4.839699155740582,5732.657372639465
MRV2-00018,10,1.0,0.12,0.03,0.05,2,0.12,120.0,18.0,0.05,95.0,8,18.0,0.25,412,82,810,22211.737691146347,122.11737691146345,7.068698847574766,21020.108235875323,7.068698847574783,21349.64380857073,113.49643808570731,7.068698847574765,21200.832441858118,9.893362411045333,24461.056946151657,144.61056946151655,13.804498960124729,23557.666621484233,12.806243171288354,21324.53747129611,113.2453747129611,27.18117942705771,45708.51371640169,17.36049286438656,13995.941856013087,39.95941856013088,53.68541135455814,18241.95401664062,45.27001774988935,20558.505890230746,105.58505890230747,63.36496411364543,21993.867075218586,53.561105135378256,3,-12.157206579091609,4.839699155740582,5732.657372639465
MRV2-00019,10,1.0,0.12,0.05,0.03,2,0.12,120.0,18.0,0.05,95.0,8,18.0,0.25,412,82,810,22211.737691146347,122.11737691146345,7.068698847574766,21020.108235875323,7.068698847574783,21349.64380857073,113.49643808570731,7.068698847574765,21200.832441858118,9.893362411045333,24461.056946151657,144.61056946151655,13.804498960124729,23557.666621484233,12.806243171288354,21324.53747129611,113.2453747129611,27.18117942705771,45708.51371640169,17.36049286438656,13995.941856013087,39.95941856013088,53.68541135455814,18241.95401664062,45.27001774988935,20558.505890230746,105.58505890230747,63.36496411364543,21993.867075218586,53.561105135378256,3,-12.157206579091609,4.839699155740582,5732.657372639465
MRV2-00020,10,1.0,0.12,0.05,0.03,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,412,82,810,22211.737691146347,122.11737691146345,7.068698847574766,21020.108235875323,7.068698847574783,21349.64380857073,113.49643808570731,7.068698847574765,21200.832441858118,9.893362411045333,24461.056946151657,144.61056946151655,13.804498960124729,23557.666621484233,12.806243171288354,21324.53747129611,113.2453747129611,27.18117942705771,45708.51371640169,17.36049286438656,13995.941856013087,39.95941856013088,53.68541135455814,18241.95401664062,45.27001774988935,20558.505890230746,105.58505890230747,63.36496411364543,21993.867075218586,53.561105135378256,3,-12.157206579091609,4.839699155740582,5732.657372639465
