candidate_id,lookback_days,vol_penalty,dd_penalty,switch_penalty,min_edge_to_switch,min_hold_days,burst_ret3d_min,burst_rv20_max,burst_dd20_max,burst_v1_bonus,riskoff_rv20_min,riskoff_crossovers20_min,riskoff_dd20_min,riskoff_m0106_bonus,router_days_v1_all,router_days_v2_all,router_days_m0106_all,1m_meta_final,1m_meta_return,1m_meta_dd,1m_best_baseline_final,1m_best_baseline_dd,2m_meta_final,2m_meta_return,2m_meta_dd,2m_best_baseline_final,2m_best_baseline_dd,6m_meta_final,6m_meta_return,6m_meta_dd,6m_best_baseline_final,6m_best_baseline_dd,1y_meta_final,1y_meta_return,1y_meta_dd,1y_best_baseline_final,1y_best_baseline_dd,wins_vs_best_baseline,avg_uplift_pct_vs_best_baseline,avg_dd_over_best_baseline_pct,ranking_score
MRV2-00060,10,1.2,0.16,0.05,0.0,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,465,208,1567,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,21974.474467829525,119.74474467829523,7.06869884757477,21020.108235875323,7.068698847574783,15885.463196033572,58.85463196033571,27.449498532154827,25037.90044416518,17.360492864386565,20826.497547391362,108.26497547391361,27.449508371291586,45708.51371640169,17.36049286438656,1,-25.070228833461414,5.044505293668322,1473.37289686243
MRV2-00064,10,1.2,0.16,0.05,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,467,209,1564,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,21974.474467829525,119.74474467829523,7.06869884757477,21020.108235875323,7.068698847574783,15885.463196033572,58.85463196033571,27.449498532154827,25037.90044416518,17.360492864386565,20826.497547391362,108.26497547391361,27.449508371291586,45708.51371640169,17.36049286438656,1,-25.070228833461414,5.044505293668322,1473.37289686243
MRV2-00052,10,1.2,0.16,0.0,0.0,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,492,187,1561,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,21974.474467829525,119.74474467829523,7.06869884757477,21020.108235875323,7.068698847574783,15885.463196033572,58.85463196033571,27.449498532154827,25037.90044416518,17.360492864386565,20148.35439109032,101.4835439109032,27.47476861529639,45708.51371640169,17.36049286438656,1,-25.441135203611935,5.050820354669523,1465.9231941544137
MRV2-00063,10,1.2,0.16,0.05,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,525,209,1506,16579.605109163618,65.79605109163617,8.266644520358794,19508.989836837496,7.068698847574766,21672.279521946795,116.72279521946795,8.266644520358787,21020.108235875323,7.068698847574783,15667.00487986882,56.6700487986882,27.473474101484726,25037.90044416518,17.360492864386565,20998.41347734284,109.98413477342841,27.47348394921541,45708.51371640169,17.36049286438656,1,-25.849992298111278,5.65546591687376,1454.7228244534056
MRV2-00029,10,0.8,0.16,0.05,0.05,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,631,234,1375,16579.605109163618,65.79605109163617,8.266644520358794,19508.989836837496,7.068698847574766,21763.363908003917,117.63363908003916,8.266644520358803,21020.108235875323,7.068698847574783,16038.818663107957,60.38818663107956,32.97147369915078,25037.90044416518,17.360492864386565,20189.253331793414,101.89253331793412,32.97147369915072,45708.51371640169,17.36049286438656,1,-25.81297660881233,8.404463253774106,1441.718151554883
MRV2-00031,10,0.8,0.16,0.05,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,640,242,1358,16579.605109163618,65.79605109163617,8.266644520358794,19508.989836837496,7.068698847574766,21763.363908003917,117.63363908003916,8.266644520358803,21020.108235875323,7.068698847574783,16038.818663107957,60.38818663107956,32.97147369915078,25037.90044416518,17.360492864386565,20189.253331793414,101.89253331793412,32.97147369915072,45708.51371640169,17.36049286438656,1,-25.81297660881233,8.404463253774106,1441.718151554883
MRV2-00038,10,1.2,0.08,0.0,0.05,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,437,192,1611,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,21171.26298603898,111.7126298603898,7.068698847574766,21020.108235875323,7.068698847574783,15706.014018446198,57.06014018446197,27.763122977605846,25037.90044416518,17.360492864386565,19706.609955173568,97.06609955173569,27.78868178426648,45708.51371640169,17.36049286438656,1,-26.817211661355334,5.2077047582748,1437.6172429815194
MRV2-00042,10,1.2,0.08,0.05,0.0,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,437,192,1611,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,21171.26298603898,111.7126298603898,7.068698847574766,21020.108235875323,7.068698847574783,15706.014018446198,57.06014018446197,27.763122977605846,25037.90044416518,17.360492864386565,19706.609955173568,97.06609955173569,27.78868178426648,45708.51371640169,17.36049286438656,1,-26.817211661355334,5.2077047582748,1437.6172429815194
MRV2-00046,10,1.2,0.08,0.05,0.05,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,438,191,1611,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,21171.26298603898,111.7126298603898,7.068698847574766,21020.108235875323,7.068698847574783,15706.014018446198,57.06014018446197,27.763122977605846,25037.90044416518,17.360492864386565,19565.402043531314,95.65402043531314,28.015972123579346,45708.51371640169,17.36049286438656,1,-26.894444489641096,5.264527343103016,1435.7884734916631
MRV2-00053,10,1.2,0.16,0.0,0.05,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,492,204,1544,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,21399.853758715242,113.99853758715244,7.068698847574757,21020.108235875323,7.068698847574783,15470.066862452204,54.70066862452203,28.186561994794374,25037.90044416518,17.360492864386565,19038.749225707197,90.38749225707197,29.214587497979974,45708.51371640169,17.36049286438656,1,-26.91361496447223,5.670040941000305,1433.377496005554
MRV2-00057,10,1.2,0.16,0.05,0.0,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,492,204,1544,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,21399.853758715242,113.99853758715244,7.068698847574757,21020.108235875323,7.068698847574783,15470.066862452204,54.70066862452203,28.186561994794374,25037.90044416518,17.360492864386565,19038.749225707197,90.38749225707197,29.214587497979974,45708.51371640169,17.36049286438656,1,-26.91361496447223,5.670040941000305,1433.377496005554
MRV2-00050,10,1.2,0.16,0.0,0.0,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,478,182,1580,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,21171.26298603898,111.7126298603898,7.068698847574766,21020.108235875323,7.068698847574783,15304.817390314991,53.04817390314991,28.49089849043595,25037.90044416518,17.360492864386565,19206.229757665944,92.06229757665945,28.517127289216646,45708.51371640169,17.36049286438656,1,-27.491480964966083,5.571760012719867,1422.311580637079
MRV2-00054,10,1.2,0.16,0.0,0.05,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,454,203,1583,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,21171.26298603898,111.7126298603898,7.068698847574766,21020.108235875323,7.068698847574783,15304.817390314991,53.04817390314991,28.49089849043595,25037.90044416518,17.360492864386565,18835.379499663093,88.35379499663094,29.53002381058848,45708.51371640169,17.36049286438656,1,-27.694315310173515,5.824984143062826,1416.9887730812156
MRV2-00058,10,1.2,0.16,0.05,0.0,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,454,203,1583,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,21171.26298603898,111.7126298603898,7.068698847574766,21020.108235875323,7.068698847574783,15304.817390314991,53.04817390314991,28.49089849043595,25037.90044416518,17.360492864386565,18835.379499663093,88.35379499663094,29.53002381058848,45708.51371640169,17.36049286438656,1,-27.694315310173515,5.824984143062826,1416.9887730812156
MRV2-00062,10,1.2,0.16,0.05,0.05,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,460,204,1576,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,21171.26298603898,111.7126298603898,7.068698847574766,21020.108235875323,7.068698847574783,15304.817390314991,53.04817390314991,28.49089849043595,25037.90044416518,17.360492864386565,18835.379499663093,88.35379499663094,29.53002381058848,45708.51371640169,17.36049286438656,1,-27.694315310173515,5.824984143062826,1416.9887730812156
MRV2-00024,10,0.8,0.16,0.0,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,555,246,1439,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,22305.089315224985,123.05089315224987,7.068698847574775,21020.108235875323,7.068698847574783,13969.927371687929,39.69927371687929,37.45417628745704,25037.90044416518,17.360492864386565,18722.126387543623,87.22126387543622,37.454176287456974,45708.51371640169,17.36049286438656,1,-27.50802817440139,10.046841711535222,1399.6052279542962
MRV2-00028,10,0.8,0.16,0.05,0.0,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,555,246,1439,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,22305.089315224985,123.05089315224987,7.068698847574775,21020.108235875323,7.068698847574783,13969.927371687929,39.69927371687929,37.45417628745704,25037.90044416518,17.360492864386565,18722.126387543623,87.22126387543622,37.454176287456974,45708.51371640169,17.36049286438656,1,-27.50802817440139,10.046841711535222,1399.6052279542962
MRV2-00030,10,0.8,0.16,0.05,0.05,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,552,233,1455,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,22305.089315224985,123.05089315224987,7.068698847574775,21020.108235875323,7.068698847574783,14305.0931181748,43.05093118174801,37.450255511717295,25037.90044416518,17.360492864386565,18066.64787929772,80.66647879297722,37.45025551171731,45708.51371640169,17.36049286438656,1,-27.53187985155105,10.044881323665368,1399.1379963506522
MRV2-00032,10,0.8,0.16,0.05,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,561,240,1439,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,22305.089315224985,123.05089315224987,7.068698847574775,21020.108235875323,7.068698847574783,14305.0931181748,43.05093118174801,37.450255511717295,25037.90044416518,17.360492864386565,18066.64787929772,80.66647879297722,37.45025551171731,45708.51371640169,17.36049286438656,1,-27.53187985155105,10.044881323665368,1399.1379963506522
MRV2-00022,10,0.8,0.16,0.0,0.05,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,543,235,1462,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,22305.089315224985,123.05089315224987,7.068698847574775,21020.108235875323,7.068698847574783,13969.927371687929,39.69927371687929,37.45417628745704,25037.90044416518,17.360492864386565,18607.428215415388,86.07428215415386,37.45417628745706,45708.51371640169,17.36049286438656,1,-27.57076165816761,10.046841711535244,1398.3505582789714
MRV2-00026,10,0.8,0.16,0.05,0.0,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,543,235,1462,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,22305.089315224985,123.05089315224987,7.068698847574775,21020.108235875323,7.068698847574783,13969.927371687929,39.69927371687929,37.45417628745704,25037.90044416518,17.360492864386565,18607.428215415388,86.07428215415386,37.45417628745706,45708.51371640169,17.36049286438656,1,-27.57076165816761,10.046841711535244,1398.3505582789714
MRV2-00023,10,0.8,0.16,0.0,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,610,246,1384,16579.605109163618,65.79605109163617,8.266644520358794,19508.989836837496,7.068698847574766,21763.363908003917,117.63363908003916,8.266644520358803,21020.108235875323,7.068698847574783,14141.177626709401,41.411776267094005,36.523642478497074,25037.90044416518,17.360492864386565,19374.510977878195,93.74510977878194,36.52364247849707,45708.51371640169,17.36049286438656,1,-28.153363632131594,10.180547643447266,1386.0299891401319
MRV2-00027,10,0.8,0.16,0.05,0.0,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,610,246,1384,16579.605109163618,65.79605109163617,8.266644520358794,19508.989836837496,7.068698847574766,21763.363908003917,117.63363908003916,8.266644520358803,21020.108235875323,7.068698847574783,14141.177626709401,41.411776267094005,36.523642478497074,25037.90044416518,17.360492864386565,19374.510977878195,93.74510977878194,36.52364247849707,45708.51371640169,17.36049286438656,1,-28.153363632131594,10.180547643447266,1386.0299891401319
MRV2-00021,10,0.8,0.16,0.0,0.05,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,600,235,1405,16579.605109163618,65.79605109163617,8.266644520358794,19508.989836837496,7.068698847574766,21763.363908003917,117.63363908003916,8.266644520358803,21020.108235875323,7.068698847574783,14141.177626709401,41.411776267094005,36.523642478497074,25037.90044416518,17.360492864386565,19255.816073835726,92.55816073835726,36.52364247849711,45708.51371640169,17.36049286438656,1,-28.218283104671716,10.180547643447277,1384.7315996893292
MRV2-00025,10,0.8,0.16,0.05,0.0,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,600,235,1405,16579.605109163618,65.79605109163617,8.266644520358794,19508.989836837496,7.068698847574766,21763.363908003917,117.63363908003916,8.266644520358803,21020.108235875323,7.068698847574783,14141.177626709401,41.411776267094005,36.523642478497074,25037.90044416518,17.360492864386565,19255.816073835726,92.55816073835726,36.52364247849711,45708.51371640169,17.36049286438656,1,-28.218283104671716,10.180547643447277,1384.7315996893292
MRV2-00115,20,1.2,0.16,0.0,0.0,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,434,211,1595,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,22185.794734567557,121.85794734567557,7.0686988475747645,21020.108235875323,7.068698847574783,15784.370077079242,57.84370077079242,35.64609214918151,25037.90044416518,17.360492864386565,14577.034035681052,45.770340356810514,52.0217236065217,45708.51371640169,17.36049286438656,1,-28.337944774185292,13.23670750673252,1367.0575669826317
MRV2-00116,20,1.2,0.16,0.0,0.0,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,411,211,1618,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,22185.794734567557,121.85794734567557,7.0686988475747645,21020.108235875323,7.068698847574783,15784.370077079242,57.84370077079242,35.64609214918151,25037.90044416518,17.360492864386565,14577.034035681052,45.770340356810514,52.0217236065217,45708.51371640169,17.36049286438656,1,-28.337944774185292,13.23670750673252,1367.0575669826317
MRV2-00120,20,1.2,0.16,0.0,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,397,217,1626,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,22185.794734567557,121.85794734567557,7.0686988475747645,21020.108235875323,7.068698847574783,15784.370077079242,57.84370077079242,35.64609214918151,25037.90044416518,17.360492864386565,14577.034035681052,45.770340356810514,52.0217236065217,45708.51371640169,17.36049286438656,1,-28.337944774185292,13.23670750673252,1367.0575669826317
MRV2-00119,20,1.2,0.16,0.0,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,422,217,1601,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,22185.794734567557,121.85794734567557,7.0686988475747645,21020.108235875323,7.068698847574783,15784.370077079242,57.84370077079242,35.64609214918151,25037.90044416518,17.360492864386565,14577.034035681052,45.770340356810514,52.0217236065217,45708.51371640169,17.36049286438656,1,-28.337944774185292,13.23670750673252,1367.0575669826317
MRV2-00123,20,1.2,0.16,0.05,0.0,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,422,217,1601,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,22185.794734567557,121.85794734567557,7.0686988475747645,21020.108235875323,7.068698847574783,15784.370077079242,57.84370077079242,35.64609214918151,25037.90044416518,17.360492864386565,14577.034035681052,45.770340356810514,52.0217236065217,45708.51371640169,17.36049286438656,1,-28.337944774185292,13.23670750673252,1367.0575669826317
MRV2-00124,20,1.2,0.16,0.05,0.0,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,397,217,1626,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,22185.794734567557,121.85794734567557,7.0686988475747645,21020.108235875323,7.068698847574783,15784.370077079242,57.84370077079242,35.64609214918151,25037.90044416518,17.360492864386565,14577.034035681052,45.770340356810514,52.0217236065217,45708.51371640169,17.36049286438656,1,-28.337944774185292,13.23670750673252,1367.0575669826317
MRV2-00127,20,1.2,0.16,0.05,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,418,217,1605,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,22185.794734567557,121.85794734567557,7.0686988475747645,21020.108235875323,7.068698847574783,15784.370077079242,57.84370077079242,35.64609214918151,25037.90044416518,17.360492864386565,14577.034035681052,45.770340356810514,52.0217236065217,45708.51371640169,17.36049286438656,1,-28.337944774185292,13.23670750673252,1367.0575669826317
MRV2-00128,20,1.2,0.16,0.05,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,397,217,1626,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,22185.794734567557,121.85794734567557,7.0686988475747645,21020.108235875323,7.068698847574783,15784.370077079242,57.84370077079242,35.64609214918151,25037.90044416518,17.360492864386565,14577.034035681052,45.770340356810514,52.0217236065217,45708.51371640169,17.36049286438656,1,-28.337944774185292,13.23670750673252,1367.0575669826317
MRV2-00020,10,0.8,0.16,0.0,0.0,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,582,221,1437,16810.788583133068,68.10788583133068,7.068698847574766,19508.989836837496,7.068698847574766,21849.174524023045,118.49174524023044,7.068698847574771,21020.108235875323,7.068698847574783,13684.382829329976,36.84382829329975,38.23571212731046,25037.90044416518,17.360492864386565,16524.789857650707,65.24789857650705,41.04974094658505,45708.51371640169,17.36049286438656,1,-29.769794740792406,11.141116836280595,1348.8985210027488
MRV2-00019,10,0.8,0.16,0.0,0.0,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,626,222,1392,16579.605109163618,65.79605109163617,8.266644520358794,19508.989836837496,7.068698847574766,21548.702714217725,115.48702714217724,8.266644520358804,21020.108235875323,7.068698847574783,14001.69725576475,40.01697255764749,36.887479169727726,25037.90044416518,17.360492864386565,16907.967840979054,69.07967840979055,39.602282260314375,45708.51371640169,17.36049286438656,1,-29.89699855934056,11.041166761709256,1346.8541950046426
MRV2-00045,10,1.2,0.08,0.05,0.05,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.1,508,193,1539,16579.605109163618,65.79605109163617,8.266644520358794,19508.989836837496,7.068698847574766,20351.489972831867,103.51489972831867,8.266644520358799,21020.108235875323,7.068698847574783,16702.716324124776,67.02716324124776,25.769883440648403,25037.90044416518,17.360492864386565,21271.300776818447,112.71300776818447,25.981791534551867,45708.51371640169,17.36049286438656,0,-26.23745890012252,4.856645147998797,-549.0324037424444
MRV2-00008,10,0.8,0.08,0.0,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,539,237,1464,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,20858.071549085034,108.58071549085034,7.068698847574759,21020.108235875323,7.068698847574783,15663.02899455422,56.6302899455422,27.749080933696263,25037.90044416518,17.360492864386565,21184.708027834804,111.84708027834805,27.749080933696266,45708.51371640169,17.36049286438656,0,-26.19158732893255,5.194294034654851,-549.8032167519252
MRV2-00012,10,0.8,0.08,0.05,0.0,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,539,237,1464,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,20858.071549085034,108.58071549085034,7.068698847574759,21020.108235875323,7.068698847574783,15663.02899455422,56.6302899455422,27.749080933696263,25037.90044416518,17.360492864386565,21184.708027834804,111.84708027834805,27.749080933696266,45708.51371640169,17.36049286438656,0,-26.19158732893255,5.194294034654851,-549.8032167519252
MRV2-00006,10,0.8,0.08,0.0,0.05,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,531,228,1481,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,20858.071549085034,108.58071549085034,7.068698847574759,21020.108235875323,7.068698847574783,15663.02899455422,56.6302899455422,27.749080933696263,25037.90044416518,17.360492864386565,21054.923235361723,110.54923235361724,27.74908093369626,45708.51371640169,17.36049286438656,0,-26.26257235005921,5.194294034654849,-551.2229171744584
MRV2-00010,10,0.8,0.08,0.05,0.0,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,531,228,1481,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,20858.071549085034,108.58071549085034,7.068698847574759,21020.108235875323,7.068698847574783,15663.02899455422,56.6302899455422,27.749080933696263,25037.90044416518,17.360492864386565,21054.923235361723,110.54923235361724,27.74908093369626,45708.51371640169,17.36049286438656,0,-26.26257235005921,5.194294034654849,-551.2229171744584
MRV2-00016,10,0.8,0.08,0.05,0.05,2,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,539,239,1462,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,20858.071549085034,108.58071549085034,7.068698847574759,21020.108235875323,7.068698847574783,15663.02899455422,56.6302899455422,27.749080933696263,25037.90044416518,17.360492864386565,20991.176306478745,109.91176306478745,27.749080933696185,45708.51371640169,17.36049286438656,0,-26.297438354059306,5.19429403465483,-551.9202372544603
MRV2-00014,10,0.8,0.08,0.05,0.05,1,0.12,120.0,18.0,0.1,95.0,8,18.0,0.25,536,226,1478,16992.298356737494,69.92298356737494,7.0686988475747565,19508.989836837496,7.068698847574766,20858.071549085034,108.58071549085034,7.068698847574759,21020.108235875323,7.068698847574783,15663.02899455422,56.6302899455422,27.749080933696263,25037.90044416518,17.360492864386565,20862.57715575534,108.62577155755342,27.74908093369623,45708.51371640169,17.36049286438656,0,-26.367774895475467,5.194294034654842,-553.3269680827835
