rule,rule_size,final_equity,pnl,return_pct,maxdd_pct,active_days,exposure_pct,win_rate_when_active_pct,switches,delta_pnl_vs_baseline,delta_return_pct_vs_baseline,delta_maxdd_pct_vs_baseline,pnl_per_maxdd
SOXL_ATRpct_lag1_gt_q40 & SOXL_MACD_hist_lag1_lt_0 & SOXL_EMA20_lt_EMA50_lag1,3,13400.407933037111,3400.4079330371114,34.004079330371106,8.924440427519013,20,7.936507936507936,60.0,6,-24507.09231214758,-245.07092312147574,-31.06678013263883,381.0219767450924
SOXL_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.02,3,13388.248492005425,3388.248492005425,33.88248492005425,14.200638489427106,23,9.126984126984127,52.17391304347826,34,-24519.251753179262,-245.1925175317926,-25.790582070730736,238.5983203873614
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.02,3,13382.581806174747,3382.581806174747,33.82581806174747,17.984619612822307,28,11.11111111111111,53.57142857142857,48,-24524.91843900994,-245.24918439009937,-22.006600947335535,188.08192105231421
SOXS_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01,3,13300.177467487214,3300.177467487214,33.00177467487213,14.200638489427106,22,8.73015873015873,50.0,30,-24607.322777697475,-246.0732277769747,-25.790582070730736,232.3964144249089
SOXS_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.01,3,13300.177467487214,3300.177467487214,33.00177467487213,14.200638489427106,22,8.73015873015873,50.0,30,-24607.322777697475,-246.0732277769747,-25.790582070730736,232.3964144249089
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.03,3,13268.824304715878,3268.8243047158776,32.688243047158785,17.15409882997831,20,7.936507936507936,60.0,34,-24638.675940468813,-246.38675940468806,-22.837121730179533,190.5564575040991
SOXL_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.01,3,13198.786951281678,3198.786951281678,31.98786951281678,14.200638489427106,24,9.523809523809524,50.0,36,-24708.713293903013,-247.08713293903006,-25.790582070730736,225.25655826414365
SOXL_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.01,3,13198.786951281678,3198.786951281678,31.98786951281678,14.200638489427106,24,9.523809523809524,50.0,36,-24708.713293903013,-247.08713293903006,-25.790582070730736,225.25655826414365
SOXL_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1 & SOXS_ret1_lag1_gt_0.02,3,13198.786951281678,3198.786951281678,31.98786951281678,14.200638489427106,24,9.523809523809524,50.0,36,-24708.713293903013,-247.08713293903006,-25.790582070730736,225.25655826414365
SOXS_VolZ20_lag1_gt_1.0 & SOXS_ret1_lag1_gt_0.02,2,13193.200456599894,3193.200456599894,31.932004565998938,19.145246437195777,29,11.507936507936508,51.724137931034484,50,-24714.299788584794,-247.1429978858479,-20.845974122962065,166.7881615979661
SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXS_ret1_lag1_gt_0.02,3,13193.200456599894,3193.200456599894,31.932004565998938,19.145246437195777,29,11.507936507936508,51.724137931034484,50,-24714.299788584794,-247.1429978858479,-20.845974122962065,166.7881615979661
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.02,3,13193.200456599894,3193.200456599894,31.932004565998938,19.145246437195777,29,11.507936507936508,51.724137931034484,50,-24714.299788584794,-247.1429978858479,-20.845974122962065,166.7881615979661
SOXS_VolZ20_lag1_gt_1.0 & SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,3,13193.200456599894,3193.200456599894,31.932004565998938,19.145246437195777,29,11.507936507936508,51.724137931034484,50,-24714.299788584794,-247.1429978858479,-20.845974122962065,166.7881615979661
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.03,3,13158.024004776516,3158.0240047765164,31.580240047765162,17.092692287030527,26,10.317460317460316,50.0,44,-24749.47624040817,-247.49476240408168,-22.898528273127315,184.75872330380275
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.01,3,13035.545542753149,3035.5455427531488,30.355455427531485,23.698830435961778,23,9.126984126984127,52.17391304347826,36,-24871.95470243154,-248.71954702431535,-16.292390124196064,128.088411407293
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.02,3,13035.545542753149,3035.5455427531488,30.355455427531485,23.698830435961778,23,9.126984126984127,52.17391304347826,36,-24871.95470243154,-248.71954702431535,-16.292390124196064,128.088411407293
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.01,3,13035.545542753149,3035.5455427531488,30.355455427531485,23.698830435961778,23,9.126984126984127,52.17391304347826,36,-24871.95470243154,-248.71954702431535,-16.292390124196064,128.088411407293
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.02,3,13035.545542753149,3035.5455427531488,30.355455427531485,23.698830435961778,23,9.126984126984127,52.17391304347826,36,-24871.95470243154,-248.71954702431535,-16.292390124196064,128.088411407293
SOXL_ret1_lag1_lt_-0.03,1,13031.782409941761,3031.782409941761,30.317824099417614,25.90030718215078,54,21.428571428571427,55.55555555555556,88,-24875.717835242926,-248.75717835242924,-14.090913378007063,117.05584758589724
SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.03,2,13031.782409941761,3031.782409941761,30.317824099417614,25.90030718215078,54,21.428571428571427,55.55555555555556,88,-24875.717835242926,-248.75717835242924,-14.090913378007063,117.05584758589724
SOXL_ret1_lag1_lt_-0.02 & SOXL_ret1_lag1_lt_-0.03,2,13031.782409941761,3031.782409941761,30.317824099417614,25.90030718215078,54,21.428571428571427,55.55555555555556,88,-24875.717835242926,-248.75717835242924,-14.090913378007063,117.05584758589724
SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.01,2,13031.782409941761,3031.782409941761,30.317824099417614,25.90030718215078,54,21.428571428571427,55.55555555555556,88,-24875.717835242926,-248.75717835242924,-14.090913378007063,117.05584758589724
SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.02,2,13031.782409941761,3031.782409941761,30.317824099417614,25.90030718215078,54,21.428571428571427,55.55555555555556,88,-24875.717835242926,-248.75717835242924,-14.090913378007063,117.05584758589724
SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02 & SOXL_ret1_lag1_lt_-0.03,3,13031.782409941761,3031.782409941761,30.317824099417614,25.90030718215078,54,21.428571428571427,55.55555555555556,88,-24875.717835242926,-248.75717835242924,-14.090913378007063,117.05584758589724
SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.01,3,13031.782409941761,3031.782409941761,30.317824099417614,25.90030718215078,54,21.428571428571427,55.55555555555556,88,-24875.717835242926,-248.75717835242924,-14.090913378007063,117.05584758589724
SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.02,3,13031.782409941761,3031.782409941761,30.317824099417614,25.90030718215078,54,21.428571428571427,55.55555555555556,88,-24875.717835242926,-248.75717835242924,-14.090913378007063,117.05584758589724
SOXL_ret1_lag1_lt_-0.02 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.01,3,13031.782409941761,3031.782409941761,30.317824099417614,25.90030718215078,54,21.428571428571427,55.55555555555556,88,-24875.717835242926,-248.75717835242924,-14.090913378007063,117.05584758589724
SOXL_ret1_lag1_lt_-0.02 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.02,3,13031.782409941761,3031.782409941761,30.317824099417614,25.90030718215078,54,21.428571428571427,55.55555555555556,88,-24875.717835242926,-248.75717835242924,-14.090913378007063,117.05584758589724
SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,3,13031.782409941761,3031.782409941761,30.317824099417614,25.90030718215078,54,21.428571428571427,55.55555555555556,88,-24875.717835242926,-248.75717835242924,-14.090913378007063,117.05584758589724
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ret1_lag1_lt_-0.01,2,13021.715614240935,3021.715614240935,30.21715614240934,25.01761159174857,34,13.492063492063492,55.88235294117647,52,-24885.784630943752,-248.8578463094375,-14.973608968409273,120.78353695592476
SOXL_VolZ20_lag1_gt_0.5 & SOXS_ret1_lag1_gt_0.01,2,13021.715614240935,3021.715614240935,30.21715614240934,25.01761159174857,34,13.492063492063492,55.88235294117647,52,-24885.784630943752,-248.8578463094375,-14.973608968409273,120.78353695592476
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.01,3,13021.715614240935,3021.715614240935,30.21715614240934,25.01761159174857,34,13.492063492063492,55.88235294117647,52,-24885.784630943752,-248.8578463094375,-14.973608968409273,120.78353695592476
SOXS_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.03,3,12998.91173983676,2998.91173983676,29.989117398367604,23.48225421529395,23,9.126984126984127,56.52173913043478,38,-24908.58850534793,-249.08588505347925,-16.508966344863893,127.70970420223004
SOXL_ATRpct_lag1_gt_q40 & SOXL_EMA20_lt_EMA50_lag1,2,12975.358653372683,2975.358653372683,29.75358653372684,20.71613448849741,48,19.047619047619047,52.083333333333336,7,-24932.141591812004,-249.32141591812,-19.275086071660432,143.625185240265
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.01,3,12951.681491625828,2951.681491625828,29.516814916258284,23.698830435961792,24,9.523809523809524,54.166666666666664,38,-24955.81875355886,-249.55818753558856,-16.29239012419605,124.54966921687405
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.02,3,12951.681491625828,2951.681491625828,29.516814916258284,23.698830435961792,24,9.523809523809524,54.166666666666664,38,-24955.81875355886,-249.55818753558856,-16.29239012419605,124.54966921687405
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXS_ret1_lag1_gt_0.01,3,12951.681491625828,2951.681491625828,29.516814916258284,23.698830435961792,24,9.523809523809524,54.166666666666664,38,-24955.81875355886,-249.55818753558856,-16.29239012419605,124.54966921687405
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXS_ret1_lag1_gt_0.02,3,12951.681491625828,2951.681491625828,29.516814916258284,23.698830435961792,24,9.523809523809524,54.166666666666664,38,-24955.81875355886,-249.55818753558856,-16.29239012419605,124.54966921687405
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.01,3,12951.681491625828,2951.681491625828,29.516814916258284,23.698830435961792,24,9.523809523809524,54.166666666666664,38,-24955.81875355886,-249.55818753558856,-16.29239012419605,124.54966921687405
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.02,3,12951.681491625828,2951.681491625828,29.516814916258284,23.698830435961792,24,9.523809523809524,54.166666666666664,38,-24955.81875355886,-249.55818753558856,-16.29239012419605,124.54966921687405
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.01,3,12951.681491625828,2951.681491625828,29.516814916258284,23.698830435961792,24,9.523809523809524,54.166666666666664,38,-24955.81875355886,-249.55818753558856,-16.29239012419605,124.54966921687405
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXS_ret1_lag1_gt_0.02,3,12951.681491625828,2951.681491625828,29.516814916258284,23.698830435961792,24,9.523809523809524,54.166666666666664,38,-24955.81875355886,-249.55818753558856,-16.29239012419605,124.54966921687405
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q40 & SOXL_ret1_lag1_lt_-0.03,3,12892.941086045383,2892.9410860453827,28.92941086045382,24.880267804262797,25,9.920634920634921,56.00000000000001,42,-25014.559159139306,-250.145591591393,-15.110952755895045,116.27451556408602
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ret1_lag1_lt_-0.02,2,12888.231716144184,2888.2317161441842,28.88231716144185,24.072626848493663,32,12.698412698412698,56.25,48,-25019.268529040506,-250.192685290405,-15.91859371166418,119.97991471067539
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02,3,12888.231716144184,2888.2317161441842,28.88231716144185,24.072626848493663,32,12.698412698412698,56.25,48,-25019.268529040506,-250.192685290405,-15.91859371166418,119.97991471067539
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01,3,12888.231716144184,2888.2317161441842,28.88231716144185,24.072626848493663,32,12.698412698412698,56.25,48,-25019.268529040506,-250.192685290405,-15.91859371166418,119.97991471067539
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.02,3,12876.241155996384,2876.241155996384,28.76241155996384,24.143265843406887,31,12.3015873015873,54.83870967741935,48,-25031.259089188305,-250.312590891883,-15.847954716750955,119.1322323438623
SOXL_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.02,3,12874.181585923561,2874.181585923561,28.741815859235608,26.766530188118924,27,10.714285714285714,59.25925925925925,38,-25033.318659261127,-250.33318659261124,-13.224690372038918,107.3796852159548
SOXL_ATRpct_lag1_gt_q60 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.03,3,12826.45084890832,2826.45084890832,28.264508489083195,31.30465930206355,25,9.920634920634921,60.0,40,-25081.04939627637,-250.81049396276364,-8.686561258094294,90.28850375388066
SOXS_ret1_lag1_gt_0.02,1,12778.288498040218,2778.2884980402177,27.78288498040218,32.14545090145889,65,25.793650793650798,52.307692307692314,98,-25129.211747144473,-251.29211747144467,-7.845769658698956,86.42866782478787
SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.02,2,12778.288498040218,2778.2884980402177,27.78288498040218,32.14545090145889,65,25.793650793650798,52.307692307692314,98,-25129.211747144473,-251.29211747144467,-7.845769658698956,86.42866782478787
SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,2,12778.288498040218,2778.2884980402177,27.78288498040218,32.14545090145889,65,25.793650793650798,52.307692307692314,98,-25129.211747144473,-251.29211747144467,-7.845769658698956,86.42866782478787
SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,3,12778.288498040218,2778.2884980402177,27.78288498040218,32.14545090145889,65,25.793650793650798,52.307692307692314,98,-25129.211747144473,-251.29211747144467,-7.845769658698956,86.42866782478787
SOXL_VolZ20_lag1_gt_0.5 & SOXS_ret1_lag1_gt_0.02,2,12694.025200742612,2694.0252007426116,26.940252007426114,25.21673962425001,32,12.698412698412698,53.125,50,-25213.47504444208,-252.13475044442072,-14.774480935907832,106.83479469930627
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ret1_lag1_lt_-0.01 & SOXS_ret1_lag1_gt_0.02,3,12694.025200742612,2694.0252007426116,26.940252007426114,25.21673962425001,32,12.698412698412698,53.125,50,-25213.47504444208,-252.13475044442072,-14.774480935907832,106.83479469930627
SOXL_VolZ20_lag1_gt_0.5 & SOXS_ret1_lag1_gt_0.01 & SOXS_ret1_lag1_gt_0.02,3,12694.025200742612,2694.0252007426116,26.940252007426114,25.21673962425001,32,12.698412698412698,53.125,50,-25213.47504444208,-252.13475044442072,-14.774480935907832,106.83479469930627
SOXL_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01,3,12691.994776328345,2691.9947763283453,26.91994776328346,27.80288128597841,28,11.11111111111111,57.14285714285714,40,-25215.505468856343,-252.15505468856338,-12.188339274179434,96.82430927351318
SOXL_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.01,3,12691.994776328345,2691.9947763283453,26.91994776328346,27.80288128597841,28,11.11111111111111,57.14285714285714,40,-25215.505468856343,-252.15505468856338,-12.188339274179434,96.82430927351318
SOXL_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.02,3,12680.186785122658,2680.186785122658,26.80186785122658,27.87004984047868,27,10.714285714285714,55.55555555555556,40,-25227.313460062032,-252.27313460062027,-12.121170719679164,96.16727635807575
SOXL_ret1_lag1_lt_-0.02,1,12585.69707166763,2585.6970716676296,25.856970716676297,34.59387270741634,61,24.206349206349206,54.09836065573771,94,-25321.80317351706,-253.21803173517054,-5.397347852741504,74.74436567240129
SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02,2,12585.69707166763,2585.6970716676296,25.856970716676297,34.59387270741634,61,24.206349206349206,54.09836065573771,94,-25321.80317351706,-253.21803173517054,-5.397347852741504,74.74436567240129
SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01,2,12585.69707166763,2585.6970716676296,25.856970716676297,34.59387270741634,61,24.206349206349206,54.09836065573771,94,-25321.80317351706,-253.21803173517054,-5.397347852741504,74.74436567240129
SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01,3,12585.69707166763,2585.6970716676296,25.856970716676297,34.59387270741634,61,24.206349206349206,54.09836065573771,94,-25321.80317351706,-253.21803173517054,-5.397347852741504,74.74436567240129
SOXL_ATRpct_lag1_gt_q50 & SOXL_EMA20_lt_EMA50_lag1,2,12514.435650270405,2514.435650270405,25.144356502704056,20.71613448849741,45,17.857142857142858,51.11111111111111,5,-25393.064594914285,-253.9306459491428,-19.275086071660432,121.37571570924779
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50 & SOXL_EMA20_lt_EMA50_lag1,3,12514.435650270405,2514.435650270405,25.144356502704056,20.71613448849741,45,17.857142857142858,51.11111111111111,5,-25393.064594914285,-253.9306459491428,-19.275086071660432,121.37571570924779
SOXL_EMA20_lt_EMA50_lag1,1,12370.765519949144,2370.7655199491437,23.707655199491427,20.71613448849741,52,20.634920634920633,50.0,3,-25536.734725235547,-255.36734725235542,-19.275086071660432,114.44053528738705
SOXL_ATRpct_lag1_gt_q50 & SOXL_MACD_hist_lag1_gt_0,2,12347.365507020313,2347.365507020313,23.473655070203137,22.251695168569384,41,16.26984126984127,51.21951219512195,15,-25560.134738164375,-255.6013473816437,-17.739525391588458,105.49153622848371
SOXL_ATRpct_lag1_gt_q40 & SOXL_ATRpct_lag1_gt_q50 & SOXL_MACD_hist_lag1_gt_0,3,12347.365507020313,2347.365507020313,23.473655070203137,22.251695168569384,41,16.26984126984127,51.21951219512195,15,-25560.134738164375,-255.6013473816437,-17.739525391588458,105.49153622848371
SOXL_VolZ20_lag1_gt_0.5 & SOXL_Px_lt_EMA20_lag1 & SOXL_ret1_lag1_lt_-0.03,3,12236.362593407965,2236.3625934079646,22.363625934079657,15.233437817230358,22,8.73015873015873,50.0,34,-25671.137651776724,-256.7113765177672,-24.757782742927482,146.8061655050997
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.03,2,12231.183452718391,2231.183452718391,22.311834527183905,17.984619612822307,27,10.714285714285714,51.85185185185185,48,-25676.3167924663,-256.7631679246629,-22.006600947335535,124.06064185687015
SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.03,3,12231.183452718391,2231.183452718391,22.311834527183905,17.984619612822307,27,10.714285714285714,51.85185185185185,48,-25676.3167924663,-256.7631679246629,-22.006600947335535,124.06064185687015
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.03,3,12231.183452718391,2231.183452718391,22.311834527183905,17.984619612822307,27,10.714285714285714,51.85185185185185,48,-25676.3167924663,-256.7631679246629,-22.006600947335535,124.06064185687015
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.02 & SOXL_ret1_lag1_lt_-0.03,3,12231.183452718391,2231.183452718391,22.311834527183905,17.984619612822307,27,10.714285714285714,51.85185185185185,48,-25676.3167924663,-256.7631679246629,-22.006600947335535,124.06064185687015
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.01,3,12231.183452718391,2231.183452718391,22.311834527183905,17.984619612822307,27,10.714285714285714,51.85185185185185,48,-25676.3167924663,-256.7631679246629,-22.006600947335535,124.06064185687015
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.03 & SOXS_ret1_lag1_gt_0.02,3,12231.183452718391,2231.183452718391,22.311834527183905,17.984619612822307,27,10.714285714285714,51.85185185185185,48,-25676.3167924663,-256.7631679246629,-22.006600947335535,124.06064185687015
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_ret1_lag1_lt_-0.01,3,12216.228557536355,2216.228557536355,22.162285575363548,22.436291602290943,27,10.714285714285714,55.55555555555556,44,-25691.271687648332,-256.9127168764833,-17.5549289578669,98.77873745008995
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_0.5 & SOXS_ret1_lag1_gt_0.01,3,12216.228557536355,2216.228557536355,22.162285575363548,22.436291602290943,27,10.714285714285714,55.55555555555556,44,-25691.271687648332,-256.9127168764833,-17.5549289578669,98.77873745008995
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.01,3,12204.634135969865,2204.6341359698654,22.04634135969865,18.684075450822917,30,11.904761904761903,46.666666666666664,40,-25702.866109214825,-257.0286610921482,-21.307145109334925,117.99535608665961
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXS_ret1_lag1_gt_0.01,3,12204.634135969865,2204.6341359698654,22.04634135969865,18.684075450822917,30,11.904761904761903,46.666666666666664,40,-25702.866109214825,-257.0286610921482,-21.307145109334925,117.99535608665961
SOXL_ATRpct_lag1_gt_q40 & SOXL_MACD_hist_lag1_gt_0,2,12199.45611643358,2199.456116433579,21.994561164335803,27.15410939391245,61,24.206349206349206,50.81967213114754,29,-25708.04412875111,-257.08044128751106,-12.837111166245393,80.99901508560117
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.02,2,12116.156356869049,2116.156356869049,21.1615635686905,25.745929535014238,29,11.507936507936508,51.724137931034484,50,-25791.34388831564,-257.91343888315635,-14.245291025143604,82.19382228911545
SOXS_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.02,3,12116.156356869049,2116.156356869049,21.1615635686905,25.745929535014238,29,11.507936507936508,51.724137931034484,50,-25791.34388831564,-257.91343888315635,-14.245291025143604,82.19382228911545
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.02,3,12116.156356869049,2116.156356869049,21.1615635686905,25.745929535014238,29,11.507936507936508,51.724137931034484,50,-25791.34388831564,-257.91343888315635,-14.245291025143604,82.19382228911545
SOXS_VolZ20_lag1_gt_1.0 & SOXL_ret1_lag1_lt_-0.02 & SOXS_ret1_lag1_gt_0.01,3,12116.156356869049,2116.156356869049,21.1615635686905,25.745929535014238,29,11.507936507936508,51.724137931034484,50,-25791.34388831564,-257.91343888315635,-14.245291025143604,82.19382228911545
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_0.5 & SOXL_ret1_lag1_lt_-0.02,3,12091.001601564634,2091.0016015646343,20.91001601564635,23.231386999432246,25,9.920634920634921,56.00000000000001,40,-25816.498643620056,-258.1649864362005,-16.759833560725596,90.0076091718388
SOXL_VolZ20_lag1_gt_0.5 & SOXS_VolZ20_lag1_gt_0.5 & SOXS_ret1_lag1_gt_0.02,3,11919.89783144162,1919.89783144162,19.198978314416195,24.317765079955514,26,10.317460317460316,53.84615384615385,42,-25987.60241374307,-259.87602413743065,-15.673455480202328,78.9504226695627
SOXS_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.03,3,11914.005178441224,1914.0051784412244,19.14005178441225,28.77472618454474,22,8.73015873015873,50.0,36,-25993.495066743464,-259.9349506674346,-11.216494375613102,66.51688590069921
SOXS_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0 & SOXL_ret1_lag1_lt_-0.01,3,11886.979628767083,1886.9796287670833,18.869796287670827,26.559544073274843,27,10.714285714285714,51.85185185185185,42,-26020.520616417605,-260.205206164176,-13.431676486883,71.04713934701272
SOXS_VolZ20_lag1_gt_0.5 & SOXL_MACD_hist_lag1_lt_0 & SOXS_ret1_lag1_gt_0.01,3,11886.979628767083,1886.9796287670833,18.869796287670827,26.559544073274843,27,10.714285714285714,51.85185185185185,42,-26020.520616417605,-260.205206164176,-13.431676486883,71.04713934701272
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q50 & SOXL_ret1_lag1_lt_-0.03,3,11837.356545966348,1837.3565459663478,18.37356545966349,28.774726184544758,23,9.126984126984127,52.17391304347826,38,-26070.14369921834,-260.70143699218335,-11.216494375613085,63.85313744369229
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ATRpct_lag1_gt_q60 & SOXL_ret1_lag1_lt_-0.03,3,11837.356545966348,1837.3565459663478,18.37356545966349,28.774726184544758,23,9.126984126984127,52.17391304347826,38,-26070.14369921834,-260.70143699218335,-11.216494375613085,63.85313744369229
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ret1_lag1_lt_-0.03,2,11768.406877047268,1768.4068770472677,17.684068770472685,29.189595756917335,30,11.904761904761903,53.333333333333336,48,-26139.093368137423,-261.3909336813742,-10.801624803240507,60.58346582714122
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ret1_lag1_lt_-0.01 & SOXL_ret1_lag1_lt_-0.03,3,11768.406877047268,1768.4068770472677,17.684068770472685,29.189595756917335,30,11.904761904761903,53.333333333333336,48,-26139.093368137423,-261.3909336813742,-10.801624803240507,60.58346582714122
SOXL_VolZ20_lag1_gt_0.5 & SOXL_ret1_lag1_lt_-0.02 & SOXL_ret1_lag1_lt_-0.03,3,11768.406877047268,1768.4068770472677,17.684068770472685,29.189595756917335,30,11.904761904761903,53.333333333333336,48,-26139.093368137423,-261.3909336813742,-10.801624803240507,60.58346582714122
