exec_model,window,profile,start_date,end_date,initial_equity,cpu_final_equity,cpu_pnl,cpu_return_pct,cpu_max_drawdown_pct,cpu_trades,gpu_final_equity,gpu_pnl,gpu_return_pct,gpu_max_drawdown_pct,gpu_trades,cpu_gpu_diff_bps,run_dir
market_close,3m,trailing12_4_adapt,2025-12-19,2026-03-19,10000.0,18537.115872276703,8537.115872276703,85.37115872276703,36.012797333242744,30,18537.115872276703,8537.115872276703,85.37115872276703,36.012797333242744,30,0.0,/home/chewy/projects/trading-compose-dev/composer_original/reports/exec_model_compare_1m_2m_3m_6m_1y_2y_3y_5y_10k_yf_2026-03-19/market_close/3m_trailing12_4_adapt
market_close,3m,aggr_adapt_t10_tr2_rv14_b85_m8_M30,2025-12-19,2026-03-19,10000.0,18525.99693872991,8525.99693872991,85.2599693872991,36.025593494160006,36,18525.99693872991,8525.99693872991,85.2599693872991,36.025593494160006,36,0.0,/home/chewy/projects/trading-compose-dev/composer_original/reports/exec_model_compare_1m_2m_3m_6m_1y_2y_3y_5y_10k_yf_2026-03-19/market_close/3m_aggr_adapt_t10_tr2_rv14_b85_m8_M30
market_close,6m,original_composer,2025-09-19,2026-03-19,10000.0,20642.823069923557,10642.823069923557,106.4282306992356,39.11872168216416,27,20642.823069923557,10642.823069923557,106.4282306992356,39.11872168216416,27,0.0,/home/chewy/projects/trading-compose-dev/composer_original/reports/exec_model_compare_1m_2m_3m_6m_1y_2y_3y_5y_10k_yf_2026-03-19/market_close/6m_original_composer
market_close,6m,trailing12_4_adapt,2025-09-19,2026-03-19,10000.0,20601.578681782485,10601.578681782485,106.01578681782486,39.143069323719516,52,20601.578681782485,10601.578681782485,106.01578681782486,39.143069323719516,52,0.0,/home/chewy/projects/trading-compose-dev/composer_original/reports/exec_model_compare_1m_2m_3m_6m_1y_2y_3y_5y_10k_yf_2026-03-19/market_close/6m_trailing12_4_adapt
market_close,6m,aggr_adapt_t10_tr2_rv14_b85_m8_M30,2025-09-19,2026-03-19,10000.0,20580.98587736977,10580.98587736977,105.80985877369771,39.155239492837865,59,20580.98587736977,10580.98587736977,105.80985877369771,39.155239492837865,59,0.0,/home/chewy/projects/trading-compose-dev/composer_original/reports/exec_model_compare_1m_2m_3m_6m_1y_2y_3y_5y_10k_yf_2026-03-19/market_close/6m_aggr_adapt_t10_tr2_rv14_b85_m8_M30
market_close,1y,original_composer,2025-03-19,2026-03-19,10000.0,33698.366746511456,23698.366746511456,236.98366746511454,39.11872168216417,232,33698.366746511456,23698.366746511456,236.98366746511454,39.11872168216417,232,0.0,/home/chewy/projects/trading-compose-dev/composer_original/reports/exec_model_compare_1m_2m_3m_6m_1y_2y_3y_5y_10k_yf_2026-03-19/market_close/1y_original_composer
market_close,1y,trailing12_4_adapt,2025-03-19,2026-03-19,10000.0,33624.31271363264,23624.312713632637,236.2431271363264,39.14306932371951,259,33624.31271363264,23624.312713632637,236.2431271363264,39.14306932371951,255,0.0,/home/chewy/projects/trading-compose-dev/composer_original/reports/exec_model_compare_1m_2m_3m_6m_1y_2y_3y_5y_10k_yf_2026-03-19/market_close/1y_trailing12_4_adapt
market_close,1y,aggr_adapt_t10_tr2_rv14_b85_m8_M30,2025-03-19,2026-03-19,10000.0,33571.83782452891,23571.837824528913,235.71837824528913,39.15523949283784,274,33571.83782452891,23571.837824528913,235.71837824528913,39.15523949283784,272,0.0,/home/chewy/projects/trading-compose-dev/composer_original/reports/exec_model_compare_1m_2m_3m_6m_1y_2y_3y_5y_10k_yf_2026-03-19/market_close/1y_aggr_adapt_t10_tr2_rv14_b85_m8_M30
market_close,2y,original_composer,2024-03-19,2026-03-19,10000.0,21787.75625197032,11787.75625197032,117.87756251970323,62.26758839568619,431,21787.756251970335,11787.756251970335,117.87756251970336,62.26758839568619,433,6.67894163128931e-12,/home/chewy/projects/trading-compose-dev/composer_original/reports/exec_model_compare_1m_2m_3m_6m_1y_2y_3y_5y_10k_yf_2026-03-19/market_close/2y_original_composer
market_close,2y,trailing12_4_adapt,2024-03-19,2026-03-19,10000.0,21731.188449910267,11731.188449910267,117.31188449910266,62.27512582040511,460,21731.188449910278,11731.188449910278,117.31188449910279,62.27512582040511,458,5.022245537298355e-12,/home/chewy/projects/trading-compose-dev/composer_original/reports/exec_model_compare_1m_2m_3m_6m_1y_2y_3y_5y_10k_yf_2026-03-19/market_close/2y_trailing12_4_adapt
