candidate_id,gate_ok_2y,score,short_penalty_sum,short_excess_sum,long_diff_2y_vs_ov,bias,a20,a60,b_rv,b_dd,temp,floor,ceil,1m_ret,1m_mdd,2m_ret,2m_mdd,3m_ret,3m_mdd,4m_ret,4m_mdd,5m_ret,5m_mdd,6m_ret,6m_mdd,1y_ret,1y_mdd,2y_ret,2y_mdd
G1-048697,True,131.08067960355893,2.2936684660315336,1290.1816554185873,217.80912638658674,6.907057486850401,0.0,-0.09349622792208825,0.07890916098332326,0.13868724444887404,0.03,0.0,1.0,107.4269436239807,16.73,172.84696766544621,16.73,214.3637088512194,24.69,261.3962730823665,28.08,652.9803532385367,28.08,632.7104472469637,31.0,1592.553960909384,61.65,1065.4148,71.06
G1-349369,True,131.07394524979227,2.293610448169943,1290.1802717023047,217.4764263865868,6.57309042712832,0.0,-0.08873661946104384,0.07372717911741568,0.13336385392108346,0.03,0.0,1.0,107.42690897644795,16.73,172.84700825017163,16.73,214.36368100675637,24.69,261.39631835996573,28.08,652.9804290587309,28.08,632.7104161439006,31.02,1592.552567123503,61.66,1065.0821,71.07
G1-947577,True,131.0732659628411,2.293571726692562,1290.1805116180192,217.43932638658657,6.780319145708971,0.0,-0.09106603840085435,0.08190103550530964,0.13681462689499654,0.03,0.0,1.0,107.42691421385655,16.73,172.84700993476045,16.73,214.36367963449956,24.69,261.3963567691111,28.08,652.9802972379939,28.08,632.7105848376905,31.03,1592.552764928756,61.66,1065.0449999999998,71.07
G1-211315,True,131.07229550137657,2.293565917031657,1290.1805889067648,217.39012638658664,6.834197351693412,0.0,-0.09209194550958356,0.07969256475121769,0.1372590046799311,0.03,0.0,1.0,107.42690712368885,16.73,172.84698943293765,16.73,214.3637214862307,24.69,261.39634122886366,28.08,652.9806182736451,28.08,632.7105166665514,31.03,1592.5525964431572,61.66,1064.9958,71.07
G1-988379,True,131.06478798630673,2.2936223573596237,1290.181358159346,217.01372638658677,6.699999896155583,0.0,-0.09005267043224716,0.07476259585178972,0.13599603323322204,0.03,0.0,1.0,107.42692134311946,16.73,172.84701961884053,16.73,214.36369270502675,24.69,261.39628338383676,28.08,652.9801898259498,28.08,632.71018982452,31.05,1592.5541067660345,61.68,1064.6194,71.08
G1-297306,True,131.0004951111279,2.2924393388287,1289.4484592222484,217.4044263865867,6.610047065703025,0.0,-0.08938780513684916,0.07398936181318223,0.1338814740706825,0.03,0.0005348047423417673,1.0,107.42690490582633,16.73,172.84733515948196,16.73,214.36410225136711,24.69,261.3967413153859,28.08,652.8283159215023,28.08,632.535222691921,31.01,1592.1480653032766,61.66,1065.0101,71.06
G1-400793,True,130.7288113218565,2.288483323094198,1286.9595811721897,216.06682638658685,6.691707952450985,0.0,-0.09008520195904741,0.08166848163630656,0.13426152426198099,0.03,0.002302978898483082,1.0,107.42692203757693,16.73,172.8484627086565,16.73,214.3653813320309,24.69,261.39829070128206,28.08,652.3246845521212,28.08,631.9353250009277,31.03,1590.7626991818415,61.67,1063.6725000000001,71.07
G1-344496,True,122.05910688940709,2.2864917444543096,1206.2841410612966,185.8592263865869,6.758944214919611,0.0,-0.09005328835192024,0.09337345836159465,0.13417468039149216,0.030823156675925025,0.0031515547561743996,1.0,107.4269188636423,16.73,172.84905359248737,16.73,214.36601491364166,24.69,261.39905781448033,28.08,633.2740097259664,28.08,613.3173904424468,31.07,1547.7558716295189,61.69,1033.4649000000002,71.09
G1-156957,True,119.80140869408982,2.293590899824977,1185.0836106618306,179.3319263865867,6.686500265180559,0.0,-0.09014547738246541,0.08620345298554023,0.13353335497795799,0.03,0.0,1.0,107.42692075632006,16.73,172.84695609898768,16.73,214.3637018417377,24.69,261.3963692245133,28.08,628.1143958835676,28.08,608.4712581750605,31.0,1536.5610854471602,61.65,1026.9376,71.06
G1-045541,True,118.11028736834038,2.293518214729062,1169.489470553377,172.74292638658676,6.565755882810863,0.0,-0.0866587978335395,0.10050091134153899,0.12846022865314993,0.03,0.0,1.0,107.42690522966028,16.73,172.84701795505367,16.73,214.36371957267696,24.69,261.396362322604,28.08,624.4249887652073,28.08,604.874895324044,31.05,1528.252730834743,61.68,1020.3486,71.08
