candidate_id,gate_ok_2y_proxy,score_proxy,long_diff_2y_vs_ov_proxy,mdd_2y_proxy,bias,a20,a60,b_rv,b_dd,temp,floor,ceil,1m_ret_proxy,2m_ret_proxy,3m_ret_proxy,4m_ret_proxy,5m_ret_proxy,6m_ret_proxy,1y_ret_proxy,2y_ret_proxy
G1-417446,True,-220.54295349121094,3.93756103515625,63.47350311279297,1.1309888056805448,0.6579931491689055,-0.17561069644382185,0.12685103274149587,0.03269425359641692,0.28060868396213057,0.22943419330921894,0.9900324481611106,78.25800323486328,134.64906311035156,140.79949951171875,178.38197326660156,415.83648681640625,382.8385314941406,943.78125,851.543212890625
G1-551714,True,-220.543701171875,7.170166015625,62.54036331176758,1.196436195857519,0.7536271571102996,-0.18972733123502386,0.131027457413024,0.0004091668910755075,0.16837247898758076,0.2593548700828739,0.9296307820655318,79.48214721679688,136.2774658203125,143.858642578125,180.3175506591797,409.6101379394531,375.19537353515625,934.5613403320312,854.7758178710938
G1-1289608,True,-220.62107849121094,8.63092041015625,62.701053619384766,1.107733346961265,0.6852995722835137,-0.2053380585301402,0.12174755266861359,0.01838976747989106,0.21705507772954405,0.22741232396793423,1.0,78.17512512207031,134.538818359375,140.57252502441406,178.4537353515625,417.20428466796875,384.197998046875,930.5072631835938,856.236572265625
G1-492697,True,-220.68162536621094,11.1700439453125,63.88713073730469,1.6602694520557013,0.674669345766281,-0.17299912301260884,0.11791419037524241,0.07449119023849493,0.0650346208445089,0.22180261261050097,0.9900238633719202,77.94501495361328,134.2327117919922,140.07550048828125,177.81143188476562,416.0624084472656,383.6797180175781,958.08642578125,858.7756958007812
G1-497629,True,-220.68191528320312,22.08563232421875,62.6533203125,0.7025150986193016,0.6612714118145647,-0.15857632844957514,0.15243233872569792,0.0,0.1372606637735938,0.2412052870011669,0.9459942076051727,78.74026489257812,135.2904510498047,142.07315063476562,179.43539428710938,412.26605224609375,378.99969482421875,943.7978515625,869.6912841796875
G1-1056846,True,-221.2471923828125,10.88641357421875,62.367706298828125,0.5435180115401285,0.8084858255279062,-0.19705616888175226,0.13016235589398503,0.0,0.1777395282031893,0.2560540198994743,0.9060716354081537,79.34737396240234,136.0980682373047,143.6279754638672,180.68991088867188,409.25665283203125,375.3775634765625,931.8605346679688,858.4920654296875
G1-487616,True,-221.2491455078125,9.3433837890625,62.56269073486328,0.22249930721182692,0.6195073471469417,-0.1644781014370354,0.069825136300283,0.0,0.20256090029646726,0.23443069340489567,0.9704048114187417,78.46286010742188,134.92156982421875,141.3432159423828,178.95970153808594,414.68304443359375,381.56243896484375,932.4605102539062,856.9490356445312
G1-1083684,True,-221.31570434570312,4.7122802734375,62.23998260498047,0.9624927456439434,0.6838065738857237,-0.17256453911264885,0.174584583405113,0.0,0.10396763243662138,0.26584403649956634,0.8783718498320922,79.7469482421875,136.62965393066406,144.66000366210938,181.60011291503906,407.3143615722656,373.0356750488281,925.4411010742188,852.3179321289062
G1-1042591,True,-221.3662567138672,27.57373046875,62.488311767578125,0.2995357402731349,0.6759200990045565,-0.17221824399335342,0.027684842928165684,0.0,0.13543337570255642,0.23719360870427322,0.9565017960987868,78.57606506347656,135.0721435546875,141.65480041503906,178.73204040527344,412.7220153808594,379.64520263671875,945.694091796875,875.1793823242188
G1-329489,True,-221.3672637939453,3.13812255859375,62.38427734375,0.6891462447550453,0.7230029196078104,-0.1997311467486461,0.03334427353986784,0.0,0.21548381465142832,0.2581264078694179,0.9099153140959757,79.43197631835938,136.21063232421875,143.8117218017578,180.59613037109375,409.2380065917969,375.1512451171875,929.7509155273438,850.7437744140625
