candidate_id,gate_ok_2y,score,short_penalty_sum,short_excess_sum,long_diff_2y_vs_ov,bias,a20,a60,b_rv,b_dd,temp,floor,ceil,1m_ret,1m_mdd,2m_ret,2m_mdd,3m_ret,3m_mdd,4m_ret,4m_mdd,5m_ret,5m_mdd,6m_ret,6m_mdd,1y_ret,1y_mdd,2y_ret,2y_mdd
G1-945824,True,63.600637517004095,9.837039111559918,723.3820810083228,54.973426386586766,6.279309236387098,0.0,-0.07923336149455253,0.16425127648032622,0.10866106057815651,0.03,0.032183315340725785,0.9349584876732712,106.6755363502764,16.73,171.8812863349823,16.73,213.55475485080194,24.62,256.3606874712757,28.08,517.4155331339696,28.08,500.4736929422806,28.08,1293.5742184785177,59.92,902.5791,69.76
G1-122812,True,2.83091247938643,41.476728473660955,428.6719442531565,72.02232638658666,7.375744614945131,0.21797161940561244,-0.2482113072382301,0.01848852167500689,0.0,0.03,0.0,0.87841624082082,102.98937241654045,10.01,167.00989082643525,16.22,202.84358035871546,24.4,244.6054804826372,25.54,426.15234571532517,25.54,416.40539850653744,25.54,1173.579815138646,57.13,919.6279999999999,67.76
G1-245064,True,-37.59442137379108,76.01433262498234,375.93934723459535,41.29882638658671,8.652040063767434,0.21158562291656674,-0.26601470007741845,0.1712765837086518,0.007874774248872372,0.03,0.07832995389381549,0.8619958490949897,99.38483133720904,9.07,162.3176530568396,16.39,196.88397830526222,24.36,237.354401654936,25.2,413.1222012940853,25.2,400.8747160465063,25.2,1136.377900580116,57.4,888.9045,67.98
G1-544610,True,-45.6758318139432,81.56357671004295,351.84878368368015,35.14332638658664,5.550398970689432,0.144112591493942,-0.15739671683155806,0.12066255453308383,0.0,0.03,0.0,0.8594588815227769,98.55773495046,10.01,161.18054523869571,16.43,195.49899916619736,24.35,235.7083735711243,25.15,412.56816863679416,25.15,403.75581030569333,25.15,1109.4062427700137,56.7,882.7489999999999,67.45
G1-952200,True,-46.303130748058315,78.45211969646034,320.4975442067029,4.961726386586747,5.216934158147074,0.14941223008420673,-0.18052490116943004,0.034119790208758514,0.0,0.03,0.0,0.8740219187110922,98.54320244512887,10.01,161.16139921062188,16.27,196.04039414562106,24.39,236.73880321068782,25.45,414.1414795647945,25.45,404.77576823820556,25.45,1077.0350453605242,56.98,852.5674,67.65
G1-767004,True,-48.812947252988465,87.24875870230282,372.95076921582626,57.03672638658668,6.619685408573295,0.20298791945221215,-0.22590371487780964,0.0,0.0,0.03,0.0,0.8557091534667798,97.95636316346376,10.01,160.38952068423106,16.47,194.45937945143652,24.34,234.42097116464865,25.07,410.6024051072317,25.07,401.95803336286195,25.07,1132.3060052449912,56.53,904.6424,67.33
G1-309905,True,-49.936868764787576,85.5095399764661,347.5549468394679,40.85882638658666,6.108027160748574,0.17798858636960213,-0.1828443779163527,0.052047563567551906,0.0,0.03,0.0,0.8478437939833138,98.38753411193954,10.01,160.95668016333283,16.56,194.79668885351137,24.32,234.5807080977193,24.91,410.8462470703453,24.91,402.47918970096714,24.91,1106.3890265305276,56.25,888.4644999999999,67.13
G1-937629,True,-52.13995745200365,88.17878430437419,352.20066324638805,40.93802638658667,5.864936672753767,0.1818041432973113,-0.19862664527291907,0.0,0.0,0.03,0.0,0.854583088983412,97.87194478005456,10.01,160.27849225768244,16.48,194.2904519845493,24.34,234.19711382754227,25.05,410.26061111911173,25.05,401.6623395867926,25.05,1111.8515930516223,56.5,888.5437,67.31
G1-742329,True,-52.665648968273956,88.01427798205633,344.8215248605064,43.32382638658669,5.048234500864845,0.15689806416535548,-0.1611086779032696,0.0,0.0,0.03,0.0,0.8413804184215228,98.2540994101971,10.01,160.78114641863584,16.63,194.3487553152147,24.3,233.8890122482977,24.77,409.7901068989128,24.77,401.6706669859497,24.77,1104.4641272665835,56.02,890.9295,66.96
G1-1056637,True,-53.89778045409404,86.30482808295079,321.6590310112502,12.057226386586763,5.220861879385417,0.16058158676330753,-0.18264706166596886,0.0,0.0,0.03,0.02027942876302098,0.855303088043273,98.13356622205154,9.76,160.63524999219175,16.47,194.72155613592417,24.34,234.7072427839149,25.06,410.57495505628134,25.06,401.0894168768761,25.06,1081.882883526401,56.7,859.6629,67.46
G1-1064486,True,-54.15945644928107,90.49039192265249,353.73788945639683,47.85732638658669,7.121474666443672,0.21854235808253603,-0.24239728456700535,0.0,0.0,0.03,0.039809752090528304,0.8382288308101611,98.1326078882598,9.53,160.64610693354888,16.66,194.07456862044214,24.3,233.48866565404737,24.71,408.2450572543638,24.71,398.58258046485344,24.71,1116.4685783835703,56.24,895.463,67.12
