candidate_id,gate_ok_2y,score,short_penalty_sum,short_excess_sum,long_diff_2y_vs_ov,bias,a20,a60,b_rv,b_dd,temp,floor,ceil,1m_ret,1m_mdd,2m_ret,2m_mdd,3m_ret,3m_mdd,4m_ret,4m_mdd,5m_ret,5m_mdd,6m_ret,6m_mdd,1y_ret,1y_mdd,2y_ret,2y_mdd
G1-672679,True,-10.663920048252212,46.42981745018837,353.1606487420442,22.49162638658663,5.140789134266736,0.12896250377493199,-0.17454757150247768,0.024382825345530743,0.0146151202175128,0.03,0.00492789486384981,0.8719630501278259,102.56993704256674,9.95,166.4613472033154,16.29,201.96688346959388,24.38,243.42012848996677,25.41,424.22928461768333,25.41,414.5460302777315,25.41,1099.9278878563396,57.01,870.0972999999999,67.68
G1-571578,True,-12.520244819933126,50.3471726730246,374.28669325359743,19.91292638658672,6.082392816205049,0.17112927344193873,-0.20371581028541147,0.06651983562885079,0.0,0.12425738236857636,0.013227012318392295,0.8578634720074791,102.43587927563036,9.85,166.29020698401797,16.45,201.2170804080035,24.35,242.15828946070172,25.12,422.6287694719363,25.12,413.13200206203504,25.12,1122.4679605835893,57.82,867.5186,68.29
G1-640808,True,-15.94961875654814,52.99181248376608,369.06335199486205,6.792926386586714,6.463281676225445,0.1774530063330399,-0.2062798045632973,0.09965094890692594,0.0,0.1283858283545403,0.06471428284548748,0.8590003594854988,102.2258436277471,9.23,166.0466892553943,16.42,200.98647009589067,24.35,241.9292014916791,25.14,420.89738131883723,25.14,409.1622124688374,25.14,1121.2144089180515,58.35,854.3986,68.7
G1-480776,True,-27.787472935049355,61.48799058941094,336.7594512662985,1.2286263865865976,4.914648588057804,0.15077337377895178,-0.1782020183885191,0.0,0.0,0.10235879853310578,0.02458196688867045,0.8469613370854172,101.41804812842739,9.71,164.9585444785032,16.56,199.28292032542686,24.32,239.64682016802027,24.89,418.28307458352583,24.89,408.7711593804241,24.89,1089.3015612779013,57.4,848.8342999999999,67.99
G1-957680,True,-36.143110982750365,74.69093653850086,370.5707302801876,74.53762638658668,6.316981044439357,0.1868644594502164,-0.21169537974704042,0.0,0.005286661840099791,0.06372610446459498,0.00011441929263916392,0.816783106152869,100.58969419658803,10.0,163.85347601451247,16.9,196.85439445546763,24.24,236.02785286936432,24.26,413.0610441988812,24.26,405.7676645023637,24.26,1126.1163351698508,55.28,922.1433,66.41
G1-769596,True,-47.54371141387595,80.66989809908145,326.1807815747377,25.405426386586782,5.515699608181211,0.1703078371026536,-0.18257622467715184,0.0,0.0,0.053605162528315514,0.11508795885585439,0.7838781035572208,100.69826937360781,8.63,164.06878954201824,17.24,195.80739601257395,24.16,233.90496891596396,24.16,409.9280763300691,24.16,394.23765092997394,24.16,1093.2564000367906,56.05,873.0111,66.98
G1-960081,True,-48.560732630736766,83.84459358945112,348.1029443098262,23.67832638658672,5.323957976103299,0.16723208583915297,-0.17847728974953336,0.0018231156021011954,0.0,0.05575178819486115,0.01418201518996507,0.8598709287904921,98.29779171876159,9.84,160.84744993448493,16.42,195.1380574837402,24.35,235.31008321958217,25.16,411.6394223272945,25.16,402.2299002607626,25.16,1107.1863134410905,57.13,871.284,67.78
G1-099262,True,-49.80734906467797,85.78802913583321,345.175275434235,73.15762638658668,5.92044570361794,0.1811682827392325,-0.1944634362421314,0.0,0.0,0.03,0.006663688716495768,0.7920150440129554,99.9099706920036,9.93,162.96350013705094,17.17,194.8868741156398,24.18,233.0969569546116,24.18,408.4320672381753,24.18,401.79789520462964,24.18,1104.6906496216322,54.39,920.7633,65.73
G1-266243,True,-56.36017706312119,90.46491145260829,338.3983786175536,13.244826386586851,4.875660659629121,0.1506222190407576,-0.1671604803580574,0.01373418517824513,0.0,0.05885022485737379,0.004850130974263884,0.8435168869892138,97.90238207734679,9.95,160.32155391445278,16.6,193.91231546561914,24.31,233.454392756563,24.82,409.0218426067245,24.82,400.63748727370114,24.82,1099.0741607358793,57.18,860.8505000000001,67.83
G1-266742,True,-62.317981838391056,96.52614930710445,337.85198940981655,21.14842638658672,5.907659295078033,0.13615430476688267,-0.1721699772945594,0.05280409474956522,0.02833325612291518,0.052396201131887477,0.0,0.8145199860401225,97.93258123016597,10.01,160.35820837759962,16.92,192.8346424560826,24.24,231.41371340523884,24.24,406.012103497123,24.24,398.89900215471965,24.24,1100.2662566471238,56.69,868.7541,67.46
G1-961268,True,-62.38010714563544,96.84043050575498,338.2967483238781,31.53242638658662,7.126382651265771,0.2148327497551336,-0.23233130846690647,0.046599031286579586,0.0,0.07066689645810822,0.0,0.8267988158337094,97.55687483682168,10.01,159.86404578057827,16.79,192.75192848173174,24.27,231.66646173315488,24.47,406.39765693527295,24.47,398.84710734959515,24.47,1100.7629103663098,56.32,879.1380999999999,67.19
