candidate_id,gate_ok_2y,score,short_penalty_sum,short_excess_sum,long_diff_2y_vs_ov,bias,a20,a60,b_rv,b_dd,temp,floor,ceil,1m_ret,1m_mdd,2m_ret,2m_mdd,3m_ret,3m_mdd,4m_ret,4m_mdd,5m_ret,5m_mdd,6m_ret,6m_mdd,1y_ret,1y_mdd,2y_ret,2y_mdd
G1-1289608,True,-61.52681868713473,100.84420758734665,365.5861837248019,137.93852638658677,1.107733346961265,0.6852995722835137,-0.2053380585301402,0.12174755266861359,0.01838976747989106,0.21705507772954405,0.22741232396793423,1.0,91.55031921694665,7.72,152.10007884338265,24.72,156.779349299604,25.39,257.0353491716163,25.39,443.2781636094022,25.39,408.59168707822107,25.39,1101.7976965836237,49.69,985.5442,62.03
G1-297955,True,-62.11924619544907,101.75074360390819,344.44744880727393,259.33762638658663,0.39260000098729475,0.7330202594712746,-0.19476665238434102,0.12855523046670572,0.0,0.03,0.25373738621236835,0.9371189476264286,92.1609763700949,7.72,152.91961954240563,24.38,158.76548699508345,25.06,252.71247760740408,25.06,437.21456075639094,25.06,401.83813608477175,25.06,1093.4761155125564,43.66,1106.9433,58.68
G1-414909,True,-62.42151083782048,96.91501797962145,325.7508461406923,95.9211263865866,1.0417928903757518,0.7873958229409063,-0.2272100999349241,0.073629614577192,0.0,0.04197113055391072,0.25137670283603175,0.9895943308425738,92.10640599039952,7.72,152.84636882202057,24.41,158.58731936212962,25.09,257.8541919647251,25.09,434.5805021188004,25.09,398.581837466973,25.09,1080.669870101364,50.77,943.5267999999999,62.85
G1-387218,True,-65.53606201214188,103.78974583239977,331.99971292526146,252.68562638658682,1.0942376189358995,0.7200612737642221,-0.21122976956121745,0.14641502437909054,0.0,0.12739592705383568,0.2518928059996629,0.9423749656584938,92.118321927209,7.72,152.8623496545159,24.41,158.62628220570195,25.08,250.91260449906963,25.08,434.31770833333337,25.08,399.1912153686963,25.08,1086.572152769677,43.65,1100.2913,58.68
G1-1115437,True,-66.2861495859696,103.47135286735482,341.1703275365348,153.4085263865867,1.3045940127693216,0.7552211214353796,-0.22126080811894455,0.13697680033115253,0.0,0.03,0.25210852890310775,0.8940775344485845,92.12332448286162,7.72,152.86907384508535,24.21,159.31482887208458,24.88,250.53072405150988,24.88,434.39794125969706,24.88,402.0341926017256,24.88,1092.8195572215573,48.43,1001.0142,61.2
G1-182250,True,-66.68670497921974,102.88748735163686,332.4985184468537,147.54652638658683,0.7645160457230042,0.5474804252770494,-0.15160251006336095,0.07430677201045709,0.028716721241451845,0.06614460066824282,0.25815656999499825,0.9010188911869652,92.26304108379854,7.72,153.0566379893597,24.14,159.72855379049008,24.82,250.37358390361106,24.82,432.88629008438863,24.82,399.84011903213366,24.82,1087.8534728767766,48.5,995.1522000000001,61.25
G1-1090084,True,-67.62392921326104,104.59697948663391,318.4350774564115,256.47712638658663,0.8592776131178814,0.8269113516622395,-0.24132318857860338,0.09331483329365495,0.0,0.21580926629224767,0.24210303845070058,0.9425021401190085,91.89163776537474,7.72,152.55808646289455,24.53,157.88747284228998,25.2,251.37512756170307,25.2,430.5743601268179,25.2,396.53021821909664,25.2,1079.411862656942,43.12,1104.0828,58.57
G1-117744,True,-70.3779361482637,105.6853388367346,302.5760816073916,252.48972638658665,0.7854993878055454,0.723645964071898,-0.19911136056795753,0.12690649128250506,0.00685151117312973,0.10132436671121603,0.24298098352625197,0.9303074836740137,91.91199999104482,7.72,152.58540601770565,24.44,158.22169539620862,25.11,250.41757694996255,25.11,426.25538108165824,25.11,392.64292179710066,25.11,1071.2464292023178,42.91,1100.0954,58.47
G1-975947,True,-74.03198698430212,106.50531949430965,299.8100598227579,124.6163263865867,0.9887447202968528,0.8005584845051358,-0.22982639577284708,0.11493289773961349,0.0,0.16722325422705825,0.256610464872994,0.9018089160813644,92.22734064972656,7.72,153.008693485384,24.16,159.60647739010048,24.84,249.29484414641806,24.84,424.43472310737576,24.84,392.0162570362801,24.84,1069.1070721785047,48.78,972.222,61.45
G1-423418,True,-74.15327370808669,106.90141711549994,283.7430487968151,218.6919263865866,1.4539740420711302,0.6456097628263109,-0.18311110095843575,0.16040750948633717,0.027976841011148806,0.26913752644586303,0.2457787412404322,0.9684432200351331,91.97682380826969,7.72,152.6724997600657,24.49,158.16489384073034,25.16,253.27610266867433,25.16,422.0856610800745,25.16,387.79346925050373,25.16,1057.2628489383383,43.86,1066.2975999999999,58.84
G1-356091,True,-82.03044156091893,113.91422444628962,273.8343835763894,225.0172263865868,1.1904332800054982,0.7290215110611209,-0.20856945129638718,0.13901175754052222,0.0,0.16210217967583831,0.23632874890943914,0.9489146786452987,91.75764047534555,7.72,152.37827333673243,24.61,157.4518516697049,25.28,251.3895889307549,25.28,418.18581941448707,25.28,385.3009171122552,25.28,1049.846735856161,43.19,1072.6229,58.73
G1-395815,True,-87.5179552370573,117.98980491802179,261.34055153232765,216.88972638658652,0.7683398814569373,0.551390677140819,-0.15622082600300516,0.0,0.039719667997667844,0.151362711779566,0.25248026265813345,0.9317754027597189,92.13191537384775,7.72,152.88059167994592,24.32,158.93361178349372,24.99,249.32035998287736,24.99,413.82111453512795,24.99,380.18745734685587,24.99,1042.4663635774987,43.21,1064.4953999999998,58.42
G1-1080919,True,-89.5837159403728,117.61329109693077,262.89258628826235,87.01582638658658,0.21780163717418483,0.6372492351610026,-0.17365191465690843,0.009201610822522882,0.011601407150462172,0.03,0.26227948366227805,0.8808817328721174,92.35816993950121,7.72,153.1843151342637,24.05,160.169038465794,24.73,249.65017122228684,24.73,412.102412414538,24.73,380.69969948762355,24.73,1043.5061561926657,48.83,934.6214999999999,61.52
G1-103925,True,-90.77623596102748,119.19806339556641,264.7098490680719,97.54212638658669,0.836396657590811,0.5937883507268985,-0.16815523712802036,0.08825957031690604,0.012807702121602819,0.20482922780791635,0.24900660180753864,0.9281491501854682,92.05155000434581,7.72,152.77274252049645,24.36,158.6851593386616,25.03,248.1965469783979,25.03,414.1733360358463,25.03,380.87151963817803,25.03,1045.1515988219207,49.15,945.1478,61.64
G1-347430,True,-97.30606028539741,125.88892265406682,246.92165840937673,194.5348263865867,1.011725087047183,0.7480646629496085,-0.20731118180347757,0.1704516947651471,0.0,0.1944011061005452,0.25592279926999173,0.9377913329659107,92.21146247187866,7.72,152.98740933333391,24.36,158.9304134170212,25.03,245.3090755834537,25.03,409.7501148135602,25.03,375.9902463175723,25.03,1032.2446814838313,43.8,1042.1405,58.71
G1-121633,True,-97.4713176101094,125.3223412655711,238.08119127729964,202.14522638658673,0.8276148412335514,0.7348390303560111,-0.2044423059771972,0.018327433159116543,0.03400191553400757,0.09727446224983513,0.23536089781632052,0.9437058960170022,91.7351740340332,7.72,152.34809194484012,24.62,157.3788367269183,25.29,252.2985258474615,25.29,405.9944284544903,25.29,374.05663936470893,25.29,1025.3378213046176,43.08,1049.7509,58.72
G1-536313,True,-101.33277903970398,129.0883264580284,248.00586890592695,147.74802638658662,0.48670796788552595,0.6295225928275918,-0.1714553233391965,0.1100126920177088,0.0,0.17956766306299848,0.2513470285596123,0.9159564143464263,92.10570715216242,7.72,152.8454276763183,24.26,159.11830289025875,24.93,244.31864369058297,24.93,407.6009904059636,24.93,377.6162739995535,24.93,1031.7028642984003,48.72,995.3536999999999,61.32
G1-970671,True,-102.72960552244108,128.01833235096825,236.6750630079544,81.06102638658672,1.3364942604693724,0.6483133469961159,-0.1803152507031473,0.12574046779259823,0.03253895066791422,0.2303658561380171,0.2564100287719852,0.9054169122743955,92.22269852256369,7.72,153.002506741541,24.17,159.56839648053526,24.85,247.16633643116842,24.85,405.0991277465379,24.85,373.76857403800494,24.85,1024.2197583619763,49.02,928.6667,61.54
G1-487616,True,-104.5052126781585,130.32435655408926,213.8345134819903,221.78462638658675,0.22249930721182692,0.6195073471469417,-0.1644781014370354,0.069825136300283,0.0,0.20256090029646726,0.23443069340489567,0.9704048114187417,91.71354211494875,7.72,152.31910453809186,24.63,157.3086924587728,25.3,253.74485932823015,25.3,399.66684327918165,25.3,367.7265596814281,25.3,1007.4212231925891,43.36,1069.3903,58.77
