candidate_id,score,short_penalty_sum,short_excess_sum,long_diff_2y_vs_OV,trail_scale,threshold_scale,stop_pct,rv_gate,mom_thr,rv_cap,strict_overlay,light_overlay,1m_ret,1m_mdd,2m_ret,2m_mdd,3m_ret,3m_mdd,4m_ret,4m_mdd,5m_ret,5m_mdd,6m_ret,6m_mdd,1y_ret,1y_mdd,2y_ret,2y_mdd
P4-0006,-1638.5800996042553,817.1324996042567,0.0,-205.36189999999965,1.1,1.2,4.7,75.0,8.0,7.5,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,68.73633926441785,10.01,121.95383413028829,25.97,112.20188259590573,26.58,123.50705158940704,26.58,267.98698325888716,26.58,262.08248373569404,26.58,572.7165222174873,33.69,643.5085000000001,58.2
P4-0008,-1638.5800996042553,817.1324996042567,0.0,-205.36189999999965,1.1,1.2,4.7,75.0,10.0,7.5,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,68.73633926441785,10.01,121.95383413028829,25.97,112.20188259590573,26.58,123.50705158940704,26.58,267.98698325888716,26.58,262.08248373569404,26.58,572.7165222174873,33.69,643.5085000000001,58.2
P4-0003,-1676.8613288218253,715.0961288218263,0.0,-240.44129999999973,1.1,1.2,4.7,75.0,10.0,6.0,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,68.7363088995696,10.01,121.95382146547419,26.59,120.58468107922633,27.2,132.33643321159457,27.2,282.524003961153,27.2,276.386140165669,27.2,628.7000787918312,46.49,608.4291000000001,64.64
P4-0045,-1714.763841728623,722.8998417286239,0.0,-247.96599999999978,1.1,1.2,4.7,77.5,8.0,6.0,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73633193735729,10.01,121.95381464296977,25.97,123.15741079172149,26.58,137.99139107454695,26.58,298.6016897102379,26.58,292.2058460631095,26.58,580.7712704477774,39.43,600.9044,59.77
P4-0013,-1740.017465937596,703.1438659375965,0.0,-259.21839999999986,1.1,1.2,4.7,75.0,8.0,6.0,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,68.73631995631193,10.01,121.95381224239159,26.59,120.58466521220556,27.2,132.3364662926969,27.2,282.5239239691186,27.2,301.8789454270196,27.2,615.1595973590036,46.92,589.6519999999999,64.93
P4-0047,-1787.3464559056029,747.8836559056036,0.0,-259.86569999999983,1.1,1.2,4.7,77.5,10.0,6.0,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73631322731835,10.01,121.9538571065017,25.97,123.15746550556482,26.58,137.99142822206764,26.58,291.83437518482623,26.58,285.5471178451141,26.58,569.2133833993477,39.43,589.0047,59.77
P4-0038,-1835.8095999559769,776.1207999559778,0.0,-264.92219999999975,1.1,1.2,4.7,77.5,8.0,7.5,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,68.73631843250838,10.01,122.48425739604744,27.5,117.86459327110559,28.27,184.9617938953561,28.27,253.85514018691592,28.27,244.22602666645196,28.27,578.068666591981,44.48,583.9482,63.49
P4-0037,-1841.1056048086193,771.4256048086198,0.0,-267.41999999999985,1.1,1.2,4.7,77.5,8.0,6.0,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,68.73631935406553,10.01,121.95382438152129,26.59,120.58465175839643,27.2,132.33642444527555,27.2,282.5239775509722,27.2,276.38608811113335,27.2,572.37070598636,44.22,581.4504,63.32
P4-0021,-1848.9641983025997,751.3725983026004,0.0,-274.3978999999998,1.1,1.2,4.7,75.0,8.0,6.0,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73632479551925,10.01,121.9537863174144,25.97,112.20183561285255,26.58,126.30753713675236,26.58,279.0329741224284,26.58,298.2111354882285,26.58,588.5014046205483,40.97,574.4725,61.54
P4-0005,-1878.3598073272574,861.3646073272585,0.0,-254.24879999999973,1.1,1.2,4.7,75.0,8.0,6.0,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,68.73631458894577,10.01,121.95382954309801,25.97,112.20186961569011,26.58,123.50709241309366,26.58,267.98707370372824,26.58,262.08249865643734,26.58,528.4843105480926,37.36,594.6216000000001,58.2
P4-0007,-1878.3598073272574,861.3646073272585,0.0,-254.24879999999973,1.1,1.2,4.7,75.0,10.0,6.0,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,68.73631458894577,10.01,121.95382954309801,25.97,112.20186961569011,26.58,123.50709241309366,26.58,267.98707370372824,26.58,262.08249865643734,26.58,528.4843105480926,37.36,594.6216000000001,58.2
P4-0023,-1919.653132087445,776.2575320874457,0.0,-285.84889999999984,1.1,1.2,4.7,75.0,10.0,6.0,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73631288754967,10.01,121.95379962205473,25.97,112.20185086502256,26.58,126.30759221991332,26.58,272.5978613688677,26.58,291.45042143024136,26.58,576.8122259152491,40.97,563.0215,61.54
P4-0002,-1968.5380286637114,776.120828663712,0.0,-298.10429999999985,1.1,1.2,4.7,75.0,8.0,7.5,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,68.73629173089462,10.01,122.48428887814624,27.5,117.864588163257,28.27,184.96179001057936,28.27,253.85511738237972,28.27,244.226162233757,28.27,578.0685293336181,47.18,550.7660999999999,65.09
P4-0001,-1973.3482265406233,771.425026540624,0.0,-300.4807999999998,1.1,1.2,4.7,75.0,8.0,6.0,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,68.73633094086848,10.01,121.95386202148985,26.59,120.58464714395454,27.2,132.33649916599032,27.2,282.52396712742546,27.2,276.38620491086226,27.2,572.3710585451291,46.92,548.3896,64.93
P4-0020,-1990.8745891191902,882.1201891191909,0.0,-277.18859999999984,1.1,1.2,4.7,75.0,10.0,7.5,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,68.73633235100016,10.01,121.95383486279758,25.97,112.20189201894546,26.58,123.50704264251911,26.58,267.9871537939807,26.58,262.0824645346869,26.58,507.7286870732234,33.69,571.6818,58.2
P4-0018,-1990.8745891191902,882.1201891191909,0.0,-277.18859999999984,1.1,1.2,4.7,75.0,8.0,7.5,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,68.73633235100016,10.01,121.95383486279758,25.97,112.20189201894546,26.58,123.50704264251911,26.58,267.9871537939807,26.58,262.0824645346869,26.58,507.7286870732234,33.69,571.6818,58.2
P4-0009,-2076.628719899287,817.7843198992871,0.0,-314.7110999999999,1.1,1.2,4.7,75.0,8.0,6.0,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73630692288985,10.01,121.95380180654412,25.97,112.201854325555,26.58,126.30757037057658,26.58,279.03296758468423,26.58,272.951078051873,26.58,547.3496974349342,42.37,534.1592999999999,61.54
P4-0011,-2143.4527425526708,841.5419425526715,0.0,-325.4776999999998,1.1,1.2,4.7,75.0,10.0,6.0,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73629542893597,10.01,121.95377867025559,25.97,112.20181534413416,26.58,126.30756407584913,26.58,272.5978394571029,26.58,266.6192067429554,26.58,536.3591541244396,42.37,523.3927,61.54
P4-0050,-2165.6059342373283,841.6255342373289,0.0,-330.99509999999987,1.1,1.2,4.7,77.5,8.0,7.5,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,68.73632495671502,10.01,122.48426812388465,27.5,117.8645878143278,28.27,184.96181755626822,28.27,253.85513637339824,28.27,244.22616769426102,28.27,512.5637596401602,44.48,517.8752999999999,63.49
P4-0014,-2285.512339801936,841.6259398019366,0.0,-360.97159999999985,1.1,1.2,4.7,75.0,8.0,7.5,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,68.73632907181629,10.01,122.48423704099523,27.5,117.86455978595201,28.27,184.9617077379452,28.27,253.85512675671458,28.27,244.22601976946936,28.27,512.5636764315149,47.18,487.89879999999994,65.09
P4-0040,-2442.3617707166277,1053.8601707166285,0.0,-347.1253999999998,1.1,1.2,4.7,77.5,10.0,7.5,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,68.7363386924683,10.01,122.4842799269262,27.5,117.86457273569214,28.27,129.47151898251462,28.27,184.9492509099037,28.27,177.19530834693023,28.27,491.7561560852805,44.03,501.745,63.19
P4-0004,-2559.1375039604213,1053.8603039604222,0.0,-376.31929999999977,1.1,1.2,4.7,75.0,10.0,7.5,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,68.73634389081597,10.01,122.48429634206288,27.5,117.864637655902,28.27,129.47148915909113,28.27,184.9492536986596,28.27,177.19532416854875,28.27,491.75594752084146,46.75,472.5511,64.81
P4-0052,-2732.0547073303915,1111.0267073303924,0.0,-405.2569999999998,1.1,1.2,4.7,77.5,10.0,7.5,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,68.73631534413474,10.01,122.48427280417813,27.5,117.86461867217271,28.27,129.471502503187,28.27,184.94927283639672,28.27,177.19537815126048,28.27,434.58952875462205,44.03,443.6134,63.19
P4-0016,-2837.5497905476186,1111.0269905476198,0.0,-431.63069999999976,1.1,1.2,4.7,75.0,10.0,7.5,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,68.73630060681033,10.01,122.48428599510417,27.5,117.86457714686702,28.27,129.4714664461449,28.27,184.94930858820436,28.27,177.19540722678494,28.27,434.58925983880874,46.75,417.2397,64.81
P4-0046,-3754.5657684878756,1385.1937684878762,0.0,-592.3429999999998,1.1,1.2,4.7,77.5,8.0,7.5,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73626017368322,15.1,98.05977445697461,33.96,99.07411129872334,33.96,104.22697295876078,33.96,183.09440889824785,33.96,138.99190037250375,33.96,268.9403997495744,49.03,256.52739999999994,62.24
P4-0048,-3793.221312394493,1400.058112394494,0.0,-598.2907999999998,1.1,1.2,4.7,77.5,10.0,7.5,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73633389598093,15.1,98.05984964427941,33.96,99.07418869424491,33.96,104.22703491809764,33.96,178.37166129106538,33.96,135.0048967788513,33.96,262.78551877933063,49.03,250.57960000000003,62.24
P4-0058,-3927.9762633947703,1420.835063394771,0.0,-626.7852999999998,1.1,1.2,4.7,77.5,8.0,7.5,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73633636087881,15.1,98.0598339319678,33.96,99.07417880420171,33.96,104.22708109160332,33.96,183.09424635524567,34.97,138.99191352262625,35.45,233.29894293504972,49.03,222.08509999999995,62.24
P4-0010,-3953.912170532196,1448.7361705321964,0.0,-626.2939999999999,1.1,1.2,4.7,75.0,8.0,7.5,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73630486488862,15.1,98.05990246094846,33.96,89.30095537663433,33.96,94.20087956677874,33.96,169.19637417862396,33.96,127.25914298858481,33.96,250.82786642768897,51.5,222.57639999999998,63.9
P4-0060,-3963.7399589067336,1435.1055589067344,0.0,-632.1585999999998,1.1,1.2,4.7,77.5,10.0,7.5,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.7363043384446,15.1,98.0597496547998,33.96,99.07412296250482,33.96,104.22702596043419,33.96,178.37142523144755,35.56,135.00484535669392,35.56,227.73856398528497,49.03,216.71179999999998,62.24
P4-0012,-3989.5734485825146,1462.8714485825153,0.0,-631.6754999999998,1.1,1.2,4.7,75.0,10.0,7.5,OV_sh6_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73630857324031,15.1,98.05976980489051,33.96,89.30092408027636,33.96,94.20087991800821,33.96,164.70540618579412,33.96,123.46780835284248,33.96,244.97505089877674,51.5,217.19490000000002,63.9
P4-0022,-4112.454076945054,1482.6280769450555,0.0,-657.4564999999998,1.1,1.2,4.7,75.0,8.0,7.5,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73633859610419,15.1,98.05979978835661,33.96,89.30097744541617,33.96,94.20084234096151,33.96,169.19632011218133,38.13,127.25910825720699,38.58,216.936132911062,51.5,191.4139,63.9
P4-0024,-4145.470214989399,1496.1978149894005,0.0,-662.3180999999997,1.1,1.2,4.7,75.0,10.0,7.5,OV_sh7_h1_dd0w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,68.73635707871453,15.1,98.05978309327432,33.96,89.30087069113586,33.96,94.20085852965614,33.96,164.70537156834945,38.68,123.46778985851965,38.68,211.6487505872936,51.5,186.5523,63.9
P4-0068,-5056.280099696069,1926.7736996960691,0.0,-782.3765999999998,1.1,1.2,4.7,77.5,10.0,7.5,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,55.85790097927341,40.5,77.04139520194637,40.5,72.0138980007418,40.5,45.14917793685209,41.89,41.03106441336095,41.89,38.768192645762056,41.89,89.68226752233835,48.53,66.49380000000001,66.87
P4-0066,-5056.280099696069,1926.7736996960691,0.0,-782.3765999999998,1.1,1.2,4.7,77.5,8.0,7.5,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,55.85790097927341,40.5,77.04139520194637,40.5,72.0138980007418,40.5,45.14917793685209,41.89,41.03106441336095,41.89,38.768192645762056,41.89,89.68226752233835,48.53,66.49380000000001,66.87
P4-0067,-5117.309693965203,1940.3136939652043,0.0,-794.2489999999998,1.1,1.2,4.7,77.5,10.0,6.0,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,55.85797719103365,42.0,80.84564632844089,42.0,75.71012977567673,42.0,42.58245076929459,44.55,38.5371037208998,44.55,36.314258737319285,44.55,76.15633590847517,51.34,54.621399999999994,66.87
P4-0065,-5117.309693965203,1940.3136939652043,0.0,-794.2489999999998,1.1,1.2,4.7,77.5,8.0,6.0,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,55.85797719103365,42.0,80.84564632844089,42.0,75.71012977567673,42.0,42.58245076929459,44.55,38.5371037208998,44.55,36.314258737319285,44.55,76.15633590847517,51.34,54.621399999999994,66.87
P4-0063,-5124.91183438909,1938.4066343890904,0.0,-796.6262999999998,1.1,1.2,4.7,77.5,10.0,6.0,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,55.85797895810152,42.23,80.84554657265106,42.23,73.68419851760923,42.23,40.938571544950264,44.12,36.939963553219314,44.12,34.74264705882353,44.12,84.90205580189875,47.54,52.244099999999996,67.42
P4-0062,-5138.73316542172,1932.8771654217207,0.0,-801.4639999999998,1.1,1.2,4.7,77.5,8.0,7.5,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,55.85795337998296,42.03,77.46443942814145,42.03,67.9339776978778,42.03,75.97360271804139,47.5,28.95714591908596,47.5,25.448091510154125,47.5,81.80522032133972,47.5,47.406400000000005,67.92
P4-0027,-5157.456392564345,1938.4059925643455,0.0,-804.7625999999998,1.1,1.2,4.7,75.0,10.0,6.0,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,55.858097855417796,43.33,80.84569965677571,43.33,73.68433105020904,43.33,40.938653438775695,45.19,36.93995208786489,45.19,34.74264705882353,45.19,84.90222268413201,50.34,44.10780000000001,69.01
P4-0030,-5161.438048480019,1965.392448480019,0.0,-799.0113999999998,1.1,1.2,4.7,75.0,8.0,7.5,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,55.857973396012504,43.79,77.04140641705546,43.79,63.56920739460872,43.79,38.02335894694087,43.79,34.1074137213579,43.79,31.955536692618857,43.79,80.37025134773079,51.28,49.85899999999999,68.49
P4-0032,-5161.438048480019,1965.392448480019,0.0,-799.0113999999998,1.1,1.2,4.7,75.0,10.0,7.5,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,55.857973396012504,43.79,77.04140641705546,43.79,63.56920739460872,43.79,38.02335894694087,43.79,34.1074137213579,43.79,31.955536692618857,43.79,80.37025134773079,51.28,49.85899999999999,68.49
P4-0026,-5170.244067159307,1932.876867159307,0.0,-809.3417999999998,1.1,1.2,4.7,75.0,8.0,7.5,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,55.85799834455764,45.13,77.46446986520552,45.13,67.93415923153674,45.13,75.97361567420656,50.31,28.957204226341425,50.31,25.448058965584842,50.31,81.80522292960435,50.31,39.528600000000004,69.49
P4-0061,-5190.815673757258,1952.699673757259,0.0,-809.5289999999998,1.1,1.2,4.7,77.5,8.0,6.0,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,55.85798207662398,45.21,80.84565976075244,45.21,73.68435485398892,45.21,40.93851525486816,47.0,36.93988523267458,47.0,34.74263390482821,47.0,70.60889155534875,51.99,39.34139999999999,67.68
P4-0071,-5192.981018456078,1932.515418456079,0.0,-815.1163999999998,1.1,1.2,4.7,77.5,10.0,6.0,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,55.85792707581982,46.46,80.84566990669319,46.46,75.71004440240668,46.46,44.455556539563965,48.81,40.35724704445334,48.81,38.10499796075353,48.81,78.47073501057449,55.66,33.754,69.82
P4-0029,-5216.871618414822,1978.0812184148222,0.0,-809.6975999999997,1.1,1.2,4.7,75.0,8.0,6.0,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,55.85802500935109,47.8,80.84559239156566,47.8,67.08381755491313,47.8,35.58257345491389,47.8,31.735912529946898,47.8,29.622113085730327,47.8,67.50834395510093,53.94,39.17280000000001,68.49
P4-0031,-5216.871618414822,1978.0812184148222,0.0,-809.6975999999997,1.1,1.2,4.7,75.0,10.0,6.0,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh4_h0_dd0w20_re1_SOXS,55.85802500935109,47.8,80.84559239156566,47.8,67.08381755491313,47.8,35.58257345491389,47.8,31.735912529946898,47.8,29.622113085730327,47.8,67.50834395510093,53.94,39.17280000000001,68.49
P4-0025,-5220.603170879913,1952.699970879914,0.0,-816.9757999999998,1.1,1.2,4.7,75.0,8.0,6.0,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,55.85790943327553,48.13,80.84549759914002,48.13,73.68424518003194,48.13,40.93863201649872,49.83,36.939875845786304,49.83,34.742655509504395,49.83,70.60880993219347,54.55,31.894599999999997,69.26
P4-0069,-5231.736249604679,1950.3678496046798,0.0,-820.3420999999998,1.1,1.2,4.7,77.5,8.0,6.0,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,55.858000363790694,48.55,80.8454386330251,48.55,75.70993055175808,48.55,44.45553378897051,50.81,34.8735615779985,50.81,32.70930670783019,50.81,71.49797516829119,55.66,28.528299999999994,69.82
P4-0035,-5284.586449948817,1970.6660499488178,0.0,-828.4800999999998,1.1,1.2,4.7,75.0,10.0,6.0,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh4_h0_dd8w20_re1_SOXS,55.85796104790559,51.81,80.84550583739419,51.81,67.08390119605075,51.81,37.36379464968269,51.81,33.466551961916835,51.81,31.324939786372518,51.81,69.7088919682038,58.03,20.390300000000018,71.29
P4-0064,-5316.549614931659,2039.826814931659,0.0,-819.1806999999998,1.1,1.2,4.7,77.5,10.0,7.5,OV_sh6_h1_dd12w20_re1_SOXS,OV_sh0_h0_dd0w20_re1_SOXS,55.85793568576926,49.0,77.46434352819469,49.0,67.9339761170374,49.0,41.706557808738864,49.0,3.8454701522653956,49.0,1.0197023537824146,49.0,58.66279581889717,49.0,29.689699999999995,67.66
